0|arte astratta
11H(JOHN GUALBERTO)|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro
11H(JOHN GUALBERTO)0|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - santo raffigurato in un gruppo; gruppo di santi
11H(JOHN GUALBERTO)1|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - specifiche iconografie ~ santo
11H(JOHN GUALBERTO)11|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - santo come patrono, protettore, intercessore
11H(JOHN GUALBERTO)119|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - santo che protegge i devoti con il manto, 'Schutzmantel'
11H(JOHN GUALBERTO)12|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - santo (come Dottore della Chiesa) che scrive, studia, insegna, detta
11H(JOHN GUALBERTO)13|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - santo come fondatore di un Ordine
11H(JOHN GUALBERTO)131|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - santo ~ conferma dell'Ordine, approvazione della Regola
11H(JOHN GUALBERTO)2|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - primo periodo della vita del santo
11H(JOHN GUALBERTO)3|devozione privata di San Giovanni Gualberto
11H(JOHN GUALBERTO)31|devozione privata di San Giovanni Gualberto - vocazione, conversione del santo
11H(JOHN GUALBERTO)32|devozione privata di San Giovanni Gualberto - battesimo, consacrazione, pronuncia dei voti del santo
11H(JOHN GUALBERTO)33|devozione privata di San Giovanni Gualberto - rinuncia ai beni terreni, vita ascetica del santo
11H(JOHN GUALBERTO)34|San Giovanni Gualberto prega davanti al crocifisso, Cristo china il capo verso di lui
11H(JOHN GUALBERTO)35|devozione privata di San Giovanni Gualberto - tentazioni del santo
11H(JOHN GUALBERTO)36|devozione privata di San Giovanni Gualberto - penitenza del santo
11H(JOHN GUALBERTO)37|devozione privata di San Giovanni Gualberto - il santo in meditazione, in estasi
11H(JOHN GUALBERTO)4|attività ed episodi non miracolosi ~ San Giovanni Gualberto
11H(JOHN GUALBERTO)41|San Giovanni Gualberto salva la vita dell'uomo che aveva assassinato suo fratello
11H(JOHN GUALBERTO)5|attività ed episodi miracolosi ~ San Giovanni Gualberto
11H(JOHN GUALBERTO)51|San Giovanni Gualberto assiste alla prova del fuoco a cui si sottopone un monaco del suo Ordine per provare la veridicità dell'accusa di simonia fatta dal santo, nei confronti dell'arcivescovo di Firenze
11H(JOHN GUALBERTO)59|attività ed episodi miracolosi ~ San Giovanni Gualberto - stimmatizzazione del santo
11H(JOHN GUALBERTO)6|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - martirio, sofferenze, avversità, morte del santo
11H(JOHN GUALBERTO)68|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - morte, letto di morte del santo
11H(JOHN GUALBERTO)69|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - maltrattamento del cadavere del santo
11H(JOHN GUALBERTO)7|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - gloria, trionfo del santo
11H(JOHN GUALBERTO)8|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - avvenimenti post mortem ~ santo
11H(JOHN GUALBERTO)81|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - rinvenimento, traslazione delle reliquie del santo
11H(JOHN GUALBERTO)82|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - miracoli avvenuti durante la manipolazione delle reliquie del santo
11H(JOHN GUALBERTO)83|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - interventi compiuti dopo la morte, apparizioni post mortem del santo
11H(JOHN GUALBERTO)84|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - beatificazione, canonizzazione del santo
11H(JOHN GUALBERTO)9|San Giovanni Gualberto, monaco benedettino e fondatore dell'Ordine di Vallombrosa; attributi: bastone a forma di tau, crocifisso, demonio (o eretico) calpestato, libro - ritratti del santo
11H(JOHN NEPOMUK)|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma
11H(JOHN NEPOMUK)0|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - santo raffigurato in un gruppo; gruppo di santi
11H(JOHN NEPOMUK)1|specifiche iconografie ~ San Giovanni Nepomuceno
11H(JOHN NEPOMUK)11|San Giovanni Nepomuceno come patrono, protettore
11H(JOHN NEPOMUK)111|San Giovanni Nepomuceno col dito sulle labbra, come patrono dei confessori
11H(JOHN NEPOMUK)112|San Giovanni Nepomuceno come patrono dei marinai (in una nave)
11H(JOHN NEPOMUK)113|San Giovanni Nepomuceno come protettore contro le inondazioni e dei ponti
11H(JOHN NEPOMUK)119|San Giovanni Nepomuceno come patrono, protettore - santo che protegge i devoti con il manto, 'Schutzmantel'
11H(JOHN NEPOMUK)12|specifiche iconografie ~ San Giovanni Nepomuceno - santo (come Dottore della Chiesa) che scrive, studia, insegna, detta
11H(JOHN NEPOMUK)13|specifiche iconografie ~ San Giovanni Nepomuceno - santo come fondatore di un Ordine
11H(JOHN NEPOMUK)131|specifiche iconografie ~ San Giovanni Nepomuceno - santo ~ conferma dell'Ordine, approvazione della Regola
11H(JOHN NEPOMUK)2|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - primo periodo della vita del santo
11H(JOHN NEPOMUK)3|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - devozione privata del santo
11H(JOHN NEPOMUK)31|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - vocazione, conversione del santo
11H(JOHN NEPOMUK)32|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - battesimo, consacrazione, pronuncia dei voti del santo
11H(JOHN NEPOMUK)33|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - rinuncia ai beni terreni, vita ascetica del santo
11H(JOHN NEPOMUK)34|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - visione/i, nozze mistiche del santo
11H(JOHN NEPOMUK)35|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - tentazioni del santo
11H(JOHN NEPOMUK)36|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - penitenza del santo
11H(JOHN NEPOMUK)37|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - il santo in meditazione, in estasi
11H(JOHN NEPOMUK)4|attività ed episodi non miracolosi ~ San Giovanni Nepomuceno
11H(JOHN NEPOMUK)41|San Giovanni Nepomuceno ascolta la confessione della regina, moglie di re Venceslao di Boemia
11H(JOHN NEPOMUK)5|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - attività ed episodi miracolosi ~ santo
11H(JOHN NEPOMUK)59|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - stimmatizzazione del santo
11H(JOHN NEPOMUK)6|martirio, sofferenze, avversità, morte di San Giovanni Nepomuceno
11H(JOHN NEPOMUK)61|San Giovanni Nepomuceno viene condotto davanti al re Venceslao di Boemia
11H(JOHN NEPOMUK)62|San Giovanni Nepomuceno viene torturato con torce
11H(JOHN NEPOMUK)63|San Giovanni Nepomuceno rifiuta di violare il vincolo della confessione
11H(JOHN NEPOMUK)68|morte di San Giovanni Nepomuceno: viene gettato da un ponte nel fiume Moldava
11H(JOHN NEPOMUK)681|il corpo di San Giovanni Nepomuceno galleggia sull'acqua illuminato da un misterioso chiarore prodotto da cinque stelle
11H(JOHN NEPOMUK)69|martirio, sofferenze, avversità, morte di San Giovanni Nepomuceno - maltrattamento del cadavere del santo
11H(JOHN NEPOMUK)7|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - gloria, trionfo del santo
11H(JOHN NEPOMUK)8|avvenimenti post mortem
11H(JOHN NEPOMUK)81|la lingua di San Giovanni Nepomuceno viene trovata intatta
11H(JOHN NEPOMUK)82|avvenimenti post mortem - miracoli avvenuti durante la manipolazione delle reliquie del santo
11H(JOHN NEPOMUK)83|avvenimenti post mortem - interventi compiuti dopo la morte, apparizioni post mortem del santo
11H(JOHN NEPOMUK)84|avvenimenti post mortem - beatificazione, canonizzazione del santo
11H(JOHN NEPOMUK)9|San Giovanni Nepomuceno (Johannes Nepomucenus) martire; attributi: crocifisso, libro, lingua, lucchetto, nimbo o corona di cinque stelle, palma - ritratti del santo
11H(JOHN OF CAPESTRANO)|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa
11H(JOHN OF CAPESTRANO)0|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - santo raffigurato in un gruppo; gruppo di santi
11H(JOHN OF CAPESTRANO)1|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - specifiche iconografie ~ santo
11H(JOHN OF CAPESTRANO)11|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - santo come patrono, protettore, intercessore
11H(JOHN OF CAPESTRANO)119|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - santo che protegge i devoti con il manto, 'Schutzmantel'
11H(JOHN OF CAPESTRANO)12|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - santo (come Dottore della Chiesa) che scrive, studia, insegna, detta
11H(JOHN OF CAPESTRANO)13|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - santo come fondatore di un Ordine
11H(JOHN OF CAPESTRANO)131|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - santo ~ conferma dell'Ordine, approvazione della Regola
11H(JOHN OF CAPESTRANO)2|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - primo periodo della vita del santo
11H(JOHN OF CAPESTRANO)3|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - devozione privata del santo
11H(JOHN OF CAPESTRANO)31|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - vocazione, conversione del santo
11H(JOHN OF CAPESTRANO)32|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - battesimo, consacrazione, pronuncia dei voti del santo
11H(JOHN OF CAPESTRANO)33|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - rinuncia ai beni terreni, vita ascetica del santo
11H(JOHN OF CAPESTRANO)34|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - visione/i, nozze mistiche del santo
11H(JOHN OF CAPESTRANO)35|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - tentazioni del santo
11H(JOHN OF CAPESTRANO)36|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - penitenza del santo
11H(JOHN OF CAPESTRANO)37|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - il santo in meditazione, in estasi
11H(JOHN OF CAPESTRANO)4|attività ed episodi non miracolosi ~ San Giovanni da Capestrano
11H(JOHN OF CAPESTRANO)41|San Giovanni da Capestrano predica contro le vanità del mondo; i beni mondani vengono bruciati in pubblico
11H(JOHN OF CAPESTRANO)42|San Giovanni da Capestrano combatte contro i Turchi nella battaglia di Belgrado
11H(JOHN OF CAPESTRANO)5|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - attività ed episodi miracolosi ~ santo
11H(JOHN OF CAPESTRANO)59|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - stimmatizzazione del santo
11H(JOHN OF CAPESTRANO)6|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - martirio, sofferenze, avversità, morte del santo
11H(JOHN OF CAPESTRANO)68|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - morte, letto di morte del santo
11H(JOHN OF CAPESTRANO)69|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - maltrattamento del cadavere del santo
11H(JOHN OF CAPESTRANO)7|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - gloria, trionfo del santo
11H(JOHN OF CAPESTRANO)8|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - avvenimenti post mortem ~ santo
11H(JOHN OF CAPESTRANO)81|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - rinvenimento, traslazione delle reliquie del santo
11H(JOHN OF CAPESTRANO)82|San Giovanni da Capestrano frate francescano; attributi: (ostensorio con) IHS, Turco ai piedi, vessillo con la croce rossa - miracoli avvenuti durante la manipolazione delle reliquie del santo
