5|idee e concetti astratti
71H1561|i servi di Saul persuadono David a sposare Mikal
71H1562|David uccideduecento Filistei
71H1563|David porta i prepuzi dei duecento Filistei a Saul come dote per Mikal
71H1564|David e Mikal si amano
71H1565|matrimonio tra David e Mikal
71H15651|banchetto di nozze di David e Mikal
71H16|David fugge da Saul dopo il matrimonio con Mikal (1 Sam. 19)
71H161|Saul ordina la morte di David
71H1611|Gionata avverte David dell'odio di Saul
71H1612|Gionata intercede per David presso Saul, mentre David è nascosto in un rifugio
71H1613|Saul giura a Gionata che non ucciderà David
71H1614|Gionata riconcilia David e Saul
71H162|Saul vuole uccidere David
71H1621|Saul scaglia la lancia contro David per la seconda volta
71H1622|David schiva la lancia; la lancia di Saul si conficca nel muro
71H1623|David fugge dal palazzo
71H1624|David è messo sotto sorveglianza
71H163|David fugge dalla sua casa
71H1631|Mikal sollecita David a fuggire
71H1632|David fugge da una finestra; Mikal lo cala con l'aiuto di una corda
71H1633|Mikal mette una falsa figura di David nel letto
71H1634|i soldati di Saul vanno in casa di David; Mikal dice loro che David è malato
71H1635|i soldati di Saul scoprono l'inganno
71H1636|Saul interrofga Mikal
71H1637|Saul dà Mikal in moglie a Palti (1 Sam. 25, 44
71H164|David fugge da Samuele a Rama
71H1641|Samuele chiede a Saul della fuga di David
71H1642|i messaggeri di Saul vanno da Samuele a Rama
71H1643|i messaggeri di Saul iniziano a profetizzare davanti a Samuele
71H1644|Saul va da Samuele a Rama
71H1645|Saul profetizza davanti a Samuele
71H1646|Saul dorme nudo in casa di Samuele
71H17|David e Gionata (1 Sam. 20)
71H171|David consulta Gionata; Gionata promette la sua lealtà
71H1711|David consulta Gionata (nei campi); Gionata promette la sua lealtà
71H1712|David si nasconde in un rifugio
71H172|la Festa della Luna Nuova alla corte di Saul; David manca al banchetto
71H1721|Saul interroga Ionathgan su David
71H1722|Saul scaglia la lancia contro Gionata
71H1723|Gionata lascia adirato la festa della Luna Nuova
71H173|incontro tra David e Gionata nei campi
71H1731|Gionata scaglia la freccia (le frecce), mentre David è nascosto in un rifugio; un ragazzo corre dietro le frecce
71H1732|Gionata manda via il ragazzo con l'arco e le frecce
71H1733|David e Gionata si abbracciano; commiato di David da Gionata
71H17331|David in ginocchio davanti a Gionata
71H1734|Gionata torna in città
71H2|peregrinazioni di David
71H21|David a Nob (1 Sam. 21, 1-10)
71H211|incontro di David col sacerdote Achimelech
71H2111|incontro di David col sacerdote Achimelech, alla presenza di Doeg, capo dei pastori di Saul
71H212|David riceve doni da Achimelech
71H2121|David riceve il pane sacro
71H2122|David riceve la spada di Golia
71H213|Saul, seduto sotto un albero su un'altura, viene a sapere di David e Achimelech (1 Sam. 22, 6-23)
71H2131|Saul parla alla gente
71H2132|Achimelech è convocato con la famiglia a Gabaa
71H2133|Saul interroga Achimelech
71H2134|Saul ordina l'esecuzione di Achimelech e della sua famiglia
71H2135|i servi di Saul si rifiutano di uccidere Achimelech
71H2136|Doeg uccide Achimelech e la sua famiglia
71H2137|gli abitanti di Nob vengono uccisi
71H2138|Ebiatar, figlio di Achimelech, sfugge al massacro
71H21381|Ebiatar si reca da David portando con sé l'efod (1 Sam. 23, 6)
71H22|peregrinazioni di David da Gat a Maon (1 Sam. 21, 11-22, 5; 1 Sam. 23)
71H221|David a Gat
71H2211|David giunge da Achis, re di Gat
71H2212|David viene riconosciuto dai servi di Achis
71H2213|David finge di essere pazzo: traccia segni sulle porte e lascia colare saliva sulla sua barba
71H2214|David mandato via da Achis
71H222|David nella grotta di Adullam
71H2221|la famiglia di David si raduna con altri uomini nella grotta di Adullam
71H223|David a Mizpa di Moab
71H2231|David porta i suoi genitori dal re di Moab
71H2232|il profeta Gad consiglia a David di non rimanere a Moab
71H224|David nella foresta di Cheret
71H225|David a Keila
71H2251|Keila assediata dai Filistei
71H2252|David, sentito dell'assedio, va a Keila
71H2253|Keila liberata da David
71H2254|Saul va a Keila
71H2255|David parla con Dio
71H2256|David lascia Keila
71H226|David nel deserto di Zif
71H2261|Gionata visita David nel deserto di Zif e stringe con lui un patto
71H2262|gli Zifei indicano a Saul il nascondiglio di David
71H227|David a Maon
71H2271|David accerchiato da Saul e dai suoi uomini nel deserto di Maon
71H2272|un messaggero riferisce a Saul che i Filistei hanno invaso il paese
71H2273|Saul cessa di inseguire David
71H23|David a Engaddi (1 Sam. 24)
71H231|David nella caverna di Engaddi
71H232|Saul con tremila uomini cerca David a Engaddi
71H233|Saul e David nella caverna; Saul defeca
71H234|David taglia un lembo del mantello di Saul
71H235|David impedisce ai suoi uomini di uccidere Saul
71H236|quando Saul esce dalla caverna, David lo chiama, si inginocchia e gli mostra il pezzo di mantello
71H2361|Saul comincia a piangere
71H237|David promette di risparmiare la famiglia di Saul
71H24|David e Abigail (1 Sam. 25)
71H241|David torna nel deserto di Maon
71H2411|David risparmia il gregge di Nabal
71H242|David manda dieci servi a chiedere cibo a Nabal; Nabal e i suoi uomini possono essere raffigurati mentre tosano le pecore
71H2421|il rifiuto di Nabal
71H243|David contrariato dal rifiuto di Nabal
71H2431|David e i suoi uomini si recano da Nabal
71H244|Abigail, moglie di Nabal, viene avvertita del rifiuto di Nabal e dell'avanzata di David
71H2441|Abigail va incontro a David con asini carichi di pane e vino
71H2442|David incontra Abigail che si inginocchia davanti a lui
71H2443|David accetta i doni di Abigail; Abigail torna a casa
71H245|il banchetto a casa di Nabal
71H2451|Nabal ubriaco
71H2452|Abigail racconta al marito ciò che è accaduto
71H2453|Nabal muore
71H246|David manda messaggeri ad Abigail con una proposta di matrimonio
71H2461|Abigail, a cavallo di un asino e accompagnata dalle sue cinque ancelle, segue i messaggeri di David
71H2462|David sposa Abigail
71H247|David sposa Achinoam
71H25|David a Cachila (1 Sam. 26)
71H251|Saul insegue David a Cachila
71H2511|Saul accampato sulla collina di Cachila; le spie di David scoprono l'accampamento di Saul
71H252|David e Abisai invadono l'accampamento di Saul di notte, mentre Saul e i suoi soldati dormono
71H2521|David porta via una lancia e una fiasca per l'acqua
71H253|dalla cima della collina David grida verso Abner e Saul, che si svegliano spaventati
71H2531|David restituisce la lancia e la fiasca di Saul
71H2532|Saul loda David
71H254|Saul ritorna a casa
71H26|David a Sidag (1 Sam. 27, 29, 30)
71H261|David si reca con seicento uomini da Achis, re di Gat
71H262|David riceve Ziklag come luogo dove stabilire la sua dimora
71H263|David rapina e uccide, ruba greggi, armenti, asini, cammelli, e vesti
71H2631|David mente a Achis riguardo alle sue razzie
71H264|re Achis prende parte alla guerra dei Filistei contro gli Israeliti
71H2641|David nominato guardia del corpo di Achis
71H2642|David in marcia verso la battaglia con Achis
71H2643|i Filistei diffidano di David
71H2644|David viene congedato da Achis
71H265|David trova Sidag distrutta dal fuoco
71H2651|gli Amaleciti hanno rubato ogni cosa a Sidag e hanno fatto prigionieri tutte le donne, i figli e le figlie degli uomini di David
71H2652|David e i suoi uomini piangono tra le rovine di Sidag
71H2653|la gente minaccia di lapidare David
71H266|David insegue gli Amaleciti
71H2661|David lascia duecento dei suoi uomini stanchi al di là del torrente di Besor
71H2662|uno schiavo egiziano esausto viene ritrovato nella campagna
71H26621|lo schiavo egiziano viene condotto da David
71H26622|lo schiavo egiziano riceve cibo e acqua nell'accampamento di David
71H26623|David promette di non uccidere lo schiavo egiziano
71H26624|lo schiavo egiziano guida David all'accampamento degli Amaleciti
71H2663|David sorprende gli Amaleciti a far festa
71H2664|gli Amaleciti sconfitti da David
71H2665|Abigail e Achinoam, le due mogli di David, gli vengono restituite
71H2666|David divide il bottino degli Amaleciti
71H26661|alcuni degli uomini di David obbiettano sulla spartizione
71H26662|David rifiuta le contestazioni: tutti ricevono parti uguali del bottino
71H26663|David manda parte del bottino agli anziani di Giuda
71H3|storia della morte di Saul
71H31|Saul e la maga di Endor (1 Sam. 28, 3-25)
71H311|quando Saul vede l'esercito dei Filistei, rimane atterrito
71H312|Saul prega Dio
71H313|saul consulta una negromante
71H314|Saul travestito da soldato si reca dalla maga di Endor
71H315|Saul con la negromante di Endor
71H3151|disputa tra Saul e la maga di Endor
71H3152|lo spettro di Samuele appare alla maga di Endor; Saul si prostra
71H3153|la maga di Endor serve un pasto a Saul
71H32|battaglia tra gli Israeliti e i Filistei (1 Sam. 31)
71H321|l'esercito di Saul è sconfitto dai Filistei
71H3211|gli Israeliti fuggono sul monte Gelboe
71H3212|morte di Gionata e dei fratelli Abinadab e Malkisua
71H3213|Saul ferito da una freccia
71H3214|gli Israeliti fuggono dalle loro città
71H3215|i Filistei occupano le città degli Israeliti
71H322|morte di Saul
71H3221|Saul ordina al suo scudiero di ucciderlo, ma questi rifiuta
71H3222|Saul si uccide con una spada
71H3223|lo scudiero di Saul si suicida
71H323|variante della storia della morte di Saul (2 Sam. 1, 6-10)
71H3231|quando i carri e i cavalieri Filistei si avvicinano a Saul sul Monte Gelboe, egli vede un Amalecita e lo prega di ucciderlo
71H3232|l'Amalecita uccide Saul e lo spoglia del braccialetto e della corona
71H324|il cadavere di Saul
71H3241|i Filistei trovano i corpi di Saul e dei suoi tre figli
71H3242|i Filistei decapitano Saul e lo spogliano della sua armatura
71H3243|i Filistei collocano l'armatura di Saul nel tempio di Astarte
71H32431|i Filistei collocano le armi di Saul nel tempio di Dagon
71H3244|i Filistei appendono i corpi di Saul e dei figli sulle mura di Beisan
71H3245|gli abitanti di Iabes di Galaad portano via i corpi di Saul e dei figli
71H3246|gli abitanti di Iabes di Galaad bruciano i corpi di Saul e dei figli
71H3247|gli abitanti di Iabes di Galaad seppelliscono le ossa di Saul e dei figli
71H3248|David loda gli abitanti di Iabes di Galaad (2 Sam. 2, 4-7)
71H33|un messaggero porta la notizia della morte di Saul a David; il messaggero si prostra di fronte a David (2 Sam. 1)
71H331|il messaggero porta a David la corona e il braccialetto di Saul
71H332|David e i suoi uomini piangono la morte di Saul e Gionata e si strappano le vesti
71H333|David condanna a morte il messaggero
71H334|il messaggero viene giustiziato da uno dei soldati di David
71H4|lotta per il potere tra i discendenti di David e Saul (2 Sam. 2-5)
71H41|David proclamato re a Ebron
71H411|David va a Ebron
71H412|David unto re dalla tribù di Giuda
71H42|Isboset succede al padre Saul come re sebbene David sia già stato unto re dalla tribù di Giuda
71H421|Isboset, figlio di Saul, proclamato re da Abner, capo dell'esercito di Saul
71H43|battaglia tra Abner e David presso Gabaon
71H431|dodici uomini di Abner e dodici uomini di David si uccidono simultaneamente fra loro a colpi di spada
71H432|la battaglia tra gli eserciti di Abner e David
71H4321|l'esercito di Abner viene sconfitto dall'esercito di David
71H433|Abner, messo in fuga, è inseguito da Asael fratello di Ioab
71H4331|inseguito da Asael, Abner scaglia la sua lancia dietro di sè e lo uccide
71H4332|i Beniaminiti si arruolano nell'esercito di Abner per combattere David
71H4333|Abner parla a Ioab, comandante dell'esercito di David
71H4334|Ioab fa suonare la tromba e smette di inseguire Abner
71H4335|Abner continua la ritirata
71H434|Ioab conta le vittime della battaglia presso Gabaon
71H4341|sepoltura di Asael
71H44|rottura tra Abner e Is-Baal (Isboset)
71H441|dopo la morte di Saul, Abner prende in moglie Rizpa, concubina di Saul
71H442|Is-Baal (Isboset) rimprovera Abner per essersi appropriato di Rizpa; Abner si adira
71H45|Abner, già comandante dell'esercito di Saul, si allea a David
71H451|Abner manda messaggeri a David offrendosi come comandante dell'esercito
71H452|Abner, alleato degli anziani di Israele, li esorta a sostenere David
71H453|David invia messaggeri a Is-Baal (Isboset) per chiedere il ritorno della moglie Mikal
71H454|Abner si reca da David con Mikal, dopo aver fatto tornare indietro Palti, marito di Mikal
71H455|David dà un banchetto in onore di Abner; Abner si inginocchia di fronte a David
71H46|morte di Abner
71H461|Ioab ritorna da una scorreria e viene informato del fatto che Abner era stato congedato
71H462|Ioab chiede spiegazioni a David riguardo all'allontanamento di Abner
71H463|Abner, raggiunto dai messaggeri di Ioab, è preso in disparte da Ioab alla porta di Ebron ed è ucciso con una spada
71H464|David viene a sapere della morte di Abner e si adira
71H465|sepoltura di Abner; David piangendo e strappandosi le vesti, segue la bara di Abner
71H466|David piange la morte di Abner
71H47|la morte di Is-Baal (Isboset)
71H471|Is-Baal (Isboset), successore di Saul, saputo della morte di Abner si preoccupa per la propria vita
71H472|Baana e Recab decapitano Is-Baal (Isboset) nella sua stanza da letto
71H473|Baana e Rechab portano la testa di Is-Baal (Isboset) a David; David è adirato per la morte di Is-Baal
71H474|Baana e Recab vengono condannati a morte da David; gli vengono tagliati mani e piedi e poi vengono impiccati
71H475|la testa di Is-Baal (Isboset) viene sepolta nella tomba di Abner
71H48|riconoscimento definitivo della regalità di David, in Ebron
71H481|gli anziani di tutte le tribù di Israele si recano da David in Ebron
71H482|david unto re dagli anziani di Israele
71H4821|incoronazione di David
71H4822|David sollevato su uno scudo
71H5|il consolidamento della regalità di David (2 Sam. 5, 8-10, 21-24)
71H51|Gerusalemme diviene la Città di David (anche in 1 Cr. 11, 4-8)
71H511|David assedia Gerusalemme
71H512|Ioab è il primo a raggiungere la rocca di Sion e diviene comandante dell'esercito di David
71H513|David si stabilisce a Gerusalemme
71H514|David si stabilisce a Gerusalemme
71H5141|Chiram, re di Tiro, invia a david messaggeri, carpentieri, muratori e legno di cedro
71H5142|David parla con Natan nel suo casa in legno di cedro
71H52|le guerre di David
71H521|la guerra di David contro i Filistei
71H5211|i Filistei attaccano David
71H52111|i Filistei sconfitti da David nella valle di Refaim; David e i suoi uomini bruciano gli idoli dei Filistei
71H5212|i Filistei tornano di nuovo nella valle di Refaim
71H52121|David gira alle spalle dell'esercito dei Filistei nella valle di Refaim, attacca i Filistei dalla parte dei balsami e li sconfigge
71H5213|(altre) guerre di David contro i Filistei (anche in 1 Cr. 20, 4-8)
71H52131|David conquista Metheg-ammah (anche in 1 Cr. 18, 1)
71H52132|Abisai combatte contro Isbi-Benob
71H522|la guerra di David contro i Moabiti
71H5221|David sconfigge i Moabiti e li misura con una corda; molti di loro vengono uccisi
71H523|guerre di David contro gli Aramei
71H5231|David sconfigge Hadad-Ezer
71H5232|gli Aramei portano doni a David
71H5233|David salutato da Tou, re di Amat, tramite il figlio Adduram che porta a David dei doni
71H5234|David consacra al Signore tutto il bottino degli Aramei e tutti i doni di Tou
71H524|guerra di David contro gli Edomiti (anche 1 Cr. 18, 12-13)
71H5241|battaglia tra l'esercito di David e gli Edomiti
71H5242|Ioab massacra gli Edomiti (1 Re 11, 15-17)
71H52421|Hadad, figlio del re di Edom, fugge in Egitto
71H525|guerra di David contro gli Ammoniti (anche 2 Sam. 12, 26-31; 1 Cr. 19-20, 3)
71H5251|Canun, re degli Ammoniti, maltratta i messaggeri di David: li fa radere e fa tagliare le loro vesti
71H5252|gli Ammoniti radunano le truppe
71H5253|David manda Ioab contro gli Ammoniti
