5|abstrakte Ideen und Konzeptionen
71F211|die Israeliten werden von den Midianitern unterdrückt und dazu gezwungen, in Höhlen zu leben (Richter 6:1-10)
71F212|Gideon und der Engel des Herrn (Richter 6:11-24)
71F2121|der Engel des Herrn erscheint Gideon, der dabei in der Regel Weizen drischt
71F21211|der Engel des Herrn, der unter einer Eiche sitzt, erscheint Gideon, der dabei in der Regel Weizen drischt
71F2122|der Engel befiehlt Gideon: rette Israel vor den Midianitern!
71F2123|als er berufen wird (und Weizen drischt), bittet Gideon um ein göttliches Zeichen
71F21231|nachdem er um ein göttliches Zeichen gebeten hat, bereitet Gideon Speisen zu und bietet sie dem Engel in einem Korb dar
71F21232|auf die Anweisung des Engels stellt Gideon die Speisen auf einen Felsen und gießt die Brühe aus
71F21233|der Engel des Herrn berührt die Speisen mit seinem Stab; Feuer lodert vom Felsen empor
71F21234|der Engel des Herrn verläßt Gideon
71F2124|nach seiner Berufung fürchtet sich Gideon und wird daraufhin beruhigt
71F21241|Gideon errichtet Gott einen Altar
71F213|der Altar Baals wird von Gideon zerstört (Richter 6:25-32)
71F2131|Gott befiehlt Gideon, den Altar Baals zu zerstören, der auf dem Land seines Vaters errichtet worden ist
71F2132|Gideon und zehn seiner Knechte zerstören den Altar Baals, fällen den benachbarten Hain, errichten Gott einen Altar, schlachten einen Stier und bringen ein Brandopfer dar
71F2133|die Stadtbewohner erblicken den zerstörten Altar (Gideons Geschichte)
71F2134|Joasch, Gideons Vater, und die Stadtbewohner wollen Gideon töten, weil dieser den Altar Baals zerstört hat
71F214|Gideon versammelt das Volk für einen Überfall auf die Midianiter (Richter 6:33-40)
71F2141|die Midianiter fallen in das Tal von Jesreel ein
71F2142|Gideon bläst in eine Trompete, sendet Boten aus und versammelt die Israeliten zu einem Überfall auf die Midianiter
71F2143|vor seinem Feldzug gegen die Midianiter bittet Gideon den Herrn zweimal um ein Zeichen an einem Schaffell
71F21431|nur das Fell (Vlies) ist mit Tau bedeckt, der Erdboden ist trocken (erstes Zeichen für Gideon)
71F214311|Gideon wringt das Fell (Vlies) aus und erhält eine ganze Schale voller Wasser
71F21432|nur das Fell (Vlies) ist trocken, der Erdboden ist mit Tau bedeckt (zweites Zeichen für Gideon)
71F21433|Gideons Vlies (allein)
71F215|vor dem Feldzug gegen die Midianiter werden die Soldaten Gideons ausgewählt (Richter 7:1-8)
71F2151|um seine Soldaten auszuwählen, schickt Gideon die Furchtsamen weg und führt die verbleibenden zehntausend Mann an ein Gewässer
71F2152|diejenigen, die das Wasser mit der Hand zum Mund führen, um zu trinken, werden von denjenigen getrennt, die beim Trinken niederknien (Auswahl von Gideons Soldaten)
71F2153|Gideons Armee, die aus dreihundert Kriegern besteht, nimmt Verpflegung und ihre Trompeten mit
71F216|Gideon und seine Armee greifen die Midianiter an (Richter 7:9-25)
71F2161|in der Nacht geht Gideon mit seinem Knecht Pura zum Lager der Midianiter
71F2162|Gideon belauscht einen Midianiter, der seinen Traum von einem Gerstenbrot erzählt
71F2163|Gideon teilt seine Männer in drei Kompanien auf
71F2164|der Angriff auf die Midianiter: Gideon und seine Männer blasen in die Trompeten, zerbrechen ihre Krüge und halten ihre Fackeln
71F21641|die Flucht der Midianiter
71F2165|die Verfolgung der Midianiter durch Gideons Männer
71F2166|an den Gewässern werden die Midianiter von den Efraimitern gestellt und hingemetzelt
71F2167|Oreb und Seeb werden von den Efraimitern gefangengenommen und getötet; ihre Köpfe werden Gideon gebracht
71F21671|Oreb wird auf dem Fels Oreb getötet
71F21672|Seeb wird an der Seebkelter getötet
71F217|die Verfolgung Sebachs und Zalmunnas; Gideons letzte Tage (Richter 8)
71F2171|die unzufriedenen Efraimiter werden von Gideon besänftigt
71F2172|Gideon verlangt Brot für seine hungrigen Soldaten
71F21721|die Bewohner von Sukkot verweigern Gideon die Herausgabe von Brot
71F21722|die Bewohner von Penuel verweigern Gideon die Herausgabe von Brot
71F2173|Gideon verfolgt Sebach und Zalmunna, die beiden midianitischen Könige, und nimmt sie gefangen
71F2174|Gideon bestraft die Städte Sukkot und Penuel
71F21741|auf der Rückkehr von der Schlacht nimmt gideon einen jungen Mann aus Sukkot gefangen und verhört ihn
71F21742|die Ältesten von Sukkot werden mit Dornenzweigen und -ruten bestraft
71F21743|der Turm von Penuel wird zerstört und seine Bewohner getötet
71F2175|Gideon tötet Sebach und Zalmunna
71F21751|Gideon nimmt den Kamelen den Halsschmuck weg
71F2176|Gideon weigert sich, die Herrschaft über Israel zu übernehmen
71F2177|Gideon bittet um die Ohrringe der geschlagenen Midianiter und bekommt sie
71F21771|aus den goldenen Ohrringen und anderen Edelsteinen fertigt Gideon ein Ephod an, das er in Ofra aufstellt
71F2178|Gideon stirbt und wird begraben
71F218|die Geschichte von Abimelech, dem König von Sichem (Richter 9)
71F2181|Abimelech überredet seine Familie in Sichem, ihn an Stelle seiner Brüder, der siebzig Söhne Gideons, zu unterstützen
71F2182|Abimelech wird von den Brüdern seiner Mutter unterstützt, die ihm siebzig Einheiten Silber geben
71F2183|mit angeheuerten Leuten tötet Abimelech alle seine Brüder auf einem Stein, mit Ausnahme Jotams, der sich versteckt hat
71F2184|Abimelech wird König von Sichem
71F2185|auf dem Gipfel des Berges Garizim erzählt Jotam seine Fabel vom Königtum der Bäume
71F2186|Zwietracht zwischen den Sichemiten und Abimelech
71F21861|die Sichemiten berauben Reisende
71F21862|die Sichemiten zertrampeln die Trauben ihrer Weinberge und feiern
71F21863|Gaal, der Sohn Ebeds, wird zum Anführer der Rebellion gegen Abimelech
71F21864|Sebul schickt Boten zu Abimelech, um ihn vor Gaal zu warnen
71F21865|Abimelech vor Sichem mit einer Armee im Hinterhalt
71F21866|Gaal erblickt die herannahenden Truppen, aber Sebul überzeugt ihn, daß er nur die Schatten der Berge sieht
71F21867|Gaal kämpft mit Abimelech: er wird besiegt und nach Sichem zurückgeschlagen
71F21868|Gaal und seine Brüder werden von Sebul aus Sichem vertrieben
71F21869|Abimelech erobert Sichem und zerstört es, während zwei Kompanien die Leute auf den Feldern hinmetzeln
71F2187|der Turm von Sichem
71F21871|Abimelechs Soldaten folgen seinem Beispiel und schneiden mit einer Axt Zweige von den Bäumen ab
71F21872|mit den abgeschnittenen Zweigen setzen die Soldaten Abimelechs den Turm von Sichem in Brand
71F2188|der Turm von Tebez; der Tod Abimelechs
71F21881|nachdem er die Stadt Tebez eingenommen hat, versucht Abimelech den Turm in Brand zu setzen, in den sich die Einwohner geflüchtet haben
71F21882|Abimelech wird von einem Mühlstein niedergestreckt, den eine Frau auf ihn geworfen hat
71F21883|auf seine eigene Bitte wird Abimelech von seinem Waffenträger erstochen
71F22|die Zeit Tolas (Richter 10:1-2)
71F23|die Zeit Jairs (Richter 10:3-5)
71F231|die dreißig Söhne Jairs, die dreißig junge Esel reiten und dreißig Städte besitzen
71F24|die Zeit Jephtas (Buch der Richter)
71F241|Israel nach Jairs Tod (Richter 10:6-18)
71F2411|die Israeliten verehren Baal, Astarte und andere Götzen
71F2412|Israel wird von den Ammonitern unterdrückt
71F2413|die Israeliten beten zu Gott, sie zu befreien
71F242|Jephta, Sohn des Gilead, wird von seinen Brüdern verstoßen, weil er der Sohn einer Hure ist (Richter 11:1-3)
71F243|Jephta wird zum Anführer der Gileaditer (Richter 11:4-11)
71F2431|die Ältesten von Gilead suchen Jephta auf und bitten ihn, ihr Anführer zu sein
71F2432|Jephta kehrt mit den Ältesten Gileads zurück und wird zum Kommandanten der Gileaditer ernannt
71F244|Jephta schickt Boten zum König der Ammoniter, um einen Friedensvertrag anzubieten (Richter 11:12-28)
71F245|die Geschichte von Jephtas Tochter (Richter 11:29-40)
71F2451|vor der Schlacht zwischen den Israeliten und den Ammonitern schwört Jephta einen Eid, daß er auf seiner Rückkehr denjenigen Gott als Opfer darbringen wird, der ihm als erster aus der Tür seines Hauses entgegenkommt
71F2452|die Ammoniter werden von Jephtas Armee besiegt; zwanzig Städte werden erobert
71F2453|auf der Rückkehr von der Schlacht trifft Jephta auf seine Tochter, die ihm entgegenzieht, dabei tanzt und das Tamburin schlägt; verzweifelt zerreißt Jephta seine Kleider
71F2454|Jephtas Tochter zieht sich mit ihren Gefährtinnen in die Berge zurück, um ihre Jungfräulichkeit zu beweinen
71F2455|die Erfüllung von Jephtas Gelübde: er opfert seine Tochter
71F2456|jedes Jahr trauern die Töchter Israels vier Tage lang um die Tochter Jephtas
71F246|Jephta und die Gileaditer besiegen die Efraimiter (Richter 12:1-6)
71F2461|am Ufer des Jordans werden die fliehenden Efraimiter getötet, wenn sie das Wort Schibboleth falsch aussprechen (Sibboleth)
71F247|der Tod Jephtas (Richter 12:7)
71F25|die Zeit Ibzans (Richter 12:8-10)
71F26|die Zeit Elons (Richter 12:11-12)
71F27|die Zeit Abdons (Richter 12:13-15)
71F271|Abdons vierzig Söhne und dreißig Neffen, die auf siebzig jungen Eseln reiten
71F3|die Zeit Samsons (Buch der Richter)
71F31|Samsons Geburt und Jugend (Richter 13)
71F311|die Verkündigung der Geburt Samsons an die Frau Manoachs durch einen Engel
71F3111|Manoachs Frau erzählt ihrem Mann von der Erscheinung des Engels
71F312|die Verkündigung der Geburt eines Sohns an Manoach und seine Frau
71F313|der Engel lehnt die Speisen ab, die ihm Manoach anbietet (zweite Verkündigung der Geburt Samsons)
71F314|Manoachs Opfer; der Engel steigt in der Flamme empor
71F315|Samsons Geburt
71F316|die Beschneidung Samsons
71F317|Samsons Jugend
71F32|Samsons Reise nach Timna (Richter 14:1-9)
71F321|Samsons Brautwahl fällt auf eine Tochter der Philister
71F322|Samson bittet um die Zustimmung seiner Eltern zur Hochzeit; sie widersprechen seiner Wahl
71F323|Samson und seine Eltern auf der Reise nach Timna
71F324|in den Weinbergen von Timna begegnet Samson einem brüllenden Löwen
71F325|Samson tötet den Löwen mit seinen bloßen Händen
71F326|Samson spricht mit der Frau aus Timna
71F327|Samson sieht sich den Kadaver des Löwen an
71F3271|Samson findet einen Bienenschwarm im Kadaver des Löwen
71F3272|Samson ißt von dem Honig, den er im Kadaver des Löwen gefunden hat
71F3273|Samson gibt seinen Eltern einen Teil des Honigs, den er im Kadaver des Löwen gefunden hat
71F33|Samsons Hochzeit und sein Rätsel (Richter 14:10-20)
71F331|Samson gibt während des Hochzeitsfestes ein Rätsel auf
71F332|die dreißig Philister, die das Rätsel nicht lösen können, drohen seiner Frau, um die Antwort zu erhalten
71F333|Samson, der des Weinens seiner Frau überdrüssig ist, verrät ihr die Lösung des Rätsels
71F334|Samsons Frau gibt die Antwort an die Philister weiter
71F335|die Philister teilen Samson die Lösung des Rätsels mit
71F336|Samson geht nach Aschkelon, erschlägt dreißig Philister und nimmt ihre Gewänder an sich
71F3361|Samson gibt die Gewänder den dreißig Gewinnern des Rätselwettbewerbs
71F337|Samson scheidet im Zorn von den Philistern; seine Frau wird einem anderen Mann gegeben
71F34|Samson im Streit mit den Philistern (Richter 15:1-8)
71F341|Samson kommt mit einem Zicklein zu seiner Frau; deren Vater aber verwehrt ihm den Eintritt
71F342|Samson erfährt, daß seine Frau einem anderen Mann gegeben worden ist; ihm wird ihre jüngere Schwester angeboten
71F343|Samson bindet dreihundert Füchse paarweise an den Schwänzen zusammen, mit einem Holzscheit dazwischen. Er steckt die Fackeln an und läßt sie so in die Kornfelder der Philister rennen, die vollständig niederbrennen
71F344|die Philister verbrennen Samsons Frau und ihren Vater
71F345|Samson rächt sich seinerseits an den Philistern: er schlägt sie Hals über Kopf (Richter 15:8)
71F346|Samson wohnt in einer Höhle des Felsens von Etam
71F35|Samson und der Eselskinnbacken (Richter 15:9-20)
71F351|die Philister ziehen nach Juda, um Samson gefangenzunehmen
71F352|auf dem Felsen von Etam zwingen dreitausend Männer von Juda Samson zur Aufgabe; er wird mit zwei neuen Stricken gefesselt
71F353|als die Männer von Juda Samson an die schreienden Philister ausliefern wollen, fallen die Stricke von ihm ab
71F354|mit einem Eselskinnbacken erschlägt Samson tausend Philister
71F355|Samson trinkt Wasser aus einem Brunnen, nachdem er die tausend Philister erschlagen hat
71F356|Wasser kommt aus einer Höhlung des Eselskinnbackens
71F3561|Samson trinkt aus dem Eselskinnbacken, mit dem er tausend Philister erschlagen hat
71F36|Samson in Gaza (Richter 16:1-3)
71F361|Samson besucht in Gaza eine Hure
71F362|die Verschwörung der Gazaiten gegen Samson
71F363|Samson hebt die Stadttore aus den Angeln
71F3631|Samson trägt die Stadttore auf seinen Schultern bis auf den Gipfel eines Berges bei Hebron
71F37|die Geschichte von Samson und Delila (Richter 16:4-21)
71F371|die Begegnung Samsons mit Delila
71F372|die Philister bieten Delila 1100 Einheiten Silber für die Entdeckung des Geheimnisses von Samsons Stärke
71F373|Delila versucht das Geheimnis der Stärke Samsons zu ergründen
71F3731|Delila bindet Samson mit sieben grünen Zweigen
71F3732|Delila fesselt Samson mit neuen Stricken
71F3733|sieben Locken von Samsons Haar werden mit einem Netz zusammengebunden
71F374|Delila erfährt das Geheimnis von Samsons Stärke und benachrichtigt die Philister, die das Geld bringen
71F375|Samson liegt schlafend in Delilas Schoß; sie winkt in der Regel einen Philister herbei oder legt einen Finger an ihre Lippen
71F376|Samsons Haarlocken werden von einem Philister abrasiert oder abgeschnitten (in der Regel mit einer Schere)
71F3761|Samsons Haarlocken werden von Delila abgeschnitten
71F377|Samson wacht auf und erkennt, daß er seiner Haare und seiner Stärke verlustig gegangen ist; er wird gefangengenommen
71F3771|Samson wird von den Philistern gequält, Delila erhält ihre Belohnung
71F378|Samsons Blendung
71F3781|in Gaza ist der blinde Samson mit eisernen Ketten gefesselt
71F379|Samson muß im Gefängnis eine Tretmühle antreiben
71F38|der Tod Samsons (Richter 16:23-31)
71F381|Samson wird aus dem Gefängnis gerufen, um die feiernden Philister zu unterhalten; manchmal spielt er Harfe
71F3811|Samson erprobt seine Kraft und entwurzelt einen Baum
71F382|der blinde Samson wird von seinem jungen Führer zu den Pfeilern geleitet, auf denen das Haus (oder der Tempel) ruht
71F383|Samson zerbricht die Pfeiler; der Tempel Dagons stürzt ein und begräbt alle unter sich, die sich dort aufhalten
71F384|das Begräbnis Samsons
71F4|die Götzendienerei des Efraimiten Micha (Richter 17-18)
71F41|Micha bringt seiner Mutter das Geld zurück, das er von ihr gestohlen hat
71F42|im Auftrag von Michas Mutter hat ein Goldschmied ein geschnitztes und ein gegossenes Götzenbild angefertigt
71F421|das ungesetzliche Heiligtum des Micha
71F43|ein junger Levit wird Priester in Michas Heiligtum
71F44|die fünf Spione der Daniten
71F441|die fünf Spione der Daniten halten sich in Michas Haus auf und sprechen mit dem Leviten
71F442|die fünf Spione der Daniten beobachten die Stadt Lajisch
71F443|die fünf Spione der Daniten berichten ihre Erkenntnisse ihrem Volk
71F45|eine Armee der Daniter erfährt, wo sich Michas Götzenbilder befinden
71F451|die Daniter plündern Michas Heiligtum
71F452|die levitischen Priester ziehen mit den Danitern
71F453|Micha und seine Nachbarn verfolgen die Daniten, werden aber verjagt
71F46|die Daniter erobern Lajisch und brennen die Stadt nieder
71F47|die Daniter bauen die Stadt Lajisch wieder auf und nennen sie Dan
71F471|die Daniter stellen Michas geschnitztes Götzenbild auf
71F5|das Verbrechen der Benjamiter (Richter 19-21)
71F51|ein Levit will seine Nebenfrau aus dem Haus ihres Vaters in Bethlehem (Juda) zurückholen (Richter 19:1-9)
71F511|der Levit wird von seinem Schwiegervater aufgehalten
71F512|der Levit reist mit seiner Nebenfrau, seinem Knecht und zwei gesattelten Eseln ab
71F52|die Rückreise des Leviten und seiner Nebenfrau (Richter 19:10-30)
71F521|in der Nähe von Jebus entscheiden sich der Levit und seine Nebenfrau, nach Gibea weiterzureisen
71F522|in einer Straße von Gibea bietet ein alter Mann dem Leviten und seiner Nebenfrau ein Quartier an
71F523|der Levit und seine Nebenfrau werden im Haus des alten Manns empfangen
71F524|die Benjamiter von Gibea, Söhne des Belial, klopfen an die Tür und wollen den Leviten sprechen
71F5241|der alte Mann verhandelt mit den Männern von Gibea
71F525|die Nebenfrau des Leviten wird gewaltsam entführt und die ganze Nacht von den Benjamitern vergewaltigt
71F526|morgens liegt die Nebenfrau des Leviten tot auf der Türschwelle
