0|abstrakte, ungegenständliche Kunst
11H(FRIDOLIN)1|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - besondere Darstellungsformen eines männlichen Heiligen
11H(FRIDOLIN)11|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - ein männlicher Heiliger als Patron, Beschützer, Fürsprecher
11H(FRIDOLIN)119|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - ein männlicher Heiliger beschützt Gläubige mit seinem Mantel (Schutzmantel)
11H(FRIDOLIN)12|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - ein männlicher Heiliger schreibt, studiert, unterrichtet, diktiert (z.B. als Kirchenlehrer)
11H(FRIDOLIN)13|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - ein männlicher Heiliger als Ordensgründer
11H(FRIDOLIN)131|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - ein männlicher Heiliger bei einer Regelbestätigung
11H(FRIDOLIN)2|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Kindheit und Jugend eines männlichen Heiligen
11H(FRIDOLIN)3|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Frömmigkeit eines männlichen Heiligen
11H(FRIDOLIN)31|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Berufung, Bekehrung eines männlichen Heiligen
11H(FRIDOLIN)32|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Taufe, Weihe, Gelübde eines männlichen Heiligen
11H(FRIDOLIN)33|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Verzicht auf weltliche Güter, Askese eines männlichen Heiligen
11H(FRIDOLIN)34|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Vision(en), mystische Vermählung eines männlichen Heiligen
11H(FRIDOLIN)35|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Versuchung eines männlichen Heiligen
11H(FRIDOLIN)36|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Buße eines männlichen Heiligen
11H(FRIDOLIN)37|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - ein männlicher Heiliger bei der Meditation, in Ekstase
11H(FRIDOLIN)4|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - nicht-wundertätige Handlungen und Ereignisse in der Vita eines männlichen Heiligen
11H(FRIDOLIN)5|Wunder in der Vita des hl. Fridolin
11H(FRIDOLIN)51|der hl. Fridolin erweckt Ursus als Skelett von den Toten: Ursus bestätigt seine Schenkung an die Abtei, die von seinem Bruder angefochten worden war
11H(FRIDOLIN)59|Wunder in der Vita des hl. Fridolin - Stigmatisation eines männlichen Heiligen
11H(FRIDOLIN)6|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Martyrium, Leiden, Scheitern, Tod eines männlichen Heiligen
11H(FRIDOLIN)68|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Tod, Totenbett eines männlichen Heiligen
11H(FRIDOLIN)69|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Leichenschändung am Körper eines männlichen Heiligen
11H(FRIDOLIN)7|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Apotheose, Verklärung, Triumph eines männlichen Heiligen
11H(FRIDOLIN)8|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - postume Ereignisse in der Vita eines männlichen Heiligen
11H(FRIDOLIN)81|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Auffindung, Translation der Reliquien eines männlichen Heiligen
11H(FRIDOLIN)82|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Wunder durch die Berührung von Reliquien eines männlichen Heiligen
11H(FRIDOLIN)83|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - postume Handlungen, Erscheinungen eines männlichen Heiligen
11H(FRIDOLIN)84|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Seligsprechung, Heiligsprechung eines männlichen Heiligen
11H(FRIDOLIN)9|Fridolin, der Abt und Gründer der Abtei von Säckingen; mögliche Attribute: Pilgerstab, Skelett - Bildnis eines männlichen Heiligen
11H(GALL)|der Mönch und Eremit Gallus; mögliche Attribute: Bär
11H(GALL)0|der Mönch und Eremit Gallus; mögliche Attribute: Bär - ein männlicher Heiliger, der in einer Gruppe dargestellt ist
11H(GALL)1|der Mönch und Eremit Gallus; mögliche Attribute: Bär - besondere Darstellungsformen eines männlichen Heiligen
11H(GALL)11|der Mönch und Eremit Gallus; mögliche Attribute: Bär - ein männlicher Heiliger als Patron, Beschützer, Fürsprecher
11H(GALL)119|der Mönch und Eremit Gallus; mögliche Attribute: Bär - ein männlicher Heiliger beschützt Gläubige mit seinem Mantel (Schutzmantel)
11H(GALL)12|der Mönch und Eremit Gallus; mögliche Attribute: Bär - ein männlicher Heiliger schreibt, studiert, unterrichtet, diktiert (z.B. als Kirchenlehrer)
11H(GALL)13|der Mönch und Eremit Gallus; mögliche Attribute: Bär - ein männlicher Heiliger als Ordensgründer
11H(GALL)131|der Mönch und Eremit Gallus; mögliche Attribute: Bär - ein männlicher Heiliger bei einer Regelbestätigung
11H(GALL)2|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Kindheit und Jugend eines männlichen Heiligen
11H(GALL)3|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Frömmigkeit eines männlichen Heiligen
11H(GALL)31|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Berufung, Bekehrung eines männlichen Heiligen
11H(GALL)32|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Taufe, Weihe, Gelübde eines männlichen Heiligen
11H(GALL)33|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Verzicht auf weltliche Güter, Askese eines männlichen Heiligen
11H(GALL)34|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Vision(en), mystische Vermählung eines männlichen Heiligen
11H(GALL)35|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Versuchung eines männlichen Heiligen
11H(GALL)36|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Buße eines männlichen Heiligen
11H(GALL)37|der Mönch und Eremit Gallus; mögliche Attribute: Bär - ein männlicher Heiliger bei der Meditation, in Ekstase
11H(GALL)4|der Mönch und Eremit Gallus; mögliche Attribute: Bär - nicht-wundertätige Handlungen und Ereignisse in der Vita eines männlichen Heiligen
11H(GALL)5|Wunder in der Vita des hl. Gallus
11H(GALL)51|ein Bär bringt dem hl. Gallus einen Holzklotz oder Baumstamm
11H(GALL)52|der hl. Gallus gibt dem Bären einen Brotlaib
11H(GALL)59|Wunder in der Vita des hl. Gallus - Stigmatisation eines männlichen Heiligen
11H(GALL)6|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Martyrium, Leiden, Scheitern, Tod eines männlichen Heiligen
11H(GALL)68|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Tod, Totenbett eines männlichen Heiligen
11H(GALL)69|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Leichenschändung am Körper eines männlichen Heiligen
11H(GALL)7|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Apotheose, Verklärung, Triumph eines männlichen Heiligen
11H(GALL)8|der Mönch und Eremit Gallus; mögliche Attribute: Bär - postume Ereignisse in der Vita eines männlichen Heiligen
11H(GALL)81|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Auffindung, Translation der Reliquien eines männlichen Heiligen
11H(GALL)82|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Wunder durch die Berührung von Reliquien eines männlichen Heiligen
11H(GALL)83|der Mönch und Eremit Gallus; mögliche Attribute: Bär - postume Handlungen, Erscheinungen eines männlichen Heiligen
11H(GALL)84|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Seligsprechung, Heiligsprechung eines männlichen Heiligen
11H(GALL)9|der Mönch und Eremit Gallus; mögliche Attribute: Bär - Bildnis eines männlichen Heiligen
11H(GEORGE)|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert
11H(GEORGE)0|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - ein männlicher Heiliger, der in einer Gruppe dargestellt ist
11H(GEORGE)1|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - besondere Darstellungsformen eines männlichen Heiligen
11H(GEORGE)11|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - ein männlicher Heiliger als Patron, Beschützer, Fürsprecher
11H(GEORGE)119|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - ein männlicher Heiliger beschützt Gläubige mit seinem Mantel (Schutzmantel)
11H(GEORGE)12|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - ein männlicher Heiliger schreibt, studiert, unterrichtet, diktiert (z.B. als Kirchenlehrer)
11H(GEORGE)13|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - ein männlicher Heiliger als Ordensgründer
11H(GEORGE)131|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - ein männlicher Heiliger bei einer Regelbestätigung
11H(GEORGE)2|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - Kindheit und Jugend eines männlichen Heiligen
11H(GEORGE)3|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - Frömmigkeit eines männlichen Heiligen
11H(GEORGE)31|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - Berufung, Bekehrung eines männlichen Heiligen
11H(GEORGE)32|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - Taufe, Weihe, Gelübde eines männlichen Heiligen
11H(GEORGE)33|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - Verzicht auf weltliche Güter, Askese eines männlichen Heiligen
11H(GEORGE)34|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - Vision(en), mystische Vermählung eines männlichen Heiligen
11H(GEORGE)35|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - Versuchung eines männlichen Heiligen
11H(GEORGE)36|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - Buße eines männlichen Heiligen
11H(GEORGE)37|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - ein männlicher Heiliger bei der Meditation, in Ekstase
11H(GEORGE)4|nicht-wundertätige Handlungen und Ereignisse in der Vita des hl. Georg
11H(GEORGE)41|der hl. Georg und der Drachen: als Ritter in Rüstung reitet er auf einem (weißen) Pferd und schwingt sein Schwert (die Lanze liegt bereits zerbrochen auf dem Erdboden); die betende oder fliehende Prinzessin kann auch dargestellt sein
11H(GEORGE)411|der hl. Georg führt den Drachen in die Stadt, nachdem er ihn mit dem Gürtel der Prinzessin gefesselt hat
11H(GEORGE)412|der hl. Georg tauft die königliche Familie von Libyen
11H(GEORGE)5|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - Wunder in der Vita eines männlichen Heiligen
11H(GEORGE)59|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - Stigmatisation eines männlichen Heiligen
11H(GEORGE)6|Martyrium, Leiden, Scheitern, Tod des hl. Georg
11H(GEORGE)61|der hl. Georg wird auf ein Rad mit Messern gespannt, das aber von Engeln zerstört wird
11H(GEORGE)62|der hl. Georg wird in einen Kessel mit siedendem Öl gesteckt
11H(GEORGE)63|der hl. Georg wird umgekehrt über einem Feuer aufgehängt
11H(GEORGE)64|der hl. Georg wird in zwei Teile zersägt
11H(GEORGE)65|der hl. Georg wird von Pferden in Stücke gerissen
11H(GEORGE)66|der hl. Georg wird mit eisernen Nägel aufgeschlitzt
11H(GEORGE)67|der hl. Georg trinkt aus einem Giftkelch
11H(GEORGE)68|der hl. Georg wird enthauptet
11H(GEORGE)69|Martyrium, Leiden, Scheitern, Tod des hl. Georg - Leichenschändung am Körper eines männlichen Heiligen
11H(GEORGE)7|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - Apotheose, Verklärung, Triumph eines männlichen Heiligen
11H(GEORGE)8|postume Ereignisse in der Vita des hl. Georg
11H(GEORGE)81|postume Ereignisse in der Vita des hl. Georg - Auffindung, Translation der Reliquien eines männlichen Heiligen
11H(GEORGE)82|postume Ereignisse in der Vita des hl. Georg - Wunder durch die Berührung von Reliquien eines männlichen Heiligen
11H(GEORGE)83|der hl. Georg erscheint den Kreuzrittern auf einem weißen Pferd und hilft ihnen in ihrer Schlacht gegen die Sarazenen
11H(GEORGE)84|postume Ereignisse in der Vita des hl. Georg - Seligsprechung, Heiligsprechung eines männlichen Heiligen
11H(GEORGE)9|der Kriegerheilige und Erzmärtyrer Georg (Georgius); mögliche Attribute: Banner (rotes Kreuz auf weißem Feld), (rotes) Kreuz, Drachen, (weißes) Pferd, zerbrochene Lanze, Schild (mit Kreuz), Schwert - Bildnis eines männlichen Heiligen
11H(GEREON)|der Kriegerheilige und Märtyrer Gereon von Köln; mögliche Attribute: Banner, Kreuz auf der Brust, Lanze, Schild, Schwert
11H(GEREON)0|der Kriegerheilige und Märtyrer Gereon von Köln; mögliche Attribute: Banner, Kreuz auf der Brust, Lanze, Schild, Schwert - ein männlicher Heiliger, der in einer Gruppe dargestellt ist
11H(GEREON)1|der Kriegerheilige und Märtyrer Gereon von Köln; mögliche Attribute: Banner, Kreuz auf der Brust, Lanze, Schild, Schwert - besondere Darstellungsformen eines männlichen Heiligen
11H(GEREON)11|der Kriegerheilige und Märtyrer Gereon von Köln; mögliche Attribute: Banner, Kreuz auf der Brust, Lanze, Schild, Schwert - ein männlicher Heiliger als Patron, Beschützer, Fürsprecher
11H(GEREON)119|der Kriegerheilige und Märtyrer Gereon von Köln; mögliche Attribute: Banner, Kreuz auf der Brust, Lanze, Schild, Schwert - ein männlicher Heiliger beschützt Gläubige mit seinem Mantel (Schutzmantel)
11H(GEREON)12|der Kriegerheilige und Märtyrer Gereon von Köln; mögliche Attribute: Banner, Kreuz auf der Brust, Lanze, Schild, Schwert - ein männlicher Heiliger schreibt, studiert, unterrichtet, diktiert (z.B. als Kirchenlehrer)
11H(GEREON)13|der Kriegerheilige und Märtyrer Gereon von Köln; mögliche Attribute: Banner, Kreuz auf der Brust, Lanze, Schild, Schwert - ein männlicher Heiliger als Ordensgründer
11H(GEREON)131|der Kriegerheilige und Märtyrer Gereon von Köln; mögliche Attribute: Banner, Kreuz auf der Brust, Lanze, Schild, Schwert - ein männlicher Heiliger bei einer Regelbestätigung
11H(GEREON)2|der Kriegerheilige und Märtyrer Gereon von Köln; mögliche Attribute: Banner, Kreuz auf der Brust, Lanze, Schild, Schwert - Kindheit und Jugend eines männlichen Heiligen
11H(GEREON)3|der Kriegerheilige und Märtyrer Gereon von Köln; mögliche Attribute: Banner, Kreuz auf der Brust, Lanze, Schild, Schwert - Frömmigkeit eines männlichen Heiligen
11H(GEREON)31|der Kriegerheilige und Märtyrer Gereon von Köln; mögliche Attribute: Banner, Kreuz auf der Brust, Lanze, Schild, Schwert - Berufung, Bekehrung eines männlichen Heiligen
11H(GEREON)32|der Kriegerheilige und Märtyrer Gereon von Köln; mögliche Attribute: Banner, Kreuz auf der Brust, Lanze, Schild, Schwert - Taufe, Weihe, Gelübde eines männlichen Heiligen
