0|抽象，非具象芸術
11H(BARNABAS)11|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-守護者、擁護者、仲裁者としての男性聖人
11H(BARNABAS)119|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-信者を外套で守る男性聖人、''Schutzmantel"
11H(BARNABAS)12|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-書く、学ぶ、教える、書き取らせる男性聖人(教会博士として)
11H(BARNABAS)13|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-(修道)会の創設者としての男性聖人
11H(BARNABAS)131|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人~(修道)会の堅信、ルールの承認
11H(BARNABAS)2|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の若りし頃
11H(BARNABAS)3|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の個人的な聖別
11H(BARNABAS)31|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の召命、改宗
11H(BARNABAS)32|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の洗礼、聖別、誓い
11H(BARNABAS)33|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の世俗の放棄、禁欲生活
11H(BARNABAS)34|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の幻想、神秘の結婚
11H(BARNABAS)35|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の誘惑
11H(BARNABAS)36|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の懺悔
11H(BARNABAS)37|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の瞑想する姿、エクスタシー
11H(BARNABAS)4|奇跡以外の行動、出来事~聖バルナバ
11H(BARNABAS)41|聖バルナバと、別に聖パウロ
11H(BARNABAS)42|説教をする聖バルナバ
11H(BARNABAS)5|奇跡の行動、出来事~聖バルナバ
11H(BARNABAS)51|マタイの福音書で患者を癒す聖バルナバ
11H(BARNABAS)59|奇跡の行動、出来事~聖バルナバ-男性聖人が聖痕を得る姿
11H(BARNABAS)6|聖バルナバの殉教、苦難、不幸、死
11H(BARNABAS)61|投石される聖バルナバ
11H(BARNABAS)68|生きたまま焼かれる聖バルナバ
11H(BARNABAS)69|聖バルナバの殉教、苦難、不幸、死 -男性聖人の遺体の虐待
11H(BARNABAS)7|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の神格化、栄光、凱旋
11H(BARNABAS)8|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-死後の出来事~男性聖人
11H(BARNABAS)81|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の遺物の探索、運搬
11H(BARNABAS)82|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の遺物の取扱の最中に起こる奇跡
11H(BARNABAS)83|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の死後の行い、出現
11H(BARNABAS)84|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の列福、列聖
11H(BARNABAS)9|初代ミラノ司教、キプロスの使徒、殉教者バルナバ:マタイの福音書、石-男性聖人の肖像
11H(BARTHOLOMEW)|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖
11H(BARTHOLOMEW)0|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -集団の中に表される男性聖人
11H(BARTHOLOMEW)1|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -特定の属性~男性聖人
11H(BARTHOLOMEW)11|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -守護者、擁護者、仲裁者としての男性聖人
11H(BARTHOLOMEW)119|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -信者を外套で守る男性聖人、''Schutzmantel"
11H(BARTHOLOMEW)12|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -書く、学ぶ、教える、書き取らせる男性聖人(教会博士として)
11H(BARTHOLOMEW)13|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -(修道)会の創設者としての男性聖人
11H(BARTHOLOMEW)131|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人~(修道)会の堅信、ルールの承認
11H(BARTHOLOMEW)2|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の若りし頃
11H(BARTHOLOMEW)3|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の個人的な聖別
11H(BARTHOLOMEW)31|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の召命、改宗
11H(BARTHOLOMEW)32|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の洗礼、聖別、誓い
11H(BARTHOLOMEW)33|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の世俗の放棄、禁欲生活
11H(BARTHOLOMEW)34|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の幻想、神秘の結婚
11H(BARTHOLOMEW)35|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の誘惑
11H(BARTHOLOMEW)36|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の懺悔
11H(BARTHOLOMEW)37|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の瞑想する姿、エクスタシー
11H(BARTHOLOMEW)4|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 - 奇跡以外の行動、出来事 ~ 男性聖人
11H(BARTHOLOMEW)5|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 - 奇跡の行動、出来事 ~ 男性聖人
11H(BARTHOLOMEW)59|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 - 男性聖人が聖痕を得る姿
11H(BARTHOLOMEW)6|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の殉教、苦難、不幸、死
11H(BARTHOLOMEW)68|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の死、臨終
11H(BARTHOLOMEW)69|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の遺体の虐待
11H(BARTHOLOMEW)7|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の神格化、栄光、凱旋
11H(BARTHOLOMEW)8|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -死後の出来事~男性聖人
11H(BARTHOLOMEW)81|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の遺物の探索、運搬
11H(BARTHOLOMEW)82|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の遺物の取扱の最中に起こる奇跡
11H(BARTHOLOMEW)83|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の死後の行い、出現
11H(BARTHOLOMEW)84|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の列福、列聖
11H(BARTHOLOMEW)9|使徒バルトロマイ;本、足元に悪魔あるいは竜、刃物、書物、剥がれた肌、杖 -男性聖人の肖像
11H(BASIL THE GREAT)|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱)
11H(BASIL THE GREAT)0|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -集団の中に表される男性聖人
11H(BASIL THE GREAT)1|特定の属性 ~ 聖バシル
11H(BASIL THE GREAT)11|特定の属性 ~ 聖バシル -守護者、擁護者、仲裁者としての男性聖人
11H(BASIL THE GREAT)119|特定の属性 ~ 聖バシル -信者を外套で守る男性聖人、''Schutzmantel"
11H(BASIL THE GREAT)12|東方教会の教会博士として他の創設者とともに執筆、教育を行う聖バシル、時として神聖な発想を象徴する鳩のもとで
11H(BASIL THE GREAT)13|特定の属性 ~ 聖バシル -(修道)会の創設者としての男性聖人
11H(BASIL THE GREAT)131|特定の属性 ~ 聖バシル -男性聖人~(修道)会の堅信、ルールの承認
11H(BASIL THE GREAT)2|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の若りし頃
11H(BASIL THE GREAT)3|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の個人的な聖別
11H(BASIL THE GREAT)31|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の召命、改宗
11H(BASIL THE GREAT)32|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の洗礼、聖別、誓い
11H(BASIL THE GREAT)33|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の世俗の放棄、禁欲生活
11H(BASIL THE GREAT)34|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の幻想、神秘の結婚
11H(BASIL THE GREAT)35|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の誘惑
11H(BASIL THE GREAT)36|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の懺悔
11H(BASIL THE GREAT)37|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の瞑想する姿、エクスタシー
11H(BASIL THE GREAT)4|奇跡以外の行動、出来事 ~ 聖バシル
11H(BASIL THE GREAT)41|聖バシルのミサ;ウァレンス皇帝が倒れる
11H(BASIL THE GREAT)5|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) - 奇跡以外の行動、出来事 ~ 男性聖人
11H(BASIL THE GREAT)59|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) - 男性聖人が聖痕を得る姿
11H(BASIL THE GREAT)6|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の殉教、苦難、不幸、死
11H(BASIL THE GREAT)68|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の死、臨終
11H(BASIL THE GREAT)69|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の遺体の虐待
11H(BASIL THE GREAT)7|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の神格化、栄光、凱旋
11H(BASIL THE GREAT)8|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -死後の出来事~男性聖人
11H(BASIL THE GREAT)81|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の遺物の探索、運搬
11H(BASIL THE GREAT)82|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の遺物の取扱の最中に起こる奇跡
11H(BASIL THE GREAT)83|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の死後の行い、出現
11H(BASIL THE GREAT)84|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の列福、列聖
11H(BASIL THE GREAT)9|カイセリア司教の大バシレイオス(聖バシル);鳩、火(柱) -男性聖人の肖像
11H(BAVO)|ゲントの隠者バーフ;鷹、空洞の木、集金袋、石、刀
11H(BAVO)0|ゲントの隠者バーフ;鷹、空洞の木、集金袋、石、刀 -集団の中に表される男性聖人
11H(BAVO)1|ゲントの隠者バーフ;鷹、空洞の木、集金袋、石、刀 -特定の属性~男性聖人
11H(BAVO)11|ゲントの隠者バーフ;鷹、空洞の木、集金袋、石、刀 -守護者、擁護者、仲裁者としての男性聖人
11H(BAVO)119|ゲントの隠者バーフ;鷹、空洞の木、集金袋、石、刀 -信者を外套で守る男性聖人、''Schutzmantel"
11H(BAVO)12|ゲントの隠者バーフ;鷹、空洞の木、集金袋、石、刀 -書く、学ぶ、教える、書き取らせる男性聖人(教会博士として)
11H(BAVO)13|ゲントの隠者バーフ;鷹、空洞の木、集金袋、石、刀 -(修道)会の創設者としての男性聖人
11H(BAVO)131|ゲントの隠者バーフ;鷹、空洞の木、集金袋、石、刀 -男性聖人~(修道)会の堅信、ルールの承認
11H(BAVO)2|ゲントの隠者バーフ;鷹、空洞の木、集金袋、石、刀 -男性聖人の若りし頃
11H(BAVO)3|聖バーフの個人的な聖別
11H(BAVO)31|聖バーフの個人的な聖別 -男性聖人の召命、改宗
11H(BAVO)32|貧者に富を分け与え、教会の敷居に立つ聖アマンに受け止められる聖バーフ
11H(BAVO)33|木の洞穴で祈る世捨て人の聖バーフ
11H(BAVO)34|聖バーフの個人的な聖別 -男性聖人の幻想、神秘の結婚
11H(BAVO)35|聖バーフの個人的な聖別 -男性聖人の誘惑
11H(BAVO)36|聖バーフの個人的な聖別 -男性聖人の懺悔
11H(BAVO)37|聖バーフの個人的な聖別 -男性聖人の瞑想する姿、エクスタシー
11H(BAVO)4|奇跡以外の行動、出来事 ~ 聖バーフ
11H(BAVO)41|貧者に施しを与える聖バーフ
11H(BAVO)5|奇跡の行動、出来事 ~ 聖バーフ
11H(BAVO)51|轢かれた死者を蘇らせる聖バーフ
