4|社会, 文明, 文化
44B1681|王冠を踏みにじる
44B169|(君主の) 退位
44B1691|(君主の) 自発的な退位
44B1692|(君主の) 不本意な退位
44B16921|敵からの君主の逃亡
44B16922|逃亡する君主の逮捕
44B16923|国王殺し
44B17|悪い君主
44B19|元首の記章と象徴 (王冠, 王笏, 宝珠, 印, 紋章旗, マント, 胸飾り)
44B191|王冠 (元首の象徴)
44B1911|王冠 (元首の象徴)
44B192|王笏, 杖 (元首の象徴)
44B1921|正義の手、腕 (元首の象徴)
44B1922|槍 (元首の象徴)
44B193|宝珠 (元首の象徴; 上部に十字架がついた球体)
44B194|紋章 (元首の象徴)
44B195|印 (元首の象徴)
44B196|紋章旗 (元首の象徴)
44B197|マント, ガウン, ドレス (元首の象徴)
44B1971|皇族のマント (元首の象徴)
44B1972|王族のマント (元首の象徴)
44B198|胸飾り (元首の象徴)
44B2|政府および代表機関
44B21|中央政府
44B211|大臣 ~ 政府
44B2111|首相
44B2112|閣僚理事会
44B2113|国務長官 ~ 政府
44B22|州政府
44B221|州知事等
44B23|市政
44B231|市長
44B232|市議会
44B233|町役場
44B24|植民地政府
44B241|植民地総督
44B3|水行政管理
44B31|水委員長
44B32|検査 ~ 水管理
44B4|外交, 外交官
44B41|大使
44B411|出発 ~ 大使
44B412|旅 ~ 大使
44B413|歓迎会 ~ 大使
44B414|和解 ~ 外交
44B42|交渉, 協議 ~ 外交
44B421|和平交渉
44B4211|平和条約の調印, 和平協定を結ぶ
44B4212|平和宣言
44B43|領事業務
44B44|(外交官) 信任状の奉呈
44B45|同盟,組合, 協定
44B450|Lega' (リーパ)
44B5|立法府の権限
44B51|人民の代表 ~ 政府
44B511|上院
44B512|下院, 議会, 議院
44B5121|国会議員
44B5122|議論, 討論 (~ 議会)
44B52|告示, 法の宣言
44B521|廷吏 (~ 法の宣言)
44B522|掲示 (~ 法の宣言)
44B53|法律制定
44B531|立法者
44B532|伝説の法の起源; 伝説の立法者
44B6|良い政府と悪い政府
44B61|良い政府
44B610|アレゴリー, 良い政府の擬人化
44B611|ユートピア
44B62|悪い政府
44B621|不満 ~ 悪い政府
44BB1|君主, 元首 - BB - 女性君主
44BB10|君主の美徳 - BB - 女性君主
44BB11|階級 ~ 君主, 元首 - BB - 女性君主
44BB111|一連の君主 - BB - 女性君主
44BB1111|王朝 - BB - 女性君主
44BB112|皇帝 - BB - 女性君主
44BB1121|還御の神話 - BB - 女性君主
44BB113|王 - BB - 女性君主
44BB114|他の元首 - BB - 女性君主
44BB114(...)|他の元首 (称号 を伴う) - BB - 女性君主
44BB115|大統領 ~ 共和国の首長 - BB - 女性君主
44BB1151|副大統領 - BB - 女性君主
44BB116|摂政, 代替君主; 総督 - BB - 女性君主
44BB1161|オランダ総督 - BB - 女性君主
44BB117|諸侯 - BB - 女性君主
44BB1171|臣下 - BB - 女性君主
44BB119|専制君主, 独裁者 - BB - 女性君主
44BB12|君主の公式行為, 例: 王室の行為 (聴取する君主, 慈悲を与える, 等; 君主とその臣民) - BB - 女性君主
44BB121|謁見; 聴取する君主 - BB - 女性君主
44BB1211|玉座の間 - BB - 女性君主
44BB1212|玉座 - BB - 女性君主
44BB122|君主による叙任 - BB - 女性君主
44BB1221|貴族階級を与える君主 - BB - 女性君主
44BB1222|権力委譲 - BB - 女性君主
44BB1223|特権を与える君主 - BB - 女性君主
44BB123|慈悲を与える; 恩赦 - BB - 女性君主
44BB124|相談役 (複数) を伴う君主 - BB - 女性君主
44BB125|君主の指揮 - BB - 女性君主
44BB126|封爵 - BB - 女性君主
44BB127|君主とその臣民 - BB - 女性君主
44BB1271|名誉の印を授与する君主 - BB - 女性君主
44BB1272|一時的に君主の職務を引き継ぐ臣下 - BB - 女性君主
44BB12721|ダモクレスの剣 - BB - 女性君主
44BB128|臣民と非公式に接触する君主 - BB - 女性君主
44BB129|王の病 (the king's evil)'を癒すため人に触れる君主 - BB - 女性君主
44BB13|君主への敬意 - BB - 女性君主
44BB131|君主の賞賛 - BB - 女性君主
44BB1311|君主へ忠誠を誓う - BB - 女性君主
44BB132|君主にお辞儀をする - BB - 女性君主
44BB1321|君主の前で片膝をつく - BB - 女性君主
44BB1322|君主の前に跪く - BB - 女性君主
44BB1323|平伏, 'proskynesis' - BB - 女性君主
44BB133|旗で名誉を与えられる君主 - BB - 女性君主
44BB134|銃声で敬礼される君主 - BB - 女性君主
44BB1341|次期国王の出産、婚姻への大砲の礼砲, 等 - BB - 女性君主
44BB135|君主に敬意を表する - BB - 女性君主
44BB14|君主の神格化 - BB - 女性君主
44BB15|君主の家族と宮廷 - BB - 女性君主
44BB150|Corte' (リーパ) - BB - 女性君主
44BB151|元首の家族 - BB - 女性君主
44BB1512|王家の子供達 - BB - 女性君主
44BB15121|王子 - BB - 女性君主
44BB151211|皇太子 - BB - 女性君主
44BB15122|王女 - BB - 女性君主
44BB151221|皇太子妃 - BB - 女性君主
44BB15123|王家の庶子 - BB - 女性君主
44BB151231|王家の男性庶子 - BB - 女性君主
44BB151232|王家の女性庶子 - BB - 女性君主
44BB1513|君主の両親 - BB - 女性君主
44BB15131|君主の父親 - BB - 女性君主
44BB15132|君主の母親 - BB - 女性君主
44BB1514|王家の血をひく他の人 - BB - 女性君主
44BB1515|君主の寵姫 - BB - 女性の寵姫
44BB152|王室;  廷臣, 従者 - BB - 女性君主
44BB1521|儀式の主人 - BB - 女性君主
44BB1522|宮廷の高官 - BB - 女性の高官: 侍女
44BB1523|小姓 ~ 宮廷 - BB - 女性君主
44BB1524|宮廷の道化師 - BB - 女性君主
44BB15241|宮廷の道化師のアトリビュート - BB - 女性君主
44BB152411|道化師帽 - BB - 女性君主
44BB152412|安物の宝石 - BB - 女性君主
44BB1525|(食物) 毒見役 - BB - 女性君主
44BB1526|宮廷の召使いと他の下級職員 - BB - 女性君主
44BB1527|君主の護衛隊 - BB - 女性君主
44BB153|宮廷の儀式, 宮廷の礼儀作法 - BB - 女性君主
44BB1531|礼儀, マナー; 礼儀作法 - BB - 女性君主
44BB154|宮廷の祝祭 - BB - 女性君主
44BB155|宮廷の日常生活 - BB - 女性君主
44BB16|君主の叙任 - BB - 女性君主
44BB161|選挙, 君主の選択 - BB - 女性君主
44BB1611|君主の宣言 - BB - 女性君主
44BB16111|盾の上に上げられる新たな君主 - BB - 女性君主
44BB1612|新たに選ばれた君主の塗油 - BB - 女性君主
44BB1613|君主の立場を示す: 王冠またはその他の権威の象徴の提示 (戴冠式の前) - BB - 女性君主
44BB1619|簒奪 - BB - 女性君主
44BB162|君主の戴冠式 - BB - 女性君主
44BB1621|戴冠式の前 - BB - 女性君主
44BB1622|戴冠式の最中 - BB - 女性君主
44BB1623|戴冠式の後 - BB - 女性君主
44BB1624|君主に塗油する (戴冠式の最中) - BB - 女性君主
44BB1625|権威の象徴を提示する (戴冠式の最中) - BB - 女性君主
44BB163|剣を提示する ~ 君主の叙任 - BB - 女性君主
44BB164|他の型の叙任 - BB - 女性君主
44BB1641|誓いを立てる新たな君主 - BB - 女性君主
44BB165|君主の叙任の祝いの儀式 - BB - 女性君主
44BB1651|儀式の行列, パレード, 行列 ~ 君主の叙任 - BB - 女性君主
44BB16511|戴冠式の行列 - BB - 女性君主
44BB168|君主になることを拒否する - BB - 女性君主
44BB1681|王冠を踏みにじる - BB - 女性君主
44BB169|(君主の) 退位 - BB - 女性君主
44BB1691|(君主の) 自発的な退位 - BB - 女性君主
44BB1692|(君主の) 不本意な退位 - BB - 女性君主
44BB16921|敵からの君主の逃亡 - BB - 女性君主
44BB16922|逃亡する君主の逮捕 - BB - 女性君主
44BB16923|国王殺し - BB - 女性君主
44BB17|悪い君主 - BB - 女性君主
44BB19|元首の記章と象徴 (王冠, 王冠, 王笏, 宝珠, 印, 紋章旗, マント, 胸飾り) - BB - 女性君主
44BB191|王冠 (元首の象徴) - BB - 女性君主
44BB1911|王冠 (元首の象徴) - BB - 女性君主
44BB192|王笏, 杖 (元首の象徴) - BB - 女性君主
44BB1921|正義の手、腕 (元首の象徴) - BB - 女性君主
44BB1922|槍 (元首の象徴) - BB - 女性君主
44BB193|宝珠 (元首の象徴; 上部に十字架がついた球体) - BB - 女性君主
44BB194|紋章 (元首の象徴) - BB - 女性君主
44BB195|印 (元首の象徴) - BB - 女性君主
44BB196|紋章旗 (元首の象徴) - BB - 女性君主
44BB197|マントル, ガウン, ドレス (元首の象徴) - BB - 女性君主
44BB1971|皇族のマント (元首の象徴) - BB - 女性君主
44BB1972|王族のマント (元首の象徴) - BB - 女性君主
44BB198|胸飾り (元首の象徴) - BB - 女性君主
44C|市民とその権利
44C1|国籍, 市民権
44C11|愛国心
44C110|Amor della patria' (リーパ)
44C12|移民
44C13|移住
44C14|国内移動, 人口再配分
44C141|地方都市移住者
44C142|都市農村間移動
44C15|国際移住、難民
44C19|自国への裏切り者
44C2|選挙権, 義務投票
44C21|政治運動
44C22|投票所
44C221|投票記入所, 投票スペース
44C222|投票用紙
44C223|投票箱
44C224|自動投票機
44C23|投票, 選挙
44C231|投票プロパガンダ
44C24|婦人参政権, 女性の解放
44C241|サフラジェット (suffragette)'
44C242|フェミニズム
44C29|選挙戦
44C3|政治
44C30|Politica' (リーパ)
44C31|政治宣伝
44C311|政治集会, プロパガンダ会議
44C312|政治風刺画および風刺作品
44C313|政治ポスターや看板
44C32|階級闘争
44C33|政党
44C34|政治家 例: 党首
44C35|政治理論, 政治的イデオロギー
44C35(...)|政治理論, 政治的イデオロギー (名称を伴う)
44C4|政治的デモ
44C41|ストライキ (政治的デモ)
44C42|(政治的) 扇動者
44C5|報道の自由, 言論の自由
44C59|検閲
44C591|焚書
44C6|人種解放
44D|行政機関
44D1|登録局, 市民登録
44D2|税務および財務管理
44D20|Datio overo Gabella' (リーパ)
44D21|徴税
44D211|納税
44D22|関税
44D221|通行税徴収所
44D222|密輸業者
44D2221|麻薬の取引と密輸
44D223|パスポート, ビザ
44D224|審査, 調査 ~ 関税
44D23|財務管理 ~ 税金
44D3|国境, 境界
44D31|境界線を示す
44D311|境界標, 境界石
44D32|土地登記所
44D321|筆地
44D4|役人; 公務員; 職員 (一般的な)
44D4(...)|役人; 公務員; 職員 (一般的な) (職務の名称 を伴う)
44E|行政サービス, 公共サービス
44E1|給水 (~ 公共サービス)
44E11|給水塔
44E12|浄化システム (~ 給水)
44E13|送水路 (~ 給水)
44E131|配管システム (~ 給水)
44E14|公共の配管または噴水
44E2|街灯
44E3|ガス供給
44E4|電力供給
44E41|発電所
44E42|鉄塔, 送電線
44E5|ごみ収集
44E51|ごみ収集車
44E52|ごみ箱, ごみバケツ
44E53|道路掃除, 街路清掃人
44E54|ごみ, くず ~ 道路掃除
44E6|給食
44E61|食料配給カード
44E62|無料食堂, 料理店
44F|革命, 反乱
44F0|Seditio'; 'Reベルione', 'Seditione civile' (リーパ)
44F1|市街戦, 暴動
44F11|バリケード ~ 暴動
44F12|市街戦の前
44F13|市街戦の後
44F14|略奪する ~ 暴動
44F19|暴動対策
44F2|内戦
44F3|非常事態
44F31|外出禁止令
44F4|略式判決
44F41|即決判決
44F5|革命的活動
44F51|(革命的) 策略, 陰謀
44F511|宣誓する革命家
44F52|秘密兵器; 準備 ~ 革命的活動
44F53|革命委員会, 反乱軍
44F531|愛国者 (革命的)
44F532|首謀者
44F54|革命的行動 (非暴力)
44F541|口頭革命的行動
44F542|名誉毀損, ビラ, 漫画等 (の助けを借りた革命的行動) 
44F55|革命的行動 (暴力)
44F551|サボタージュ (~ 革命的行動)
44F552|企て, 政治的殺人
44F553|無政府主義
44F5531|爆弾テロ
44F554|建物の破壊 (~ 革命的行動)
44F555|記念碑、肖像画等の破壊 (~ 革命)
44F59|失敗した革命または反乱, 革命的活動の抑制
44F6|旧政府とその支持者 (革命後）
44F61|(革命後)  旧政府の占領
44F62|排除, 追放 (旧政府の)
44F621|政府またはその支持者の逃避
44F63|亡命 (政府またはその支持者の)
44F630|Esilio' (リーパ)
44F631|政治難民
44F7|革命政府
44F71|新政府の宣言
44F711|新政府の宣言の祝い
44F7111|自由の木の周りで踊る
44F72|革命法廷
44F73|革命評議会
44F74|革命評議会によって取られた措置
44F741|恐怖時代
44F7411|工作員 (agent provocateur)'
44F7412|通知する (~ 恐怖時代)
44G|法と法学
44G0|法学の象徴とアレゴリー
44G01|法の象徴とアレゴリー; 'Legge', 'Legge civile' (リーパ)
44G011|本に触れたり持ったりする
44G02|法的記念碑
44G03|訴訟の象徴
44G1|司法, 裁判
44G11|法廷 (法廷)
44G111|(法廷での) 告発
44G1111|被告
44G112|司法評決
44G1121|評決の実行を命じる
44G113|無罪放免
44G12|法と正義に関連する構造 (建築の) 
44G121|裁判所
44G1211|法廷
44G122|司法手続の場所を示す標識
44G1221|像 (司法手続きの場所を示す） 例: 'Rolandsà､ule'
44G123|聖域を示す標識
44G1231|十字標
44G13|行政官の地位, 裁判官
44G13(...)|行政官の地位, 裁判官 (職務の名称 を伴う)
44G130|Giudice' (リーパ)
44G131|他の裁判所の役人
44G131(...)|他の裁判所の役人 (名称を伴う)
44G14|陪審
44G141|特例法廷
44G1411|フェーメ裁判所 (Vehmgericht)' (フェーメ法廷)
44G1412|政治審判
44G15|目撃者
44G151|宣誓 (2本の指を上げた状態で)
44G1511|顎髭に手を触れる (宣誓)
44G152|証明 (~ 目撃者)
44G153|犯行現場を訪ねる
44G159|偽証
44G16|弁護士
44G161|法廷弁護士
44G162|弁護人
44G163|答弁, 弁護
44G17|試罪法
44G171|火や熱による試罪法
44G172|水による試罪法
44G173|物体による試罪法
44G1731|Bocca della Verità' (姦通で告発された女性が無実を証明するために彫刻された人物像の口に彼女の手を入れる)
44G174|司法決闘
44G2|公共安全
44G21|夜回り
44G211|塔の歩哨
44G22|警察
44G221|郡保安官
44G222|廷吏
44G223|警察官, 巡査
44G23|犯罪捜査
44G231|(私立) 探偵
44G232|検察医
44G233|指紋
44G24|犯人追跡
44G241|警護団
44G242|警察犬
44G25|(犯罪者の) 逮捕
44G251|手錠
44G252|(逮捕された人の) 輸送
44G253|逮捕された人の尋問
44G29|無法者
44G291|避難所, 聖域
44G3|刑法; 処罰
44G31|投獄
44G311|拘置所, 刑務所
44G3110|拘置所, 刑務所, 寓話的または象徴的に表される
44G3111|刑務所職員: 刑務官, 看守, 警備員
44G312|囚人; 拘束された
44G3121|手を拘束された囚人
44G3129|拘束され、投獄されていない (人)
44G313|独房または施錠された場所にいる囚人
44G314|矯正院, 流刑地, 刑務所, チェーンギャング
44G315|刑務所または流刑地を訪れる
44G3151|囚人を解放する; 請け出す
44G3152|奇跡的な方法で囚人を解放する
44G316|脱出, 脱出の試み
44G317|囚人の更生
44G318|刑務所の庭の (囚人達) 
44G319|刑務所からの解放
44G3191|刑務所からの保釈中の解放
44G32|死刑執行人, 絞首刑執行人
44G321|拷問、処刑または処罰の道具
44G321(...)|拷問、処刑または処罰の道具 (名称を伴う)
44G321(BIRCH ROD)|拷問、処刑または処罰の道具: 樺の枝むち
44G321(CROSS)|拷問、処刑または処罰の道具: 十字架
44G321(GALLOWS)|拷問、処刑または処罰の道具: 絞首台
44G321(GRIDIRON)|拷問、処刑または処罰の道具: 焼き網
44G321(RACK)|拷問、処刑または処罰の道具: ラック
44G321(SCOURGE)|拷問、処刑または処罰の道具: むち
44G321(STAKE)|拷問、処刑または処罰の道具: 火刑の柱
44G33|拷問
44G34|死刑, 処刑
44G341|処刑前の最後の数時間
44G3411|死刑判決を受けた人が処刑されることを聞く
44G34111|親族との最後の会話 (処刑前の最後の数時間の間)
44G3412|精神的な支え (処刑前の最後の数時間の間)
44G3413|(死刑判決を受けた人の) 後悔
44G3414|(死刑判決を受けた人の) 絶望
