2|自然
25FF91|通常よりも大きい怪物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF92|通常よりも小さい怪物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF93|多胎児 ~ 奇形の動物, 怪物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF94|部分の欠けた怪物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF95|通常より多くの数の部分を持つ怪物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF951|三頭獣 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF952|双体の, 2つの身体に1つの頭を持つ動物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF96|手足や臓器等が異常なところにある怪物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF97|奇形の器官、手足、臓器等を持った怪物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF971|通常より大きな器官、手足、臓器等を持った怪物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25FF972|通常より小さな器官、手足、臓器等を持った怪物 - FF - 架空の動物達 (時に誤って 'グロテスク grotesques' なものと呼称されることも); '怪物 (Mostri)' (リーパ)
25G|植物類; 植生
25G1|植物類 (一般的な)
25G11|樹木の分類
25G12|低木の分類
25G13|植物類の分類 (薬用植物)
25G14|下等植物類の分類
25G2|一般的な植物類の産物
25G21|果実類
25G21(...)|果実類 (名称 を伴う)
25G21(ACORN)|果実類: どんぐり
25G21(ALMOND)|果実類: アーモンド
25G21(APPLE)|果実類: 林檎
25G21(BEANS)|果実類: 豆類
25G21(BILBERRY)|果実類: コケモモ
25G21(BLACKBERRY)|果実類: ブラックベリー
25G21(CHERRY)|果実類: さくらんぼ
25G21(CHESTNUT)|果実類: クリ
25G21(FIG)|果実類: イチジク
25G21(GOURD)|果実類: ウリ科の植物
25G21(HAZELNUT)|果実類: ヘーゼルナッツ
25G21(KAKI PERSIMMON)|果実類: カキ
25G21(LEMON)|果実類: レモン
25G21(MEDLAR)|果実類: セイヨウカリン
25G21(MELON)|果実類: メロン
25G21(MULBERRY)|果実類: クワ
25G21(NUTS)|果実類: 木の実
25G21(OLIVE)|果実類: オリーブ
25G21(ORANGE)|果実類: オレンジ
25G21(PEACH)|果実類: 桃
25G21(PEAR)|果実類: セイヨウナシ
25G21(PINE-CONE)|果実類: 松カサ
25G21(PINEAPPLE)|果実類: パイナップル
25G21(PLUM)|果実類: セイヨウスモモ
25G21(POMEGRANATE)|果実類: ザクロ
25G21(PUMPKIN)|果実類: カボチャ
25G21(QUINCE)|果実類: マルメロ
25G21(RASPBERRY)|果実類: ラズベリー
25G21(SPRUCE-CONE)|果実類: モミの実
25G21(STRAWBERRY)|果実類: イチゴ
25G21(WALNUT)|果実類: クルミ
25G211|果物の部分
25G211(...)|果物の部分 (名称 を伴う)
25G211(NUTSHELL)|果物の部分: 堅果の果皮
25G2111|種
25G2111(...)|種 (名称 を伴う)
25G2111(PEA)|種: エンドウ
25G2111(THISTLE-SEED)|種: アザミの種
25G22|(非果実) 植物類 または 樹木の産物
25G22(...)|(非果実) 植物類 または 樹木の産物 (名称 を伴う)
25G22(ASPARAGUS)|(非果実) 植物類 または 樹木の産物: アスパラガス
25G22(CINNAMON)|(非果実) 植物類 または 樹木の産物: シナモン
25G22(ONION)|(非果実) 植物類 または 樹木の産物: タマネギ
25G22(RADISH)|(非果実) 植物類 または 樹木の産物: ダイコン
25G22(TURNIP)|(非果実) 植物類 または 樹木の産物: カブ
25G3|樹木
25G3(...)|樹木 (名称 を伴う)
25G3(ACACIA)|樹木: アカシア
25G3(ACER)|樹木: カエデ
25G3(ALDER)|樹木: ハンノキ
25G3(ALMOND-TREE)|樹木: アーモンドの木
25G3(APPLE-TREE)|樹木: 林檎の木
25G3(ASH-TREE)|樹木: セイヨウトネリコ
25G3(AVOCADO)|樹木: アボカド
25G3(BEECH)|樹木: ブナ
25G3(BIRCH)|樹木: カバノキ
25G3(CEDAR)|樹木: スギ
25G3(CHERRY-TREE)|樹木: サクラ
25G3(COCONUT-TREE)|樹木: ココヤシ
25G3(CYPRESS)|樹木: イトスギ
25G3(DATE-PALM)|樹木: ナツメヤシ
25G3(DRACENA)|樹木: ドラセナ
25G3(ELM)|樹木: ニレ
25G3(FIG-TREE)|樹木: イチヂク
25G3(FIR)|樹木: モミ
25G3(HOLM-OAK)|樹木: トキワガシ
25G3(INDIAN BANYAN)|樹木: ベンガル菩提樹
25G3(LAUREL)|樹木: 月桂樹
25G3(LEMON-TREE)|樹木: レモンの木
25G3(LINDEN)|樹木: リンデン
25G3(MULBERRY-TREE)|樹木: クワの木
25G3(MYRRH-TREE)|樹木: ミルラの木
25G3(OAK)|樹木: オーク
25G3(OLEASTER)|樹木: グミ
25G3(OLIVE-TREE)|樹木: オリーブの木
25G3(PALM-TREE)|樹木: ヤシの木
25G3(PEACH-TREE)|樹木: 桃の木
25G3(PEAR-TREE)|樹木 (名称 を伴う)
25G3(PINE)|樹木: マツ
25G3(PLANE-TREE)|樹木: プラタナス
25G3(PLUM-TREE)|樹木: セイヨウスモモの木
25G3(POMEGRANATE-TREE)|樹木: ザクロの木
25G3(POPLAR)|樹木: ポプラ
25G3(QUINCE-TREE)|樹木: マルメロ
25G3(SPRUCE)|樹木: スプルース
25G3(STINKING BEAN TREFOIL)|樹木: ミヤコグサ
25G3(WALNUT-TREE)|樹木: 胡桃の木
25G3(WHITE POPLAR)|樹木: ギンドロ
25G3(WILLOW)|樹木: ヤナギ
25G3(YEW)|樹木: イチイ
25G31|低木
25G31(...)|低木 (名称 を伴う)
25G31(BLACKBERRY-BUSH)|低木: ブラックベリーの木
25G31(BOX)|低木: ツゲ
25G31(BROOM)|低木: エニシダ
25G31(BUCKTHORN)|低木: クロウメモドキ
25G31(HAZEL)|低木: ハシバミ
25G31(JUNIPER)|低木: セイヨウネズ
25G31(MYRTLE)|低木: ギンバイカ
25G31(OLEANDER)|低木: セイヨウキョウチクトウ
25G31(PRIVET)|低木: イボタノキ
25G31(ROSE-BUSH)|低木: バラの木
25G39|関係性を体系化するものとしての木, 木の形の図
25G391|哲学の木 (Arbor philosophicus) ~ 錬金術
25G4|植物類と薬用植物
25G4(...)|植物類と薬用植物 (名称 を伴う)
25G4(ACANTHUS)|植物類と薬用植物: アカンサス
25G4(ALOE)|植物類と薬用植物: アロエ
25G4(AMARANTH)|植物類と薬用植物: アマランサス
25G4(ARTICHOKE)|植物類と薬用植物: アーティチョーク
25G4(BAMBOO)|植物類と薬用植物: 竹
25G4(BARLEY)|植物類と薬用植物: オオムギ
25G4(BASIL)|植物類と薬用植物: バジル
25G4(BEAN)|植物類と薬用植物: 豆
25G4(CABBAGE)|植物類と薬用植物: キャベツ
25G4(CACTUS)|植物類と薬用植物: サボテン
25G4(CAMOMILE)|植物類と薬用植物: カミツレ
25G4(CHONDRILLA)|植物類と薬用植物: コンドリラ
25G4(CLOVER)|植物類と薬用植物: クローバー
25G4(DICTAMNUS)|植物類と薬用植物: ハクセン
25G4(FIELD ERYNGO)|植物類と薬用植物: フィールドイリンゴ
25G4(FLEA-BANE)|植物類と薬用植物: 蚤除け草
25G4(GARLIC)|植物類と薬用植物: ニンニク
25G4(GERMANDER)|植物類と薬用植物: ジャーマンダー
25G4(GIANT FENNEL)|植物類と薬用植物: オオウイキョウ
25G4(GROUNDSEL)|植物類と薬用植物: ノボロギク
25G4(HELLEBORE)|植物類と薬用植物: ヘレボルス
25G4(HEMLOCK)|植物類と薬用植物: アメリカツガ
25G4(HENBANE)|植物類と薬用植物: ヒヨス
25G4(HOP)|植物類と薬用植物: ホップ
25G4(HOUSELEEK)|植物類と薬用植物: ヤネバンダイソウ
25G4(HYSSOP)|植物類と薬用植物: ヒソップ
25G4(IVY)|植物類と薬用植物: ツタ
25G4(LETTUCE)|植物類と薬用植物: レタス
25G4(LUPIN)|植物類と薬用植物: ルピナス
25G4(MANDRAKE)|植物類と薬用植物: マンドレイク
25G4(MARJORAM)|植物類と薬用植物: マジョラム
25G4(MISTLETOE)|植物類と薬用植物: ヤドリギ
25G4(NETTLE)|植物類と薬用植物: イラクサ
25G4(ORIGANUM)|植物類と薬用植物: オレガノ
25G4(PEA)|植物類と薬用植物: エンドウ
25G4(PENNYROYAL)|植物類と薬用植物: ペニーロイヤルミント
25G4(PEONY)|植物類と薬用植物: シャクヤク
25G4(PUMPKIN)|植物類と薬用植物: カボチャ
25G4(REED)|植物類と薬用植物: アシ
25G4(ROCKET)|植物類と薬用植物: ルッコラ
25G4(RUE)|植物類と薬用植物: ヘンルーダ
25G4(SAFFRON)|植物類と薬用植物: サフラン
25G4(SAGE)|植物類と薬用植物: セージ
25G4(STINGING-NETTLE)|植物類と薬用植物: セイヨウイラクサ
25G4(STRAWBERRY)|植物類と薬用植物: イチゴ
25G4(SUNDEW)|植物類と薬用植物: モウセンゴケ
25G4(THISTLE)|植物類と薬用植物: アザミ
25G4(THYME)|植物類と薬用植物: タイム
25G4(WATER-HEMLOCK)|植物類と薬用植物: ドクゼリ
25G4(WHEAT)|植物類と薬用植物: コムギ
25G4(WORMWOOD)|植物類と薬用植物: ヨモギ
25G41|花類
25G41(...)|花類 (名称 を伴う)
25G41(ALMOND-BLOSSOM)|花類: アーモンドの花類
25G41(ANEMONE)|花類: アネモネ
25G41(BUTTERCUP)|花類:キンポウゲ
25G41(CARNATION)|花類: カーネーション
25G41(COLUMBINE)|花類: コロンバイン
25G41(CROCUS)|花類: クロッカス
25G41(HELIOTROPE)|花類: ヘリオトロープ
25G41(HYACINTH)|花類: ヒヤシンス
25G41(IMMORTELLE)|花類: イモーテル
25G41(LILY)|花類: 百合
25G41(LOTUS)|花類: 蓮
25G41(NARCISSUS)|花類: 水仙
25G41(ORCHID)|花類: ラン
25G41(PETUNIA)|花類: ペチュニア
25G41(POPPY)|花類: ケシ
25G41(ROSE)|花類: 薔薇
25G41(SUNFLOWER)|花類: 向日葵
25G41(TULIP)|花類: チューリップ
25G41(VIOLET)|花類: スミレ
25G41(WATER-LILY)|花類: 睡蓮
25G411|切り花; 小さな花束, 花束
25G411(...)|切り花; 小さな花束, 花束 (名称 を伴う)
25G4111|花輪, 花冠
25G412|ドライフラワー
25G412(...)|ドライフラワー (名称 を伴う)
25G49|人工的な植物類と花類
25G5|下等植物類
25G51|シダ類
25G52|コケ類
25G53|藻類, 海藻
25G54|菌類
25G541|キノコ
25G55|地衣類
25G56|その他の下等植物類
25G56(...)|その他の下等植物類 (名称 を伴う)
25G6|絶滅した植物類
25G6(...)|絶滅した植物類 (名称 を伴う)
25G61|先史時代の植物類
25G62|化石植物
25G7|花言葉
25GG|架空の植物類, 架空の植生
25GG1|架空の植物類 (一般的な)
25GG11|架空の樹木の分類
25GG12|架空の低木の分類
25GG13|架空の植物類の分類 (薬用植物)
25GG14|架空の下等植物類の分類
25GG2|一般的な架空の植物類の産物
25GG21|架空の植物類の果実
25GG21(...)|架空の植物類の果実 (名称 を伴う)
25GG21(ACORN)|果実類: どんぐり - GG - 架空の植物類, 架空の植生
25GG21(ALMOND)|果実類: アーモンド - GG - 架空の植物類, 架空の植生
25GG21(APPLE)|果実類: 林檎 - GG - 架空の植物類, 架空の植生
25GG21(BEANS)|果実類: 豆 - GG - 架空の植物類, 架空の植生
25GG21(BILBERRY)|果実類: コケモモ - GG - 架空の植物類, 架空の植生
25GG21(CHERRY)|果実類: さくらんぼ - GG - 架空の植物類, 架空の植生
25GG21(CHESTNUT)|果実類: クリ - GG - 架空の植物類, 架空の植生
25GG21(FIG)|果実類: イチジク - GG - 架空の植物類, 架空の植生
25GG21(GOURD)|果実類: ウリ科の植物 - GG - 架空の植物類, 架空の植生
25GG21(LEMON)|果実類: レモン - GG - 架空の植物類, 架空の植生
25GG21(MEDLAR)|果実類: セイヨウカリン - GG - 架空の植物類, 架空の植生
25GG21(MELON)|果実類: メロン - GG - 架空の植物類, 架空の植生
25GG21(NUTS)|果実類: 木の実 - GG - 架空の植物類, 架空の植生
25GG21(PEACH)|果実類: 桃 - GG - 架空の植物類, 架空の植生
25GG21(PEAR)|果実類: セイヨウナシ - GG - 架空の植物類, 架空の植生
25GG21(PINE-CONE)|果実類: 松カサ - GG - 架空の植物類, 架空の植生
25GG21(PINEAPPLE)|果実類: パイナップル - GG - 架空の植物類, 架空の植生
25GG21(PLUM)|果実類: セイヨウスモモ - GG - 架空の植物類, 架空の植生
25GG21(POMEGRANATE)|果実類: ザクロ - GG - 架空の植物類, 架空の植生
25GG21(PUMPKIN)|果実類: カボチャ - GG - 架空の植物類, 架空の植生
25GG21(QUINCE)|果実類: マルメロ - GG - 架空の植物類, 架空の植生
25GG21(SPRUCE-CONE)|果実類: モミの実 - GG - 架空の植物類, 架空の植生
25GG21(STRAWBERRY)|果実類: イチゴ - GG - 架空の植物類, 架空の植生
25GG21(WALNUT)|果実類: クルミ - GG - 架空の植物類, 架空の植生
25GG211|架空の植物の果実の部分
25GG211(...)|架空の植物の果実の部分 (名称 を伴う)
25GG211(NUTSHELL)|果物の部分: 堅果の果皮 - GG - 架空の植物類, 架空の植生
25GG2111|架空の植物の種
25GG2111(...)|架空の植物の種 (名称 を伴う)
25GG2111(PEA)|種: エンドウ - GG - 架空の植物類, 架空の植生
25GG2111(THISTLE-SEED)|種: アザミの種 - GG - 架空の植物類, 架空の植生
25GG22|(非果実) 架空の植物類または樹木の産物
25GG22(...)|(非果実) 架空の植物類または樹木の産物 (名称 を伴う)
25GG22(ASPARAGUS)|(非果実) 植物類 または 樹木の産物: アスパラガス - GG - 架空の植物類, 架空の植生
25GG22(CINNAMON)|(非果実) 植物類 または 樹木の産物: シナモン - GG - 架空の植物類, 架空の植生
25GG22(ONION)|(非果実) 植物類 または 樹木の産物: タマネギ - GG - 架空の植物類, 架空の植生
25GG22(RADISH)|(非果実) 植物類 または 樹木の産物: ダイコン - GG - 架空の植物類, 架空の植生
25GG22(TURNIP)|(非果実) 植物類 または 樹木の産物: カブ - GG - 架空の植物類, 架空の植生
25GG3|架空の樹木
25GG3(...)|架空の樹木 (名称 を伴う)
25GG3(ACACIA)|樹木: アカシア - GG - 架空の植物類, 架空の植生
25GG3(ALDER)|樹木: ハンノキ - GG - 架空の植物類, 架空の植生
25GG3(ALMOND-TREE)|樹木: アーモンドの木 - GG - 架空の植物類, 架空の植生
25GG3(APPLE-TREE)|樹木: 林檎の木 - GG - 架空の植物類, 架空の植生
25GG3(AVOCADO)|樹木: アボカド - GG - 架空の植物類, 架空の植生
