4|社会，文明，文化
44A2|印章 (作為國家的符號, 等等)
44A21|其它非個人徽記, 如市長徽鏈
44A3|旗幟, 色彩 (作為國家的符號, 等等)
44A31|旗幟 (作為國家的符號, 等等)
44A311|旗手
44A32|旗桿
44A4|綬帶 (作為國家的符號, 等等)
44A5|具體民族,國家,地區等等的符號
44A51|具體民族,國家,地區等等的人格化
44A51(...)|具體民族,國家,地區等等的人格化 (名稱)
44B|政府, 國家; 'Politica', 'Auttorità o Potestà' (Ripa)
44B0|政府體制
44B01|君主政體; 'Monarchia mondana' (Ripa)
44B011|貴族政體; 'Aristocratia' (Ripa)
44B02|民主政體; 'Democratia' (Ripa)
44B03|共和政體; 'Governo della republica' (Ripa)
44B04|殖民體制
44B041|帝國主義
44B09|專制政府, 暴政; 'Tirannide' (Ripa)
44B091|國家理性; 'Ragione di Stato' (Ripa)
44B1|統治者, 君主
44B10|統治者的美德
44B11|等級 ~ 統治者, 君主
44B111|統治者序列
44B1111|朝代
44B112|帝王
44B1121|帝王歸來的神話
44B113|國王
44B114|其它形式的君主
44B114(...)|其它形式的君主 (名稱)
44B114(DOGE)|其它形式的君主: 總督
44B115|總統 ~ 共和國的元首
44B1151|副總統
44B116|攝政王, 代理統治者; 總督
44B1161|最高行政長官
44B117|封建領主
44B1171|封臣, 諸侯
44B119|暴君, 獨裁者
44B12|統治者的公務, 如皇室公務 (接見, 賜予寬恕, 等等; 君主與臣民)
44B121|賜見; 君主接見
44B1211|覲見室
44B1212|御座
44B122|君主授予
44B1221|君主賜予爵位
44B1222|轉讓權利
44B1223|君主授予特權
44B123|詞與寬恕; 赦免
44B124|君主和廷臣
44B125|君主發佈命令
44B126|授予領地
44B127|君主及其臣民
44B1271|君主授予榮譽標誌
44B1272|臣民臨時行使君主的職責
44B12721|達摩克利斯之劍
44B128|君主和他的臣民非正式的接觸
44B129|君主觸摸治癒瘰癘病人
44B13|尊敬君主
44B131|歡呼君主
44B1311|宣誓效忠君主
44B132|向君主鞠躬
44B1321|在君主面前屈膝
44B1322|在君主面前跪下
44B1323|匍匐在地, 'proskynesis'
44B133|向君主舞動旗幟
44B134|向君主致以禮炮
44B1341|為了皇室誕生,結婚等大炮齊射
44B135|向君主納貢
44B14|神化君主
44B15|皇室, 和宮廷
44B150|'Corte' (Ripa)
44B151|皇室成員
44B1511|王后, 皇后, 等等 (君主之妻)
44B15111|女王的丈夫
44B1512|皇室子女
44B15121|親王
44B151211|皇太子
44B15122|公主
44B151221|女王儲
44B15123|皇室私生子女
44B151231|皇室私生子
44B151232|皇室私生女
44B1513|君主的雙親
44B15131|君主之父
44B15132|君主之母
44B1514|皇室其他成員
44B1515|君主的親信
44B152|宮廷; 廷臣, 扈從, 隨行
44B1521|典禮官
44B1522|宮廷的高官
44B1523|小聽差page ~ 宮廷
44B1524|宮廷小丑, 宮廷滑稽演員
44B15241|宮廷滑稽演員的標誌
44B152411|小丑的帽子
44B152412|手杖
44B1525|(食物) 品嘗師
44B1526|宮廷聽差和其它低級人員
44B1527|君主的侍衛
44B153|宮廷典禮, 宮廷禮儀
#44B1531|禮貌, 舉止; 禮儀
#44B154|宮廷節慶
#44B155|宮廷日常生活
#44B16|君主登基
#44B161|選舉, 選擇君主
#44B1611|宣布君主登基
#44B16111|新君主被擁立於盾牌之上
#44B1612|為新君主抹油
#44B1613|獻上君主職位: 獻王冠或其它權威的符號 (加冕前)
#44B1619|篡位
#44B162|君主加冕
#44B1621|加冕前
#44B1622|加冕時
#44B1623|加冕後
#44B1624|為君主抹油 (加冕時)
#44B1625|獻權威的符號 (加冕時)
#44B163|獻劍 ~ 君主登基
#44B164|君主登基的其它形式
#44B1641|新君主宣誓
#44B165|君主登基的慶典
#44B1651|慶典遊行 ~ 君主登基
#44B16511|加冕典禮行列
#44B168|謝絕登基
#44B1681|腳踏王冠
#44B169|退位 (君主的)
#44B1691|志願退位 (君主的)
#44B1692|被迫退位 (君主的)
#44B16921|君主逃離對手
#44B16922|抓獲逃亡的君主
#44B16923|弒君
#44B17|不好的君主
#44B19|統治者的標誌和符號 (王冠, 頭環, 權杖, 王權寶球, 璽印, 旗纛, 斗篷, 胸飾)
#44B191|王冠 (統治者的符號)
#44B1911|頭環 (統治者的符號)
#44B192|權杖 (統治者的符號)
#44B1921|正義之手,臂 (統治者的符號)
#44B1922|槍, 矛 (統治者的符號)
#44B193|王權寶球 (統治者的符號; 有十字架在頂端得圓球)
#44B194|紋章 (統治者的符號)
#44B195|璽印 (統治者的符號)
#44B196|旗纛 (統治者的符號)
#44B197|斗篷, 長袍, 服飾 (統治者的符號)
#44B1971|帝王斗篷 (統治者的符號)
#44B1972|皇家斗篷 (統治者的符號)
#44B198|胸飾 (統治者的符號)
#44B2|政府和代表部門
#44B21|中央政府
#44B211|部長 ~ 政府
#44B2111|首相
#44B2112|內閣
#44B2113|大臣 ~ 政府
#44B22|省政府
#44B221|省長, 等
#44B23|市政府
#44B231|市長
#44B232|市議會
#44B233|市政府大廳
#44B24|殖民政府
#44B241|殖民地總督
#44B3|水利管理
#44B31|護堤官員
#44B32|視察 ~ 水管理
#44B4|外交, 外交官
#44B41|大使
#44B411|離任 ~ 大使
#44B412|途中旅行 ~ 大使
#44B413|歡迎 ~ 大使
#44B414|和解 ~ 外交
#44B42|談判, 會議 ~ 外交
#44B421|和平談判
#44B4211|簽訂和約
#44B4212|宣布和平
#44B43|領事服務
#44B44|(外交官) 遞交國書
#44B45|同盟, 聯盟, 協約
#44B450|'Lega' (Ripa)
#44B5|法律給予的權利
#44B51|民眾代表 ~ 政府
#44B511|上議院
#44B512|下議院, 國會
#44B5121|國會議員
#44B5122|辯論, 討論 (~ 國會)
#44B52|宣布, 公佈法案
#44B521|佈告員 (~ 宣布法案)
#44B522|布告poster (~ 宣布法案)
#44B53|立法
#44B531|立法者
#44B532|著名法案的緣起; 傳奇性立法者
#44B6|好政府和壞政府
#44B61|好政府
#44B610|好政府的人格寓言化, 人格化
#44B611|烏托邦
#44B62|壞政府
#44B621|不滿 ~ 壞政府
#44BB1|ruler, sovereign - BB - female ruler
#44BB10|virtues of the ruler - BB - female ruler
#44BB11|ranks ~ rulers, sovereigns - BB - female ruler
#44BB111|series of rulers - BB - female ruler
#44BB1111|dynasty - BB - female ruler
#44BB112|emperor - BB - female ruler
#44BB1121|myth of the returning emperor - BB - female ruler
#44BB113|king - BB - female ruler
#44BB114|other sovereign - BB - female ruler
#44BB114(...)|other sovereign (with TITLE) - BB - female ruler
#44BB115|president ~ head of republic - BB - female ruler
#44BB1151|vice-president - BB - female ruler
#44BB116|regent, substitute ruler; viceroy - BB - female ruler
#44BB1161|stadtholder - BB - female ruler
#44BB117|feudal lord - BB - female ruler
#44BB1171|vassal - BB - female ruler
#44BB119|tyrant, dictator - BB - female ruler
#44BB12|official acts of rulers, e.g. royal acts (ruler giving audience, granting mercy, etc.; ruler and his subjects) - BB - female ruler
#44BB121|audition; ruler giving audience - BB - female ruler
#44BB1211|throne-room - BB - female ruler
#44BB1212|throne - BB - female ruler
#44BB122|investiture by ruler - BB - female ruler
#44BB1221|ruler bestowing nobility - BB - female ruler
#44BB1222|transfer of power - BB - female ruler
#44BB1223|ruler conferring privileges - BB - female ruler
#44BB123|granting mercy; free pardon - BB - female ruler
#44BB124|ruler with counsellor(s) - BB - female ruler
#44BB125|ruler commanding - BB - female ruler
#44BB126|enfeoffment - BB - female ruler
#44BB127|ruler and his subjects - BB - female ruler
#44BB1271|ruler giving mark of honour - BB - female ruler
#44BB1272|subject temporarily taking over the ruler's duties - BB - female ruler
#44BB12721|sword of Damocles - BB - female ruler
#44BB128|ruler in informal contact with his subjects - BB - female ruler
#44BB129|ruler touching a person to heal him from 'the king's evil' - BB - female ruler
#44BB13|homage to a ruler - BB - female ruler
#44BB131|acclamation of a ruler - BB - female ruler
#44BB1311|swearing allegiance to a ruler - BB - female ruler
#44BB132|making a bow to a ruler - BB - female ruler
#44BB1321|genuflexion before a ruler - BB - female ruler
#44BB1322|kneeling before a ruler - BB - female ruler
#44BB1323|prostration, 'proskynesis' - BB - female ruler
#44BB133|ruler honoured with flags - BB - female ruler
#44BB134|ruler saluted with gun-fire - BB - female ruler
#44BB1341|cannon salvos at royal birth, marriage, etc. - BB - female ruler
#44BB135|paying tribute to a ruler - BB - female ruler
#44BB14|apotheosis of a ruler - BB - female ruler
#44BB15|family of a ruler, and court - BB - female ruler
#44BB150|'Corte' (Ripa) - BB - female ruler
#44BB151|family of the sovereign - BB - female ruler
#44BB1512|royal children - BB - female ruler
#44BB15121|prince - BB - female ruler
#44BB151211|crown prince - BB - female ruler
#44BB15122|princess - BB - female ruler
#44BB151221|crown princess - BB - female ruler
#44BB15123|royal bastards - BB - female ruler
#44BB151231|male royal bastard - BB - female ruler
#44BB151232|female royal bastard - BB - female ruler
#44BB1513|parents of the ruler - BB - female ruler
#44BB15131|father of the ruler - BB - female ruler
#44BB15132|mother of the ruler - BB - female ruler
#44BB1514|other persons of royal blood - BB - female ruler
#44BB1515|favourite of the ruler - BB - female favourite
#44BB152|royal household; courtiers, retinue, train - BB - female ruler
#44BB1521|master of the ceremonies - BB - female ruler
#44BB1522|dignitary at court - BB - female dignitary: lady-in-waiting
#44BB1523|page ~ court - BB - female ruler
#44BB1524|court jester, court fool - BB - female ruler
#44BB15241|attributes of court jester - BB - female ruler
#44BB152411|fool's cap - BB - female ruler
#44BB152412|bauble - BB - female ruler
#44BB1525|(food) taster - BB - female ruler
#44BB1526|lackey and other lower personnel at court - BB - female ruler
#44BB1527|body-guard of ruler - BB - female ruler
#44BB153|court ceremonial, court etiquette - BB - female ruler
#44BB1531|courtesy, manners; etiquette - BB - female ruler
#44BB154|court festival - BB - female ruler
#44BB155|daily life at court - BB - female ruler
#44BB16|installation of a ruler - BB - female ruler
#44BB161|election, choice of a ruler - BB - female ruler
#44BB1611|proclamation of a ruler - BB - female ruler
#44BB16111|new ruler raised on the shield - BB - female ruler
#44BB1612|anointment of newly elected ruler - BB - female ruler
#44BB1613|offering ruler's position: presentation of crown or other symbols of authority (before coronation) - BB - female ruler
#44BB1619|usurpation - BB - female ruler
#44BB162|coronation of a ruler - BB - female ruler
#44BB1621|before the coronation - BB - female ruler
#44BB1622|during the coronation - BB - female ruler
#44BB1623|after the coronation - BB - female ruler
#44BB1624|anointing the ruler (during coronation) - BB - female ruler
#44BB1625|presenting symbols of authority (during coronation) - BB - female ruler
#44BB163|presentation of sword ~ installation of a ruler - BB - female ruler
#44BB164|other forms of installation - BB - female ruler
#44BB1641|new ruler taking the oath - BB - female ruler
#44BB165|ceremonial celebration of installation of a ruler - BB - female ruler
#44BB1651|ceremonial procession, parade, pageant ~ installation of a ruler - BB - female ruler
#44BB16511|coronation procession - BB - female ruler
#44BB168|refusing to be ruler - BB - female ruler
#44BB1681|trampling the crown - BB - female ruler
#44BB169|abdication (of a ruler) - BB - female ruler
#44BB1691|voluntary abdication (of a ruler) - BB - female ruler
#44BB1692|involuntary abdication (of a ruler) - BB - female ruler
#44BB16921|flight of ruler from adversary - BB - female ruler
#44BB16922|arrest of fleeing ruler - BB - female ruler
#44BB16923|regicide - BB - female ruler
#44BB17|bad ruler - BB - female ruler
#44BB19|insignia and symbols of sovereignty (crown, diadem, sceptre, orb, seal, standard, cloak, pectoral) - BB - female ruler
#44BB191|crown (symbol of sovereignty) - BB - female ruler
#44BB1911|diadem (symbol of sovereignty) - BB - female ruler
#44BB192|sceptre, staff (symbol of sovereignty) - BB - female ruler
#44BB1921|hand, arm of justice (symbol of sovereignty) - BB - female ruler
#44BB1922|lance, spear (symbol of sovereignty) - BB - female ruler
#44BB193|orb (symbol of sovereignty; sphere with cross on top) - BB - female ruler
#44BB194|coat of arms (symbol of sovereignty) - BB - female ruler
#44BB195|seal (symbol of sovereignty) - BB - female ruler
#44BB196|standard (symbol of sovereignty) - BB - female ruler
#44BB197|mantle, gown, dress (symbol of sovereignty) - BB - female ruler
#44BB1971|imperial mantle (symbol of sovereignty) - BB - female ruler
#44BB1972|royal mantle (symbol of sovereignty) - BB - female ruler
#44BB198|pectoral (symbol of sovereignty) - BB - female ruler
#44C|公民及其權利
#44C1|國籍
#44C11|愛國主義
#44C110|'Amor della patria' (Ripa)
#44C12|移居出境
#44C13|移居入境
#44C14|內部人口遷移, 人口重新分布
#44C141|農村向城市遷移
#44C142|城市向農村遷移
#44C19|國家的叛徒
#44C2|選舉權, 強制投票
#44C21|政治競選
#44C22|投票場所, 投票站
#44C221|投票亭
#44C222|選票
#44C223|投票箱
#44C224|選票計數器
#44C23|選舉
#44C231|選舉宣傳活動
#44C24|婦女參政權, 婦女解放
#44C241|'suffragette'
#44C29|選舉競爭election fights
#44C3|政治
#44C30|'Politica' (Ripa)
#44C31|政治宣傳
#44C311|政治會議, 宣傳會議
#44C312|政治漫畫與諷刺
#44C32|階級鬥爭
#44C33|政黨
#44C34|政治家, 如政黨領袖
#44C35|政治理論, 政治意識形態
#44C35(...)|政治理論, 政治意識形態 (名稱)
#44C4|政治示威活動
#44C41|罷工 (政治示威活動)
#44C42|(政治) 鼓動者
#44C5|新聞自由, 言論自由
#44C59|審查制度
#44C591|焚書
#44C6|激進的解放運動racial emancipation
#44D|行政機構
#44D1|登記部門, 人口登記部門
#44D2|稅務和金融行政機構
#44D20|'Datio overo Gabella' (Ripa)
#44D21|徵稅
#44D211|交稅
#44D22|海關
#44D221|收費站
#44D222|走私者
#44D2221|毒品貿易和走私
#44D223|護照, 簽證
#44D224|控制, 調查 ~ 海關
#44D23|金融行政部門 ~ 稅務
#44D3|邊境, 邊界
#44D31|劃分邊界
#44D311|邊界樁, 界石
#44D32|土地登記
#44D321|地塊劃分
#44D4|官員; 公務員; 職員 (一般性)
#44D4(...)|官員; 公務員; 職員 (一般性) (職務名稱)
#44E|政府服務, 公共服務
#44E1|供水 (~ 公共服務)
#44E11|水塔
#44E12|淨化系統 (~ 供水)
#44E13|輸水道 (~ 供水)
#44E131|管道系統 (~ 供水)
#44E14|實用的, 公共的水泵或飲水機
#44E2|街道照明
#44E3|供氣
#44E4|供電
#44E41|發電廠
#44E42|高壓線電塔, 高壓線
#44E5|收集垃圾
#44E51|垃圾收集車
#44E52|垃圾桶
#44E53|掃街道, 街道清潔工
#44E54|垃圾 ~ 街道清掃
#44E6|食品配給
#44E61|配給卡
#44E62|施膳處
#44F|革命, 暴動
#44F0|'Seditio'; 'Rebellione', 'Seditione civile' (Ripa)
#44F1|巷戰, 暴亂
#44F11|街壘 ~ 暴亂
#44F12|巷戰之前
#44F13|巷戰之後
#44F14|掠奪 ~ 暴亂
#44F19|防暴措施
#44F2|內戰
#44F3|緊急狀態
#44F31|宵禁
#44F4|即決裁定
#44F41|即決判罪
#44F5|革命活動
#44F51|(革命) 密謀, 陰謀
#44F511|革命者宣誓
#44F52|秘密軍備; 準備 ~ 革命活動
#44F53|革命委員會, 叛亂組織
#44F531|愛國者 (革命的)
#44F532|頭目
#44F54|革命行動 (非暴力)
#44F541|口頭革命行動
#44F542|(革命行動的手段) 小冊子, 巨富傳單, 漫畫, 等等
#44F55|革命行動 (暴力)
#44F551|破壞 (~ 革命行動)
#44F552|企圖, 政治謀殺
#44F553|無政府主義
#44F5531|bomb-outrage
#44F554|毀壞建築物 (~ 革命行動)
#44F555|毀壞紀念碑, 肖像, 等等 (~ 革命)
#44F59|不成功的革命或暴動, 鎮壓革命活動
#44F6|旧政府及其支持者 (革命後)
#44F61|(革命後) 占領旧政府
#44F62|驅逐, 流放 (旧政府)
#44F621|政府及其追隨者的逃亡
#44F63|(政府及其追隨者的)放逐
#44F630|'Esilio' (Ripa)
#44F631|革命流亡者, 'émigré'
#44F7|革命政府
#44F71|新政府宣告成立
#44F711|慶祝新政府的宣告成立
#44F7111|圍繞自由之樹舞蹈
#44F72|革命法庭
#44F73|革命委員會
#44F74|革命委員會的手段
#44F741|恐怖統治
#44F7411|'agent provocateur'
#44F7412|告發 (~ 恐怖統治)
#44G|法律和法學
#44G0|法學的象徵符號和人格寓言化
#44G01|法律的象徵符號和人格寓言化; 'Legge', 'Legge civile' (Ripa)
#44G02|'Rechtsdenkmäler'
#44G03|訴訟的象徵符號
#44G1|裁判,審判的行政管理
#44G11|開庭court session (法院)
#44G111|指控 (法庭)
#44G1111|被指控者
#44G112|司法判決
#44G1121|命令執行判決
#44G113|開釋
#44G12|與司法有關的(建築)結構
#44G121|法院建築
#44G1211|審判庭
#44G122|審判程序發生地點的標識
#44G1221|塑像 (表明審判程序發生地點), 如: 'Rolandsäule'
#44G123|表明庇護所的標誌
#44G1231|市場十字碑
#44G13|地方行政長官, 法官
#44G13(...)|地方行政長官, 法官 (職務名稱)
#44G130|'Giudice' (Ripa)
#44G131|法院的其他官員
#44G131(...)|法院的其他官員 (名稱)
#44G14|陪審團
#44G141|例外法庭
#44G1411|'Vehmgericht' (菲默法庭)
#44G1412|政治法庭
#44G15|證人
#44G151|發誓 (二指上舉)
#44G1511|手觸鬍鬚 (發誓)
#44G152|文書 (~ 證人)
#44G153|訪問犯罪現場
#44G159|偽證
#44G16|律師
#44G161|訟務律師
#44G162|辯護律師
#44G163|抗辯, 辯護
#44G17|拷打
#44G171|用火或高溫拷打
#44G172|用水拷打
#44G173|用物件拷打
#44G1731|'Bocca della Verità' (被指控通姦的婦女把手伸進雕像的口中證明自己清白)
#44G174|司法決鬥
#44G2|公共安全
#44G21|夜巡
#44G211|崗哨
#44G22|警察
#44G221|縣治安官
#44G222|法庭警衛
#44G223|警察, 治安官
#44G23|刑事偵查
#44G231|(私人) 偵探
#44G232|驗屍官
#44G233|指紋
#44G24|追捕罪犯
#44G241|警衛隊
#44G242|警犬
#44G25|逮捕 (罪犯的)
#44G251|手銬
#44G252|押運 (被逮捕的人)
#44G253|審訊被逮捕的人
#44G29|被剝奪公民權者
#44G291|避難所, 庇護所
#44G3|刑法; 處罰
#44G31|囚禁
#44G311|監獄
#44G3110|監獄, 被人格寓言化或象徵性地表現
#44G3111|監獄工作人員: 看守, 獄吏, 警衛
#44G312|囚犯; 上腳鐐
#44G3121|雙手被縛的囚犯
#44G3129|(人) 被上腳鐐, 未被囚禁
#44G313|在牢房或関押地的囚犯
#44G314|勞教所, 苦役囚禁地, 教養所, 鐵鍊鎖住的苦工囚犯
#44G315|探訪監獄或苦役囚禁地
#44G3151|釋放囚犯; 贖出
#44G3152|囚犯神奇般地被釋放
#44G316|逃跑, 逃跑企圖
#44G317|囚犯改過
#44G318|(囚犯) 監獄院子裡
#44G319|從監獄裡釋放
#44G3191|從監獄裡保釋
#44G32|死刑執行者, 劊子手
#44G321|刑具
#44G321(...)|拷打,執行死刑或刑罰的刑具 (名稱)
#44G321(BIRCH ROD)|拷打,執行死刑或刑罰的刑具: 桦條
#44G321(CROSS)|拷打,執行死刑或刑罰的刑具: 十字架
#44G321(GALLOWS)|拷打,執行死刑或刑罰的刑具: 絞刑架
#44G321(GRIDIRON)|拷打,執行死刑或刑罰的刑具: 烤架
#44G321(RACK)|拷打,執行死刑或刑罰的刑具: 肢刑架
#44G321(SCOURGE)|拷打,執行死刑或刑罰的刑具: 鞭子
#44G321(STAKE)|拷打,執行死刑或刑罰的刑具: 火刑柱
#44G33|拷打
#44G34|死刑, 執行死刑
#44G341|臨刑前數小時
#44G3411|死刑犯被告知將被處決
#44G34111|與親人話別 (臨刑前數小時)
#44G3412|精神撫慰 (臨刑前數小時)
#44G3413|悔恨 (死刑犯的)
#44G3414|絕望 (死刑犯的)
#44G3415|(死刑犯的) 赴斷頭台或死刑執行處
#44G342|在斷頭台或死刑執行處
#44G349|對某人模擬像進行處決
#44G35|將被處決者的屍體進行示眾
#44G351|將被處決者的屍體的一部分進行示眾
#44G3511|將被處決者的頭顱進行示眾
