5|Ideas abstractas y conceptos
71E11252|Moisés es confiado al cuidado de su madre
71E112521|la madre de Moisés amamantando al niño
71E1126|cuando Moisés tiene edad suficiente, su madre se lo lleva a la hija del Faraón, que lo adopta
71E1127|Moisés es educado en el palacio del rey
71E11271|Moisés y la corona del Faraón: el Faraón jugando le pone su corona a Moisés niño en la cabeza,que la tira al suelo y la pisotea; o bien Moisés rompe la corona jugando
71E112711|la prueba de fuego de Moisés: cuando se le da a elegir entre dos platos, uno conteniendo carbón ardiendo, el otro un anillo de rubí (o cerezas), Moisés elige el carbón ardiendo y se lo mete en la boca
71E11272|el niño Moisés entre los filósofos
71E113|Moisés y su pueblo; la huída al país de Madián (Exodo 2:11-25)
71E1131|Moisés comprueba que se fuerza a los israelitas a trabajos pesados
71E11311|Moisés ve a un capataz egipcio golpeando a uno de sus compatriotas
71E11312|Moisés mata al capataz egipcio
71E113121|Moisés entierra el cuerpo del capataz egipcio en la arena
71E11313|Moisés, reprendiendo a dos israelitas que se peleaban, es recriminado por el asesinato del egipcio
71E11314|el Faraón es informado del asesinato del egipcio
71E11315|Moisés huye al país de Madián
71E1132|Moisés junto a un pozo se encuentra con las siete hijas de Jetró, el sacerdote de Madián
71E11321|Moisés echa a los pastores que querían impedir a las hijas de Jetró que abrevasen el rebaño
71E11322|Moisés abreva el rebaño de las hijas de Jetró
71E11323|las siete hijas de Jetró vuelven a casa
71E1133|Moisés es acogido en casa de Jetró
71E1134|boda de Moisés con Séfora
71E11341|nacimiento de Guersón, hijo de Moisés
71E1135|la muerte del Faraón
71E1136|Dios contempla los hijos de Israel
71E114|la vocación de Moisés (Exodo 3-4)
71E1141|mientras pastorea el rebaño de Jetró, Moisés llega a Horeb
71E11411|una zarza ardiendo atrae la atención de Moisés
71E1142|la zarza ardiendo ~ vocación de Moisés
71E11421|Moisés se quita las sandalias
71E11422|Moisés, arrodillado ante la zarza y ocultando su rostro, escucha a Dios
71E11423|los milagros ~ la vocación de Moisés
71E114231|milagro del bastón convertido en serpiente; puede que Moisés aparezca huyendo de la serpiente
71E114232|milagro de la mano con lepra ~ Moisés y la zarza ardiendo
71E114233|milagro del fuego transformado en sangre ~ la zarza ardiendo
71E114234|Moisés recibe un bastón
71E1143|Moisés y Jetró se separan ~ la vocación de Moisés
71E1144|Moisés sale de Egipto: lleva su bastón y va acompañado por su mujer y sus hijos montados en un asno
71E1145|en un albergue, Dios (o el ángel de Dios) intenta matar a Moisés
71E11451|Séfora apacigua a Dios circuncidando a uno de sus hijos
71E1146|Dios se aparece a Aarón
71E11461|Aarón va hacia Moisés y le besa
71E1147|Moisés y Aarón reunen a todos los patriarcas israelitas
71E11471|Aarón hablando a los israelitas
71E11472|Moisés realizando milagros ante los ojos de su pueblo
71E115|Moisés dialogando con Dios (en general)
71E116|Moisés y Aarón se enfrentan al Faraón (Exodo 5-7:13)
71E1161|el Faraón ordena a los capataces que dejen de proveer al pueblo con paja para hacer adobes
71E1162|los israelitas se quejan a Moisés y Aarón (~Faraón)
71E1163|Moisés dando instrucciones a los israelitas
71E1164|Moisés y Aarón ante el Faraón; Aarón realiza el milagro del bastón que se transforma en serpiente
71E11641|todos los magos llamados por el rey transforman sus bastones en serpientes, pero el bastón de Aarón se traga los demás
71E117|las diez plagas (Exodo 7:14-11:10, 12:21-30)
71E1171|escenas recurrentes ~ las diez plagas
71E11711|Moisés (y Aarón) ante el Faraón entronizado (escena recurrente ~ las diez plagas)
71E11712|Moisés (y Aarón) hacen cesar una plaga (escena recurrente ~las diez plagas)
#71E11713|servants complaining to Pharaoh (recurrent scene ~ the ten plagues)
71E1172|las diez plagas (1era parte)
71E11721|la plaga del agua convertida en sangre: cuando el Faraón llega a la orilla del Nilo, Aarón golpea el agua con su bastón; el agua se transforma en sangre y todos los peces mueren
71E11722|la plaga de las ranas: Aarón extiende su mano sobre las aguas de Egipto; las ranas salen y cubren la tierra
#71E117221|frogs invading pharaoh's palace (Exodus 7:26-29 or 8:1-4)
71E11723|la plaga de los mosquitos: Aarón golpea la tierra con su bastón y el polvo se convierte en mosquitos
71E11724|la plaga de las moscas que llenan las casas de los egipcios
71E11725|la plaga de la peste del ganado: todos los animales de los egipcios mueren
71E11726|la plaga de las úlceras: Moisés lanza al aire un puñado de cenizas ante los ojos del Faraón, y provoca úlceras a la gente y a los animales
71E11727|la plaga del granizo: Moisés eleva su bastón hacia el cielo, y granizo y fuego descienden sobre la tierra
71E11728|la plaga de las langostas: Moisés alza las manos y aparecen langostas que se comen todo lo que ha sobrevivido al granizo
71E11729|la plaga de las tinieblas: Moisés alza las manos hacia el cielo y durante tres días se establece la oscuridad total
71E1173|las diez plagas (2nda parte)
71E11731|preliminares a la décima plaga
71E117311|Moisés prediciendo la muerte de los primogénitos
71E117312|Moisés proclama la Pascua
71E117313|celebración de la primera Pascua
71E1173131|los Israelitas realizan con sangre de cordero una marca (generalmente una tau) sobre las jambas de las puertas de sus casas
71E1173132|los Israelitas comen el cordero pascual de pié ante una mesa,con la cintura ceñida, las sandalias en los piés y el bastón en la mano, listos para partir
71E11732|la plaga de los primogénitos: el ángel destructor pasa por el país y mata a todo primogénito egipcio tanto humano como animal
71E117321|el Faraón se lamenta por la muerte de su hijo ~ la décima plaga
71E118|los Israelitas abandonan Egipto; primer desplazamiento de Ramsés a Sucot (Exodo 12:31 - 13:16)
71E1181|durante la noche el Faraón hace llamar a Moisés y Aarón y les suplica que se marchen
71E1182|los Egipcios apremiando a los Israelitas para que se marchen
71E1183|los Israelitas preparan su marcha: llenan sus artesas con masa sin fermentar, las envuelven en mantas y las cargan al hombro
71E1184|los Egipcios ofrecen sus joyas y sus ropas a los Israelitas
71E1185|los Israelitas cuecen pan ázimo a partir de la masa
71E1186|consagración del primogénito
71E12|Exodo (2nda parte): la marcha de Israel hacia el monte Sinaí
71E121|marcha de los Israelitas de Sucot al mar Rojo (Exodo 13:17-20)
71E1211|Moisés lleva consigo los huesos de José
71E1212|la columna de nubes y la columna de fuego ~ Exodo
71E12121|durante el día una columna de nubes (y/o el ángel de Dios) muestran el camino al pueblo
71E12122|por la noche una columna de fuego alumbra a los Israelitas (Exodo 14)
71E122|travesía del mar Rojo
71E1221|el Faraón es informado de la huída de los Israelitas
71E12211|el Faraón y su ejército salen en persecución de los Israelitas
71E12212|el pueblo de Israel murmura contra Moisés
71E1222|Moisés levanta su bastón y las aguas se separan (Mar Rojo); el ángel de Dios y la columna de nubes pasan a retaguardia
71E12221|el pueblo pasa a pié enjuto en medio del mar (Egipcios nada o apenas visibles); el ángel de Dios y la columna de nubes pueden aparecer al fondo
71E12222|los Egipcios persiguiendo a los Israelitas penetran en el mar
71E1223|con su pueblo a salvo en la orilla, Moisés extiende su mano y el agua vuelve a su curso; el ejército del Faraón perece en el agua (Mar Rojo)
71E12231|el Faraón y su ejército sumergidos en el Mar Rojo (los Israelitas nada o apenas visibles)
71E123|tras cruzar el Mar Rojo los Israelitas se regocijan y alaban a Dios (Exodo 15:1-21)
71E1231|el cántico de Moisés ~ Exodo
71E1232|Miriam toma un pandero y baila; todas las mujeres siguen su ejemplo
71E12321|el canto de alabanza de Miriam ~ Exodo
71E124|los Israelitas en Mara y Elim (Exodo 15:22-27)
71E1241|milagro del agua de Mara que se vuelve dulce
71E12411|en el desierto el pueblo murmura contra Moisés a causa del agua salitrosa
71E12412|Moisés echa un pedazo de madera al agua de Mara que se vuelve dulce
71E12413|los Israelitas escuchan la palabra de Dios
71E1242|los Israelitas llegan al oasis de Elim, donde hallan doce manantiales y setenta palmeras
71E12421|los doce manantiales de Elim (uno por cada tribu)
71E125|el milagro del maná y las codornices (Exodo 16)
71E1251|en el desierto de Sin, Israel se queja a Moisés
71E1252|Moisés y Aarón prometen alimento al pueblo
71E12521|la gloria de Dios aparece
71E1253|por la tarde una bandada de codornices cubre el campamento
71E1254|por la mañana el maná cae sobre la tierra ~ Exodo
71E12541|la recogida del maná (en cestas y pucheros)
71E12542|Aarón llena una jarra de maná para ser guardada en el tabernáculo
71E125421|la jarra con un 'celemín' de maná
71E126|Moisés golpea la peña y sale agua (Exodo 17:1-7; Números 20:2-13)
71E1261|los Israelitas llegan a Rafidim (o Meribá) y se quejan porque no hay agua potable
71E1262|cuando Moisés y Aarón oran delante del tabernáculo, Dios se les aparece
71E1263|Moisés golpea la peña dos veces en presencia del pueblo congregado y el agua brota; el pueblo apaga su sed
71E12631|Dios reprendiendo a Moisés
71E127|los Amalecitas presentan batalla a los Israelitas (Exodo 17:8-16)
71E1271|Moisés dando instrucciones a Josué
71E1272|Moisés sube a la cima de una montaña con Aarón y Jur y alza los brazos para asegurar la victoria de los Israelitas
71E12721|Moisés sentado en una roca con los brazos sostenidos por Aarón y Jur; los Amalecitas son vencidos
71E1273|Moisés construye un altar
71E128|Jetró visita a Moisés: acompañado de Séfora y sus dos hijos, llega al desierto donde Moisés está acampado
71E1281|el encuentro de Jetró y de Moisés
71E1282|Jetró en la tienda de Moisés
71E1283|Jetró ofrece un sacrificio a Dios y come pan con Moisés, Aarón y todos los Ancianos de Israel
71E1284|Jetró, viendo a Moisés ocupado todo el día resolviendo pleitos del pueblo, le aconseja nombrar algunos jueces
71E1285|Moisés eligiendo los jueces
71E1286|Moisés y Jetró se separan ~ la visita de Jetró a Moises en el desierto
71E13|Exodo (3era parte): promulgación de la Ley  y su renovación
71E131|temas recurrentes ~ Monte Sinaí
71E1311|Moisés (sólo) subiendo al Monte Sinaí
71E1312|Moisés dialogando con Dios en el Monte Sinaí ( puede que la montaña esté cubierta por una espesa nube
71E1313|Moisés bajando del Monte Sinaí
71E1314|Moisés dirigiendose a los ancianos
71E1315|Moisés dirigiendose a los Israelitas
71E132|llegada de Moisés al Monte Sinaí (Exodo 19, 20:18-21)
71E1321|los Israelitas llegan al Monte Sinaí y establecen su campamento al pié de la montaña
71E13211|el pueblo promete obediencia a Dios
71E1322|el pueblo se prepara para recibir la Ley: lavan sus vestidos y señalan límites alrededor del Monte
71E1323|el Monte Sinaí queda cubierto por una densa nube, truenos y relámpagos
71E13231|Moisés lleva al pueblo al pié de la montaña y es llamado por Dios
71E133|la alianza de Dios con Moisés es ratificada con un sacrificio (Exodo 24:1-8)
71E1331|Moisés escribiendo la ley
71E1332|Moisés construye un altar y pone doce piedras
71E1333|los jóvenes traen ofrendas; Moisés toma la mitad de la sangre de los animales y la derrama sobre el altar
71E1334|Moisés leyendo el libro de la alianza al pueblo
71E1335|Moisés toma las vasijas con la otra mitad de la sangre del sacrificio y rocía al pueblo
71E134|Moisés en el Monte Sinaí con las tablas de la ley (Exodo 24:9-18, 31:18)
71E1341|Moisés sube a la montaña con Aarón, Nadab, Abiú y setenta Ancianos
71E13411|Moisés y todos los que le acompañan ven a Dios en el Monte Sinaí
71E1342|Moisés dice a los ancianos que esperen y continúa subiendo al Monte Sinaí con Josué
71E1343|Moisés recibe de Dios las tablas de la ley
71E13431|Dios escribiendo los mandamientos en dos tablas de piedra
71E13432|Moisés escribiendo los mandamientos en dos tablas de piedra
71E135|la adoración del becerro de oro ~ Aarón (Exodo 32:1-19)
71E1351|el pueblo pide a Aarón que les haga un ídolo
71E13511|el pueblo trae sus pendientes de oro a Aarón
71E1352|Aarón fabrica un novillo de oro y lo coloca sobre un pedestal o un altar
71E1353|adoración del becerro de oro (que puede estar sobre un pilar, y que a veces aparece representado en forma de dragón)
71E13531|Aarón edifica un altar y ofrece un sacrificio al becerro de oro
71E13532|el pueblo baila alrededor del becerro de oro ~ Exodo
71E13533|el pueblo festejando ~ adoración del becerro de oro
71E13534|Jur muere sofocado cuando los Israelitas le escupen por haberse negado a adorar al becerro de oro
71E1354|Moisés (y Josué) desciende(n) con las tablas de piedra
71E13541|viendo los idólatras Moisés rompe las tablas de la ley
71E136|el castigo ~ adoración del becerro de oro (Exodo 32:20-35, 33)
71E1361|Moisés funde el becerro, reduce el oro a polvo, lo mezcla con agua y se lo hace beber al pueblo
71E1362|Moisés pide explicaciones a Aarón
71E1363|Moisés, de pié a la entrada del campamento, hace que los Levitas maten a los idólatras
71E1364|Dios manda una plaga al pueblo
71E1365|Dios se apiada y envía un 'angel que guiará al pueblo hacia el país de Canaán
71E1366|el pueblo guarda luto y se quita las joyas ~ castigo de los idólatras
71E1367|cuando Moisés entra en el Tabernáculo, la columna de nube desciende y se queda a la entrada de la tienda; el pueblo se reúne a la entrada de sus tiendas y se prosterna
71E1368|Moisés, sobre una roca, vé la espalda de Dios
71E137|las nuevas tablas de la ley (Exodo 34)
71E1371|Moisés labra dos tablas de piedra
71E1372|Moisés lleva las dos tablas de piedra a lo alto del Monte Sinaí
71E1373|Dios renueva la alianza con Moisés y escribe la ley en las tablas
71E1374|Moisés desciende con las nuevas tablas; le espera Aarón y el pueblo reunido, que observan que 'su rostro está radianté (el rostro de Moisés aparece rodeado de rayos de luz o con astas)
71E13741|Moisés cubre su rostro con un velo
71E138|preparación y edificación del Tabernáculo y sus accesorios ~ Exodo (Exodo 35-40)
71E1381|el pueblo aporta sus ofrendas para el Tabernáculo: todo tipo de objetos preciosos, joyas, tejidos, etc.
71E1382|Moisés nombra a Beseleél, Ooliab y otros artesanos
71E1383|construcción del Tabernáculo y sus accesorios ~ Exodo
71E1384|terminación del Tabernáculo y sus accesorios; Moisés examina todo y bendice a los artesanos
71E1385|el Tabernáculo es ornamentado y Moisés coloca en él  el arca con las tablas
