9|ギリシャ・ローマ神話と古代史
96C(ROMULUS)2|ロムルスとレムス(の物語) - 情事
96C(ROMULUS)3|ロムルスとレムスによる最重要な偉業
96C(ROMULUS)31|自分たちの祖先を知るロムルスとレムス
96C(ROMULUS)311|ルペルカリア祭の際に捕らえられ、アムリウスの前に連れていかれるレムス
96C(ROMULUS)312|レムスを助けに来るロムルス; アムリウスは殺される
96C(ROMULUS)313|アルバ・ロンガの王位を祖父ヌミトルに返還するロムルスとレムス
96C(ROMULUS)32|新しい市(ローマ)を創設することを決めるロムルスとレムス
96C(ROMULUS)321|鳥の飛翔から予測を立てるロムルスとレムス(鳥占い); レムスは六羽、ロムルスは十二羽の禿鷲を見る
96C(ROMULUS)322|ローマの基礎を築くロムルス
96C(ROMULUS)323|レムスはあざけって、新たに建設された城壁を飛び越え、ロムルスまたはケレルによって殺される
96C(ROMULUS)33|ローマの王であるロムルス
96C(ROMULUS)331|ヘラクレス崇拝を創始するロムルス
96C(ROMULUS)332|ローマ法を制定し、政治的・社会的組織化を進めるロムルス
96C(ROMULUS)333|コンスアリア祭を催すロムルス
96C(ROMULUS)334|近隣諸国と戦争するローマ
96C(ROMULUS)4|ロムルスとレムス(の物語) - 攻撃的な, 敵意に満ちた活動・関係
96C(ROMULUS)5|ロムルスとレムス(の物語) - 攻撃的でない, 友好的な, あるいは中立的な活動・関係
96C(ROMULUS)6|ロムルスとレムスの苦難, 災難
96C(ROMULUS)68|ロムルスとレムスの苦難, 災難 - 死
96C(ROMULUS)69|ロムルスの神格化: ロムルスが軍隊を閲兵していた時に嵐が起こり、彼は雲に覆われ、姿を消す; クイリヌス神となるロムルス
96C(ROMULUS)691|ロムルスを不死とするように、ユピテルに懇願するマルス
96C(ROMULUS)7|ロムルスとレムス(の物語) - 特定の／寓意的風貌, 守護者としての
96C(ROMULUS)78|ロムルスとレムス(の物語) - 勝利
96C(ROMULUS)79|ロムルスとレムス(の物語) - 崇敬, によってあがめられる
96C(ROMULUS)8|ロムルスとレムス(の物語) - アトリビュート
96C(TITUS TATIUS)|ティトゥス・タティウス(の物語)
96C(TITUS TATIUS)1|ティトゥス・タティウス(の物語) - 若年期, 青春期
96C(TITUS TATIUS)11|ティトゥス・タティウス(の物語) - 誕生
96C(TITUS TATIUS)12|ティトゥス・タティウス(の物語) - 幼少期, 養育
96C(TITUS TATIUS)2|ティトゥス・タティウス(の物語) - 情事
96C(TITUS TATIUS)3|ティトゥス・タティウス(の物語) - 最重要な偉業
96C(TITUS TATIUS)4|ティトゥス・タティウス(の物語) - 攻撃的な, 敵意に満ちた活動・関係
96C(TITUS TATIUS)5|ティトゥス・タティウス(の物語) - 攻撃的でない, 友好的な, あるいは中立的な活動・関係
96C(TITUS TATIUS)6|ティトゥス・タティウスの苦難, 災難
96C(TITUS TATIUS)68|ティトゥス・タティウスの死: 年毎の供儀を行っている際に、ラウィニウムでの暴動で殺されるティトゥス・タティウス
96C(TITUS TATIUS)69|ティトゥス・タティウスの苦難, 災難 - 賛美, 神格化
96C(TITUS TATIUS)7|ティトゥス・タティウス(の物語) - 特定の／寓意的風貌, 守護者としての
96C(TITUS TATIUS)78|ティトゥス・タティウス(の物語) - 勝利
96C(TITUS TATIUS)79|ティトゥス・タティウス(の物語) - 崇敬, によってあがめられる
96C(TITUS TATIUS)8|ティトゥス・タティウス(の物語) - アトリビュート
96C(TURNUS)|トゥルヌス(の物語)
96C(TURNUS)1|トゥルヌス(の物語) - 若年期, 青春期
96C(TURNUS)11|トゥルヌス(の物語) - 誕生
96C(TURNUS)12|トゥルヌス(の物語) - 幼少期, 養育
96C(TURNUS)2|トゥルヌス(の物語) - 情事
96C(TURNUS)3|トゥルヌス(の物語) - 最重要な偉業
96C(TURNUS)4|トゥルヌス(の物語) - 攻撃的な, 敵意に満ちた活動・関係
96C(TURNUS)5|トゥルヌス(の物語) - 攻撃的でない, 友好的な, あるいは中立的な活動・関係
96C(TURNUS)6|トゥルヌス(の物語) - 苦難, 災難
96C(TURNUS)68|トゥルヌスの死
96C(TURNUS)681|トゥルヌスの葬儀
96C(TURNUS)69|トゥルヌス(の物語) - 賛美, 神格化
96C(TURNUS)7|トゥルヌス(の物語) - 特定の／寓意的風貌, 守護者としての
96C(TURNUS)78|トゥルヌス(の物語) - 勝利
96C(TURNUS)79|トゥルヌス(の物語) - 崇敬, によってあがめられる
96C(TURNUS)8|トゥルヌス(の物語) - アトリビュート
96D|伝説として伝わるローマ起源の物語における女傑, 女の登場人物
96D(...)|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う)
96D(...)1|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - 若年期, 青春期
96D(...)11|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - 誕生
96D(...)12|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - 幼少期, 養育
96D(...)2|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - 情事
96D(...)3|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - 最重要な偉業
96D(...)4|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - 攻撃的な, 敵意に満ちた活動・関係
96D(...)5|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - 攻撃的でない, 友好的な, あるいは中立的な活動・関係
96D(...)6|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - 苦難, 災難
96D(...)68|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - 死
96D(...)69|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - 賛美, 神格化
96D(...)7|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - 特定の／寓意的風貌, 守護者としての
96D(...)78|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - 勝利
96D(...)79|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - 崇敬, によってあがめられる
96D(...)8|伝説として伝わるローマ起源の物語における女傑, 女の登場人物 (名を伴う) - アトリビュート
96D(ANNA)|ディドの妹, アンナ(の物語)
96D(ANNA)1|ディドの妹, アンナ(の物語) - 若年期, 青春期
96D(ANNA)11|ディドの妹, アンナ(の物語) - 誕生
96D(ANNA)12|ディドの妹, アンナ(の物語) - 幼少期, 養育
96D(ANNA)2|ディドの妹, アンナ(の物語) - 情事
96D(ANNA)3|ディドの妹, アンナ(の物語) - 最重要な偉業
96D(ANNA)4|ディドの妹, アンナ(の物語) - 攻撃的な, 敵意に満ちた活動・関係
96D(ANNA)5|ディドの妹, アンナの攻撃的でない, 友好的な, あるいは中立的な活動・関係
96D(ANNA)51|ディドの死後、カルタゴから逃亡するアンナ
96D(ANNA)52|イタリアに到着したアンナはアイネイアスに迎え入れられ、ラウィニアの世話を命じられる
96D(ANNA)53|夢の中で、ラウィニアの嫉妬をアンナに知らせるディドの亡霊
96D(ANNA)6|ディドの妹, アンナの苦難, 災難
96D(ANNA)68|ディドの妹, アンナの苦難, 災難 - 死
96D(ANNA)69|アンナの神格化: ヌミシウス川に身を投げ、その川のニンフとなるアンナ
96D(ANNA)7|ディドの妹, アンナ(の物語) - 特定の／寓意的風貌, 守護者としての
96D(ANNA)78|ディドの妹, アンナ(の物語) - 勝利
96D(ANNA)79|ディドの妹, アンナ(の物語) - 崇敬, によってあがめられる
96D(ANNA)8|ディドの妹, アンナ(の物語) - アトリビュート
96D(CAMILLA)|カミラ(の物語)
96D(CAMILLA)1|カミラの若年期, 青春期
96D(CAMILLA)11|カミラの若年期, 青春期 - 誕生
96D(CAMILLA)12|カミラの幼少期, 養育
96D(CAMILLA)121|敵が迫り来る中、カミラの父メタバスは、槍に繋いだ幼児カミラをアマセヌス川に投げ入れ、ディアナの援助を請う
96D(CAMILLA)122|森の中で父に育てられ、牝馬の乳を飲んで養われるカミラ
96D(CAMILLA)1221|献身的にディアナに仕え、狩猟の訓練をするカミラ
96D(CAMILLA)2|カミラ(の物語) - 情事
96D(CAMILLA)3|カミラ(の物語) - 最重要な偉業
96D(CAMILLA)4|カミラ(の物語) - 攻撃的な, 敵意に満ちた活動・関係
96D(CAMILLA)5|カミラ(の物語) - 攻撃的でない, 友好的な, あるいは中立的な活動・関係
96D(CAMILLA)6|カミラ(の物語) - 苦難, 災難
96D(CAMILLA)68|カミラ(の物語) - 死
96D(CAMILLA)69|カミラ(の物語) - 賛美, 神格化
96D(CAMILLA)7|カミラ(の物語) - 特定の／寓意的風貌, 守護者としての
96D(CAMILLA)78|カミラ(の物語) - 勝利
96D(CAMILLA)79|カミラ(の物語) - 崇敬, によってあがめられる
96D(CAMILLA)8|カミラ(の物語) - アトリビュート
96D(DIDO)|ディド(の物語) 
96D(DIDO)1|ディド(の物語) - 若年期, 青春期
96D(DIDO)11|ディド(の物語) - 誕生
96D(DIDO)12|ディド(の物語) - 幼少期, 養育
96D(DIDO)2|ディド(の物語) - 情事
96D(DIDO)3|ディド(の物語) - 最重要な偉業
96D(DIDO)4|ディド(の物語) - 攻撃的な, 敵意に満ちた活動・関係
96D(DIDO)5|ディドの攻撃的でない, 友好的な, あるいは中立的な活動・関係
96D(DIDO)51|殺害された夫シュカイオスが、ディドの夢に現れる
96D(DIDO)52|財宝を持ってフェニキアを去るディド
96D(DIDO)53|カルタゴを建国するディド
96D(DIDO)531|牡牛の獣皮を薄い細片に切り、可能な限り多くの土地を覆う
96D(DIDO)6|ディド(の物語) - 苦難, 災難
96D(DIDO)68|ディド(の物語) - 死
96D(DIDO)69|ディド(の物語) - 賛美, 神格化
96D(DIDO)7|ディド(の物語) - 特定の／寓意的風貌, 守護者としての
96D(DIDO)78|ディド(の物語) - 勝利
96D(DIDO)79|ディド(の物語) - 崇敬, によってあがめられる
96D(DIDO)8|ディド(の物語) - アトリビュート
96D(HERSILIA)|ヘルシリア(の物語)
96D(HERSILIA)1|ヘルシリア(の物語) - 若年期, 青春期
96D(HERSILIA)11|ヘルシリア(の物語) - 誕生
96D(HERSILIA)12|ヘルシリア(の物語) - 幼少期, 養育
96D(HERSILIA)2|ヘルシリア(の物語) - 情事
96D(HERSILIA)3|ヘルシリア(の物語) - 最重要な偉業
96D(HERSILIA)4|ヘルシリア(の物語) - 攻撃的な, 敵意に満ちた活動・関係
96D(HERSILIA)5|ヘルシリア(の物語) - 攻撃的でない, 友好的な, あるいは中立的な活動・関係
96D(HERSILIA)6|ヘルシリアの苦難, 災難
96D(HERSILIA)68|ヘルシリアの苦難, 災難 - 死
96D(HERSILIA)69|ヘルシリアの神格化: ロムルスの妻はユノとイシスによって天に召され、女神ホラ・クィリナとなる
