4|Sociedade, Civilização, Cultura
43C71111|correr (~ jogo)
43C71112|jogar à apanhada (~ jogo de corrida)
43C71113|"red rover, red light?" e jogos relacionados
43C7112|jogos de competição
43C71121|fazer prisioneiros ~ jogos infantis
43C71122|tomar posse de um território ~ jogos infantis
43C71123|apanhar, tocar, em grupos ~ jogos infantis
43C7113|jogos de corrida e escondidas
43C71131|jogar às escondidas
43C7114|jogos de corrida disputados num círculo
43C7115|jogos de corrida inspirados numa história
43C7116|Ponte de Londres e outros jogos envolvendo arcos e pontes
43C7117|jogos em que os jogadores formam uma cobra ou uma cadeia
43C71171|comboio (jogos em que os jogadores formam uma cobra ou uma cadeia)
43C7118|jogos de rodar, girândola
43C712|jogos em que se salta
43C7121|jogos simples em que se salta
43C7122|saltar ao eixo e variantes
43C7123|jogo do alho e variantes
43C7124|jogo da macaca, pé coxinho, amarelinha
43C7125|outros jogos (jogos em que se salta)
43C71251|cambalhota ~ jogos em que se salta
43C71252|fazer o pino ~ jogos em que se salta
43C71253|andar de quatro ~ jogos em que se salta
43C71254|fazer a roda ~ jogos em que se salta
43C7126|saltar sobre poças de água (jogos em que se salta)
43C71261|saltar sobre poças de água com uma vara (jogos em que se salta)
43C713|jogos em que se dança (jogos infantis)
43C7131|jogos simples em que se dança
43C7132|jogos com corda
43C7133|dança em círculo ou quadrado (jogos infantis)
43C7134|dançar em filas (jogos infantis)
43C714|jogos de lançamento
43C7141|jogos simples de lançamento
43C7142|atirar pedras (jogos de lançamento)
43C7143|atirar varas (jogos de lançamento)
43C7144|atirar moedas (jogos de lançamento)
43C7145|atirar frutas (jogos de lançamento)
43C7146|jogos com bola (jogos infantis)
43C71461|jogos com bola para uma pessoa
43C71462|jogos de atirar e apanhar a bola (jogos infantis)
43C71463|bater na bola com um bastão, etc. (jogos infantis)
43C71464|chutar a bola (jogos infantis)
43C7147|bowling (bólingue) (jogos infantis)
43C7148|outros jogos (jogos de lançamento)
43C71481|atirar anéis, argolas, etc. (jogos infantis)
43C715|jogos com dedos e punhos
43C7151|jogos simples com as mãos
43C71511|sombras chinesas (~ jogos com as mãos)
43C71512|jogos com cordas e dedos (cama de gato, etc.)
43C7152|jogos em que se bate as mãos
43C71521|por as mãos ou os punhos em cima uns dos outros (jogos infantis)
43C71522|rebentar sacos de papel (jogos infantis)
43C7153|jogos de apontar e contar
43C7154|brincadeiras com os dedos
43C7155|marcar o ritmo com os dedos
43C716|jogos de troca, jogos de imitação, imitando os adultos
43C717|jogos de adivinhação (crianças)
43C7171|jogos simples de adivinhação
43C7172|jogos de caça (procura de objetos escondidos)
43C71721|seguir um rasto (~ jogos de procura)
43C7173|jogos de profecia, quiromancia
43C7174|tirar à sorte ~ jogos infantis
43C7175|jogos com os olhos vendados
43C71751|cabra-cega
43C718|jogos em que se balança
43C7181|balançar (jogos infantis)
43C7182|balançar o berço (jogos infantis)
43C7183|"fazer o cavalinho" (nos joelhos)
43C7184|jogos em que se transportam ou carregam crianças
43C71841|às cavalitas, sobre os ombros
43C719|luta
43C72|jogos com objectos especiais (berlindes, peões, aro (arco), etc.)
43C721|(jogar ao) berlinde
43C7211|(jogar ao) berlinde (com buracos)
43C722|(jogar ao) pião
43C7221|girar um pião
43C7222|lançar um pião
43C723|(rodar um) aro ou arco
43C7231|rodar um aro ou arco na horizontal
43C724|(fazer voar) um papagaio (de papel)
43C7241|(fazer voar um) balão de gás
43C725|(caminhar em) andas
43C726|(jogo da) bugalha, "astragali"
43C727|andar de patins, patins
43C73|criança e natureza (jogos e brincadeiras)
43C731|criança imitando animais
43C732|criança a roubar ninhos de aves
43C7321|caçando ovos de aves (crianças)
43C733|criança provocando animais
43C734|criança brincando com animais
43C735|criança e planta (jogos e brincadeiras)
43C736|criança ~ fenómenos naturais
43C7361|criança e chuva
43C737|brincar com neve e gelo
43C7371|deslizar (brincar com neve e gelo)
43C7372|(fazer um) boneco de neve
43C73721|fazer uma bola de neve
43C7373|atirar bolas de neve
43C7374|com uma cadeira no gelo
43C7379|andar no gelo ~ jogos de crianças
43C74|criança em relação ao meio ambiente e ao tempo
43C741|datas do calendário ~ jogos e brincadeiras de crianças
43C741(...)|datas do calendário ~ jogos e brincadeiras de crianças (com DATA)
43C742|criança e escola (~ jogos e brincadeiras)
43C7421|férias
43C7422|excursões escolares
43C7423|jogos na escola
43C7424|criança traquinas, travessa  (na escola)
43C7425|vadiagem
43C743|criança e arte
43C7431|música de crianças
43C74311|orquestra de panelas e frigideiras, música rudimentar
43C74312|apitar com um apito (assobio) caseiro
43C74313|chocalho, feito com uma bexiga contendo ervilhas ~ jogos de crianças
43C7432|crianças tocando instrumentos musicais
43C74321|crianças tocando instrumentos musicais (antigos)
43C74322|(crianças brincando) equipamentos do parque de diversões
43C7433|crianças cantando
43C75|comportamentos ofensivos, pregar partidas
43C751|chamar nomes, insultar ~ comportamentos ofensivos, pregar partidas
43C752|provocar (jogos e brincadeiras de crianças)
43C7521|afastar objectos de crianças pequenas
43C753|tocando às campainhas (comportamentos ofensivos, pregar partidas)
43C754|comportamento de "valentões"
43C755|vandalismo (comportamentos ofensivos, pregar partidas)
43C76|antes e depois do jogo
43C761|contar (antes do jogo)
43C762|outras maneiras de decidir quem é o alvo
43C767|ir para casa após o jogo
43C768|perseguir ~ jogo
43C769|ser perseguido durante um jogo, fim de uma fase do jogo
43C77|outros jogos de crianças
43C771|leitura de um livro ilustrado
43C772|livros para crianças
43C7721|imagens para crianças
43C78|(brincar com) brinquedos
43C781|(brincar com) construções
43C7811|(brincar com) coisas para empilhar
43C7812|(brincar com) cubos
43C7813|(brincar com) mecano
43C7814|(brincar com) construções para serem recortadas
43C7815|construção de casas modelo
43C7816|construção de modelos (de máquinas ou veículos)
43C782|(brincar com) brinquedos que se movem
43C7821|(brincar com) bonecos que dançam
43C7822|(brincar com) brinquedos giratórios
43C7823|(brincar com) moinhos de brincar
43C7824|outros brinquedos que se movem
43C783|(brincar com) brinquedos mecânicos
43C7831|(brincar com) com máquina a vapor
43C7832|(brincar com) motor
43C7833|brinquedos movidos por motor ou máquinas a vapor (excluindo veículos)
43C784|(brincar com) brinquedos ~ transporte
43C7841|(brincar com) veículos de rodas
43C78411|(brincar com) carrinho de mão, vagão
43C78412|(brincar com) automóveis ~ brinquedos 
43C78413|(brincar com) carros em carris (montanha russa, etc.) ~ brinquedos
43C78414|(brincar com) combóios
43C7842|(brincar com) brinquedos ~ água 
43C78421|(brincar com) barcos
43C78422|(brincar com) iate
43C78423|(brincar com) barco a motor
43C7843|(brincar com) brinquedos ~ ar 
43C78431|(brincar com) aviões
43C78432|(brincar com) aviões com motor
43C78433|(brincar com) mísseis
43C785|(brincar com) brinquedos ~ sopro
43C7851|fazer bolas de sabão (jogos e brincadeiras de crianças)
43C7852|brinquedos activados por sopro
43C786|(brincar com) brinquedos relativos aos utensílios de uma casa
43C7861|pratos de brincar
43C78611|serviço de chá de brincar
43C7862|cozinha de brincar
43C78621|forno ou fogão de brincar
43C7863|casa de brincar, casa de bonecas
43C787|(brincar com) bonecas, animais de brincar
43C7871|(brincar com) bonecas
43C78711|roupa de bonecas
43C78719|bonecos para adultos
43C7872|(brincar com) animais de brincar
43C78721|cavalo de madeira
43C78722|cavalo de balanço
43C78729|animal de brincar para adultos; mascotes, etc.
43C788|colar, tecelagem, etc. (jogos e brincadeiras de crianças)
43C7881|colar livros (jogos e brincadeiras de crianças)
43C7882|tecer (jogos e brincadeiras de crianças)
43C7883|trabalhos com agulhas (jogos e brincadeiras de crianças)
43C789|outros jogos (brincar com brinquedos)
43C7891|imitações em miniatura (jogos e brincadeiras de crianças)
43C8|terrenos, campos e instalações para desportos, jogos e actividades fisicas
43C81|vestiário, balneário ~ desporto
43C9|dança
43C91|pessoa a dançar sozinha
43C911|homem a dançar sozinho
43C912|mulher a dançar sozinha
43C92|dançar dois a dois; homem e mulher dançando como um par
43C921|duas mulheres dançando como um par
43C922|dois homens dançando como um par
43C923|convite para dançar
43C93|mais do que um par a dançar
43C93(...)|mais do que um par a dançar (com NÚMERO de pares)
43C94|dançar em grupo
43C941|dançar em grupo entre as classes superiores
43C942|dança popular (homens e mulheres juntos)
43C9421|grupo de homens (dança popular)
43C9422|grupo de mulheres (dança popular)
43C943|grupo dançando em torno de alguém ou de alguma coisa (dança popular)
43C95|dançar de uma lado para o outro, serpenteando, "fazer o combóio" na rua
43CC114|caçador - CC - caçadora
43CC1141|reunião "départ pour la chasse" - CC - caçadora
43CC1142|caçadores caçando (N.B.: em 1988-1990 este código indicava o conceito do código 43C11421 "caçadores repousando durante a caça") - CC - caçadora
43CC11421|caçadores repousando durante a caça - CC - caçadora
43CC1143|batedores (~ caça) - CC - caçadora
43CC1144|tocar a trompa de caça - CC - caçadora
43CC1145|"halai" (~ caça) - CC - caçadora
43CC1146|retrato de um grupo de caçadores - CC - caçadora
43CC1149|regresso da caça - CC - caçadora
43CC11491|banco de caça, pavilhão de caça, "rendez-vous de chasse", "Jagdschloss" - CC - caçadora
43CC737|brincar com neve e gelo - CC - adulto(s) ~ neve e gelo
43CC7371|deslizar (brincar com neve e gelo) - CC - adulto(s) ~ neve e gelo
43CC7372|(fazer um) boneco de neve - CC - adulto(s) ~ neve e gelo
43CC73721|fazer uma bola de neve - CC - adulto(s) ~ neve e gelo
43CC7373|atirar bolas de neve - CC - adulto(s) ~ neve e gelo
43CC7374|com uma cadeira no gelo - CC - adulto(s) ~ neve e gelo
43CC7379|andar no gelo ~ jogos de crianças - CC - adulto(s) ~ neve e gelo
43D|outras actividades de lazer
43D1|artesanato, passatempos, hobbies (actividades de lazer)
43D2|coleccionar (actividades de lazer)
44|estado; lei; vida politica
44A|símbolos de estado (em geral)
44A1|brasão, escudo de armas (como símbolo do estado, etc.)
44A11|divisa, emblema (como símbolo do estado, etc.)
44A2|selo (como símbolo do estado, etc.)
44A21|outra insígnia régia não pessoal, e.g. cadeia, colar, corrente de presidente da câmara
44A3|bandeira, cores (como símbolo do estado, etc.)
44A31|insígnia, estandarte (como símbolo do estado, etc.)
44A311|porta-estandarte, porta-bandeira
44A32|mastro de bandeira
44A4|decorações, honras (como símbolos do estado, etc.)
44A5|símbolos de nações individuais, estados, distritos, etc.
44A51|personificações de países, nações, estados, distritos, etc.
44A51(...)|personificações de países, nações, estados, distritos, etc. (com NOME)
44B|governo, o Estado; "Política", "Auttorità ou Potestà" (Ripa)
44B0|sistemas de governo
44B01|monarquia; "Monarchia mondana" (Ripa)
44B011|aristocracia; "Aristocratia" (Ripa)
44B02|democracia; "Democratia" (Ripa)
44B03|república; "Governo della republica" (Ripa)
44B04|sistema colonial
44B041|imperialismo
44B09|governo de ditadura, tirania; "Tirannide" (Ripa)
44B091|razão de estado; "Ragione di Stato" (Ripa)
44B1|governante, soberano
44B10|virtudes do soberano
44B11|patentes ~ governantes, soberanos
44B111|série de soberanos
44B1111|dinastia
44B112|imperador
44B1121|mito do regresso do imperador
44B113|rei
44B114|outro soberano
44B114(...)|outro soberano (com TÍTULO)
44B115|presidente ~ chefe da república
44B1151|vice-presidente
44B116|regente, soberano substituto; vice-rei
44B1161|estatuder
44B117|senhor feudal
44B1171|vassalo
44B119|tirano, ditador
44B12|actos oficiais do soberano, e.g. actos reais (soberano concedendo uma audiência, concedendo clemência, etc.; soberano e os seus súbditos)
44B121|audiência; soberano concedendo uma audiência
44B1211|sala do trono
44B1212|trono
44B122|investidura feita pelo soberano
44B1221|soberano concedendo títulos nobiliárquicos
44B1222|transferência de poder
44B1223|soberano conferindo privilégios
44B123|conceder clemência; graça, perdão
44B124|soberano com conselheiro(s)
44B125|soberano a comandar
44B126|enfeudação, investidura
44B127|soberano e os seus súbditos
44B1271|soberano que concede símbolos honoríficos
44B1272|súbdito que assume temporariamente as funções do soberano
44B12721|espada de Dâmocles
44B128|soberano em contacto informal com seus súbditos
44B129|soberano tocando numa pessoa para curá-la do "mal do rei"
44B13|tributo a um soberano
44B131|aclamação de um soberano
44B1311|juramento de fidelidade a um soberano
44B132|fazer uma vénia a um soberano
44B1321|genuflexão perante um soberano
44B1322|ajoelhar-se perante um soberano
44B1323|prostração, "proskynesis"
44B133|soberano honrado com bandeiras
44B134|soberano saudado, recebido com tiros
44B1341|salvas de canhão comemorando um nascimento real, casamento real, etc.
44B135|prestar tributo a um soberano
44B14|apoteose de um soberano
44B15|família de um soberano, e corte
44B150|"Corte" (Ripa)
44B151|família de um soberano
44B1511|rainha, imperatriz, etc. (mulher de um soberano)
44B15111|príncipe consorte
44B1512|crianças da família real
44B15121|príncipe
44B151211|príncipe herdeiro
44B15122|princesa
44B151221|princesa herdeira
44B15123|bastardos reais
44B151231|bastardo real masculino
44B151232|bastardo real feminino
44B1513|pais do soberano
44B15131|pai do soberano
44B15132|mãe do soberano
44B1514|outras pessoas de sangue real
44B1515|pessoa favorita do soberano
44B152|casa real; cortesãos, comitiva, séquito
44B1521|mestre de cerimónias
44B1522|dignatário da corte
44B1523|pagem ~ corte
44B1524|bobo da corte, bufão
44B15241|atributos do bobo da corte
44B152411|barrete, chapéu do bobo
44B152412|ceptro do bobo
44B1525|provador (de comida)
44B1526|lacaio e outros servos de baixa condição na corte
44B1527|guarda-costas do soberano
44B153|cerimonial de corte, etiqueta de corte
44B1531|cortesia, conduta; etiqueta
44B154|festividades da corte
44B155|vida quotidiana na corte
44B16|tomada de posse de um soberano
44B161|eleição, escolha de um soberano
44B1611|proclamação de um soberano
44B16111|novo soberano elevado sobre um escudo
44B1612|unção de um soberano recém-eleito
44B1613|oferta da condição de soberano: apresentação da coroa ou outros símbolos de autoridade (antes da coroação)
44B1619|usurpação
44B162|coroação de um soberano
44B1621|antes da coroação
44B1622|durante a coroação
44B1623|depois da coroação
44B1624|unção do soberano (durante a coroação)
44B1625|apresentação dos símbolos de autoridade (durante a coroação)
44B163|apresentação da espada ~ tomada de posse de um soberano
44B164|outras formas de tomada de posse
44B1641|novo soberano prestando juramento
44B165|celebração cerimonial da tomada de posse de um soberano
44B1651|procissão cerimonial, parada, cortejo ~ tomada de posse de um soberano
44B16511|procissão da coroação
44B168|rejeitar o papel de soberano
44B1681|pisando, ofendendo a coroa
44B169|abdicação (de um soberano)
44B1691|abdicação voluntária (de um soberano)
44B1692|abdicação involuntária (de um soberano)
