2|Natureza
25GG3(QUINCE-TREE)|árvores: marmeleiro - DD - plantas fantásticas, vegetação fantástica
25GG3(SPRUCE)|árvores: pícea, espruce - DD - plantas fantásticas, vegetação fantástica
25GG3(STINKING BEAN TREFOIL)|árvores: anágira-fétida - DD - plantas fantásticas, vegetação fantástica
25GG3(WALNUT-TREE)|árvores: nogueira - GG - plantas fantásticas, vegetação fantástica
25GG3(WHITE POPLAR)|árvores: choupo-branco - DD - plantas fantásticas, vegetação fantástica
25GG3(WILLOW)|árvores: salgueiro - DD - plantas fantásticas, vegetação fantástica
25GG3(YEW)|árvores: teixo - DD - plantas fantásticas, vegetação fantástica
25GG31|arbustos fantásticos
25GG31(...)|arbustos fantásticos (com NOME)
25GG31(BLACKBERRY-BUSH)|arbustos:  amoreira-silvestre - DD - plantas fantásticas, vegetação fantástica
25GG31(BOX)|arbustos: buxo - DD - plantas fantásticas, vegetação fantástica
25GG31(BROOM)|arbustos: giesta - DD - plantas fantásticas, vegetação fantástica
25GG31(BUCKTHORN)|arbustos: espinheiro - DD - plantas fantásticas, vegetação fantástica
25GG31(HAZEL)|arbustos: aveleira (avelaneira ou avelãzeira) - DD - plantas fantásticas, vegetação fantástica
25GG31(JUNIPER)|arbustos: zimbro, cedros e afins - DD - plantas fantásticas, vegetação fantástica
25GG31(MYRTLE)|arbustos: murta - DD - plantas fantásticas, vegetação fantástica
25GG31(OLEANDER)|arbustos: aloendro - DD - plantas fantásticas, vegetação fantástica
25GG31(PRIVET)|arbustos: alfeneiro, ligustro - DD - plantas fantásticas, vegetação fantástica
25GG31(ROSE-BUSH)|arbustos: roseira - DD - plantas fantásticas, vegetação fantástica
25GG39|árvore como um esquema de relações, diagrama com forma de árvore - DD - plantas fantásticas, vegetação fantástica
25GG4|plantas e ervas fantásticas
25GG4(...)|plantas e ervas fantásticas (com NOME)
25GG4(ACANTHUS)|plantas e ervas: acanto - DD - plantas fantásticas, vegetação fantástica
25GG4(ALOE)|plantas e ervas: aloé - DD - plantas fantásticas, vegetação fantástica
25GG4(AMARANTH)|plantas e ervas: amaranto - DD - plantas fantásticas, vegetação fantástica
25GG4(ARTICHOKE)|plantas e ervas: alcachofra - DD - plantas fantásticas, vegetação fantástica
25GG4(BASIL)|plantas e ervas: manjericão - DD - plantas fantásticas, vegetação fantástica
25GG4(BEAN)|plantas e ervas: feijão - DD - plantas fantásticas, vegetação fantástica
25GG4(CABBAGE)|plantas e ervas: couve - DD - plantas fantásticas, vegetação fantástica
25GG4(CAMOMILE)|plantas e ervas: camomila - DD - plantas fantásticas, vegetação fantástica
25GG4(CHONDRILLA)|plantas e ervas: leituga - DD - plantas fantásticas, vegetação fantástica
25GG4(CLOVER)|plantas e ervas: trevo - DD - plantas fantásticas, vegetação fantástica
25GG4(DICTAMNUS)|plantas e ervas: dictamo-branco - DD - plantas fantásticas, vegetação fantástica
25GG4(FIELD ERYNGO)|plantas e ervas: cardo-corredor, cardo-de-palma - DD - plantas fantásticas, vegetação fantástica
25GG4(FLEA-BANE)|plantas e ervas: asteráceas - DD - plantas fantásticas, vegetação fantástica
25GG4(GARLIC)|plantas e ervas: alho - DD - plantas fantásticas, vegetação fantástica
25GG4(GERMANDER)|plantas e ervas: camédrios, carvalhinha - DD - plantas fantásticas, vegetação fantástica
25GG4(GIANT FENNEL)|plantas e ervas: canafrecha, férula-vulgar - DD - plantas fantásticas, vegetação fantástica
25GG4(GROUNDSEL)|plantas e ervas: senécio - DD - plantas fantásticas, vegetação fantástica
25GG4(HELLEBORE)|plantas e ervas: heléboro e afins - DD - plantas fantásticas, vegetação fantástica
25GG4(HEMLOCK)|plantas e ervas: cicuta - DD - plantas fantásticas, vegetação fantástica
25GG4(HENBANE)|plantas e ervas: meimendro - DD - plantas fantásticas, vegetação fantástica
25GG4(HOP)|plantas e ervas: lúpulo - DD - plantas fantásticas, vegetação fantástica
25GG4(HOUSELEEK)|plantas e ervas: semprevivo - DD - plantas fantásticas, vegetação fantástica
25GG4(HYSSOP)|plantas e ervas: hissopo - DD - plantas fantásticas, vegetação fantástica
25GG4(IVY)|plantas e ervas: hera - DD - plantas fantásticas, vegetação fantástica
25GG4(LETTUCE)|plantas e ervas: alface - DD - plantas fantásticas, vegetação fantástica
25GG4(LUPIN)|plantas e ervas: tremoceiro - DD - plantas fantásticas, vegetação fantástica
25GG4(MANDRAKE)|plantas e ervas: mandrágora - DD - plantas fantásticas, vegetação fantástica
25GG4(MARJORAM)|plantas e ervas: manjerona - DD - plantas fantásticas, vegetação fantástica
25GG4(MISTLETOE)|plantas e ervas: visco - DD - plantas fantásticas, vegetação fantástica
25GG4(NETTLE)|plantas e ervas: urtiga - GG - plantas fantásticas, vegetação fantástica
25GG4(ORIGANUM)|plantas e ervas: orégão - DD - plantas fantásticas, vegetação fantástica
25GG4(PEA)|plantas e ervas: ervilha - DD - plantas fantásticas, vegetação fantástica
25GG4(PENNYROYAL)|plantas e ervas: poejo - DD - plantas fantásticas, vegetação fantástica
25GG4(PEONY)|plantas e ervas: peónia - DD - plantas fantásticas, vegetação fantástica
25GG4(PUMPKIN)|plantas e ervas: abóbora - GG - plantas fantásticas, vegetação fantástica
25GG4(REED)|plantas e ervas: canas, juncos e afins - GG - plantas fantásticas, vegetação fantástica
25GG4(ROCKET)|plantas e ervas: rúcula - DD - plantas fantásticas, vegetação fantástica
25GG4(RUE)|plantas e ervas: arruda - GG - plantas fantásticas, vegetação fantástica
25GG4(SAFFRON)|plantas e ervas: açafrão - DD - plantas fantásticas, vegetação fantástica
25GG4(SAGE)|plantas e ervas: salva - DD - plantas fantásticas, vegetação fantástica
25GG4(STINGING-NETTLE)|plantas e ervas: urtiga-comum - GG - plantas fantásticas, vegetação fantástica
25GG4(STRAWBERRY)|plantas e ervas: morango - DD - plantas fantásticas, vegetação fantástica
25GG4(SUNDEW)|plantas e ervas: drósera, orvalhinha - DD - plantas fantásticas, vegetação fantástica
25GG4(THISTLE)|plantas e ervas: cardos e afins - DD - plantas fantásticas, vegetação fantástica
25GG4(THYME)|plantas e ervas: tomilho - DD - plantas fantásticas, vegetação fantástica
25GG4(WATER-HEMLOCK)|plantas e ervas: cicuta-aquática - DD - plantas fantásticas, vegetação fantástica
25GG4(WHEAT)|plantas e ervas: trigo - DD - plantas fantásticas, vegetação fantástica
25GG4(WORMWOOD)|plantas e ervas: artemísia - DD - plantas fantásticas, vegetação fantástica
25GG41|flores fantásticas
25GG41(...)|flores fantásticas (com NOME)
25GG41(ALMOND-BLOSSOM)|flores: flor da amêndoeira - DD - plantas fantásticas, vegetação fantástica
25GG41(ANEMONE)|flores: anémona - DD - plantas fantásticas, vegetação fantástica
25GG41(BUTTERCUP)|flores: ranúnculo - DD - plantas fantásticas, vegetação fantástica
25GG41(CARNATION)|flores: cravo - DD - plantas fantásticas, vegetação fantástica
25GG41(COLUMBINE)|flores: columbina, aquilégia - DD - plantas fantásticas, vegetação fantástica
25GG41(CROCUS)|flores: açafrão - DD - plantas fantásticas, vegetação fantástica
25GG41(HELIOTROPE)|flores heliotrópios - DD - plantas fantásticas, vegetação fantástica
25GG41(HYACINTH)|flores: jacinto - DD - plantas fantásticas, vegetação fantástica
25GG41(IMMORTELLE)|flores: perpétua-das-areias - DD - plantas fantásticas, vegetação fantástica
25GG41(LILY)|flores: lírio - DD - plantas fantásticas, vegetação fantástica
25GG41(LOTUS)|flores: lótus - DD - plantas fantásticas, vegetação fantástica
25GG41(NARCISSUS)|flores: narciso - DD - plantas fantásticas, vegetação fantástica
25GG41(ORCHID)|flores: orquídea - DD - plantas fantásticas, vegetação fantástica
25GG41(PETUNIA)|flores: petúnia - DD - plantas fantásticas, vegetação fantástica
25GG41(POPPY)|flores: papoila - DD - plantas fantásticas, vegetação fantástica
25GG41(ROSE)|flores: rosa - DD - plantas fantásticas, vegetação fantástica
25GG41(SUNFLOWER)|flores: girassol - DD - plantas fantásticas, vegetação fantástica
25GG41(TULIP)|flores: túlipa - DD - plantas fantásticas, vegetação fantástica
25GG41(VIOLET)|flores violeta - DD - plantas fantásticas, vegetação fantástica
25GG41(WATER-LILY)|flores: nenúfar - DD - plantas fantásticas, vegetação fantástica
25GG411|flores cortadas; bouquet de flores
25GG411(...)|flores cortadas; bouquet de flores (com NOME) - GG - plantas fantásticas, vegetação fantástica
25GG412|flores fantásticas secas
25GG412(...)|flores secas (com NOME) - GG - plantas fantásticas, vegetação fantástica
25GG49|plantas e flores fantásticas artificiais
25GG5|plantas inferiores fantásticas
25GG51|fetos fantásticos
25GG52|musgos fantásticos
25GG53|algas e algas-marinhas fantásticas
25GG54|cogumelos fantásticos
25GG541|cogumelos fantásticos, cogumelos das fadas
25GG55|líquenes fantásticos
25GG56|outras plantas inferiores fantásticas 
25GG56(...)|outras plantas inferiores (com NOME) - GG - plantas fantásticas, vegetação fantástica
25GG6|plantas extintas - GG - plantas fantásticas, vegetação fantástica
25GG6(...)|plantas extintas (com NOME) - GG - plantas fantásticas, vegetação fantástica
25GG61|plantas pré-históricas - GG - plantas fantásticas, vegetação fantástica
25GG62|plantas fósseis - GG - plantas fantásticas, vegetação fantástica
25GG7|linguagem das flores - DD - plantas fantásticas, vegetação fantástica
25H|paisagens
25H1|paisagens em zonas temperadas
25H11|montanhas
25H111|cordilheira, picos de neve
25H1111|glaciar
25H112|rochas
25H1121|topo/cume de uma montanha, pico
25H1122|ravina, precipício, abismo,desfiladeiro
25H1123|formações rochosas
25H1124|pedregulho, pedra
25H113|colina (alta)
25H1131|monte, orla
25H114|região de colinas baixas
25H115|fosso, buraco
25H116|deslizamento de terra
25H119|caverna, gruta
25H1191|caverna com estalactites
25H12|vale
25H121|interior do penhasco
25H13|costa
25H131|costa rochosa
25H1311|fiorde, lago
25H1312|recife ~ litoral
25H1313|cabo (litoral)
25H1314|falésia ou penhasco
25H132|duna costeira 
25H1321|dunas (o mar não é visível); nas dunas
25H133|praia
25H1331|banco de areia
25H1332|lama
25H1333|enseada
25H134|pântano costeiro
25H135|delta, lagoa criada por acumulação de sedimentos ~ costa
25H138|estruturas costeiras
25H1381|obras de protecção costeira, quebra-mar
25H13811|paredão
25H13812|molhe ~ quebra-mar
25H13813|dique ~ quebra-mar
25H14|ilha
25H141|península
25H142|istmo
25H15|floresta, madeira
25H151|floresta decídua ou caducifólia
25H152|floresta de coníferas
25H153|arbusto ~ floresta
25H154|clareira, "Lichtung im Wald"
25H155|limite, orla da floresta
25H156|caminho ou trilho na floresta
25H159|incêndio florestal
25H16|planície
25H161|pastagens, savana, pradaria
25H17|prado, pastagem
25H171|prado de montanha, alpe
25H172|motivo "locus amoenus"; lugar agradável com árvores (~ paladar), prados (~ visão), fonte ou riacho (~ tacto), pássaros cantando (~audição) e flores (~ olfato)
25H18|terra cultivada
25H181|baldio, terra de ninguém
25H182|campo lavrado
25H183|campo cultuvado
25H19|pântanos e pólderes 
25H191|pântano, charcos e paúis
25H192|pólder, aterro marítimo
25H1921| máquina de bombear, máquina de drenagem ( ~ pólder)
25H1922|aspectos técnicos e detalhes de uma máquina de bombear
25H193|drenagem para aterro marítimo
25H199|inundação
25H1991|ruptura de um dique
25H1992|operação de resgate durante uma inundação
25H2|paisagens com água, paisagens marinhas, paisagens marítimas (em zona temperada)
25H21|curso de água
25H211|nascente, nascente de um rio, ribeiro ou um riacho
25H212|ribeiro, riacho
25H213|rio
25H2130|personificação de um rio, "Fiumi" (Ripa)
25H2130(...)|personificação de um rio (com NOME)
25H2130(ADIGE)|personificação do rio Ádige; "Adige" (Ripa)
25H2130(ARNO)|personificação do rio Arno; "Arno" (Ripa)
25H2130(CLAMOR)|personificação de um rio: Clamor
25H2130(DANUBE)|personificação do rio Danúbio; "Danubio" (Ripa)
25H2130(GANGES)|personificação do rio Ganges; "Gange" "Gange Fiume" (Ripa)
25H2130(INDUS)|personificação do rio Indo; "Indo" (Ripa)
25H2130(JORDAN)|personificação de um rio: Jordão
25H2130(MEANDER)|personificação do rio Meandro; "Historia" (Ripa)
25H2130(NIGER)|personificação do rio Níger; "Níger" (Ripa)
25H2130(NILE)|personificação do rio Nilo; "Nilo" (Ripa)
25H2130(PO)|personificação do rio Pó; "Po" (Ripa
25H2130(RHINE)|personificação de um rio: Reno
25H2130(TIBER)|personificação do rio Tibre; "Tevere" (Ripa)
25H2130(TIGRIS)|personificação do rio Tigre; "Tigre" (Ripa)
25H2131|remoinho
25H214|lago
25H2141|lago com represa
25H21411|barragem
25H2142|paul (do holandês "ven")
25H2143|lagoa, charco
25H21431|poça de água
25H215|boca do rio, estuário
25H216|cascata
25H2161|rápidos
25H217|margem do rio
25H2171|represa
25H2172|prados alagados
25H21721|prados sumersos
25H2173|caminho de sirgagem
25H219|leirto do rio
25H22|canal
25H221|canal fechado
25H222|represa (no canal)
25H223|comporta, represa
25H224|pequeno canal, vala
25H225|construção de um canal
25H2251|draga, máquina para dragagem
25H23|mar (paisagem marinha)
25H230|personificação do mar, "Mare" (Ripa)
25H231|fenómenos relacionados com o mar
25H2311|onda
25H23111|rebentação
25H23112|ondas causadas por um barco; ondas reflectidas
25H2312|maré
25H23121|vazante, maré baixa
25H23122|enchente, maré alta
25H23123|maré de sizígia
25H23124|onda de maré
25H2313|fosforescência
25H2314|correntes
25H23141|remoinho
25H2315|alto mar
25H2316|fundo do mar
25H232|mares, oceanos, etc.
25H2321|oceano
25H2321(...)|oceano (com NOME)
25H23210|personificação de oceanos
25H2322|mar
25H2322(...)|mar (com NOME)
25H2323|golfo, baía
25H2323(...)|golfo, baía (com NME)
25H2324|estreitos
25H2324(...)|estreitos (com NOME)
25H23241|colunas de Hércules
25HH|paisagens - HH - paisagens ideais
25HH1|paisagens em zonas temperadas - HH - paisagens ideais
25HH11|montanhas - HH - paisagens ideais
25HH111|cordilheira, picos de neve - HH - paisagens ideais
25HH1111|glaciar - HH - paisagens ideais
25HH112|rochas - HH - paisagens ideais
25HH1121|cume de uma montanha, pico - HH - paisagens ideais
25HH1122|ravina, precipício, abismo ,desfiladeiro - HH - paisagens ideais
25HH1123|formações rochosas - HH - paisagens ideais
25HH1124|pedregulho, pedra - HH - paisagens ideais
25HH113|colina (alta) - HH - paisagens ideais
25HH1131|monte, orla - HH - paisagens ideais
25HH114|região de colinas baixas - HH - paisagens ideais
25HH115|fosso, buraco - HH - paisagens ideais
25HH116|deslizamento de terra - HH - paisagens ideais
25HH119|caverna, gruta, - HH - paisagens ideais
25HH1191|caverna com estalactites - HH - paisagens ideais
25HH12|vale - HH - paisagens ideais
25HH121|interior do penhasco - HH - paisagens ideais
25HH13|costa - HH - paisagens ideais
25HH131|costa rochosa - HH - paisagens ideais
25HH1311|fiorde, lago - HH - paisagens ideais
25HH1312|recife ~ costa - HH - paisagens ideais
25HH1313|cabo (costa) - HH - paisagens ideais
25HH1314|falésia ou penhasco - HH - paisagens ideais
25HH132|duna costeira - HH - paisagens ideais
25HH1321|dunas (o mar não é visível); nas dunas - HH - paisagens ideais
25HH133|praia - HH - paisagens ideais
25HH1331|banco de areia - HH - paisagens ideais
25HH1332|lama - HH - paisagens ideais
25HH1333|enseada costeira - HH - paisagens ideais
25HH134|pântano costeiro - HH - paisagens ideais
25HH135|delta, lagoa criada por acumulação de sedimentos ~ costa - HH - paisagens ideais
25HH138|estruturas costeiras - HH - paisagens ideais
25HH1381|obras de protecção costeira, quebra-mar - HH - paisagens ideais
25HH13811|paredão - HH - paisagens ideais
25HH13812|molhe ~ quebra-mar - HH - paisagens ideais
25HH13813|dique ~ quebra-mar - HH - paisagens ideais
25HH14|ilha - HH - paisagens ideais
25HH141|península - HH - paisagens ideais
25HH142|istmo - HH - paisagens ideais
25HH15|floresta, bosque - HH - paisagens ideais
25HH151|floresta decídua ou caducifólia - HH - paisagens ideais
25HH152|floresta de coníferas - HH - paisagens ideais
25HH153|arbusto, arbustos ~ floresta - HH - paisagens ideais
25HH154|clareira, "Lichtung im Wald" - HH - paisagens ideais
25HH155|limite, orla da floresta - HH - paisagens ideais
25HH156|caminho ou trilho na floresta - HH - paisagens ideais
25HH159|incêndio florestal - HH - paisagens ideais
25HH16|planície - HH - paisagens ideais
25HH161|pastagens, savana, pradaria - HH - paisagens ideais
25HH17|prado, pastagem - HH - paisagens ideais
25HH171|prado de montanha, alpe - HH - paisagens ideais
25HH172|"locus amoenus"; lugar agradável com árvores (~ paladar), prados (~ visão), fonte ou riacho (tacto), pássaros cantando (~audição) e flores ( ~ olfato) - HH - paisagens ideais
25HH18|terra cultivada - HH - paisagens ideais
25HH181|baldio, terra de ninguém - HH - paisagens ideais
25HH19|pântanos e pólderes - HH - paisagens ideais
25HH191|pântano, charcos e paúis - HH - paisagens ideais
25HH192|pólder, aterro marítimo - HH - paisagens ideais
25HH1921|máquina de bombear, máquina de drenagem (~ pólder) - HH - paisagens ideais
25HH1922|aspectos técnicos e detalhes de uma máquina de bombear - HH - paisagens ideais
25HH193|drenagem para aterro - HH - paisagens ideais
25HH199|inundação - HH - paisagens ideais
25HH1991|ruptura de um dique - HH - paisagens ideais
25HH1992|operação de resgate durante uma inundação - HH - paisagens ideais
25HH2|paisagens com água, paisagens marinhas, paisagens marítimas (em zona temperada) - HH - paisagens ideais
25HH21|curso de água - HH - paisagens ideais
25HH211|nascente, nascente de um rio, ribeiro ou riacho - HH - paisagens ideais
25HH212|ribeiro - HH - paisagens ideais
25HH213|rio - HH - paisagens ideais
25HH2130|personificação de um rio, "Fiumi" (Ripa) - HH - paisagens ideais
25HH2130(...)|personificação de um rio (com NOME) - HH - paisagens ideais
25HH2130(ADIGE)|personificação do rio Ádige; "Adige" (Ripa) - HH - paisagens ideais
25HH2130(ARNO)|personificação do rio Arno; "Arno" (Ripa) - HH - paisagens ideais
25HH2130(CLAMOR)|personificação de um rio: Clamor - HH - paisagens ideais
25HH2130(DANUBE)|personificação do rio Danúbio; "Danubio" (Ripa) - HH - paisagens ideais
25HH2130(GANGES)|personificação do rio Ganges; "Gange" "Gange Fiume" (Ripa) - HH - paisagens ideais
25HH2130(INDUS)|personificação do rio Indo; "Indo" (Ripa) - HH - paisagens ideais
