5|Ideias e conceitos abstractos
71E33141|Balaão vergasta a jumenta, quando então este se deita e começa a falar
71E33142|os olhos de Balaão são abertos; ele lança-se aos pés do anjo
71E33143|Balaão retoma a sua jornada após o encontro com o anjo
71E3315|Balaão e o rei Balac encontram-se e juntos fazem um sacrifício
71E33151|Balaão é levado até aos altos de Baal, e vê o acampamento israelita
71E331511|Balaão ordena que sejam preparados sete altares, sete touros e sete carneiros para um sacrifício na presença do rei Balac
71E331512|Balaão sacrifica sete touros e sete carneiros na presença do rei Balac
71E331513|Balaão fala com Deus, após o sacrifício dos sete touros e sete carneiros
71E331514|Balaão profetiza e abençoa os israelitas na presença do rei Balac e seus chefes
71E33152|Balaão é levado pelo rei Balac ao Monte Pisga para fazer um segundo sacrifício de touros e carneiros
71E33153|Balaão é levado pelo rei Balac ao Monte Peor para fazer um terceiro sacrifício de touros e carneiros e vê os israelitas acampando em suas tendas
71E3316|o profeta Balaão é repreendido pelo rei Balac
71E3317|"últimas profecias de Balaão ~ os israelitas ""estrela de Jacob""
"
71E3318|Balaão separa-se de Balac
71E332|permanência dos israelitas em Chitim durante a sua viagem pelo deserto (Números 25)
71E3321|os israelitas e as mulheres moabitas
71E33211|os israelitas têm relações sexuais com as mulheres moabitas
71E33212|as mulheres moabitas levam os israelitas a adorar Baal-Peor
71E33213|os israelitas que se prostituíram com as mulheres moabitas são castigados
71E3322|Zimri leva uma mulher madianita, Cozbi, para a sua tenda, enquanto o povo chora à entrada do Tabernáculo por causa de uma epidemia
71E33221|Fineias, filho de Eleázar, segue Zimri e Cozbi e trespassa os dois com uma lança
71E333|o segundo recenseamento dos israelitas (Números 26)
71E334|Moisés intercede pelas cinco filhas de Selofad (Números 27, 1-11)
71E335|Josué é escolhido como sucessor de Moisés, que lhe impõe as mãos sobre a cabeça, diante do sumo sacerdote Eleázar e toda a congregação reunida (Números 27, 18-23)
71E336|guerra dos israelitas contra os madianitas (Números 31) 
71E3361|Moisés comanda o ataque contra os madianitas
71E3362|todos os homens madianitas, incluindo os seus cinco reis e Balaão, são mortos; as mulheres, crianças e animais são capturados, e as cidades incendiadas
71E3363|o exército israelita regressa com os despojos após a batalha contra os madianitas
71E33631|Moisés ordena a morte das mulheres adultas madianitas e seus filhos do sexo masculino, após a vitória dos israelitas sobre os madianitas   
71E33632|os israelitas lavam as suas roupas após a batalha contra os madianitas
71E3364|divisão dos despojos após a batalha dos israelitas contra os madianitas
71E33641|oferta dos homens do exército após a batalha dos israelitas contra os madianitas; Moisés e Eleázar levam os presentes para o Tabernáculo
71E337|antes da travessia do Jordão (Números 32-36)
71E3371|o país a leste do Jordão é dado às tribos de Rúben, de Gad e à meia tribo de Manassés
71E33711|petição dos rubenitas e gaditas; pedem permissão para permanecer no país a leste do Jordão; Moisés fica furioso com o pedido
71E33712|os gaditas constroem cidades
71E33713|os rubenitas constroem cidades
71E33714|batalha por Guilead
71E3372|Moisés intercede pelos chefes das famílias de Guilead, que querem que as filhas de Selofad não casem fora da sua tribo
71E33721|as filhas de Selofad casam com os primos
71E4|Deuteronómio: principais acontecimentos da peregrinação; Moisés prepara-se para a sua morte
71E41|Moisés ensinando (em geral)
71E42|vocação de Josué  (Deuteronómio 31, 7-8, 31, 14-15)
71E421|Josué encorajado por Moisés na presença do povo reunido
71E422|Moisés leva Josué para o Tabernáculo; a coluna da nuvem permanece à porta da tenda
71E43|Moisés escreve a Lei durante os últimos dias antes da sua morte (Deuteronómio 31 passim)
71E431|Moisés entrega a Lei aos sacerdotes
71E44|Moisés reúne o povo e recita o seu cântico, pouco antes da sua morte (Deuteronómio 31 passim, 32) 
71E45|Moisés abençoa as doze tribos de Israel antes da sua morte (Deuteronómio 33)
71E46|morte de Moisés (Deuteronómio 34) 
71E461|Moisés viu a Terra Prometida do Monte Nebo
71E462|Deus sepulta Moisés no Monte Nebo
71E463|os israelitas choram Moisés durante trinta dias
71E464|a contenda entre São Miguel e Satanás pelo corpo de Moisés no Monte Nebo
71E5|o livro de Josué (Josue)
71E51|Josué comunicando com Deus (em geral)
71E52|a conquista de Canaã pelos israelitas sob o comando de Josué (Parte 1)
71E521|Josué prepara-se para entrar na Terra Prometida (Josué 1-2)
71E5211|Josué dá ordens aos chefes do povo, e é aceite como o novo chefe dos israelitas
71E5212|Josué envia dois espiões para explorar Jericó
71E5213|história de Raab e dos espiões
71E52131|os dois espiões enviados por Josué, encontram alojamento na casa de Raab, a meretriz
71E52132|o rei de Jericó é informado que dois israelitas chegaram, e ele envia um grupo de patrulha para encontrá-los
71E52133|Raab esconde os dois espiões no telhado sob feixes de linho
71E52134|Raab, questionada pelos homens do rei sobre os espiões israelitas, indica-lhes uma falsa pista
71E52135|Raab exige dos espiões a promessa de que ela e sua família serão poupadas quando a cidade cair
71E52136|Raab, cuja casa estava encostada ao muro da cidade, deixa os espiões descer por meio de uma corda vermelha
71E52137|os espiões israelitas escondem-se nos montes por três dias, enquanto os soldados do rei de Jericó procuram por eles em toda a parte
71E52138|os espiões regressam ao acampamento israelita e informam Josué
71E522|os israelitas chegam ao Jordão (Josué 3-4)
71E5221|os israelitas mudam o acampamento para o Jordão, esperando para atravessar
71E52211|os chefes do povo instruem os israelitas sobre como atravessar o rio Jordão
71E52212|Josué instrui os sacerdotes ~ travessia do Jordão
71E5222|os israelitas deixam o acampamento para atravessar o Jordão; os sacerdotes, transportando a Arca, lideram a marcha
71E5223|a travessia do Jordão pelos israelitas
71E52231|assim que os sacerdotes entram no rio a água do Jordão deixa de fluir
71E52232|enquanto os sacerdotes com a Arca permanecem no meio do Jordão, as águas são milagrosamente represadas, os israelitas atravessam o rio
71E52233|doze homens tiram doze pedras do meio do rio ~ travessia do Jordão pelos israelitas
71E52234|Josué ergue doze pedras no meio do rio, para comemorar a milagrosa travessia do Jordão
71E52235|Josué é exaltado aos olhos do povo, após a atravessia do rio Jordão pelos israelitas
71E52236|quando os sacerdotes saem do rio Jordão, sob as ordens de Josué, o rio começa a fluir novamente 
71E523|acampamento em Guilgal após a travessia do rio Jordão (Josué 4, 19 - 5, 15) 
71E5231|em Guilgal Josué ergue um outro monumento com as doze pedras tiradas do Jordão
71E5232|israelitas nascidos durante o êxodo são circuncidados após a travessia do rio Jordão
71E5233|a Páscoa é celebrada pela primeira vez na terra prometida
71E5234|Josué encontra um anjo com uma espada (por não ter reconhecido inicialmente o anjo, Josué pode ser representado a desembainhar a sua espada)
71E52341|Josué cai aos pés do anjo com a espada
71E52342|o anjo diz a Josué para descalçar as sandálias
71E524|a queda de Jericó (Josué 6)
71E5241|Jericó fecha as portas da muralha e prepara-se para resistir ao cerco
71E5242|os israelitas marcham ao redor de Jericó: os guerreiros marcham à frente dos sete sacerdotes, que tocam trombetas, e a arca segue na retaguarda 
71E52421|no sétimo dia, a um sinal de Josué, o povo começa a gritar e as muralhas da cidade desabam
71E52422|os israelitas invadem a cidade de Jericó, depois da queda das muralhas
71E52423|Jericó é saqueada e incendiada pelos israelitas; os habitantes são mortos
71E524231|Raab e a sua família foram poupados e levados para o acampamento de Israel ~ queda de Jericó
71E524232|o espólio é entregue para os tesouros da casa do Senhor ~ a queda de Jericó
71E52424|Josué profere uma maldição (juramento) contra aqueles que tentam reconstruir a cidade de Jericó
71E525|o pecado de Acan (no rescaldo da queda de Jericó) (Josué 7)
71E5251|Josué envia espiões a Ai, que informam que a cidade é reduzida
71E5252|apenas três mil homens são enviados contra Ai; são derrotados e alguns são mortos
71E5253|Josué, prostrado diante do Tabernáculo, rasga as suas vestes depois do primeiro ataque fracassado contra a cidade de Ai
71E5254|Josué investiga as tribos após o ataque fracassado contra a cidade de Ai: é designada a tribo de Judá, e, finalmente, Acan é escolhido
71E5255|Acan confessa ter retirado dos despojos um manto, prata e ouro
71E52551|os objectos roubados dos despojos de Jericó são encontrados escondidos na tenda de Acan, e levados a Josué
71E5256|Acan, a sua família e os seus bens (incluindo os despojos roubados) são levados para o vale de Acor, para serem apedrejados
71E52561|Acan e a sua família são apedrejados e queimados (no rescaldo da queda de Jericó)
71E5257|um grande monte de pedras é colocado sobre Acan e sua família, apredejados até à morte porque Acan tinha roubado os despojos de Jericó
71E526|a cidade de Ai é tomada através de uma emboscada (Josué 8, 1-29)
71E5261|Josué comanda alguns dos seus soldados, que se escondem a oeste da cidade de Ai
71E5262|Josué e o resto do exército acampam a norte da cidade de Ai
71E5263|quando o rei de Ai sai para lutar contra os israelitas, estes fingem-se derrotados e fogem do inimigo
71E52631|Josué levanta o dardo contra Ai, os homens que estão à espreita, na emboscada, levantam-se ocupando e incendiando a cidade; Josué e os seus homens voltam-se e matam os homens de Ai
71E5264|o rei de Ai é capturado, levado perante Josué e enforcado
71E52641|o corpo do rei de Ai é retirado da árvore em que estava pendurado, lançado junto à porta da cidade e coberto com um grande monte de pedras
71E527|a leitura da lei (Josué 8, 30-35
71E5271|Josué ergue um altar no monte Ebal
71E5272|os israelitas oferecem holocaustos no monte Ebal
71E5273|Josué escreve, sobre as pedras, uma cópia da Lei e lê-a em voz alta para toda a congregação, incluindo mulheres e crianças 
71E528|a astúcia dos guibeonitas (Josué 9)
71E5281|os habitantes de Guibeon, com receio de Josué e dos seus homens, decidem enganá-los: carregam os burros com sacos velhos, vestem roupas muito usadas e usam calçado remendado e velho, e levam comida estragada
71E5282|os moradores de Guibeon, vestidos com roupas muito usadas e fingindo vir de terras longínquas, pedem a Josué que faça uma aliança com eles
71E5283|os israelitas fazem uma aliança solene com os guibeonitas 
71E5284|o truque dos guibeonitas é descoberto; Josué determina que, daí em diante, eles iriam servir os israelitas, sendo obrigados a rachar lenha e a carregar água
71E529|Josué e os cinco reis do sul de Canaã (Josué 10, 1-27)
71E5291|os cinco reis dos amorreus (os reis de Jerusalém, Hebron, Jarmut, Láquis e Eglon) unem forças para atacar Gibeon
71E5292|a cidade de Guibeon foi sitiada, os seus habitantes pedem ajuda a Josué
71E5293|à noite, Josué e seu exército, vem em socorro de Guibeon
71E5294|Josué e seu exército atacam de surpresa os amorreus que cercavam a cidade de Guibeon
71E52941|Deus fez desabar sobre os amorreus uma tempestade de granizo 
71E52942|Josué ordena que o sol e a lua se detenham sobre Gibeon e sobre o vale de Aialon até que os amorreus que tinham sitiado a cidade de Guibeon fossem derrotados
71E5295|os cinco reis dos amorreus fogem e escondem-se na caverna de Maqueda
71E52951|Josué ordena que sejam roladas grandes pedras sobre a entrada da caverna de Maqueda, na  qual os cinco reis dos amorreus estavam escondidos
71E52952|os cinco reis dos amorreus são retirados da caverna e levados a Josué
71E529521|Josué ordena aos chefes de guerra que o tinham acompanhado que colocassem os pés sobre o pescoço dos reis dos amorreus trazidos da caverna de Maqueda
71E529522|os cinco reis dos amorreus foram mortos por ordem de Josué, ou às suas próprias mãos, e os seus corpos foram suspensos de árvores como aviso
71E529523|os corpos dos reis dos amorreus são descidos das árvores e lançados na caverna, cuja entrada é fechada por grandes pedras
71E53|conquista de Canaã (parte 2)
71E531|outras terras do Sul (Canaã) são conquistadas pelos israelitas
71E531(...)|outras terras do Sul (Canaã) são conquistadas pelos israelitas (com NOME das terras)
71E532|Josué e o seu exército voltam para o acampamento em Guilgal, após a conquista das terras do Sul (Canaã)
71E533|Josué marcha para Norte e encontra os exércitos do rei Jabin e seus aliados (Josué 11, 1-4)
71E5331|os reis do norte que se juntam em torno Jabin, rei de Haçor, reúnem os seus exércitos com muitos cavalos e carros junto às águas de Merom
71E5332|os reis do norte são derrotados por Josué, que incendiou os seus carros e cortou os jarretes dos seus cavalos 
71E5333|a cidade de Haçor é conquistada e incendiada por Josué e seu exército; os seus habitantes são passados a fio de espada
71E534|o fim da campanha de Josué ~ a conquista de Canaã (Joseué 11, 15-23)
71E5341|José e o seu exército derrotam os anaquitas
71E535|o território dos trinta e um reis é conquistado por Josué e o seu exército (Josué 12, 7-24)
71E54|a divisão de Canaã
71E541|as terras atribuídas à tribo de Judá (Josué 14, 6; 15-63)
71E5411|Josué dá à cidade de Hebron a Caleb
71E54111|Caleb e seus homens conquistam a cidade de Hebron
71E542|as terras atribuídas aos filhos de Efraim e as restantes atribuídas à tribo de Manassés (Josué 16-17)
71E543|a distribuição das restantes terras (Josué 18 - 19)
71E5431|Tabernáculo é erguido em Silo
71E5432|Josué diz às tribos que ainda não receberam a sua parte, para explorar a região e fazer uma descrição das terras
71E5433|Josué (assistido por Eleázar) lança as sortes e reparte as terras entre as sete tribos 
71E544|cidades de refúgio (Josué 20)
71E5441|são designadas seis cidades de refúgio para receber quem tivesse matado involuntariamente alguém 
71E545|por sorteio, Josué, Eleázar e os chefes de família das tribos de Israel dão cidades aos levitas (Josué 21)
71E546|após a conquista de Canaã as tribos orientais regressam às suas tendas e Josué despede-se, abençoando-as (Josué 22)
71E5461|Josué envia as tribos de Rúben, de Gad e de meia tribo de Manassés de regresso a casa, e exorta-as a seguir a lei
