4|Société, Civilisation, Culture
43C72|jeux qui nécessitent du matériel (billes, toupie, cerceau, etc.)
43C721|(jouer aux) billes
43C7211|(jeu de) billes (qui se logent dans des trous)
43C722|(jouer à la) toupie
43C7221|lancer une toupie
43C7222|fouetter une toupie
43C723|(rouler) un cerceau
43C7231|faire tourner un cerceau horizontalement
43C724|(lancer) un cerf-volant
43C7241|(faire envoler) un ballon gonflé de gaz
43C725|(marcher sur) des échasses
43C726|(jouer aux) osselets, 'astragali'
43C727|patinage à roulettes, patins à roulettes
43C73|enfant et la nature (jeux et divertissements)
43C731|enfant imitant un animal
43C732|enfant prenant un nid d'oiseaux
43C7321|chercher des oeufs d'oiseaux (enfants)
43C733|enfant taquinant des animaux
43C734|enfant jouant avec des animaux
43C735|enfant avec plantes (jeux et divertissements)
43C736|enfant ~ phénomènes naturels
43C7361|l'enfant et la pluie
43C737|jouer avec de la neige et de la glace
43C7371|glisser (jouer avec de la neige et de la glace)
43C7372|(fabriquer) un bonhomme de neige
43C73721|rouler une boule de neige
43C7373|jeter des boules de neige
43C7374|avec une chaise sur la glace
43C7379|passer à travers la glace ~ enfants jouant
43C74|l'enfant dans son entourage et son temps
43C741|dates du calendrier ~ jeux et divertissements d'enfants
43C741(...)|dates du calendrier ~ jeux et divertissements d'enfants (avec DATE)
43C742|l'enfant et l'école (~ jeux et divertissements)
43C7421|fête scolaire
43C7422|sortie scolaire
43C7423|jeux à l'école
43C7424|enfant espiègle (à l'école)
43C7425|absentéisme scolaire, faire l'école buissonnière
43C743|l'enfant et l'art
43C7431|'musique' d'enfants
43C74311|charivari, musique discordante
43C74312|siffler sur un sifflet de sa propre fabrication
43C74313|vessie remplie de pois ~ jeux d'enfants
43C7432|enfants jouant des instruments de musique
43C74321|enfants jouant des instruments (anciens) de musiques
43C74322|enfants jouant des instruments de foire, de fête foraine
43C7433|enfants chantant
43C75|polissonneries
43C751|traiter de tous les noms, pousser des huées ~ polissonneries
43C752|taquiner (jeux et divertissements d'enfants)
43C7521|enlever des objets aux petits enfants
43C753|tirer à la sonnette (polissonneries)
43C754|blouson noir, jeunes délinquants
43C755|vandalisme (polissonneries)
43C76|avant et après le jeu
43C761|dénombrer, compter (avant le jeu)
43C762|autres façons de décider qui 'y est'
43C767|rentrer après le jeu
43C768|monter au grand galop ~ jeu
43C769|être chassé pendant le jeu, jeu interrompu
43C77|autres jeux d'enfants
43C771|regarder un livre d'images
43C772|livres d'enfants
43C7721|images enfantines
43C78|(jouer avec) des jouets
43C781|(jouer avec) matériel de construction
43C7811|(jouer avec) objets à empiler
43C7812|(jouer avec) cubes
43C7813|(jouer au) mécano
43C7814|(jouer avec) constructions découpées
43C7815|construire des maisons en modèles réduits
43C7816|modèles réduits (de machines ou de véhicules)
43C782|(jouer avec) objets mobiles
43C7821|(jouer avec) poupées dansantes
43C7822|(jouer avec) jouets rotatifs
43C7823|(jouer avec) jouets tournant autour d'un pivot central
43C7824|autres jouets mobiles
43C783|(jouer avec) jouets mécaniques
43C7831|(jouer avec) engins à vapeur
43C7832|(jouer avec) un moteur
43C7833|jouets activés par un moteur électrique ou à vapeur (sauf les véhicules)
43C784|(jouer avec) jouets ~ transport
43C7841|(jouer avec) engins à roue(s)
43C78411|(jouer avec) brouette, chariot
43C78412|(jouer avec) automobiles ~ jouets
43C78413|(jouer avec) autos sur rail (montagne russe, grand huit)
43C78414|(jouer avec) train
43C7842|(jouer avec) jouets ~ eau
43C78421|(jouer avec) bateaux
43C78422|(jouer avec) voilier
43C78423|(jouer avec) bateau à moteur
43C7843|(jouer avec) jouets ~ air
43C78431|(jouer avec) avions
43C78432|(jouer avec) avions à moteur
43C78433|(jouer avec) fusées
43C785|(jouer avec) jouets ~ souffler
43C7851|faire des bulles de savon (jeux et divertissements d'enfants)
43C7852|jouets activés par le souffle
43C786|(jouer avec) jouets ménagers
43C7861|assiettes ~ jouets
43C78611|service à thé ~ jouets
43C7862|cuisine ~ jouets
43C78621|cuisinière ou four ~ jouets
43C7863|maison de poupées
43C787|(jouer avec) poupées, jouets en forme d'animaux
43C7871|(jouer à) la poupée
43C78711|vêtements de poupées
43C78719|poupées pour adultes
43C7872|(jouer avec) jouets en forme d'animaux
43C78721|cheval de bois
43C78722|cheval à bascule
43C78729|jouets pour adultes en forme d'animaux; mascottes, etc.
43C788|coller, tisser, etc. (jeux et divertissements d'enfants)
43C7881|livre à coller (jeux et divertissements d'enfants)
43C7882|tisser (jeux et divertissements d'enfants)
43C7883|travaux de couture (jeux et divertissements d'enfants)
43C789|pêle-mêle (jouer avec des jouets)
43C7891|modèles réduits, formes en miniature, p.ex. des soldats de plomb (jeux et divertissements d'enfants)
43C8|terrains et accommodations pour le sport, pour les jeux et les performances physiques
43C81|vestiaire ~ sports
43C9|danser, danse
43C91|une personne dansant seule
43C911|homme dansant seul
43C912|femme dansant seule
43C92|couple dansant; homme et femme dansant ensemble
43C921|un couple de femmes dansant
43C922|un couple d'hommes dansant
43C923|invitation à la danse
43C93|plusieurs couples dansant
43C93(...)|plusieurs couples dansant (avec NOMBRE de couples)
43C94|danses en groupe
43C941|danses en groupe de gens de niveau social supérieur
43C942|danses folkloriques (mixtes)
43C9421|groupe d'hommes (danse folklorique)
43C9422|groupe de femmes (danse folklorique)
43C943|danses en groupe autour de quelqu'un ou de quelque chose (danse folklorique)
43C95|se trémousser, danser la gigue, faire la chaîne en rue
43CC114|chasseur - CC - chasseuse
43CC1141|rassemblement des chasseurs, départ pour la chasse - CC - chasseuse
43CC1142|chasseurs chassant (N.B. 1988-1990 cette notation indiquait le concept de 43C11421 'chasseurs se reposant durant la chasse') - CC - chasseuse
43CC11421|chasseurs se reposant durant la chasse - CC - chasseuse
43CC1143|rabatteurs (~ chasse) - CC - chasseuse
43CC1144|sonner le cor de chasse - CC - chasseuse
43CC1145|hallali (~ chasse) - CC - chasseuse
43CC1146|portrait d'un groupe de chasseurs - CC - chasseuse
43CC1149|le retour de la chasse - CC - chasseuse
43CC11491|pavillon de chasse, rendez-vous de chasse, 'Jagdschloss' - CC - chasseuse
43CC737|jouer avec de la neige et de la glace - CC - adulte(s) ~ neige et glace
43CC7371|glisser (jouer avec de la neige et de la glace) - CC - adulte(s) ~ neige et glace
43CC7372|(fabriquer) un bonhomme de neige - CC - adulte(s) ~ neige et glace
43CC73721|rouler une boule de neige - CC - adulte(s) ~ neige et glace
43CC7373|jeter des boules de neige - CC - adulte(s) ~ neige et glace
43CC7374|avec une chaise sur la glace - CC - adulte(s) ~ neige et glace
43CC7379|passer à travers la glace ~ enfants jouant - CC - adulte(s) ~ neige et glace
43D|autres activités de loisir
43D1|travaux manuels, passe-temps, hobby (activités de loisir)
43D2|collectionner (activités de loisir)
44|l'état, la nation; la loi; la vie politique
44A|symboles d'un état (en général)
44A1|blason, armoiries (en tant que symbole d'un état, etc.)
44A11|devise (en tant que symbole d'un état, etc.)
44A2|sceau (en tant que symbole d'un état, etc.)
44A21|d'autres insignes officiels, p.ex. chaîne du maire
44A3|drapeau, les couleurs (en tant que symbole d'un état, etc.)
44A31|étendard, bannière (en tant que symbole d'un état, etc.)
44A311|porte-étendard, porte-drapeau
44A32|mât de drapeau
44A4|décorations, honneurs (insignes d'état, etc.)
44A5|symboles d'une nation particulière, d'un état ou d'un district particulier, etc.
44A51|personnifications de pays, de nations, d'états, de districts, etc.
44A51(...)|personnifications de pays, de nations, d'états, de districts, etc. (avec NOM)
44B|le gouvernement, l'État; 'Politica', 'Auttorità o Potestà' (Ripa)
44B0|systèmes gouvernementaux
44B01|monarchie; 'Monarchia mondana' (Ripa)
44B011|aristocratie; 'Aristocratia' (Ripa)
44B02|démocratie; 'Democratia' (Ripa)
44B03|république; 'Governo della republica' (Ripa)
44B04|système colonial
44B041|impérialisme
44B09|gouvernement dictatorial, tyrannie; 'Tirannide' (Ripa)
44B091|raisons d'état; 'Ragione di Stato' (Ripa)
44B1|souverain, monarque
44B10|vertus du souverain
44B11|rangs ~ souverains, monarque
44B111|séries de souverains
44B1111|dynastie
44B112|empereur
44B1121|mythe du retour de l'empereur
44B113|roi
44B114|autres souverains
44B114(...)|autres souverains (avec TITRE)
44B114(DOGE)|autres souverains: doge
44B115|Président ~ chef d'État dans une république
44B1151|vice-président (république)
44B116|régent, remplaçant du souverain; vice-roi
44B1161|stadhouder (stathouder)
44B117|seigneur féodal
44B1171|vassal
44B119|tyran, dictateur
44B12|actes officiels des souverains, p.ex. actes royaux (souverain donnant une audience, graciant, etc.; le souverain et ses sujets)
44B121|audience; souverain donnant une audience
44B1211|salle du trône
44B1212|trône
44B122|investiture du souverain
44B1221|souverain conférant un titre de noblesse
44B1222|transfert de pouvoir
44B1223|souverain conférant des privilèges
44B123|accorder la grâce
44B124|souverain avec conseiller(s)
44B125|souverain ordonnant
44B126|concéder un fief
44B127|le souverain et ses sujets
44B1271|souverains conférant des marques d'honneur
44B1272|sujet prenant temporairement sur soi les devoirs du souverain
44B12721|l'épée de Damoclès
44B128|le souverain ayant des rapports informels avec ses sujets
44B129|souverain touchant les écrouelles d'un malade pour le guérir (de la scrofule)
44B13|hommage au souverain
44B131|souverain acclamé
44B1311|faire serment d'allégeance à un souverain
44B132|saluer, s'incliner devant le souverain
44B1321|faire une génuflexion devant le souverain
44B1322|s'agenouiller devant le souverain
44B1323|se prosterner devant le souverain, 'proskynesis'
44B133|souverain honoré avec des drapeaux
44B134|souverain salué à coups de canon
44B1341|salves à l'occasion d'une naissance royale, d'un mariage royal, etc.
44B135|rendre hommage au souverain
44B14|apothéose d'un souverain
44B15|la famille du souverain et sa cour
44B150|'Corte' (Ripa)
44B151|famille du souverain
44B1511|reine, impératrice, etc. (épouse d'un souverain)
44B15111|Prince consort
44B1512|enfants royaux
44B15121|prince
44B151211|prince héritier
44B15122|princesse
44B151221|princesse héritière
44B15123|bâtards royaux
44B151231|les bâtards du roi (masculins)
44B151232|les bâtardes du roi
44B1513|les parents du souverain
44B15131|le père du souverain
44B15132|la mère du souverain
44B1514|autres personnes de sang royal
44B1515|favori du souverain
44B152|la famille royale; les courtisans, la suite, l'escorte
44B1521|maître de cérémonies
44B1522|dignitaires à la cour
44B1523|page ~ cour
44B1524|bouffon, fou de cour
44B15241|attributs du bouffon de cour
44B152411|le bonnet du bouffon
44B152412|la marotte
44B1525|dégustateur (de mets) ~ cour
44B1526|laquais et autre personnel inférieur de la cour
44B1527|garde du corps d'un souverain
44B153|cérémonial de cour, étiquette de cour
44B1531|courtoisie, bonnes manières; étiquette
44B154|fête de cour
44B155|vie journalière à la cour
44B16|installation, intronisation d'un souverain
44B161|élection, choix d'un souverain
44B1611|proclamation d'un souverain
44B16111|nouveau souverain hissé sur le pavois
44B1612|onction du nouveau souverain
44B1613|offrir la fonction de souverain : présentation de la couronne et d'autres insignes d'autorité (avant le couronnement)
44B1619|usurpation
44B162|couronnement d'un souverain
44B1621|avant le couronnement
44B1622|pendant le couronnement
44B1623|après le couronnement
44B1624|onction du souverain (pendant le couronnement)
44B1625|présenter des insignes d'autorité (pendant le couronnement)
44B163|présentation de l'épée ~ intronisation d'un souverain
44B164|autres formes d'intronisation
44B1641|le nouveau souverain prêtant serment
44B165|festivités autour d'une intronisatiom du souverain
44B1651|cortège, parade, défilé, cavalcade - intronisation du souverain
44B16511|cortège, parade, défilé, de couronnement du souverain
44B168|refuser la souveraineté
44B1681|fouler la couronne aux pieds
44B169|abdication (d'un souverain)
44B1691|abdication volontaire (d'un souverain)
44B1692|abdication involontaire (d'un souverain)
44B16921|souverain fuyant l'ennemi
44B16922|arrestation du souverain en fuite
44B16923|régicide
44B17|mauvais souverain
44B19|insignes et symboles de souveraineté (couronne, diadème, sceptre, globe, sceau, étendard, manteau, pectoral)
44B191|couronne (insigne de souveraineté)
44B1911|diadème (insigne de souveraineté)
44B192|sceptre, bâton (insigne de souveraineté)
44B1921|main, bras de justice (insigne de souveraineté)
44B1922|lance (insigne de souveraineté)
44B193|globe (surmonté d'une croix) ~ insigne de souveraineté
44B194|armoiries, blason (insigne de souveraineté)
44B195|sceau (insigne de souveraineté)
44B196|étendard (insigne de souveraineté)
44B197|manteau, robe, tenue (insigne de souveraineté)
44B1971|manteau impérial (insigne de souveraineté)
44B1972|manteau royal (insigne de souveraineté)
44B198|pectorale (insigne de souveraineté)
44B2|les grands corps d'État
44B21|gouvernement national
44B211|ministre (gouvernement)
44B2111|Premier ministre
44B2112|conseil ministériel
44B2113|secrétaire d'État (gouvernement)
44B22|gouvernement provincial
44B221|gouverneur, etc. de province
44B23|corps municipal
44B231|maire, bourgmestre
44B232|conseil municipal
44B233|hôtel de ville, mairie
44B24|gouvernement colonial
44B241|gouverneur (d'une colonie)
44B3|administration chargée du contrôle des eaux
44B31|surintendant des digues
44B32|inspection ~ contrôle des eaux
44B4|diplomatie, diplomate
44B41|ambassadeur
44B411|départ ~ ambassadeur
44B412|voyage ~ ambassadeur
44B413|réception ~ ambassadeur
44B414|réconciliation ~ diplomatie
44B42|négociations, conférence ~ diplomatie
44B421|négociations de paix
44B4211|signer un traité de paix, conclure la paix
44B4212|proclamation de paix
44B43|service consulaire
44B44|(diplomate) présentant ses lettres de créance
44B45|alliance, ligue, union, pacte
44B450|'Lega' (Ripa)
44B5|pouvoir législatif
44B51|représentation populaire ~ gouvernement
44B511|Chambre haute, Sénat
44B512|Chambre basse, Parlement
44B5121|député
44B5122|débat, discussion (~ parlement)
44B52|promulguer, proclamer une loi
44B521|crieur ~ proclamation de lois
44B522|affiche (~ proclamation de lois)
44B53|législation
44B531|législateur
44B532|origine légendaire de la loi; législateurs légendaires
44B6|bon et mauvais gouvernement
44B61|bon gouvernement
44B610|allégorie, personnification du bon gouvernement
44B611|Utopie
44B62|mauvais gouvernement
44B621|mécontentement ~ mauvais gouvernement
44BB1|souverain, monarque - BB - souveraine
44BB10|vertus du souverain - BB - souveraine
44BB11|rangs ~ souverains, monarque - BB - souveraine
44BB111|séries de souverains - BB - souveraine
44BB1111|dynastie - BB - souveraine
44BB112|empereur - BB - souveraine
44BB1121|mythe du retour de l'empereur - BB - souveraine
44BB113|roi - BB - souveraine
44BB114|autres souverains - BB - souveraine
44BB114(...)|autres souverains (avec TITRE) - BB - souveraine
44BB115|Président ~ chef d'État dans une république - BB - souveraine
