4|yhteiskunta, sivilisaatio, kulttuuri
#43CC73721|rolling up a snowball - CC - adult(s) ~ snow and ice
#43CC7373|throwing snowballs - CC - adult(s) ~ snow and ice
#43CC7374|with chair on ice - CC - adult(s) ~ snow and ice
#43CC7379|going through the ice ~ playing children - CC - adult(s) ~ snow and ice
#43D|other leisure time activities
#43D1|handicrafts, hobbies (leisure time activities)
#43D2|collecting (leisure time activity)
44|valtio, laki, politiikka
44A|valtion symbolit (yleensä)
44A1|vaakunat (valtion, jne. symboleina)
#44A11|device (as symbol of the state, etc.)
#44A2|seal (as symbol of the state, etc.)
#44A21|other non-personal regalia, e.g. mayor chain
44A3|liput (valtion, jne. symboleina)
#44A31|banner, standard (as symbol of the state, etc.)
#44A311|standard-bearer, flag-bearer
#44A32|flagpole
44A4|kunniamerkit, mitalit (valtion, jne. symboleina)
44A5|tietyn kansan tai valtion symbolit
44A51|tietyn kansan tai valtion personifikaatiot
#44A51(...)|personifications of countries, nations, states, districts, etc. (with NAME)
44B|hallitus, valtiovalta, valtio; 'Politica', 'Auttorità o Potestà' (Ripa)
44B0|hallitusjärjestelmät
44B01|monarkia; 'Monarchia mondana' (Ripa)
44B011|aristokratia; 'Aristocratia' (Ripa)
44B02|demokratia; 'Democratia' (Ripa)
44B03|tasavalta; 'Governo della republica' (Ripa)
44B04|siirtomaajärjestelmä
44B041|imperialismi
44B09|diktatuuri, yksinvaltius, tyrannia; 'Tirannide' (Ripa)
#44B091|reason of state; 'Ragione di Stato' (Ripa)
44B1|hallitsija, yksinvaltias
#44B10|virtues of the ruler
#44B11|ranks ~ rulers, sovereigns
#44B111|series of rulers
#44B1111|dynasty
44B112|keisari
#44B1121|myth of the returning emperor
44B113|kuningas
#44B114|other sovereign
#44B114(...)|other sovereign (with TITLE)
#44B114(DOGE)|other sovereign: doge
44B115|presidentti ~ tasavallan päämies
#44B1151|vice-president
#44B116|regent, substitute ruler; viceroy
#44B1161|stadtholder
#44B117|feudal lord
#44B1171|vassal
44B119|tyranni, diktaattori
#44B12|official acts of rulers, e.g. royal acts (ruler giving audience, granting mercy, etc.; ruler and his subjects)
#44B121|audition; ruler giving audience
#44B1211|throne-room
44B1212|valtaistuin
#44B122|investiture by ruler
#44B1221|ruler bestowing nobility
#44B1222|transfer of power
#44B1223|ruler conferring privileges
#44B123|granting mercy; free pardon
#44B124|ruler with counsellor(s)
#44B125|ruler commanding
#44B126|enfeoffment
#44B127|ruler and his subjects
#44B1271|ruler giving mark of honour
#44B1272|subject temporarily taking over the ruler's duties
#44B12721|sword of Damocles
#44B128|ruler in informal contact with his subjects
#44B129|ruler touching a person to heal him from 'the king's evil'
#44B13|homage to a ruler
#44B131|acclamation of a ruler
#44B1311|swearing allegiance to a ruler
#44B132|making a bow to a ruler
#44B1321|genuflexion before a ruler
#44B1322|kneeling before a ruler
#44B1323|prostration, 'proskynesis'
#44B133|ruler honoured with flags
#44B134|ruler saluted with gun-fire
#44B1341|cannon salvos at royal birth, marriage, etc.
#44B135|paying tribute to a ruler
#44B14|apotheosis of a ruler
44B15|hallitsijaperhe, ja hoviväki
#44B150|'Corte' (Ripa)
#44B151|family of the sovereign
44B1511|kuningatar, keisarinna, jne. (hallitsijan vaimo)
#44B15111|Prince Consort
44B1512|kuningasperheen lapset
44B15121|prinssi
44B151211|kruununprinssi
44B15122|prinsessa
44B151221|kruununprinsessa
#44B15123|royal bastards
#44B151231|male royal bastard
#44B151232|female royal bastard
#44B1513|parents of the ruler
#44B15131|father of the ruler
#44B15132|mother of the ruler
#44B1514|other persons of royal blood
#44B1515|favourite of the ruler
#44B152|royal household; courtiers, retinue, train
#44B1521|master of the ceremonies
#44B1522|dignitary at court
#44B1523|page ~ court
#44B1524|court jester, court fool
#44B15241|attributes of court jester
#44B152411|fool's cap
#44B152412|bauble
#44B1525|(food) taster
#44B1526|lackey and other lower personnel at court
#44B1527|body-guard of ruler
#44B153|court ceremonial, court etiquette
#44B1531|courtesy, manners; etiquette
#44B154|court festival
#44B155|daily life at court
#44B16|installation of a ruler
#44B161|election, choice of a ruler
#44B1611|proclamation of a ruler
#44B16111|new ruler raised on the shield
#44B1612|anointment of newly elected ruler
#44B1613|offering ruler's position: presentation of crown or other symbols of authority (before coronation)
#44B1619|usurpation
44B162|kruunajaiset, hallitsijan kruunaus
#44B1621|before the coronation
#44B1622|during the coronation
#44B1623|after the coronation
#44B1624|anointing the ruler (during coronation)
#44B1625|presenting symbols of authority (during coronation)
#44B163|presentation of sword ~ installation of a ruler
#44B164|other forms of installation
#44B1641|new ruler taking the oath
#44B165|ceremonial celebration of installation of a ruler
#44B1651|ceremonial procession, parade, pageant ~ installation of a ruler
#44B16511|coronation procession
#44B168|refusing to be ruler
#44B1681|trampling the crown
#44B169|abdication (of a ruler)
#44B1691|voluntary abdication (of a ruler)
#44B1692|involuntary abdication (of a ruler)
#44B16921|flight of ruler from adversary
#44B16922|arrest of fleeing ruler
#44B16923|regicide
#44B17|bad ruler
#44B19|insignia and symbols of sovereignty (crown, diadem, sceptre, orb, seal, standard, cloak, pectoral)
44B191|kruunu (hallitsijan symbolina)
#44B1911|diadem (symbol of sovereignty)
#44B192|sceptre, staff (symbol of sovereignty)
#44B1921|hand, arm of justice (symbol of sovereignty)
#44B1922|lance, spear (symbol of sovereignty)
#44B193|orb (symbol of sovereignty; sphere with cross on top)
#44B194|coat of arms (symbol of sovereignty)
#44B195|seal (symbol of sovereignty)
#44B196|standard (symbol of sovereignty)
#44B197|mantle, gown, dress (symbol of sovereignty)
#44B1971|imperial mantle (symbol of sovereignty)
#44B1972|royal mantle (symbol of sovereignty)
#44B198|pectoral (symbol of sovereignty)
44B2|hallitus ja edustuselimet
44B21|valtakunnan hallitus
44B211|ministeri ~ hallitus
#44B2111|prime minister
#44B2112|ministerial council
44B2113|Secretary of State, state secretary ~ government
#44B22|provincial government
#44B221|governor, etc. of province
#44B23|municipal government
#44B231|mayor, burgomaster
#44B232|city council
44B233|kaupungintalo
#44B24|colonial government
#44B241|colonial governor
#44B3|water-control administration
#44B31|dike-reeve
#44B32|inspection ~ water-control
44B4|diplomatia, diplomaatti
44B41|suurlähettiläs
#44B411|departure ~ ambassador
#44B412|voyage ~ ambassador
#44B413|reception ~ ambassador
#44B414|reconciliation ~ diplomacy
#44B42|negotiations, conference ~ diplomacy
#44B421|peace negotiations
#44B4211|signing of peace treaty, concluding the peace
#44B4212|proclamation of peace
#44B43|consular service
#44B44|(diplomat) presenting credentials
#44B45|alliance, league, union, foedus
#44B450|'Lega' (Ripa)
#44B5|law-giving power
#44B51|popular representation ~ government
#44B511|Upper House, Senate
#44B512|Lower House, Parliament, Chamber
44B5121|edustaja
#44B5122|debate, discussion (~ parliament)
#44B52|announcement, proclamation of laws
#44B521|crier (~ proclamation of laws)
#44B522|poster (~ proclamation of laws)
#44B53|legislation
#44B531|lawgiver
#44B532|legendary origin of law; legendary lawgiver
44B6|hyvä ja huono hallitus
#44B61|good government
#44B610|allegory, personification of good government
#44B611|Utopia
#44B62|bad government
#44B621|dissatisfaction ~ bad government
44BB1|hallitsija, yksinvaltias - BB - naishallitsija
44BB10|virtues of the ruler - BB - naishallitsija
44BB11|ranks ~ rulers, sovereigns - BB - naishallitsija
44BB111|series of rulers - BB - naishallitsija
44BB1111|dynasty - BB - naishallitsija
44BB112|keisari - BB - naishallitsija
44BB1121|myth of the returning emperor - BB - naishallitsija
44BB113|kuningas - BB - naishallitsija
44BB114|other sovereign - BB - naishallitsija
44BB114(...)|other sovereign (with TITLE) - BB - naishallitsija
44BB115|presidentti ~ tasavallan päämies - BB - naishallitsija
44BB1151|vice-president - BB - naishallitsija
44BB116|regent, substitute ruler; viceroy - BB - naishallitsija
44BB1161|stadtholder - BB - naishallitsija
44BB117|feudal lord - BB - naishallitsija
44BB1171|vassal - BB - naishallitsija
44BB119|tyranni, diktaattori - BB - naishallitsija
44BB12|official acts of rulers, e.g. royal acts (ruler giving audience, granting mercy, etc.; ruler and his subjects) - BB - naishallitsija
44BB121|audition; ruler giving audience - BB - naishallitsija
44BB1211|throne-room - BB - naishallitsija
44BB1212|valtaistuin - BB - naishallitsija
44BB122|investiture by ruler - BB - naishallitsija
44BB1221|ruler bestowing nobility - BB - naishallitsija
44BB1222|transfer of power - BB - naishallitsija
44BB1223|ruler conferring privileges - BB - naishallitsija
44BB123|granting mercy; free pardon - BB - naishallitsija
44BB124|ruler with counsellor(s) - BB - naishallitsija
44BB125|ruler commanding - BB - naishallitsija
44BB126|enfeoffment - BB - naishallitsija
44BB127|ruler and his subjects - BB - naishallitsija
44BB1271|ruler giving mark of honour - BB - naishallitsija
44BB1272|subject temporarily taking over the ruler's duties - BB - naishallitsija
44BB12721|sword of Damocles - BB - naishallitsija
44BB128|ruler in informal contact with his subjects - BB - naishallitsija
44BB129|ruler touching a person to heal him from 'the king's evil' - BB - naishallitsija
44BB13|homage to a ruler - BB - naishallitsija
44BB131|acclamation of a ruler - BB - naishallitsija
44BB1311|swearing allegiance to a ruler - BB - naishallitsija
44BB132|making a bow to a ruler - BB - naishallitsija
44BB1321|genuflexion before a ruler - BB - naishallitsija
44BB1322|kneeling before a ruler - BB - naishallitsija
44BB1323|prostration, 'proskynesis' - BB - naishallitsija
44BB133|ruler honoured with flags - BB - naishallitsija
44BB134|ruler saluted with gun-fire - BB - naishallitsija
44BB1341|cannon salvos at royal birth, marriage, etc. - BB - naishallitsija
44BB135|paying tribute to a ruler - BB - naishallitsija
44BB14|apotheosis of a ruler - BB - naishallitsija
44BB15|hallitsijaperhe, ja hoviväki - BB - naishallitsija
44BB150|'Corte' (Ripa) - BB - naishallitsija
44BB151|family of the sovereign - BB - naishallitsija
44BB1512|kuningasperheen lapset - BB - naishallitsija
44BB15121|prinssi - BB - naishallitsija
44BB151211|kruununprinssi - BB - naishallitsija
44BB15122|prinsessa - BB - naishallitsija
44BB151221|kruununprinsessa - BB - naishallitsija
44BB15123|royal bastards - BB - naishallitsija
44BB151231|male royal bastard - BB - naishallitsija
44BB151232|female royal bastard - BB - naishallitsija
44BB1513|parents of the ruler - BB - naishallitsija
44BB15131|father of the ruler - BB - naishallitsija
44BB15132|mother of the ruler - BB - naishallitsija
44BB1514|other persons of royal blood - BB - naishallitsija
#44BB1515|favourite of the ruler - BB - female favourite
44BB152|royal household; courtiers, retinue, train - BB - naishallitsija
44BB1521|master of the ceremonies - BB - naishallitsija
#44BB1522|dignitary at court - BB - female dignitary: lady-in-waiting
44BB1523|page ~ court - BB - naishallitsija
44BB1524|court jester, court fool - BB - naishallitsija
44BB15241|attributes of court jester - BB - naishallitsija
44BB152411|fool's cap - BB - naishallitsija
44BB152412|bauble - BB - naishallitsija
44BB1525|(food) taster - BB - naishallitsija
44BB1526|lackey and other lower personnel at court - BB - naishallitsija
44BB1527|body-guard of ruler - BB - naishallitsija
44BB153|court ceremonial, court etiquette - BB - naishallitsija
44BB1531|courtesy, manners; etiquette - BB - naishallitsija
44BB154|court festival - BB - naishallitsija
44BB155|daily life at court - BB - naishallitsija
44BB16|installation of a ruler - BB - naishallitsija
44BB161|election, choice of a ruler - BB - naishallitsija
44BB1611|proclamation of a ruler - BB - naishallitsija
44BB16111|new ruler raised on the shield - BB - naishallitsija
44BB1612|anointment of newly elected ruler - BB - naishallitsija
44BB1613|offering ruler's position: presentation of crown or other symbols of authority (before coronation) - BB - naishallitsija
44BB1619|usurpation - BB - naishallitsija
44BB162|kruunajaiset, hallitsijan kruunaus - BB - naishallitsija
44BB1621|before the coronation - BB - naishallitsija
44BB1622|during the coronation - BB - naishallitsija
44BB1623|after the coronation - BB - naishallitsija
44BB1624|anointing the ruler (during coronation) - BB - naishallitsija
44BB1625|presenting symbols of authority (during coronation) - BB - naishallitsija
44BB163|presentation of sword ~ installation of a ruler - BB - naishallitsija
44BB164|other forms of installation - BB - naishallitsija
44BB1641|new ruler taking the oath - BB - naishallitsija
44BB165|ceremonial celebration of installation of a ruler - BB - naishallitsija
44BB1651|ceremonial procession, parade, pageant ~ installation of a ruler - BB - naishallitsija
44BB16511|coronation procession - BB - naishallitsija
44BB168|refusing to be ruler - BB - naishallitsija
44BB1681|trampling the crown - BB - naishallitsija
44BB169|abdication (of a ruler) - BB - naishallitsija
44BB1691|voluntary abdication (of a ruler) - BB - naishallitsija
44BB1692|involuntary abdication (of a ruler) - BB - naishallitsija
44BB16921|flight of ruler from adversary - BB - naishallitsija
44BB16922|arrest of fleeing ruler - BB - naishallitsija
44BB16923|regicide - BB - naishallitsija
44BB17|bad ruler - BB - naishallitsija
44BB19|insignia and symbols of sovereignty (crown, diadem, sceptre, orb, seal, standard, cloak, pectoral) - BB - naishallitsija
44BB191|kruunu (hallitsijan symbolina) - BB - naishallitsija
44BB1911|diadem (symbol of sovereignty) - BB - naishallitsija
44BB192|sceptre, staff (symbol of sovereignty) - BB - naishallitsija
44BB1921|hand, arm of justice (symbol of sovereignty) - BB - naishallitsija
44BB1922|lance, spear (symbol of sovereignty) - BB - naishallitsija
44BB193|orb (symbol of sovereignty; sphere with cross on top) - BB - naishallitsija
44BB194|coat of arms (symbol of sovereignty) - BB - naishallitsija
44BB195|seal (symbol of sovereignty) - BB - naishallitsija
44BB196|standard (symbol of sovereignty) - BB - naishallitsija
44BB197|mantle, gown, dress (symbol of sovereignty) - BB - naishallitsija
44BB1971|imperial mantle (symbol of sovereignty) - BB - naishallitsija
44BB1972|royal mantle (symbol of sovereignty) - BB - naishallitsija
44BB198|pectoral (symbol of sovereignty) - BB - naishallitsija
44C|kansalainen ja hänen oikeutensa
44C1|kansallisuus, kansalaisuus
44C11|patriotismi
#44C110|'Amor della patria' (Ripa)
#44C12|emigration
#44C13|immigration
44C14|maassamuutto, väestön uusjako
44C141|maaltamuutto
44C142|maallemuutto
#44C19|traitor to one's country
#44C2|the right to vote, the compulsory vote
#44C21|political campaign
44C22|äänestyspaikka, vaalihuoneisto
44C221|äänestyskoppi
44C222|lippuäänestys
44C223|vaaliuurna
44C224|äänestyskone
#44C23|voting, election
44C231|vaalipropaganda
#44C24|political enfranchisement of women, women's liberation
#44C241|'suffragette'
#44C29|election fights
44C3|politiikka, poliittinen toiminta
#44C30|'Politica' (Ripa)
44C31|poliittinen propaganda
44C311|poliittinen kokous, propagandakokous
44C312|poliittiset karikatyyrit ja satiirit
44C32|luokkien välinen sota, luokkataistelu
44C33|poliittiset puolueet
#44C34|politician, e.g. party leader
44C35|poliittinen teoria, poliittinen ideologia
44C35(...)|poliittinen teoria, poliittinen ideologia (NIMEN kanssa)
