2|Nature
25GG4(GROUNDSEL)|plants and herbs: groundsel - GG - fantastic plants, fabulous vegetation
25GG4(HELLEBORE)|plants and herbs: hellebore - GG - fantastic plants, fabulous vegetation
25GG4(HEMLOCK)|plants and herbs: hemlock - GG - fantastic plants, fabulous vegetation
25GG4(HENBANE)|plants and herbs: henbane - GG - fantastic plants, fabulous vegetation
25GG4(HOP)|plants and herbs: hop - GG - fantastic plants, fabulous vegetation
25GG4(HOUSELEEK)|plants and herbs: houseleek - GG - fantastic plants, fabulous vegetation
25GG4(HYSSOP)|plants and herbs: hyssop - GG - fantastic plants, fabulous vegetation
25GG4(IVY)|plants and herbs: ivy - GG - fantastic plants, fabulous vegetation
25GG4(LETTUCE)|plants and herbs: lettuce - GG - fantastic plants, fabulous vegetation
25GG4(LUPIN)|plants and herbs: lupin - GG - fantastic plants, fabulous vegetation
25GG4(MANDRAKE)|plants and herbs: mandrake - GG - fantastic plants, fabulous vegetation
25GG4(MARJORAM)|plants and herbs: marjoram - GG - fantastic plants, fabulous vegetation
25GG4(MISTLETOE)|plants and herbs: mistletoe - GG - fantastic plants, fabulous vegetation
25GG4(NETTLE)|plants and herbs: nettle - GG - fantastic plants, fabulous vegetation
25GG4(ORIGANUM)|plants and herbs: origanum - GG - fantastic plants, fabulous vegetation
25GG4(PEA)|plants and herbs: pea - GG - fantastic plants, fabulous vegetation
25GG4(PENNYROYAL)|plants and herbs: pennyroyal - GG - fantastic plants, fabulous vegetation
25GG4(PEONY)|plants and herbs: peony - GG - fantastic plants, fabulous vegetation
25GG4(PUMPKIN)|plants and herbs: pumpkin - GG - fantastic plants, fabulous vegetation
25GG4(REED)|plants and herbs: reed - GG - fantastic plants, fabulous vegetation
25GG4(ROCKET)|plants and herbs: rocket - GG - fantastic plants, fabulous vegetation
25GG4(RUE)|plants and herbs: rue - GG - fantastic plants, fabulous vegetation
25GG4(SAFFRON)|plants and herbs: saffron - GG - fantastic plants, fabulous vegetation
25GG4(SAGE)|plants and herbs: sage - GG - fantastic plants, fabulous vegetation
25GG4(STINGING-NETTLE)|plants and herbs: stinging-nettle - GG - fantastic plants, fabulous vegetation
25GG4(STRAWBERRY)|plants and herbs: strawberry - GG - fantastic plants, fabulous vegetation
25GG4(SUNDEW)|plants and herbs: sundew - GG - fantastic plants, fabulous vegetation
25GG4(THISTLE)|plants and herbs: thistle - GG - fantastic plants, fabulous vegetation
25GG4(THYME)|plants and herbs: thyme - GG - fantastic plants, fabulous vegetation
25GG4(WATER-HEMLOCK)|plants and herbs: water-hemlock - GG - fantastic plants, fabulous vegetation
25GG4(WHEAT)|plants and herbs: wheat - GG - fantastic plants, fabulous vegetation
25GG4(WORMWOOD)|plants and herbs: wormwood - GG - fantastic plants, fabulous vegetation
25GG41|fabulous flowers
25GG41(...)|fabulous flowers (with NAME)
25GG41(ALMOND-BLOSSOM)|flowers: almond-blossom - GG - fantastic plants, fabulous vegetation
25GG41(ANEMONE)|flowers: anemone - GG - fantastic plants, fabulous vegetation
25GG41(BUTTERCUP)|flowers: buttercup - GG - fantastic plants, fabulous vegetation
25GG41(CARNATION)|flowers: carnation - GG - fantastic plants, fabulous vegetation
25GG41(COLUMBINE)|flowers: columbine - GG - fantastic plants, fabulous vegetation
25GG41(CORNFLOWER)|flowers: cornflower - GG - fantastic plants, fabulous vegetation
25GG41(CROCUS)|flowers: crocus - GG - fantastic plants, fabulous vegetation
25GG41(HELIOTROPE)|flowers: heliotrope - GG - fantastic plants, fabulous vegetation
25GG41(HYACINTH)|flowers: hyacinth - GG - fantastic plants, fabulous vegetation
25GG41(IMMORTELLE)|flowers: immortelle - GG - fantastic plants, fabulous vegetation
25GG41(LILY)|flowers: lily - GG - fantastic plants, fabulous vegetation
25GG41(LOTUS)|flowers: lotus - GG - fantastic plants, fabulous vegetation
25GG41(NARCISSUS)|flowers: narcissus - GG - fantastic plants, fabulous vegetation
25GG41(ORCHID)|flowers: orchid - GG - fantastic plants, fabulous vegetation
25GG41(PETUNIA)|flowers: petunia - GG - fantastic plants, fabulous vegetation
25GG41(POPPY)|flowers: poppy - GG - fantastic plants, fabulous vegetation
25GG41(ROSE)|flowers: rose - GG - fantastic plants, fabulous vegetation
25GG41(SUNFLOWER)|flowers: sunflower - GG - fantastic plants, fabulous vegetation
25GG41(TULIP)|flowers: tulip - GG - fantastic plants, fabulous vegetation
25GG41(VIOLET)|flowers: violet - GG - fantastic plants, fabulous vegetation
25GG41(WATER-LILY)|flowers: water-lily - GG - fantastic plants, fabulous vegetation
25GG411|cut fabulous flowers; nosegay, bunch of fabulous flowers
25GG411(...)|cut flowers; nosegay, bunch of flowers (with NAME) - GG - fantastic plants, fabulous vegetation
25GG412|dried fabulous flowers
25GG412(...)|dried flowers (with NAME) - GG - fantastic plants, fabulous vegetation
25GG49|artificial fabulous plants and flowers
25GG5|fabulous lower plants
25GG51|fabulous ferns
25GG52|fabulous mosses
25GG53|fabulous algae, seaweed
25GG54|fabulous fungi
25GG541|fabulous mushroom, fairy mushroom
25GG55|fabulous lichens
25GG56|other fabulous lower plants
25GG56(...)|other lower plants (with NAME) - GG - fantastic plants, fabulous vegetation
25GG6|extinct plants - GG - fantastic plants, fabulous vegetation
25GG6(...)|extinct plants (with NAME) - GG - fantastic plants, fabulous vegetation
25GG61|prehistoric plants - GG - fantastic plants, fabulous vegetation
25GG62|fossil plants - GG - fantastic plants, fabulous vegetation
25GG7|language of flowers - GG - fantastic plants, fabulous vegetation
25H|landscapes
25H1|landscapes in the temperate zone
25H11|mountains
25H111|mountain-range, snow peaks
25H1111|glacier
25H112|rocks
25H1121|mountain-top, peak
25H1122|ravine, chasm, abyss, canyon
25H1123|rock-formations
25H1124|boulder, stone
25H113|(high) hill
25H1131|mound, verge
25H114|low hill country
25H115|pit, hole
25H116|landslide
25H119|cave, grotto
25H1191|stalactitic cave
25H12|dale, valley
25H121|inland cliff face
25H13|coast
25H131|rocky coast
25H1311|fjord, sea loch
25H1312|reef ~ coast
25H1313|cape (coast)
25H1314|coastal cliff or crag
25H132|dune coast
25H1321|dunes (sea not visible); in the dunes
25H133|beach
25H1331|sand-bank
25H1332|mud flat
25H1333|coastal inlet
25H134|coastal marsh
25H135|haff, lagoon created by sand, shingle bank ~ coast
25H138|coastal structures
25H1381|coastal protection work, breakwater
25H13811|sea-wall
25H13812|groyne ~ breakwater
25H13813|mole ~ breakwater
25H14|island
25H141|peninsula
25H142|isthmus
25H15|forest, wood
25H151|deciduous forest
25H152|forest of coniferous trees
25H153|bush, shrubs ~ forest
25H154|glade, 'Lichtung im Wald'
25H155|fringe, edge of the wood
25H156|forest path or lane
25H159|forest fire
25H16|plain
25H161|grasslands, savanna, prairie
25H17|meadow, pasture
25H171|mountain meadow, alp
25H172|'locus amoenus' motif; pleasant place with trees (~ taste), meadows (~ sight), spring or brook (~ feeling), singing birds (~ hearing) and flowers (~ smell)
25H18|cultivated land
25H181|waste land, no man's land
25H182|ploughed field
25H183|field filled with a crop
25H19|swamps and polders
25H191|swamp, inland marsh, fens
25H192|polder, reclaimed land
25H1921|pumping installation, pumping-engine (~ polder)
25H1922|technical aspects and details of pumping-engine
25H193|draining for land reclamation
25H199|flood
25H1991|dike-break
25H1992|rescue work during a flood
25H2|landscapes with waters, waterscapes, seascapes (in the temperate zone)
25H21|water course
25H211|spring, source of river or stream
25H212|brook
25H213|river
25H2130|river personified, 'Fiumi' (Ripa)
25H2130(...)|river personified (with NAME)
25H2130(ADIGE)|personification of river Adige; 'Adige' (Ripa)
25H2130(ARNO)|personification of river Arno; 'Arno' (Ripa)
25H2130(CLAMOR)|river personified: Clamor
25H2130(DANUBE)|personification of river Danube; 'Danubio' (Ripa)
25H2130(GANGES)|personification of river Ganges; 'Gange', 'Gange Fiume' (Ripa)
25H2130(INDUS)|personification of river Indus; 'Indo' (Ripa)
25H2130(JORDAN)|river personified: Jordan
25H2130(MEANDER)|personification of river Meander; 'Historia' (Ripa)
25H2130(NIGER)|personification of river Niger; 'Niger' (Ripa)
25H2130(NILE)|personification of river Nile; 'Nilo' (Ripa)
25H2130(PO)|personification of river Po; 'Po' (Ripa)
25H2130(RHINE)|river personified: Rhine
25H2130(TIBER)|personification of river Tiber; 'Tevere' (Ripa)
25H2130(TIGRIS)|personification of river Tigris; 'Tigre' (Ripa)
25H2131|whirlpool
25H214|lake
25H2141|dammed-up lake
25H21411|barrage
25H2142|fen, Du. 'ven'
25H2143|pond, pool
25H21431|pool, puddle
25H215|river mouth, estuary
25H216|waterfall
25H2161|rapids
25H217|river bank
25H2171|dikes, levee
25H2172|water meadows
25H21721|water meadows under water
25H2173|towing path
25H219|dry river, river bed
25H22|canal
25H221|lift-lock, canal lock
25H222|dam (in canal)
25H223|sluice, weir
25H224|small canal, ditch
25H225|construction of canal
25H2251|dredge, dredging machine
25H23|sea (seascape)
25H230|sea personified; 'Mare' (Ripa)
25H231|phenomena connected with the sea
25H2311|wave
25H23111|surf, breakers
25H23112|wave caused by ship; backwash
25H2312|tide
25H23121|ebb, low tide
25H23122|flood, high tide
25H23123|spring-tide
25H23124|tidal wave
25H2313|phosphorescence
25H2314|currents
25H23141|maelstrom
25H2315|deep sea
25H2316|ocean floor
25H232|particular seas, etc.
25H2321|ocean
25H2321(...)|ocean (with NAME)
25H23210|ocean personified
25H2322|sea
25H2322(...)|sea (with NAME)
25H2323|gulf, bay
25H2323(...)|gulf, bay (with NAME)
25H2324|straits, narrows
25H2324(...)|straits, narrows (with NAME)
25H23241|pillars of Hercules
25HH|landscapes - HH - ideal landscapes
25HH1|landscapes in the temperate zone - HH - ideal landscapes
25HH11|mountains - HH - ideal landscapes
25HH111|mountain-range, snow peaks - HH - ideal landscapes
25HH1111|glacier - HH - ideal landscapes
25HH112|rocks - HH - ideal landscapes
25HH1121|mountain-top, peak - HH - ideal landscapes
25HH1122|ravine, chasm, abyss, canyon - HH - ideal landscapes
25HH1123|rock-formations - HH - ideal landscapes
25HH1124|boulder, stone - HH - ideal landscapes
25HH113|(high) hill - HH - ideal landscapes
25HH1131|mound, verge - HH - ideal landscapes
25HH114|low hill country - HH - ideal landscapes
25HH115|pit, hole - HH - ideal landscapes
25HH116|landslide - HH - ideal landscapes
25HH119|cave, grotto - HH - ideal landscapes
25HH1191|stalactitic cave - HH - ideal landscapes
25HH12|dale, valley - HH - ideal landscapes
25HH121|inland cliff face - HH - ideal landscapes
25HH13|coast - HH - ideal landscapes
25HH131|rocky coast - HH - ideal landscapes
25HH1311|fjord, sea loch - HH - ideal landscapes
25HH1312|reef ~ coast - HH - ideal landscapes
25HH1313|cape (coast) - HH - ideal landscapes
25HH1314|coastal cliff or crag - HH - ideal landscapes
25HH132|dune coast - HH - ideal landscapes
25HH1321|dunes (sea not visible); in the dunes - HH - ideal landscapes
25HH133|beach - HH - ideal landscapes
25HH1331|sand-bank - HH - ideal landscapes
25HH1332|mud flat - HH - ideal landscapes
25HH1333|coastal inlet - HH - ideal landscapes
25HH134|coastal marsh - HH - ideal landscapes
25HH135|haff, lagoon created by sand, shingle bank ~ coast - HH - ideal landscapes
25HH138|coastal structures - HH - ideal landscapes
25HH1381|coastal protection work, breakwater - HH - ideal landscapes
25HH13811|sea-wall - HH - ideal landscapes
25HH13812|groyne ~ breakwater - HH - ideal landscapes
25HH13813|mole ~ breakwater - HH - ideal landscapes
25HH14|island - HH - ideal landscapes
25HH141|peninsula - HH - ideal landscapes
25HH142|isthmus - HH - ideal landscapes
25HH15|forest, wood - HH - ideal landscapes
25HH151|deciduous forest - HH - ideal landscapes
25HH152|forest of coniferous trees - HH - ideal landscapes
25HH153|bush, shrubs ~ forest - HH - ideal landscapes
25HH154|glade, 'Lichtung im Wald' - HH - ideal landscapes
25HH155|fringe, edge of the wood - HH - ideal landscapes
25HH156|forest path or lane - HH - ideal landscapes
25HH159|forest fire - HH - ideal landscapes
25HH16|plain - HH - ideal landscapes
25HH161|grasslands, savanna, prairie - HH - ideal landscapes
25HH17|meadow, pasture - HH - ideal landscapes
25HH171|mountain meadow, alp - HH - ideal landscapes
25HH172|'locus amoenus' motif; pleasant place with trees (~ taste), meadows (~ sight), spring or brook (~ feeling), singing birds (~ hearing) and flowers (~ smell) - HH - ideal landscapes
25HH18|cultivated land - HH - ideal landscapes
25HH181|waste land, no man's land - HH - ideal landscapes
25HH19|swamps and polders - HH - ideal landscapes
25HH191|swamp, inland marsh, fens - HH - ideal landscapes
25HH192|polder, reclaimed land - HH - ideal landscapes
25HH1921|pumping installation, pumping-engine (~ polder) - HH - ideal landscapes
25HH1922|technical aspects and details of pumping-engine - HH - ideal landscapes
25HH193|draining for land reclamation - HH - ideal landscapes
25HH199|flood - HH - ideal landscapes
25HH1991|dike-break - HH - ideal landscapes
25HH1992|rescue work during a flood - HH - ideal landscapes
25HH2|landscapes with waters, waterscapes, seascapes (in the temperate zone) - HH - ideal landscapes
25HH21|water course - HH - ideal landscapes
25HH211|spring, source of river or stream - HH - ideal landscapes
25HH212|brook - HH - ideal landscapes
25HH213|river - HH - ideal landscapes
25HH2130|river personified, 'Fiumi' (Ripa) - HH - ideal landscapes
25HH2130(...)|river personified (with NAME) - HH - ideal landscapes
25HH2130(ADIGE)|personification of river Adige; 'Adige' (Ripa) - HH - ideal landscapes
25HH2130(ARNO)|personification of river Arno; 'Arno' (Ripa) - HH - ideal landscapes
25HH2130(CLAMOR)|river personified: Clamor - HH - ideal landscapes
25HH2130(DANUBE)|personification of river Danube; 'Danubio' (Ripa) - HH - ideal landscapes
25HH2130(GANGES)|personification of river Ganges; 'Gange', 'Gange Fiume' (Ripa) - HH - ideal landscapes
25HH2130(INDUS)|personification of river Indus; 'Indo' (Ripa) - HH - ideal landscapes
25HH2130(JORDAN)|river personified: Jordan - HH - ideal landscapes
25HH2130(MEANDER)|personification of river Meander; 'Historia' (Ripa) - HH - ideal landscapes
25HH2130(NIGER)|personification of river Niger; 'Niger' (Ripa) - HH - ideal landscapes
25HH2130(NILE)|personification of river Nile; 'Nilo' (Ripa) - HH - ideal landscapes
25HH2130(PO)|personification of river Po; 'Po' (Ripa) - HH - ideal landscapes
25HH2130(RHINE)|river personified: Rhine - HH - ideal landscapes
25HH2130(TIBER)|personification of river Tiber; 'Tevere' (Ripa) - HH - ideal landscapes
25HH2130(TIGRIS)|personification of river Tigris; 'Tigre' (Ripa) - HH - ideal landscapes
25HH2131|whirlpool - HH - ideal landscapes
25HH214|lake - HH - ideal landscapes
25HH2141|dammed-up lake - HH - ideal landscapes
25HH21411|barrage - HH - ideal landscapes
25HH2142|fen, Du. 'ven' - HH - ideal landscapes
25HH2143|pond, pool - HH - ideal landscapes
25HH21431|pool, puddle - HH - ideal landscapes
25HH215|river mouth, estuary - HH - ideal landscapes
25HH216|waterfall - HH - ideal landscapes
25HH2161|rapids - HH - ideal landscapes
25HH217|river bank - HH - ideal landscapes
25HH2171|dikes, levee - HH - ideal landscapes
25HH2172|water meadows - HH - ideal landscapes
25HH21721|water meadows under water - HH - ideal landscapes
25HH2173|towing path - HH - ideal landscapes
25HH219|dry river, river bed - HH - ideal landscapes
25HH22|canal - HH - ideal landscapes
25HH221|lift-lock, canal lock - HH - ideal landscapes
25HH222|dam (in canal) - HH - ideal landscapes
25HH223|sluice, weir - HH - ideal landscapes
25HH224|small canal, ditch - HH - ideal landscapes
25HH225|construction of canal - HH - ideal landscapes
25HH2251|dredge, dredging machine - HH - ideal landscapes
25HH23|sea (seascape) - HH - ideal landscapes
25HH230|sea personified; 'Mare' (Ripa) - HH - ideal landscapes
25HH231|phenomena connected with the sea - HH - ideal landscapes
25HH2311|wave - HH - ideal landscapes
25HH23111|surf, breakers - HH - ideal landscapes
25HH23112|wave caused by ship; backwash - HH - ideal landscapes
25HH2312|tide - HH - ideal landscapes
25HH23121|ebb, low tide - HH - ideal landscapes
25HH23122|flood, high tide - HH - ideal landscapes
25HH23123|spring-tide - HH - ideal landscapes
25HH23124|tidal wave - HH - ideal landscapes
25HH2313|phosphorescence - HH - ideal landscapes
25HH2314|currents - HH - ideal landscapes
25HH23141|maelstrom - HH - ideal landscapes
25HH2315|deep sea - HH - ideal landscapes
25HH2316|ocean floor - HH - ideal landscapes
25HH232|particular seas, etc. - HH - ideal landscapes
25HH2321|ocean - HH - ideal landscapes
25HH2321(...)|ocean (with NAME) - HH - ideal landscapes
25HH23210|ocean personified - HH - ideal landscapes
25HH2322|sea - HH - ideal landscapes
25HH2322(...)|sea (with NAME) - HH - ideal landscapes
25HH2323|gulf, bay - HH - ideal landscapes
25HH2323(...)|gulf, bay (with NAME) - HH - ideal landscapes
25HH2324|straits, narrows - HH - ideal landscapes
25HH2324(...)|straits, narrows (with NAME) - HH - ideal landscapes
25HH23241|pillars of Hercules - HH - ideal landscapes
25I|city-view, and landscape with man-made constructions
25I1|city-view in general; 'veduta'
25I10|ideal city : Use 25 II 1
25I11|city founding
25I111|city founders
25I12|prospect of city, town panorama, silhouette of city
25I13|public gardens, park
25I14|public road
25I141|street
25I1411|lane, alley
25I1412|passage
25I1413|sloping street; street with steps or stairs
25I142|avenue, boulevard, promenade, esplanade
25I143|quay
25I144|square, place, circus, etc.
25I145|canals, waters (in city)
25I1451|bridge in city across river, canal, etc.
25I14511|bridge in city with structures, i.e. shops, houses, e.g. Ponte Vecchio in Florence
25I146|city-walls
25I1461|city-gate
25I15|monumental adornments (in city)
25I151|ornamental fountain
25I152|monument, statue
25I153|obelisk, needle
25I154|triumphal column with helical friezes
25I155|tower, clock tower ~ monumental adornment
25I16|public convenience
25I17|underground structures in city
25I171|sewers
25I18|outskirts of city
25I19|metropolis
25I2|village
25I21|founding a village
25I22|prospect of village, silhouette of village
25I24|public road in village
25I241|village street
25I2411|village lane, alley
25I242|avenue, boulevard in village
25I244|village square, place
25I245|canals, waters (in village)
25I2451|bridge in village across river, canal, etc.
25I246|village-walls
25I2461|village-gate
25I25|monumental adornments (in village)
25I251|ornamental fountain (in village)
25I28|outskirts of village
25I3|farm or solitary house in landscape
25I4|factories and mills in landscape
25I41|windmill in landscape
25I42|watermill in landscape
25I43|factory in landscape
25I5|landscape with tower or castle
25I6|landscape with bridge, viaduct or aqueduct
25I7|landscape with monument
25I71|landscape with menhir
25I8|landscape with other man-made constructions not mentioned above, e.g.: graveyards, playgrounds, etc.
25I9|landscape with ruins
25II|city-view, and landscape with man-made constructions - II - ideal landscapes
