0|Abstract, Non-representational Art
11H(CHARLES BORROMEO)59|Charles Borromeo, cardinal of Milan; possible attributes: cardinal's hat, crucifix, rope round his neck, skull - stigmatization of male saint
11H(CHARLES BORROMEO)6|Charles Borromeo, cardinal of Milan; possible attributes: cardinal's hat, crucifix, rope round his neck, skull - martyrdom, suffering, misfortune, death of male saint
11H(CHARLES BORROMEO)68|Charles Borromeo, cardinal of Milan; possible attributes: cardinal's hat, crucifix, rope round his neck, skull - death, deathbed of male saint
11H(CHARLES BORROMEO)69|Charles Borromeo, cardinal of Milan; possible attributes: cardinal's hat, crucifix, rope round his neck, skull - maltreatment of corpse of male saint
11H(CHARLES BORROMEO)7|Charles Borromeo, cardinal of Milan; possible attributes: cardinal's hat, crucifix, rope round his neck, skull - apotheosis, glory, triumph of male saint
11H(CHARLES BORROMEO)8|Charles Borromeo, cardinal of Milan; possible attributes: cardinal's hat, crucifix, rope round his neck, skull - post-mortem occurrences ~ male saint
11H(CHARLES BORROMEO)81|Charles Borromeo, cardinal of Milan; possible attributes: cardinal's hat, crucifix, rope round his neck, skull - finding, transportation of relics of male saint
11H(CHARLES BORROMEO)82|Charles Borromeo, cardinal of Milan; possible attributes: cardinal's hat, crucifix, rope round his neck, skull - miracles occurring during handling of relics of male saint
11H(CHARLES BORROMEO)83|Charles Borromeo, cardinal of Milan; possible attributes: cardinal's hat, crucifix, rope round his neck, skull - posthumous deeds, appearances of male saints
11H(CHARLES BORROMEO)84|Charles Borromeo, cardinal of Milan; possible attributes: cardinal's hat, crucifix, rope round his neck, skull - beatification, canonization of male saint
11H(CHARLES BORROMEO)9|Charles Borromeo, cardinal of Milan; possible attributes: cardinal's hat, crucifix, rope round his neck, skull - portrait of male saint
11H(CHRISTOPHER)|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ
11H(CHRISTOPHER)0|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - male saint represented in a group
11H(CHRISTOPHER)1|specific aspects ~ St. Christopher
11H(CHRISTOPHER)11|St. Christopher as plague-patron
11H(CHRISTOPHER)119|St. Christopher as plague-patron - male saint protecting devotees with cloak, 'Schutzmantel'
11H(CHRISTOPHER)12|specific aspects ~ St. Christopher - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)
11H(CHRISTOPHER)13|specific aspects ~ St. Christopher - male saint as founder of Order
11H(CHRISTOPHER)131|specific aspects ~ St. Christopher - male saint ~ confirmation of Order, approval of Rule(s)
11H(CHRISTOPHER)2|early life of St. Christopher
11H(CHRISTOPHER)21|St. Christopher serving a king who is afraid of Satan
11H(CHRISTOPHER)22|St. Christopher serving the devil, who is scared of the cross
11H(CHRISTOPHER)3|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - personal devotion of male saint
11H(CHRISTOPHER)31|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - vocation, conversion of male saint
11H(CHRISTOPHER)32|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - baptism, consecration, taking vows of male saint
11H(CHRISTOPHER)33|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - renouncing worldly goods, ascetic life of male saint
11H(CHRISTOPHER)34|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - vision(s), mystic marriage of male saint
11H(CHRISTOPHER)35|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - temptation of male saint
11H(CHRISTOPHER)36|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - penitence of male saint
11H(CHRISTOPHER)37|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - male saint meditating, in ecstasy
11H(CHRISTOPHER)4|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - non-miraculous activities and events ~ male saint
11H(CHRISTOPHER)5|miraculous activities and events ~ St. Christopher
11H(CHRISTOPHER)51|St. Christopher, with the infant Christ on his shoulders, wading through the water and carrying his staff (palm-tree); sometimes a hermit stands on the further bank beside a chapel, a lantern in his hand
11H(CHRISTOPHER)511|the Christ-child calls St. Christopher to carry him across the river
11H(CHRISTOPHER)52|St. Christopher on horseback with the Christ-child on his shoulders
11H(CHRISTOPHER)59|miraculous activities and events ~ St. Christopher - stigmatization of male saint
11H(CHRISTOPHER)6|martyrdom, suffering, misfortune, death of St. Christopher
11H(CHRISTOPHER)61|St. Christopher is brought before the king, who flees in terror from his throne
11H(CHRISTOPHER)62|forty archers fail to harm St. Christopher, the arrows being miraculously deflected; one of the arrows returns and strikes the king in the eye
11H(CHRISTOPHER)63|a red-hot helmet is put on St. Christopher's head
11H(CHRISTOPHER)64|St. Christopher in prison converts two harlots who wanted to seduce him
11H(CHRISTOPHER)641|the martyrdom of the two harlots from St. Christopher's prison
11H(CHRISTOPHER)68|St. Christopher is beheaded
11H(CHRISTOPHER)69|the body of St. Christopher is dragged along the pavement
11H(CHRISTOPHER)7|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - apotheosis, glory, triumph of male saint
11H(CHRISTOPHER)8|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - post-mortem occurrences ~ male saint
11H(CHRISTOPHER)81|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - finding, transportation of relics of male saint
11H(CHRISTOPHER)82|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - miracles occurring during handling of relics of male saint
11H(CHRISTOPHER)83|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - posthumous deeds, appearances of male saints
11H(CHRISTOPHER)84|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - beatification, canonization of male saint
11H(CHRISTOPHER)9|the giant and martyr Christophorus; possible attributes: palm-tree (with bunches of dates, or withered), infant Christ - portrait of male saint
11H(CLEMENT)|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme
11H(CLEMENT)0|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - male saint represented in a group
11H(CLEMENT)1|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - specific aspects ~ male saint
11H(CLEMENT)11|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - male saint as patron, protector, intercessor
11H(CLEMENT)119|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - male saint protecting devotees with cloak, 'Schutzmantel'
11H(CLEMENT)12|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)
11H(CLEMENT)13|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - male saint as founder of Order
11H(CLEMENT)131|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - male saint ~ confirmation of Order, approval of Rule(s)
11H(CLEMENT)2|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - early life of male saint
11H(CLEMENT)3|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - personal devotion of male saint
11H(CLEMENT)31|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - vocation, conversion of male saint
11H(CLEMENT)32|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - baptism, consecration, taking vows of male saint
11H(CLEMENT)33|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - renouncing worldly goods, ascetic life of male saint
11H(CLEMENT)34|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - vision(s), mystic marriage of male saint
11H(CLEMENT)35|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - temptation of male saint
11H(CLEMENT)36|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - penitence of male saint
11H(CLEMENT)37|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - male saint meditating, in ecstasy
11H(CLEMENT)4|non-miraculous activities and events ~ St. Clement
11H(CLEMENT)41|the mass of St. Clement: Theodora, wife of the heathen Sisinnius present; Sisinnius, who is spying, is struck blind
11H(CLEMENT)5|miraculous activities and events ~ St. Clement
11H(CLEMENT)51|St. Clement strikes water from a rock in the presence of a lamb
11H(CLEMENT)59|miraculous activities and events ~ St. Clement - stigmatization of male saint
11H(CLEMENT)6|martyrdom, suffering, misfortune, death of St. Clement
11H(CLEMENT)61|St. Clement is thrown off a cliff (or from a boat) into the sea with an anchor (or a millstone) tied to his neck
11H(CLEMENT)611|when the waters recede, the body of St. Clement is recovered in a submarine chapel built by angels
11H(CLEMENT)68|martyrdom, suffering, misfortune, death of St. Clement - death, deathbed of male saint
11H(CLEMENT)69|martyrdom, suffering, misfortune, death of St. Clement - maltreatment of corpse of male saint
11H(CLEMENT)7|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - apotheosis, glory, triumph of male saint
11H(CLEMENT)8|post-mortem occurrences ~ St. Clement
11H(CLEMENT)81|post-mortem occurrences ~ St. Clement - finding, transportation of relics of male saint
11H(CLEMENT)82|post-mortem occurrences ~ St. Clement - miracles occurring during handling of relics of male saint
11H(CLEMENT)83|pilgrims gather at the submarine chapel of St. Clement every year when the waters recede; a mother finds her child, left behind the previous year, safely asleep in the chapel
11H(CLEMENT)84|post-mortem occurrences ~ St. Clement - beatification, canonization of male saint
11H(CLEMENT)9|Clement I, pope and martyr; possible attributes: anchor, lamb, millstone, trireme - portrait of male saint
11H(CONSTANTINE)|the Roman emperor Constantine the Great; possible attributes: crown, sceptre, standard (labarum) with chi-rho monogram or cross
11H(CONSTANTINE)0|the Roman emperor Constantine the Great; possible attributes: crown, sceptre, standard (labarum) with chi-rho monogram or cross - male saint represented in a group
11H(CONSTANTINE)1|the Roman emperor Constantine the Great; possible attributes: crown, sceptre, standard (labarum) with chi-rho monogram or cross - specific aspects ~ male saint
11H(CONSTANTINE)11|the Roman emperor Constantine the Great; possible attributes: crown, sceptre, standard (labarum) with chi-rho monogram or cross - male saint as patron, protector, intercessor
11H(CONSTANTINE)119|the Roman emperor Constantine the Great; possible attributes: crown, sceptre, standard (labarum) with chi-rho monogram or cross - male saint protecting devotees with cloak, 'Schutzmantel'
11H(CONSTANTINE)12|the Roman emperor Constantine the Great; possible attributes: crown, sceptre, standard (labarum) with chi-rho monogram or cross - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)
11H(CONSTANTINE)13|the Roman emperor Constantine the Great; possible attributes: crown, sceptre, standard (labarum) with chi-rho monogram or cross - male saint as founder of Order
11H(CONSTANTINE)131|the Roman emperor Constantine the Great; possible attributes: crown, sceptre, standard (labarum) with chi-rho monogram or cross - male saint ~ confirmation of Order, approval of Rule(s)
