5|Abstraktní myšlenky a pojmy
71E1242|izraelci přicházejí do oázy Elim, kde nacházejí dvanáct pramenů a sedmdesát palem
71E12421|dvanáct pramenů Elim (jeden pro každý kmen)
71E125|zázrak s manou a křepelkami (Exodus 16)
71E1251|na poušti hříchu si Izrael stěžuje Mojžíšovi
71E1252|Mojžíš a Áron slibují lidu jídlo
71E12521|objevuje se Boží sláva
71E1253|večer přiletí do izraelského tábora velké hejno křepelek
71E1254|ráno padá na zem mana ~ Exodus
71E12541|sběr many (do košů a hrnců)
71E12542|Áron naplní nádobu manou, která má být uchovávána ve svatostánku
71E125421|nádoba s "omerem" many
71E126|Mojžíš udeřil do vody ze skály (Exodus 17:1-7; Numeri 20:2-13)
71E1261|izraelci přicházejí do Refidimu (nebo Meriby) a stěžují si, že tam není pitná voda
71E1262|když se Mojžíš a Áron modlí před stánkem, zjevuje se jim Bůh
71E1263|Mojžíš před shromážděným lidem dvakrát udeří do skály a vytryskne voda; lid uhasí žízeň
71E12631|God reprimanding Moses
71E127|amálekovci přicházejí do války proti Izraelcům (Exodus 17:8-16)
71E1271|Moses instructing Joshua
71E1272|Mojžíš jde s Áronem a Churem na vrchol kopce a pozvedá ruce, aby Izraelci zvítězili
71E12721|Mojžíš sedí na skále, ruce drží Áron a Chur; Amálekovci jsou poraženi
71E1273|Mojžíš postaví oltář
71E128|Jitrova návštěva u Mojžíše: se Zipporou a jejími dvěma syny přichází na poušť, kde táboří Mojžíš (Exodus 18)
71E1281|Setkání Jetra a Mojžíše
71E1282|Jetro v Mojžíšově stanu
71E1283|Jetro přináší Bohu oběť a jí chléb s Mojžíšem, Áronem a všemi vůdci Izraele
71E1284|Když Jitro viděl, že Mojžíš je celý den zaneprázdněn řešením sporů mezi lidem, poradil mu, aby jmenoval soudce
71E1285|Moses choosing judges
71E1286|Rozchod Mojžíše a Jetra ~ Jetrova návštěva u Mojžíše na poušti
71E13|Exodus (část III): závěr sinajského zákona a jeho obnova
71E131|recurrent themes ~ Mount Sinai
71E1311|Moses (alone) ascending Mount Sinai
71E1312|Mojžíš komunikuje s Bohem na hoře Sinaj (hora může být zahalena hustým oblakem)
71E1313|Mojžíš sestupuje z hory Sinaj
71E1314|Mojžíš promlouvá ke starším
71E1315|Mojžíš promlouvá k Izraelitům
71E132|příchod Izraelitů na horu Sinaj (Exodus 19, 20:18-21)
71E1321|izraelci přicházejí k hoře Sinaj a utáboří se na úpatí hory
71E13211|lidé slibují poslušnost vůči Bohu
71E1322|lidé se připravují na nadcházející zákony: perou si šaty a obcházejí horu
71E1323|Hora Sinaj je zahalena hustým mrakem, hřmí a blýská se
71E13231|Mojžíš vede lid k úpatí hory a Bůh ho vyzývá
71E133|Boží smlouva s Mojžíšem je potvrzena obětí (Exodus 24:1-8)
71E1331|Mojžíš sepsal zákon
71E1332|Mojžíš postaví oltář a vztyčí dvanáct kamenů
71E1333|mladíci přinášejí oběti; Mojžíš bere polovinu krve zvířat a kropí jí oltář
71E1334|Mojžíš čte lidu knihu smlouvy
71E1335|Mojžíš vezme misky s druhou polovinou obětní krve a pokropí jí lid
71E134|Mojžíš na hoře Sinaj s deskami zákona (2. Mojžíšova 24,9-18; 31,18)
71E1341|Mojžíš vystupuje na horu s Áronem, Nádabem, Abíhuem a sedmdesáti vůdci
71E13411|Mojžíš a jeho společníci vidí Boha na hoře Sinaj
71E1342|Mojžíš řekne starším, aby zůstali, a vystoupí s Jozuem na horu Sinaj
71E1343|Mojžíš dostává od Boha desky zákona
71E13431|Bůh napsal přikázání na dvě kamenné desky
71E13432|Mojžíš píše přikázání na dvě kamenné desky
71E135|uctívání zlatého telete ~ Áron (Exodus 32:1-19)
71E1351|lid požádal Árona, aby vyrobil nějaké modly
71E13511|lid přináší Áronovi zlaté náušnice
71E1352|Áron vyrobí zlaté tele a nechá ho postavit na podstavec nebo oltář
71E1353|uctívání zlatého telete (které může stát na sloupu a někdy je zobrazováno jako drak)
71E13531|Áron postaví oltář a obětuje zlatému teleti
71E13532|lid tančí kolem zlatého telete ~ Exodus
71E13533|lid hoduje ~ uctívání zlatého telete
71E13534|Chur umírá udušen, když na něj Izraelci plivou, protože se odmítá klanět zlatému teleti
71E1354|Mojžíš (a Jozue) sestoupí s kamennými deskami
71E13541|při pohledu na modloslužebníky Mojžíš rozbíjí desky zákona
71E136|trest ~ uctívání zlatého telete (2. Mojžíšova 32,20-35.33)
71E1361|Mojžíš tele roztaví, zlato rozemele na jemný prášek, smíchá ho s vodou a dá lidu vypít
71E1362|Mojžíš volá Árona k odpovědnosti
71E1363|Mojžíš stojí u brány tábora a přiměje levity, aby zabili všechny modloslužebníky
71E1364|Bůh sešle na lidi pohromu
71E1365|Bůh ustoupí a pošle anděla, který lid dovede do Kanaánu
71E1366|lid truchlí a sundává si šperky ~ trest pro modloslužebníky
71E1367|když Mojžíš zůstane ve stanu, sestoupí oblakový sloup a zůstane u vchodu; lid se shromáždí u vchodu do stanu a klaní se v úctě
71E1368|Mojžíš stojí na útesu a zezadu vidí Boha
71E137|nové desky zákona (Exodus 34)
71E1371|Moses cuts two stone tablets
71E1372|Mojžíš nese dvě kamenné desky na horu Sinaj
71E1373|Bůh obnovuje smlouvu s Mojžíšem a píše zákon na desky
71E1374|Mojžíš sestupuje s novými deskami a je očekáván Áronem a shromážděným lidem, který si všimne, že "jeho tvář září" (Mojžíšova tvář je zobrazována s paprsky světla nebo s rohy)
71E13741|Mojžíš si zakrývá tvář závojem
71E138|příprava a postavení stánku a jeho příslušenství ~ Exodus (Exodus 35-40)
71E1381|lid přináší obětní dary pro příbytek: nejrůznější drobné předměty, šperky, plátno atd.
71E1382|Mojžíš jmenuje Bezaleela, Aholiaba a další řemeslníky
71E1383|výroba stánku a jeho příslušenství ~ Exodus
71E1384|dokončení stánku a jeho příslušenství; Mojžíš vše prohlédne a požehná řemeslníkům
71E1385|stánek je postaven a Mojžíš do něj vkládá truhlu se stoly
71E13851|zasvěcení stánku (2. Mojžíšova 40,16-33; 3. Mojžíšova 8,10-11)
71E13852|oblak přikryje stánek, který je pak naplněn slávou (když oblak stoupá od stánku, Izraelci se rozcházejí z tábora) (Exodus 40:34-38; Numeri 9:15-23)
71E138521|v noci zůstává na stánku oheň
71E2|kniha Leviticus
71E21|Áron a jeho čtyři synové jsou vysvěceni Mojžíšem (Leviticus 8)
71E22|Aaron offers sacrifices (Leviticus 9)
71E221|když Mojžíš a Áron žehnají lidu, zjevuje se shromáždění Boží sláva
71E222|Bůh sešle oheň, který stráví oběti na oltáři
71E23|hřích Nádaba a Abiua (3. Mojžíšova 10:1-7)
71E231|dva Áronovi synové, Nádab a Abihu, obětovali kadidlo v kadidelnicích Bohu, který je za to potrestal sesláním ohně, který je zabil
71E232|Mojžíš vysvětluje událost Áronovi
71E233|těla Nádaba a Abíhua jsou vynesena z tábora
71E234|Mojžíš radí Áronovi a jeho zbývajícím synům, Eleazarovi a Itamarovi, aby netruchlili s lidem
71E24|trest pro rouhače (3. Mojžíšova 24:10-23)
71E241|za to, že během hádky proklel Boha, je syn Šelomit předveden před Mojžíše
71E242|syn Šelomitův je ukamenován Izraelci
71E25|Bůh slibuje blahobyt těm, kdo dodržují jeho přikázání, a zkázu těm, kdo je porušují (3. Mojžíšova 26)
71E3|Numeri: putování pouští, Izraelci opouštějí horu Sinaj a dostávají se do Kanaánu
71E31|Numeri (část I): od hory Sinaj do Kádeše
71E311|přípravy na odchod z hory Sinaj (Numeri 1-9,14)
71E3111|první sčítání lidu ~ kniha Numeri
71E31111|Mojžíš při komunikaci s Bohem ve Stánku dostal příkaz sečíst lid
71E31112|Mojžíš, Áron a vůdci dvanácti kmenů provedou sčítání lidu
71E31113|kmeny jsou seřazeny ve správném pořadí ~ kniha Numeri
71E3112|levité jsou určeni ke službě kněžím
71E31121|sčítání levitů
71E31122|povinnosti levitských klanů
71E31122(...)|povinnosti levitských klanů (s názvem klanu)
71E31123|levité zaujmou místo prvorozených synů
71E31124|očišťování a zasvěcení levitů
71E3113|nečistí jsou vyhnáni z tábora ~ kniha Numeri
71E3114|obětní dary vůdců kmenů při posvěcení stánku
71E3115|Áron zapaluje lampy stánku
71E3116|oslava druhého Pesachu
71E312|odchod z hory Sinaj (Numeri 10)
71E3121|signály pro přerušení tábora ~ kniha Numeri
71E31211|jsou vyrobeny dvě stříbrné polnice, které slouží ke svolávání lidu ~ kniha Numeri
71E3122|izraelci se utáboří a vydají se na cestu ~ kniha Numeri
71E3123|Mojžíš prosí Jetrova syna Hobaba, aby šel s nimi
71E313|lid je nespokojený (Numeri 11)
71E3131|v Tabeře je lid potrestán ohněm, který stráví jeden konec tábora
71E31311|oheň ustane, když se Mojžíš modlí
71E3132|Mojžíš si vybere sedmdesát starších, aby mu pomáhali, a rozmístí je kolem stánku; sestoupí na ně Boží duch
71E31321|Eldad a Medad prorokují
71E3133|padá množství křepelek a přikrývá tábor
71E31331|když lidé jedí křepelky, vypukne mor
71E3134|izraelci se stěhují do Hazerotu
71E314|vzpoura Miriam a Árona (Numeri 12)
71E3141|Áron a Miriam si stěžují na Mojžíše
71E3142|Bůh sestupuje v oblačném sloupu ke vchodu do stanu a kárá Árona a Miriam
71E3143|Miriam je potrestána malomocenstvím; Mojžíš se modlí k Bohu, který slibuje, že Miriam po sedmi dnech uzdraví
71E31431|Miriam je na sedm dní vyloučena z tábora
71E31432|uzdravená Miriam se vrací do tábora
71E3144|izraelci opouštějí Hazerot a vydávají se do pouště Faran
71E315|průzkum Kanaánu (Numeri 13-14)
71E3151|Mojžíš vyšle dvanáct zvědů, aby prozkoumali zemi Kanaán
71E3152|zvědové si odnesou část kanaánských plodů a vracejí se, obvykle s velkým hroznem na tyči
71E31521|hrozny Kanaánu
71E3153|zvědové, kromě Káleba a Jozua, přinesli překvapivé zprávy, které lid rozrušily ~ průzkum Kanaánu
71E31531|Káleb vyzývá lid, aby dobyl Kanaán
71E3154|lidé si stěžují ~ průzkum Kanaánu
71E31541|Mojžíš a Áron se před shromážděním pokloní až k zemi, zatímco Jozue a Kálef si roztrhnou šaty
71E315411|lid hrozí, že Mojžíše, Árona, Jozua a Káleba ukamenuje, ale náhle se nad stánkem objeví Boží sláva (čtyři muži mohou být viděni chráněni oblakem)
71E3155|všichni zvědové kromě Jozua a Káleba onemocní a zemřou ~ průzkum Kanaánu
71E3156|když Mojžíš oznámí lidu Boží trest, hořce truchlí ~ průzkum Kanaánu
71E3157|první pokus o invazi do Kanaánu selhal: Izraelci byli poraženi Amálekovci
71E316|trest pro toho, kdo porušil sobotu (Numeri 15:32-36)
71E3161|člověk, který byl přistižen, jak v sobotu sbírá dříví, byl předveden před Mojžíše a Árona
71E3162|porušitel soboty je ukamenován ~ kniha Numeri
71E317|vzpoura Chóreho, Dátana a Abirama a jejich potrestání (Numeri 16)
71E3171|Chóre a dvě stě padesát jeho přívrženců se shromáždí před Mojžíšem a Áronem; Mojžíš vyzve vzbouřence, aby obětovali Hospodinu kadidlo
71E3172|Moses reproving Korah
71E3173|Mojžíš se vysmívá Dátanovi a Abiramovi, kteří před něj odmítají předstoupit
71E3174|Chóre a jeho stoupenci s kadidelnicemi v rukou stojí proti Mojžíšovi a Áronovi před vchodem do stánku (nebo vedle oltáře); vzbouřenci jsou zničeni Hospodinovým ohněm
71E31741|Mojžíš jde k příbytkům Dátana a Abirama a varuje lid, aby se vzdálil od svých stanů
71E31742|země se otevře a pohltí vzbouřence Dátana a Abirama i s jejich rodinami a majetkem
71E3175|kněz Eleazar shromažďuje kadidelnice z ostatků upálených mužů
71E31751|kadidelnice se otloukají do tenkých desek, aby se z nich udělala pokrývka na oltář
71E3176|lid si stěžuje na smrt vzbouřenců (Chóreho, Dátana a Abirama)
71E31761|oblak zakryje stánek; když se před ním Mojžíš a Áron skloní, vypukne pohroma
71E31762|Áron se svou kadidelnicí vběhne doprostřed shromážděného lidu, zastaví pohromu a postaví se mezi živé a mrtvé
71E318|kvetoucí prut (Čísla 17)
71E3181|Mojžíš dostává dvanáct prutů, jeden pro každý kmen, a pokládá je do stánku
71E3182|Áronův prut vyklíčil, vykvetl a vydal zralé mandle
71E31821|Mojžíš ukazuje komunitě kvetoucí Áronovu hůl
71E32|Numeri (část II): cesta z Kádeše do Moábu
71E321|události v Kádeši (Numeri 20:1, 20:14-21)
71E3211|smrt a pohřeb Miriam
71E3212|edómský král odmítá nechat Izrael projít
71E32121|Mojžíš posílá posly k edómskému králi
71E32122|edómci vyrazí s vojskem; Izraelci jsou nuceni jít jinou cestou
71E322|áronova smrt (Numeri 20:22-29)
71E3221|Mojžíš s Áronem a Eleazarem vystupují na horu Hor
71E3222|Mojžíš svléká Áronovo kněžské roucho a obléká je Eleazarovi
71E3223|Aaron's burial
71E3224|lid truchlí pro Árona
71E323|vítězství nad Kanaánci vedenými králem Aradem (Numeri 21:1-3)
71E324|měděný had (Numeri 21:4-9)
71E3241|když si lid opět stěžuje na jídlo, Bůh na něj pošle jedovaté hady; mnozí umírají na hadí uštknutí ~ kniha Numeri
71E32411|Mojžíš na žádost Izraelitů prosí Boha, aby hady odstranil
71E3242|je vyroben měděný had, který je upevněn na sloupu
71E3243|každý, koho uštkne had, se vyléčí pohledem na měděného hada; had (nebo drak) bývá zobrazován na kříži ve tvaru tau nebo na sloupu
71E325|izraelci na cestě do údolí Moábců (Numeri 21:10-20)
71E3251|v Beer je vykopána studna
71E326|vítězství Izraelců nad králem Sichonem a králem Ogem (Numeri 21:21-35; Jozue 12:1-6)
71E3261|izraelci posílají posly k amorejskému králi Síchonovi
71E3262|bitva Izraelitů proti Emorejcům během jejich cesty pouští
71E3263|izraelci se po vítězství nad králem Sichonem usadí v amorejských městech
71E3264|Mojžíš posílá zvědy do města Jaazer
71E3265|bitva Izraelců proti králi Ogovi
71E33|Čísla (část III): události v Moábu
71E331|příběh o Balámovi (Numeri 22-24)
71E3311|moábský král Balák, znepokojený příchodem Izraelitů, posílá posly k Balámovi, aby na ně uvalil kletbu
71E3312|Balám přijímá posly moábského krále Baláka
71E33121|Bůh se Balámovi zjevuje ve snu
71E33122|Balám posílá posly krále Baláka pryč
71E33123|poslové podávají králi Balákovi zprávu o své návštěvě u proroka Baláma
71E3313|k Balámovi jsou vysláni noví poslové
71E33131|Bůh se podruhé zjevuje proroku Balámovi
71E33132|Balám osedlá osla a odjíždí s moábskými posly
71E3314|anděl s mečem zatarasí cestu a přiměje Balámova osla, aby se otočil; anděl je pro Baláma neviditelný
71E33141|Balám udeří osla, ten si lehne a začne mluvit
71E33142|Balámovi se otevřou oči, vrhne se andělovi k nohám
71E33143|Balám po setkání s andělem pokračuje v cestě
71E3315|Balám a král Balák se setkávají a společně přinášejí oběť
71E33151|Balám je odveden na Baalovy výšiny a vidí izraelský tábor
71E331511|Balám nařizuje připravit sedm oltářů, sedm býků a sedm beranů k obětování před králem Balákem
71E331512|Balám obětuje sedm býků a sedm beranů před králem Balákem
71E331513|Balám komunikuje s Bohem po obětování sedmi býků a sedmi beranů
71E331514|Balám prorokuje a žehná Izraelcům v přítomnosti krále Baláka a jeho velitelů
71E33152|Král Balák přivádí Baláma na horu Pisga, aby přinesl druhou oběť z býků a beranů
71E33153|Král Balák přivádí Baláma na horu Peor, aby zde přinesl třetí oběť z býků a beranů, a vidí, že Izraelité zůstávají ve svých stanech
71E3316|Prorok Balám je pokárán králem Balákem
71E3317|Balámova poslední proroctví ~ Izraelité: "Jákobova hvězda
71E3318|Balám se loučí s Balákem
71E332|pobyt Izraelitů v Šítu během jejich cesty pouští (Numeri 25)
71E3321|izraelci a moábské ženy
71E33211|izraelci obcují s moábskými ženami
71E33212|moábské ženy svedly Izraelce k uctívání Baal-Peora
71E33213|izraelci, kteří měli styk s moábskými ženami, jsou potrestáni
71E3322|Zatímco lid naříká u vchodu do stanu kvůli epidemii, Zimri si bere do stanu midjánskou ženu Cozbi
71E33221|Fínes, Eleazarův syn, jde za Zimrim a Kozbim a probodne je oba kopím
71E333|druhé sčítání Izraelců (Numeri 26)
71E334|Mojžíš se obrátil s prosbou na pět dcer Celofchadových (Numeri 27:1-11)
71E335|Jozue je vybrán jako nástupce Mojžíše, který před veleknězem Eleazarem a shromážděnou obcí vkládá ruce na Jozuovu hlavu (Numeri 27:18-23)
