0|Abstract, Non-representational Art
11H(FRANCIS OF SALES)37|ženevský biskup a doktor církve František Saleský; možné atributy: srdce propletené trním - mužský světec meditující, v extázi
11H(FRANCIS OF SALES)4|nezázračné aktivity a události ~ Svatý František Saleský
11H(FRANCIS OF SALES)41|Svatý František Saleský (jako biskup bez mitry) předává svaté Janě Františce ze Chantal řeholi svého řádu (Navštívení Panny Marie)
11H(FRANCIS OF SALES)5|ženevský biskup a doktor církve František Saleský; možné atributy: srdce propletené trním - zázračné činnosti a události ~ mužský světec
11H(FRANCIS OF SALES)59|ženevský biskup a doktor církve František Saleský; možné atributy: srdce propletené trním - stigmatizace mužského světce
11H(FRANCIS OF SALES)6|ženevský biskup a doktor církve František Saleský; možné atributy: srdce propletené trním - mučednictví, utrpení, neštěstí, smrt mužského světce
11H(FRANCIS OF SALES)68|ženevský biskup a doktor církve František Saleský; možné atributy: srdce propletené trním - smrt, smrtelné lože mužského světce
11H(FRANCIS OF SALES)69|ženevský biskup a doktor církve František Saleský; možné atributy: srdce propletené trním - špatné zacházení s mrtvolou mužského světce
11H(FRANCIS OF SALES)7|ženevský biskup a doktor církve František Saleský; možné atributy: srdce propletené trním - apoteóza, sláva, triumf mužského světce
11H(FRANCIS OF SALES)8|ženevský biskup a doktor církve František Saleský; možné atributy: srdce propletené trním - posmrtné události ~ mužský světec
11H(FRANCIS OF SALES)81|ženevský biskup a doktor církve František Saleský; možné atributy: srdce ovinuté trním - nález, převoz relikvií mužského světce
11H(FRANCIS OF SALES)82|ženevský biskup a doktor církve František Saleský; možné přívlastky: srdce propletené trním - zázraky se dějí při manipulaci s relikviemi mužského světce
11H(FRANCIS OF SALES)83|ženevský biskup a doktor církve František Saleský; možné atributy: srdce propletené trním - posmrtné skutky, zjevení mužských světců
11H(FRANCIS OF SALES)84|ženevský biskup a doktor církve František Saleský; možné přívlastky: srdce propletené trním - blahořečení, kanonizace mužského světce
11H(FRANCIS OF SALES)9|ženevský biskup a doktor církve František Saleský; možné atributy: srdce propletené trním - portrét mužského světce
11H(FRANCIS XAVIER)|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň
11H(FRANCIS XAVIER)0|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - mužský světec zobrazený ve skupině
11H(FRANCIS XAVIER)1|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - specifické aspekty ~ mužský světec
11H(FRANCIS XAVIER)11|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - mužský světec jako patron, ochránce, přímluvce
11H(FRANCIS XAVIER)119|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - mužský světec chránící věřící pláštěm, "Schutzmantel"
11H(FRANCIS XAVIER)12|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - mužský světec píšící, studující, učící, diktující (např. jako doktor církve)
11H(FRANCIS XAVIER)13|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - mužský světec jako zakladatel řádu
11H(FRANCIS XAVIER)131|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - mužský světec ~ potvrzení řádu, schválení řehole(í)
11H(FRANCIS XAVIER)2|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - raný život mužského světce
11H(FRANCIS XAVIER)3|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - osobní oddanost mužského světce
11H(FRANCIS XAVIER)31|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - povolání, obrácení mužského světce
11H(FRANCIS XAVIER)32|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - křest, zasvěcení, složení slibu mužského světce
11H(FRANCIS XAVIER)33|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - zřeknutí se světských statků, asketický život mužského světce
11H(FRANCIS XAVIER)34|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - vize, mystický sňatek mužského světce
11H(FRANCIS XAVIER)35|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - pokušení mužského světce
11H(FRANCIS XAVIER)36|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - kajícnost mužského světce
11H(FRANCIS XAVIER)37|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - mužský světec meditující, v extázi
11H(FRANCIS XAVIER)4|nezázračné aktivity a události ~ Svatý František Xaverský
11H(FRANCIS XAVIER)41|Svatý František Xaverský při práci misionáře ve Východní Indii
11H(FRANCIS XAVIER)411|Svatý František Xaverský jako misionář ve Východní Indii, kde křtil indiány
11H(FRANCIS XAVIER)412|Svatý František Xaverský jako misionář ve Východní Indii, kde kázal např. před indickým vládcem
11H(FRANCIS XAVIER)5|zázračné aktivity a události ~ Svatý František Xaverský
11H(FRANCIS XAVIER)51|Svatý František Xaverský jako misionář ve Východní Indii, který koná zázraky
11H(FRANCIS XAVIER)511|Svatý František Xaverský jako misionář ve Východní Indii křísí mrtvé
11H(FRANCIS XAVIER)512|Svatý František Xaverský jako misionář ve Východní Indii, který koná zázraky a uzdravuje nemocné
11H(FRANCIS XAVIER)52|humr přinese svatému Františku Xaverskému krucifix, který spadl do moře
11H(FRANCIS XAVIER)59|zázračné činnosti a události ~ svatý František Xaverský - stigmatizace mužského světce
11H(FRANCIS XAVIER)6|mučednictví, utrpení, neštěstí, smrt svatého Františka Xaverského
11H(FRANCIS XAVIER)68|smrt svatého Františka Xaverského na ostrově Sancian, osamělého v chýši, s krucifixem v ruce
11H(FRANCIS XAVIER)681|objevení mrtvého svatého Františka Xaverského domorodci z Indie
11H(FRANCIS XAVIER)69|mučednictví, utrpení, neštěstí, smrt svatého Františka Xaverského - špatné zacházení s mrtvolou mužského světce
11H(FRANCIS XAVIER)7|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - apoteóza, sláva, triumf mužského světce
11H(FRANCIS XAVIER)8|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - posmrtné výskyty ~ mužský světec
11H(FRANCIS XAVIER)81|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - nález, převoz relikvií mužského světce
11H(FRANCIS XAVIER)82|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - zázraky se dějí při manipulaci s relikviemi mužského světce
11H(FRANCIS XAVIER)83|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - posmrtné skutky, zjevení mužských světců
11H(FRANCIS XAVIER)84|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - blahořečení, kanonizace mužského světce
11H(FRANCIS XAVIER)9|jezuitský misionář František Xaverský; možné atributy: kříž, krucifix, hořící srdce, indián, lilie, pochodeň - portrét mužského světce
11H(FRANCIS)|zakladatel řádu menších bratří (františkánů), František z Assisi; možné atributy: kniha, krucifix, lilie, lebka, stigmata
11H(FRANCIS)0|zakladatel řádu menších bratří (františkánů), František(ka) z Assisi; možné atributy: kniha, krucifix, lilie, lebka, stigmata - mužský světec zobrazený ve skupině
11H(FRANCIS)1|specifické aspekty ~ svatý František z Assisi
11H(FRANCIS)11|Svatý František z Assisi jako ochránce proti moru: František ochraňuje zemi (v podobě zeměkoule), Panna Maria se přimlouvá za nemocné: Kristus (nebo morový anděl) se ohání šípy z nebe, František chrání zemi (v podobě zeměkoule)
11H(FRANCIS)119|Svatý František z Assisi jako ochránce proti moru: František chrání zemi (v podobě zeměkoule), Panna Maria se přimlouvá - mužský světec chránící věřící pláštěm, "Schutzmantel"
11H(FRANCIS)12|specifické aspekty ~ svatý František z Assisi - mužský světec píšící, studující, učící, diktující (např. jako doktor církve)
11H(FRANCIS)13|Svatý František z Assisi zakládá terciářský řád (františkáni, menší bratři) a uděluje pravidla několika dalším světcům
11H(FRANCIS)131|potvrzení františkánského řádu papežem Inocencem III
11H(FRANCIS)2|raný život svatého Františka z Assisi
11H(FRANCIS)21|Svatý František z Assisi dává svůj plášť chudému vojákovi
11H(FRANCIS)22|Svatý František z Assisi sní o paláci, který se vznáší ve vzduchu a je ozdoben vojenskými prapory
11H(FRANCIS)3|osobní zbožnost svatého Františka z Assisi
11H(FRANCIS)31|osobní zbožnost svatého Františka z Assisi - povolání, obrácení mužského světce
11H(FRANCIS)32|osobní úcta svatého Františka z Assisi - křest, zasvěcení, složení slibů mužského světce
11H(FRANCIS)33|Svatý František z Assisi odmítá své pozemské dědictví; stojí před biskupem a odevzdává otci své krásné šaty; biskup přikrývá Františka svým pláštěm
11H(FRANCIS)34|vize svatého Františka z Assisi
11H(FRANCIS)341|po zázraku růží se sv. Františkovi z Assisi v kapli Porciunkule zjeví Kristus a Maria
11H(FRANCIS)342|svatému Františkovi z Assisi se zjevuje anděl hrající na housle; František snad na nemocničním lůžku, na smrtelné posteli nebo při rozjímání pod širým nebem
11H(FRANCIS)343|Svatý František z Assisi objímá Krista na kříži
11H(FRANCIS)344|panna Maria předává malého Krista svatému Františkovi z Assisi
11H(FRANCIS)35|františek z Assisi se vrhá do trnového keře, aby překonal tělesná pokušení (nahými ženami); tam, kde kapky krve dopadají na zem, někdy vyrůstají růže
11H(FRANCIS)36|osobní zbožnost svatého Františka z Assisi - kajícnost mužského světce
11H(FRANCIS)37|Svatý František z Assisi v extázi
11H(FRANCIS)4|nezázračné aktivity a události ~ Svatý František z Assisi
11H(FRANCIS)41|Kázání svatého Františka z Assisi
11H(FRANCIS)411|Svatý František z Assisi káže před egyptským sultánem; aby sultána obrátil, projde ohněm
11H(FRANCIS)42|Svatý František z Assisi rekonstruuje Narození Páně v jeskyni v Grecciu s jesličkami, volem a oslíkem
11H(FRANCIS)5|zázračné činnosti a události ~ svatý František z Assisi
11H(FRANCIS)51|papež Inocenc III. sní o Lateránském kostele, který se má zřítit k zemi, ale zachránil ho svatý František z Assisi, který ho podepřel
11H(FRANCIS)52|mystické manželství s "paní chudobou": František z Assisi navléká prsten na prst Chudoby (možná obřad provádí Kristus); Chudobu doprovází cudnost a poslušnost
11H(FRANCIS)53|Svatý František z Assisi káže ptákům
11H(FRANCIS)54|zkrocení vlka z Gubbia; svatý František z Assisi a občané podepisují s vlkem smlouvu
11H(FRANCIS)59|stigmatizace svatého Františka z Assisi: v ústraní na hoře Alverna spatřuje vidění Krista na kříži zahaleného křídly (jako serafín se šesti křídly); paprsky procházející na tělo klečícího světce tvoří znaky pěti Kristových ran
11H(FRANCIS)591|vyčerpaný svatý František z Assisi, kterého po stigmatizaci podpírají andělé
11H(FRANCIS)6|mučednictví, utrpení, neštěstí, smrt svatého Františka z Assisi
11H(FRANCIS)68|smrtelné lože svatého Františka z Assisi
11H(FRANCIS)681|smrtelné lože svatého Františka z Assisi: je obklopen bratry, kteří uctívají stigmata
11H(FRANCIS)682|františka z Assisi na smrtelné posteli: lékař Jeroným se při pohledu na jeho rány obrací
11H(FRANCIS)683|františka z Assisi: Klára z Assisi a její sestry se objímají s tělem a loučí se s ním
11H(FRANCIS)69|mučednictví, utrpení, neštěstí, smrt svatého Františka z Assisi - špatné zacházení s mrtvolou mužského světce
11H(FRANCIS)7|zakladatel řádu menších bratří (františkánů), František z Assisi; možné atributy: kniha, krucifix, lilie, lebka, stigmata - apoteóza, sláva, triumf mužského světce
11H(FRANCIS)8|posmrtné události ~ svatý František z Assisi
11H(FRANCIS)81|nález ostatků svatého Františka z Assisi papežem Mikulášem V.: světec stojí ve svém hrobě, vzpřímený, v hábitu, se stigmaty
11H(FRANCIS)82|posmrtné události ~ svatý František z Assisi - zázraky při manipulaci s relikviemi mužského světce
11H(FRANCIS)83|zjevení svatého Františka z Assisi
11H(FRANCIS)831|Svatý František z Assisi na ohnivém voze
11H(FRANCIS)84|posmrtné události ~ svatý František z Assisi - blahořečení, kanonizace mužského světce
11H(FRANCIS)9|zakladatel řádu menších bratří (františkánů), František(ka) z Assisi; možné atributy: kniha, krucifix, lilie, lebka, stigmata - portrét mužského světce
11H(FRIDOLIN)|opat a zakladatel opatství Säckingen, Fridolin; možné atributy: poutnická hůl, kostra
11H(FRIDOLIN)0|opat a zakladatel opatství Säckingen, Fridolin; možné atributy: poutnická hůl, kostra - mužský světec zobrazený ve skupině
11H(FRIDOLIN)1|opat a zakladatel opatství Säckingen, Fridolin; možné atributy: poutnická hůl, kostra - specifické aspekty ~ mužský světec
11H(FRIDOLIN)11|opat a zakladatel opatství Säckingen, Fridolin; možné atributy: poutnická hůl, kostra - mužský světec jako patron, ochránce, přímluvce
11H(FRIDOLIN)119|opat a zakladatel opatství Säckingen Fridolin; možné atributy: poutnická hůl, kostra - mužský světec chránící věřící pláštěm, "Schutzmantel"
11H(FRIDOLIN)12|opat a zakladatel opatství Säckingen Fridolin; možné atributy: poutnická hůl, kostra - mužský světec píšící, studující, učící, diktující (např. jako doktor církve)
11H(FRIDOLIN)13|opat a zakladatel opatství Säckingen, Fridolin; možné atributy: poutnická hůl, kostra - mužský světec jako zakladatel řádu
