4|Society, Civilization, Culture
43C721|(hraní) kuliček
43C7211|(hra na) kuličky (s otvorem pro pohár)
43C722|(hraní si s) top
43C7221|otáčení vrcholu
43C7222|šlehání vršku
43C723|(bowling a) obruč
43C7231|spinning horizontal hoop
43C724|(pouštění) draka
43C7241|(létající) plynový balón
43C725|(chůze na) chůdách
43C726|(hra na) kloubní kosti, "astragali
43C727|roller-skating, roller-skates
43C73|dítě a příroda (hry a představení)
43C731|child imitating animals
43C732|child robbing bird's nests
43C7321|hunting bird's eggs (children)
43C733|child teasing animals
43C734|dítě si hraje se zvířaty
43C735|dítě s rostlinou (hry a hrátky)
43C736|child ~ natural phenomenon
43C7361|dítě a déšť
43C737|hraní si se sněhem a ledem
43C7371|klouzání (hra se sněhem a ledem)
43C7372|(výroba) sněhuláka
43C73721|válení sněhové koule
43C7373|throwing snowballs
43C7374|se židlí na ledu
43C7379|prochází ledem ~ hrající si děti
43C74|dítě v prostředí a čase
43C741|kalendář - data ~ dětské hry a představení
43C741(...)|kalendář - data ~ dětské hry a představení (s DATEM)
43C742|dítě a škola (~ hry a představení)
43C7421|school festivity
43C7422|school outing
43C7423|hry ve škole
43C7424|zlobivé dítě (ve škole)
43C7425|truancy
43C743|dítě a umění
43C7431|"hudba" dětí
43C74311|hrncový orchestr, drsná hudba
43C74312|pískání na podomácku vyrobenou píšťalku
43C74313|močový měchýř s hráškem ~ dětské hry
43C7432|children playing musical instruments
43C74321|children playing (ancient) musical instruments
43C74322|(children playing) pleasure-fair instruments
43C7433|children singing
43C75|mischief-making play
43C751|calling names, hooting ~ children's mischief
43C752|škádlení (dětské hry a hříčky)
43C7521|odebírání věcí malým dětem
43C753|ringing doorbells (mischief-making)
43C754|dění kolem "Teddy-boy
43C755|vandalism (mischief-making play)
43C76|před a po hraní
43C761|counting out (before playing)
43C762|jiné způsoby rozhodování o tom, kdo bude "to"
43C767|going home after playing
43C768|chasing up ~ playing
43C769|chased off during game, play broken up
43C77|other children's games
43C771|čtení obrázkové knihy
43C772|children's books
43C7721|children's images
43C78|(hraní si) s hračkami
43C781|(hraní si) se stavebním materiálem
43C7811|(hraní si) s věcmi na hromadu
43C7812|(hraní si) s kostkami
43C7813|(hraní s) meccano
43C7814|(hra s) vystřihovacími konstrukcemi
43C7815|building model houses
43C7816|stavba modelů (strojů nebo vozidel)
43C782|(hraní si s) pohyblivými hračkami
43C7821|(hra s) tančícími panenkami
43C7822|(hraní si s) otáčecími hračkami
43C7823|(hraní si s) mlýnky na hračky
43C7824|other movable toys
43C783|(hraní si s) mechanickými hračkami
43C7831|(hra s) parním strojem
43C7832|(hraní si s) motorem
43C7833|hračky poháněné motorem nebo parním strojem (ne vozidla)
43C784|(hraní si s) hračkami ~ doprava
43C7841|(hra s) kolovými vozidly
43C78411|(hraní si s) trakařem, vozem
43C78412|(hraní si s) automobilem ~ hračky
43C78413|(hraní s) autíčky na kolejích (horská dráha) ~ hračky
43C78414|(hra s) vlakem
43C7842|(hraní s) hračkami ~ voda
43C78421|(hraní si s) loděmi
43C78422|(hraní si s) jachtou
43C78423|(hra s) motorovým člunem
43C7843|(hraní s) hračkami ~ vzduch
43C78431|(hra s) letadly
43C78432|(hra s) letadly s motorem
43C78433|(hraní si) s raketami
43C785|(hraní s) hračkami ~ foukání
43C7851|foukání bublin (dětské hry a představení)
43C7852|toys activated by blowing
43C786|(hraní si s) hračkami pro úklid
43C7861|toy dishes
43C78611|toy tea-set
43C7862|toy kitchen
43C78621|trouba nebo sporák na hračky
43C7863|toy house, doll's house
43C787|(hraní si) s panenkami, zvířátky na hraní
43C7871|(hraní si) s panenkami
43C78711|doll's clothes
43C78719|panenky pro dospělé
43C7872|(hraní si) s hračkami
43C78721|hobby-horse
43C78722|rocking-horse
43C78729|hračky pro dospělé; maskoti atd.
43C788|lepení, tkaní apod. (dětské hry a hříčky)
43C7881|lepení knih (dětské hry a hry)
43C7882|tkaní (dětské hry a představení)
43C7883|práce s jehlou (dětské hry a představení)
43C789|varia (hra s hračkami)
43C7891|miniaturní imitace (dětské hry a představení)
43C8|pozemky, hřiště a zařízení pro sport, hry a tělesná vystoupení
43C81|changing room, locker room ~ sports
43C9|dancing
43C91|one person dancing alone
43C911|man dancing alone
43C912|woman dancing alone
43C92|jeden pár tančí; muž a žena tančí jako pár
43C921|dvě ženy tančící v páru
43C922|dva muži tančící jako pár
43C923|pozvánka na ples
43C93|more than one couple dancing
43C93(...)|více než jeden tančící pár (s POČTEM párů)
43C94|group dancing
43C941|group dancing among upper classes
43C942|lidové tance (muži a ženy společně)
43C9421|skupina mužů (lidový tanec)
43C9422|skupina žen (lidový tanec)
43C943|skupinový tanec kolem někoho nebo něčeho (lidový tanec)
43C95|jigging a jogging, řetězový tanec na ulici
43C96|vlastní názvy tanců
43C96(...)|vlastní názvy tanců (s NAME)
43C96(BEDHAYA)|vlastní názvy tanců: bedhaya
43C96(CAN CAN)|vlastní názvy tanců: cancan
43C96(COTILLION)|vlastní názvy tanců: kotilión
43C96(COUNTRY DANCE)|vlastní názvy tanců: contredanse
43C96(FANDANGO)|vlastní názvy tanců: fandago
43C96(FLAMENCO)|vlastní názvy tanců: flamenco
43C96(FURLANA)|vlastní názvy tanců: furlana
43C96(GALOP)|vlastní názvy tanců: galop
43C96(HORA)|vlastní názvy tanců: hora
43C96(MAZURKA)|vlastní názvy tanců: mazurka
43C96(MINUET)|vlastní názvy tanců: menuet
43C96(POLKA)|vlastní názvy tanců: polka
43C96(POLONAISE)|vlastní názvy tanců: polonéza
43C96(QUADRILLE)|vlastní názvy tanců: quadrille
43C96(SALTARELLO)|vlastní jména tanců: saltarello
43C96(SARABANDE)|vlastní názvy tanců: sarabanda
43C96(SCHÄFFLERTANZ)|vlastní názvy tanců: tanec bednářů
43C96(SWORD DANCE)|vlastní názvy tanců: mečový tanec
43C96(TARANTELLA)|vlastní názvy tanců: tarantella
43C96(TANGO)|vlastní názvy tanců: tango
43C96(TWIST)|vlastní názvy tanců: twist
43C96(WALTZ)|vlastní názvy tanců: valčík
43CC114|hunter - CC - female hunter, huntress
43CC1141|assembling, 'départ pour la chasse' - CC - female hunter, huntress
43CC1142|hunters hunting (Pozn.: V letech 1988-1990 tento zápis označoval pojem 43C11421 'lovci odpočívající během lovu') - CC - female hunter, huntress (lovkyně, lovec)
43CC11421|lovci odpočívající při lovu - CC - lovkyně, lovec
43CC1143|beaters (~ hunt) - CC - female hunter, huntress
43CC1144|troubení na lovecký roh - CC - lovkyně, myslivkyně
43CC1145|'halali' (~ hunt) - CC - female hunter, huntress
43CC1146|skupinový portrét lovců - CC - lovkyně, lovec, lovec
43CC1149|návrat z lovu - CC - lovkyně, lovec
43CC11491|hunting-seat, hunting lodge, 'rendez-vous de chasse', 'Jagdschloss' - CC - female hunter, huntress
43CC737|hraní si se sněhem a ledem - CC - dospělý(á) ~ sníh a led
43CC7371|klouzání (hra se sněhem a ledem) - CC - dospělí ~ sníh a led
43CC7372|(výroba) sněhuláka - CC - dospělí ~ sníh a led
43CC73721|válení sněhové koule - CC - dospělý(á) ~ sníh a led
43CC7373|házení sněhovými koulemi - CC - dospělý(á) ~ sníh a led
43CC7374|se židlí na ledě - CC - dospělá(é) osoba(y) ~ sníh a led
43CC7379|procházka ledem ~ hrající si děti - CC - dospělý(á) ~ sníh a led
43D|other leisure time activities
43D1|handicrafts, hobbies (leisure time activities)
43D2|collecting (leisure time activity)
44|state; law; political life
44A|státní symboly (obecně)
44A1|erb (jako symbol státu atd.)
44A11|zařízení (jako symbol státu atd.)
44A2|pečeť (jako symbol státu atd.)
44A21|other non-personal regalia, e.g. mayor chain
44A3|vlajka, barvy (jako symbol státu atd.)
44A31|prapor, standarta (jako symbol státu apod.)
44A311|standard-bearer, flag-bearer
44A32|flagpole
44A4|vyznamenání, čestná uznání (jako státní symboly atd.)
44A5|symboly jednotlivých národů, států, okresů atd.
44A51|personifikace zemí, národů, států, okresů atd.
44A51(...)|personifikace zemí, národů, států, okresů atd. (s JMÉNEM)
44B|vláda, stát; "Politica", "Auttorità o Potestà" (Ripa)
44B0|governmental systems
44B01|monarchy; 'Monarchia mondana' (Ripa)
44B011|aristocracy; 'Aristocratia' (Ripa)
44B02|democracy; 'Democratia' (Ripa)
44B03|republic; 'Governo della republica' (Ripa)
44B04|colonial system
44B041|imperialism
44B09|dictatorial government, tyranny; 'Tirannide' (Ripa)
44B091|státní důvod; "Ragione di Stato" (Ripa)
44B1|ruler, sovereign
44B10|ctnosti vládce
44B11|ranks ~ rulers, sovereigns
44B111|řada pravítek
44B1111|dynasty
44B112|emperor
44B1121|mýtus o navrátivším se císaři
44B113|king
44B114|other sovereign
44B114(...)|ostatní panovník (s TITULEM)
44B114(DOGE)|other sovereign: doge
44B115|prezident ~ hlava republiky
44B1151|vice-president
44B116|regent, substitute ruler; viceroy
44B1161|stadtholder
44B117|feudal lord
44B1171|vassal
44B119|tyrant, dictator
44B12|úřední úkony panovníků, např. královské úkony (panovník uděluje audienci, uděluje milost atd.; panovník a jeho poddaní)
44B121|audition; ruler giving audience
44B1211|throne-room
44B1212|throne
44B122|investiture by ruler
44B1221|ruler bestowing nobility
44B1222|předání moci
44B1223|ruler conferring privileges
44B123|granting mercy; free pardon
44B124|pravítko s poradcem (poradci)
44B125|ruler commanding
44B126|enfeoffment
44B127|vládce a jeho poddaní
44B1271|panovník uděluje čestné znamení
44B1272|subjekt dočasně přebírá povinnosti vládce
44B12721|damoklův meč
44B128|panovník v neformálním kontaktu se svými poddanými
44B129|vládce se dotýká člověka, aby ho uzdravil z "královského zla"
44B13|pocta panovníkovi
44B131|aklamace panovníka
44B1311|přísaha věrnosti panovníkovi
44B132|uklonění se pravítku
44B1321|úklony před panovníkem
44B1322|pokleknutí před panovníkem
44B1323|prostration, 'proskynesis'
44B133|panovník vyznamenán vlajkami
44B134|vládce pozdravil střelbou z pistole
44B1341|dělové salvy při královském narození, svatbě apod.
44B135|vzdání pocty panovníkovi
44B14|apoteóza vládce
44B15|rodina panovníka a dvůr
44B150|'Corte' (Ripa)
44B151|rodina panovníka
44B1511|královna, císařovna atd. (manželka panovníka)
44B15111|Prince Consort
44B1512|royal children
44B15121|prince
44B151211|crown prince
44B15122|princess
44B151221|crown princess
44B15123|royal bastards
44B151231|male royal bastard
44B151232|female royal bastard
44B1513|rodiče panovníka
44B15131|otec vládce
44B15132|matka vládce
44B1514|další osoby královské krve
44B1515|oblíbenec panovníka
44B152|royal household; courtiers, retinue, train
44B1521|hlavní ceremoniář
44B1522|hodnostář u dvora
44B1523|page ~ court
44B1524|court jester, court fool
44B15241|atributy dvorního šaška
44B152411|fool's cap
44B152412|bauble
44B1525|(food) taster
44B1526|sluha a další nižší personál u soudu
44B1527|tělesná stráž panovníka
44B153|court ceremonial, court etiquette
44B1531|courtesy, manners; etiquette
44B154|court festival
44B155|každodenní život u dvora
44B16|instalace pravítka
44B161|volba, výběr vládce
44B1611|vyhlášení panovníka
44B16111|nový vládce vztyčený na štítu
44B1612|pomazání nově zvoleného panovníka
44B1613|nabídka postavení panovníka: předání koruny nebo jiných symbolů moci (před korunovací)
44B1619|usurpation
44B162|korunovace panovníka
44B1621|před korunovací
44B1622|během korunovace
44B1623|po korunovaci
44B1624|pomazání panovníka (při korunovaci)
44B1625|předávání symbolů autority (při korunovaci)
44B163|prezentace meče ~ instalace panovníka
44B164|jiné formy instalace
44B1641|nový panovník skládá přísahu
44B165|slavnostní oslava uvedení panovníka do úřadu
44B1651|slavnostní průvod, přehlídka, přehlídka ~ instalace panovníka
44B16511|coronation procession
44B168|odmítá být vládcem
44B1681|pošlapání koruny
44B169|abdikace (panovníka)
44B1691|dobrovolná abdikace (panovníka)
44B1692|nedobrovolná abdikace (panovníka)
44B16921|útěk vládce před protivníkem
44B16922|zatčení prchajícího vládce
44B16923|regicide
44B17|bad ruler
44B19|insignie a symboly svrchovanosti (koruna, diadém, žezlo, koule, pečeť, standarta, plášť, pektorál)
44B191|koruna (symbol svrchovanosti)
44B1911|diadém (symbol svrchovanosti)
44B192|žezlo, hůl (symbol svrchovanosti)
44B1921|ruka, paže spravedlnosti (symbol svrchovanosti)
44B1922|kopí, oštěp (symbol svrchovanosti)
44B193|koule (symbol svrchovanosti; koule s křížem na vrcholu)
44B194|erb (symbol svrchovanosti)
44B195|pečeť (symbol svrchovanosti)
44B196|standarta (symbol svrchovanosti)
44B197|plášť, šat, šaty (symbol svrchovanosti)
44B1971|císařský plášť (symbol svrchovanosti)
44B1972|královský plášť (symbol svrchovanosti)
44B198|pektorál (symbol suverenity)
44B2|vládní a zastupitelské orgány
44B21|national government
44B211|minister ~ government
44B2111|prime minister
44B2112|ministerial council
44B2113|státní tajemník, státní tajemník ~ vláda
44B22|provincial government
44B221|guvernér atd. provincie
44B23|municipal government
44B231|mayor, burgomaster
44B232|city council
44B233|townhall
44B24|colonial government
44B241|colonial governor
44B3|water-control administration
44B31|dike-reeve
44B32|inspection ~ water-control
44B4|diplomacy, diplomat
44B41|ambassador
44B411|departure ~ ambassador
44B412|voyage ~ ambassador
44B413|reception ~ ambassador
44B414|reconciliation ~ diplomacy
44B42|negotiations, conference ~ diplomacy
44B421|peace negotiations
44B4211|podpis mírové smlouvy, uzavření míru
44B4212|vyhlášení míru
44B43|consular service
44B44|(diplomat) presenting credentials
44B45|alliance, league, union, foedus
44B450|'Lega' (Ripa)
44B5|law-giving power
44B51|lidové zastoupení ~ vláda
44B511|Upper House, Senate
44B512|Lower House, Parliament, Chamber
44B5121|člen parlamentu
44B5122|debate, discussion (~ parliament)
44B52|oznámení, vyhlášení zákonů
44B521|crier (~ vyhlašování zákonů)
44B522|plakát (~ vyhlašování zákonů)
44B53|legislation
44B531|lawgiver
44B532|legendární původ práva; legendární zákonodárce
44B6|dobrá a špatná vláda
44B61|good government
44B610|alegorie, zosobnění dobré vlády
44B611|Utopia
44B62|bad government
44B621|dissatisfaction ~ bad government
44BB1|ruler, sovereign - BB - female ruler
44BB10|ctnosti vládce - BB - vládkyně
44BB11|ranks ~ rulers, sovereigns - BB - female ruler
44BB111|řada panovníků - BB - ženský panovník
44BB1111|dynasty - BB - female ruler
44BB112|emperor - BB - female ruler
44BB1121|mýtus o navrátivším se císaři - BB - vládkyně
44BB113|king - BB - female ruler
44BB114|other sovereign - BB - female ruler
44BB114(...)|jiný panovník (s TITULEM) - BB - vládkyně
44BB115|prezident ~ hlava republiky - BB - vládkyně
44BB1151|vice-president - BB - female ruler
44BB116|regent, substitute ruler; viceroy - BB - female ruler
44BB1161|stadtholder - BB - female ruler
44BB117|feudal lord - BB - female ruler
44BB1171|vassal - BB - female ruler
44BB119|tyrant, dictator - BB - female ruler
44BB12|úřední úkony panovníků, např. královské úkony (panovník uděluje audienci, uděluje milost atd.; panovník a jeho poddaní) - BB - panovnice
44BB121|audition; ruler giving audience - BB - female ruler
44BB1211|throne-room - BB - female ruler
44BB1212|throne - BB - female ruler
