4|Społeczeństwo, Cywilizacja, Kultura
#43C7833|toys powered by motor or steam engine (not vehicles)
#43C784|(playing with) toys ~ transport
#43C7841|(playing with) wheeled vehicles
#43C78411|(playing with) barrow, wagon
#43C78412|(playing with) automobile ~ toys
#43C78413|(playing with) cars on rails (roller-coaster) ~ toys
#43C78414|(playing with) train
#43C7842|(playing with) toys ~ water
#43C78421|(playing with) boats
#43C78422|(playing with) yacht
#43C78423|(playing with) motorboat
#43C7843|(playing with) toys ~ air
#43C78431|(playing with) aeroplanes
#43C78432|(playing with) aeroplanes with motor
#43C78433|(playing with) rockets
#43C785|(playing with) toys ~ blowing
#43C7851|bubble-blowing (children's games and plays)
#43C7852|toys activated by blowing
#43C786|(playing with) toys for housekeeping
#43C7861|toy dishes
#43C78611|toy tea-set
#43C7862|toy kitchen
#43C78621|toy oven or stove
#43C7863|toy house, doll's house
#43C787|(playing with) dolls, toy animals
#43C7871|(playing with) dolls
#43C78711|doll's clothes
#43C78719|dolls for adults
#43C7872|(playing with) toy animals
#43C78721|hobby-horse
#43C78722|rocking-horse
#43C78729|toy animals for adults; mascottes, etc.
#43C788|pasting, weaving, etc. (children's games and plays)
#43C7881|pasting books (children's games and plays)
#43C7882|weaving (children's games and plays)
#43C7883|needle work (children's games and plays)
#43C789|varia (playing with toys)
#43C7891|miniature imitations (children's games and plays)
#43C8|grounds, fields and accomodations for sports, games and physical performances
#43C81|changing room, locker room ~ sports
#43C9|dancing
#43C91|one person dancing alone
#43C911|man dancing alone
#43C912|woman dancing alone
#43C92|one pair dancing; man and woman dancing as a couple
#43C921|two women dancing as a couple
#43C922|two men dancing as a couple
#43C923|invitation to the dance
#43C93|more than one couple dancing
#43C93(...)|more than one couple dancing (with NUMBER of couples)
#43C94|group dancing
#43C941|group dancing among upper classes
#43C942|folk dancing (men and women together)
#43C9421|group of men (folk dancing)
#43C9422|group of women (folk dancing)
#43C943|group dancing around someone or something (folk dancing)
#43C95|jigging and jogging, chain dancing in the street
#43CC114|hunter - CC - female hunter, huntress
#43CC1141|assembling, 'départ pour la chasse' - CC - female hunter, huntress
#43CC1142|hunters hunting (N.B.: In 1988-1990 this notation denoted the concept of 43C11421 'hunters resting during the hunt') - CC - female hunter, huntress
#43CC11421|hunters resting during the hunt - CC - female hunter, huntress
#43CC1143|beaters (~ hunt) - CC - female hunter, huntress
#43CC1144|blowing the hunting horn - CC - female hunter, huntress
#43CC1145|'halali' (~ hunt) - CC - female hunter, huntress
#43CC1146|group-portrait of hunters - CC - female hunter, huntress
#43CC1149|return from the hunt - CC - female hunter, huntress
#43CC11491|hunting-seat, hunting lodge, 'rendez-vous de chasse', 'Jagdschloss' - CC - female hunter, huntress
#43CC737|playing with snow and ice - CC - adult(s) ~ snow and ice
#43CC7371|sliding (playing with snow and ice) - CC - adult(s) ~ snow and ice
#43CC7372|(making a) snowman - CC - adult(s) ~ snow and ice
#43CC73721|rolling up a snowball - CC - adult(s) ~ snow and ice
#43CC7373|throwing snowballs - CC - adult(s) ~ snow and ice
#43CC7374|with chair on ice - CC - adult(s) ~ snow and ice
#43CC7379|going through the ice ~ playing children - CC - adult(s) ~ snow and ice
43D|inne formy spędzania czasu wolnego
#43D1|handicrafts, hobbies (leisure time activities)
#43D2|collecting (leisure time activity)
44|państwo; prawo; życie polityczne
44A|symbole państwowe (w ogólności)
#44A1|coat of arms (as symbol of the state, etc.)
#44A11|device (as symbol of the state, etc.)
#44A2|seal (as symbol of the state, etc.)
#44A21|other non-personal regalia, e.g. mayor chain
#44A3|flag, colours (as symbol of the state, etc.)
#44A31|banner, standard (as symbol of the state, etc.)
#44A311|standard-bearer, flag-bearer
#44A32|flagpole
#44A4|decorations, honours (as symbols of the state, etc.)
44A5|symbole poszczególnych, narodów, państw, regionów itd.
#44A51|personifications of countries, nations, states, districts, etc.
#44A51(...)|personifications of countries, nations, states, districts, etc. (with NAME)
44B|rząd; Państwo; 'Politica', 'Auttorità o Potestà' (Ripa)
#44B0|governmental systems
#44B01|monarchy; 'Monarchia mondana' (Ripa)
#44B011|aristocracy; 'Aristocratia' (Ripa)
#44B02|democracy; 'Democratia' (Ripa)
#44B03|republic; 'Governo della republica' (Ripa)
#44B04|colonial system
#44B041|imperialism
#44B09|dictatorial government, tyranny; 'Tirannide' (Ripa)
#44B091|reason of state; 'Ragione di Stato' (Ripa)
#44B1|ruler, sovereign
#44B10|virtues of the ruler
#44B11|ranks ~ rulers, sovereigns
#44B111|series of rulers
#44B1111|dynasty
#44B112|emperor
#44B1121|myth of the returning emperor
#44B113|king
#44B114|other sovereign
#44B114(...)|other sovereign (with TITLE)
#44B114(DOGE)|other sovereign: doge
#44B115|president ~ head of republic
#44B1151|vice-president
#44B116|regent, substitute ruler; viceroy
#44B1161|stadtholder
#44B117|feudal lord
#44B1171|vassal
#44B119|tyrant, dictator
#44B12|official acts of rulers, e.g. royal acts (ruler giving audience, granting mercy, etc.; ruler and his subjects)
#44B121|audition; ruler giving audience
#44B1211|throne-room
#44B1212|throne
#44B122|investiture by ruler
#44B1221|ruler bestowing nobility
#44B1222|transfer of power
#44B1223|ruler conferring privileges
#44B123|granting mercy; free pardon
#44B124|ruler with counsellor(s)
#44B125|ruler commanding
#44B126|enfeoffment
#44B127|ruler and his subjects
#44B1271|ruler giving mark of honour
#44B1272|subject temporarily taking over the ruler's duties
#44B12721|sword of Damocles
#44B128|ruler in informal contact with his subjects
#44B129|ruler touching a person to heal him from 'the king's evil'
#44B13|homage to a ruler
#44B131|acclamation of a ruler
#44B1311|swearing allegiance to a ruler
#44B132|making a bow to a ruler
#44B1321|genuflexion before a ruler
#44B1322|kneeling before a ruler
#44B1323|prostration, 'proskynesis'
#44B133|ruler honoured with flags
#44B134|ruler saluted with gun-fire
#44B1341|cannon salvos at royal birth, marriage, etc.
#44B135|paying tribute to a ruler
#44B14|apotheosis of a ruler
#44B15|family of a ruler, and court
#44B150|'Corte' (Ripa)
#44B151|family of the sovereign
#44B1511|queen, empress, etc. (wife of a ruler)
#44B15111|Prince Consort
#44B1512|royal children
#44B15121|prince
#44B151211|crown prince
#44B15122|princess
#44B151221|crown princess
#44B15123|royal bastards
#44B151231|male royal bastard
#44B151232|female royal bastard
#44B1513|parents of the ruler
#44B15131|father of the ruler
#44B15132|mother of the ruler
#44B1514|other persons of royal blood
#44B1515|favourite of the ruler
#44B152|royal household; courtiers, retinue, train
#44B1521|master of the ceremonies
#44B1522|dignitary at court
#44B1523|page ~ court
#44B1524|court jester, court fool
#44B15241|attributes of court jester
#44B152411|fool's cap
#44B152412|bauble
#44B1525|(food) taster
#44B1526|lackey and other lower personnel at court
#44B1527|body-guard of ruler
#44B153|court ceremonial, court etiquette
#44B1531|courtesy, manners; etiquette
#44B154|court festival
#44B155|daily life at court
#44B16|installation of a ruler
#44B161|election, choice of a ruler
#44B1611|proclamation of a ruler
#44B16111|new ruler raised on the shield
#44B1612|anointment of newly elected ruler
#44B1613|offering ruler's position: presentation of crown or other symbols of authority (before coronation)
#44B1619|usurpation
#44B162|coronation of a ruler
#44B1621|before the coronation
#44B1622|during the coronation
#44B1623|after the coronation
#44B1624|anointing the ruler (during coronation)
#44B1625|presenting symbols of authority (during coronation)
#44B163|presentation of sword ~ installation of a ruler
#44B164|other forms of installation
#44B1641|new ruler taking the oath
#44B165|ceremonial celebration of installation of a ruler
#44B1651|ceremonial procession, parade, pageant ~ installation of a ruler
#44B16511|coronation procession
#44B168|refusing to be ruler
#44B1681|trampling the crown
#44B169|abdication (of a ruler)
#44B1691|voluntary abdication (of a ruler)
#44B1692|involuntary abdication (of a ruler)
#44B16921|flight of ruler from adversary
#44B16922|arrest of fleeing ruler
#44B16923|regicide
#44B17|bad ruler
#44B19|insignia and symbols of sovereignty (crown, diadem, sceptre, orb, seal, standard, cloak, pectoral)
#44B191|crown (symbol of sovereignty)
#44B1911|diadem (symbol of sovereignty)
#44B192|sceptre, staff (symbol of sovereignty)
#44B1921|hand, arm of justice (symbol of sovereignty)
#44B1922|lance, spear (symbol of sovereignty)
#44B193|orb (symbol of sovereignty; sphere with cross on top)
#44B194|coat of arms (symbol of sovereignty)
#44B195|seal (symbol of sovereignty)
#44B196|standard (symbol of sovereignty)
#44B197|mantle, gown, dress (symbol of sovereignty)
#44B1971|imperial mantle (symbol of sovereignty)
#44B1972|royal mantle (symbol of sovereignty)
#44B198|pectoral (symbol of sovereignty)
#44B2|governmental and representative bodies
#44B21|national government
#44B211|minister ~ government
#44B2111|prime minister
#44B2112|ministerial council
#44B2113|secretary of state, state secretary ~ government
#44B22|provincial government
#44B221|governor, etc. of province
#44B23|municipal government
#44B231|mayor, burgomaster
#44B232|city council
#44B233|townhall
#44B24|colonial government
#44B241|colonial governor
#44B3|water-control administration
#44B31|dike-reeve
#44B32|inspection ~ water-control
#44B4|diplomacy, diplomat
#44B41|ambassador
#44B411|departure ~ ambassador
#44B412|voyage ~ ambassador
#44B413|reception ~ ambassador
#44B414|reconciliation ~ diplomacy
#44B42|negotiations, conference ~ diplomacy
#44B421|peace negotiations
#44B4211|signing of peace treaty, concluding the peace
#44B4212|proclamation of peace
#44B43|consular service
#44B44|(diplomat) presenting credentials
#44B45|alliance, league, union, foedus
#44B450|'Lega' (Ripa)
#44B5|law-giving power
#44B51|popular representation ~ government
#44B511|Upper House, Senate
#44B512|Lower House, Parliament, Chamber
#44B5121|member of parliament
#44B5122|debate, discussion (~ parliament)
#44B52|announcement, proclamation of laws
#44B521|crier (~ proclamation of laws)
#44B522|poster (~ proclamation of laws)
#44B53|legislation
#44B531|lawgiver
#44B532|legendary origin of law; legendary lawgiver
#44B6|good and bad government
#44B61|good government
#44B610|allegory, personification of good government
#44B611|Utopia
#44B62|bad government
#44B621|dissatisfaction ~ bad government
#44BB1|ruler, sovereign - BB - female ruler
#44BB10|virtues of the ruler - BB - female ruler
#44BB11|ranks ~ rulers, sovereigns - BB - female ruler
#44BB111|series of rulers - BB - female ruler
#44BB1111|dynasty - BB - female ruler
#44BB112|emperor - BB - female ruler
#44BB1121|myth of the returning emperor - BB - female ruler
#44BB113|king - BB - female ruler
#44BB114|other sovereign - BB - female ruler
#44BB114(...)|other sovereign (with TITLE) - BB - female ruler
#44BB115|president ~ head of republic - BB - female ruler
#44BB1151|vice-president - BB - female ruler
#44BB116|regent, substitute ruler; viceroy - BB - female ruler
#44BB1161|stadtholder - BB - female ruler
#44BB117|feudal lord - BB - female ruler
#44BB1171|vassal - BB - female ruler
#44BB119|tyrant, dictator - BB - female ruler
#44BB12|official acts of rulers, e.g. royal acts (ruler giving audience, granting mercy, etc.; ruler and his subjects) - BB - female ruler
#44BB121|audition; ruler giving audience - BB - female ruler
#44BB1211|throne-room - BB - female ruler
#44BB1212|throne - BB - female ruler
#44BB122|investiture by ruler - BB - female ruler
#44BB1221|ruler bestowing nobility - BB - female ruler
#44BB1222|transfer of power - BB - female ruler
#44BB1223|ruler conferring privileges - BB - female ruler
#44BB123|granting mercy; free pardon - BB - female ruler
#44BB124|ruler with counsellor(s) - BB - female ruler
#44BB125|ruler commanding - BB - female ruler
#44BB126|enfeoffment - BB - female ruler
#44BB127|ruler and his subjects - BB - female ruler
#44BB1271|ruler giving mark of honour - BB - female ruler
#44BB1272|subject temporarily taking over the ruler's duties - BB - female ruler
#44BB12721|sword of Damocles - BB - female ruler
#44BB128|ruler in informal contact with his subjects - BB - female ruler
#44BB129|ruler touching a person to heal him from 'the king's evil' - BB - female ruler
#44BB13|homage to a ruler - BB - female ruler
#44BB131|acclamation of a ruler - BB - female ruler
#44BB1311|swearing allegiance to a ruler - BB - female ruler
#44BB132|making a bow to a ruler - BB - female ruler
#44BB1321|genuflexion before a ruler - BB - female ruler
#44BB1322|kneeling before a ruler - BB - female ruler
#44BB1323|prostration, 'proskynesis' - BB - female ruler
#44BB133|ruler honoured with flags - BB - female ruler
#44BB134|ruler saluted with gun-fire - BB - female ruler
#44BB1341|cannon salvos at royal birth, marriage, etc. - BB - female ruler
#44BB135|paying tribute to a ruler - BB - female ruler
#44BB14|apotheosis of a ruler - BB - female ruler
#44BB15|family of a ruler, and court - BB - female ruler
#44BB150|'Corte' (Ripa) - BB - female ruler
#44BB151|family of the sovereign - BB - female ruler
#44BB1512|royal children - BB - female ruler
#44BB15121|prince - BB - female ruler
#44BB151211|crown prince - BB - female ruler
#44BB15122|princess - BB - female ruler
#44BB151221|crown princess - BB - female ruler
#44BB15123|royal bastards - BB - female ruler
#44BB151231|male royal bastard - BB - female ruler
#44BB151232|female royal bastard - BB - female ruler
#44BB1513|parents of the ruler - BB - female ruler
#44BB15131|father of the ruler - BB - female ruler
#44BB15132|mother of the ruler - BB - female ruler
#44BB1514|other persons of royal blood - BB - female ruler
#44BB1515|favourite of the ruler - BB - female favourite
#44BB152|royal household; courtiers, retinue, train - BB - female ruler
#44BB1521|master of the ceremonies - BB - female ruler
#44BB1522|dignitary at court - BB - female dignitary: lady-in-waiting
#44BB1523|page ~ court - BB - female ruler
#44BB1524|court jester, court fool - BB - female ruler
#44BB15241|attributes of court jester - BB - female ruler
#44BB152411|fool's cap - BB - female ruler
#44BB152412|bauble - BB - female ruler
#44BB1525|(food) taster - BB - female ruler
