4|Maatschappij, Beschaving, Cultuur
44BB1613|aanbieden van de positie van de heerser: presentatie van de kroon of andere symbolen van autoriteit (voor de kroning) - BB - vrouwelijke heerser
44BB1619|vervreemding - BB - vrouwelijke heerser
44BB162|kroning van een heerser - BB - vrouwelijke heerser
44BB1621|voor de kroning - BB - vrouwelijke heerser
44BB1622|tijdens de kroning - BB - vrouwelijke heerser
44BB1623|Na de kroning - BB - vrouwelijke heerser
44BB1624|zalving van de heerser (tijdens kroning) - BB - vrouwelijke heerser
44BB1625|het tonen van symbolen van autoriteit (tijdens kroning) - BB - vrouwelijke heerser
44BB163|presentatie van zwaard ~ installatie van een heerser - BB - vrouwelijke heerser
44BB164|andere vormen van installatie - BB - vrouwelijke heerser
44BB1641|nieuwe heerser die de eed aflegt - BB - vrouwelijke heerser
44BB165|ceremoniële viering van de installatie van een heerser - BB - vrouwelijke heerser
44BB1651|ceremoniële processie, parade, optocht ~ installatie van een heerser - BB - vrouwelijke heerser
44BB16511|kroningsprocessie - BB - vrouwelijke heerser
44BB168|weigeren om heerser te zijn - BB - vrouwelijke heerser
44BB1681|vertrappen van de kroon - BB - vrouwelijke heerser
44BB169|aftreden (van een heerser) - BB - vrouwelijke heerser
44BB1691|vrijwillige troonsafstand (van een heerser) - BB - vrouwelijke heerser
44BB1692|onvrijwillige troonsafstand (van een heerser) - BB - vrouwelijke heerser
44BB16921|vlucht van heerser van tegenstander - BB - vrouwelijke heerser
44BB16922|Aanhouding van vluchtende heerser - BB - vrouwelijke heerser
44BB16923|regicide - BB - vrouwelijke heerser
44BB17|slechte heerser - BB - vrouwelijke heerser
44BB19|emblemen en symbolen van soevereiniteit (kroon, diadeem, scepter, wereldbol, zegel, standaard, mantel, borstsieraad) - BB - vrouwelijke heerser
44BB191|kroon (symbool van soevereiniteit) - BB - vrouwelijke heerser
44BB1911|diadeem (symbool van soevereiniteit) - BB - vrouwelijke heerser
44BB192|scepter, staf (symbool van soevereiniteit) - BB - vrouwelijke heerser
44BB1921|hand, arm van gerechtigheid (symbool van soevereiniteit) - BB - vrouwelijke heerser
44BB1922|lans, speer (symbool van soevereiniteit) - BB - vrouwelijke heerser
44BB193|bol (symbool van soevereiniteit; bol met kruis erbovenop) - BB - vrouwelijke heerser
44BB194|wapen van de staat (symbool van soevereiniteit) - BB - vrouwelijke heerser
44BB195|zeehond (symbool van soevereiniteit) - BB - vrouwelijke heerser
44BB196|Standaard (symbool van soevereiniteit) - BB - vrouwelijke heerser
44BB197|mantel, gewaad, jurk (symbool van soevereiniteit) - BB - vrouwelijke heerser
44BB1971|keizerlijke mantel (symbool van soevereiniteit) - BB - vrouwelijke heerser
44BB1972|koninklijke mantel (symbool van soevereiniteit) - BB - vrouwelijke heerser
44BB198|Pectoral (symbool van soevereiniteit) - BB - vrouwelijke heerser
44C|De burger en zijn rechten
44C1|nationaliteit, burgerschap
44C11|patriottisme
44C110|'Amor della patria' (Ripa)
44C12|emigratie
44C13|immigratie
44C14|interne migratie, bevolkingsherverdeling
44C15|internationale migratie, vluchtelingen
44C141|plattelands-stedelijke migratie
44C142|stedelijke-plattelandsmigratie
44C19|landverrader
44C2|het recht om te stemmen, de verplichte stemming
44C21|politieke campagne
44C22|stemlokaal, stembureau
44C221|stemhokje, stemhokje
44C222|stemformulier
44C223|stemcontainer
44C224|stemmachine
44C23|stemmen, verkiezing
44C231|stemmen propaganda
44C24|politieke rechten van vrouwen, vrouwenemancipatie
44C241|'suffragette'
44C29|verkiezingsgevechten
44C3|politiek
44C30|'Politica' (Ripa)
44C31|politieke propaganda
44C311|politieke bijeenkomst, propagandabijeenkomst
44C312|politieke karikaturen en satires
44C32|Klassestrijd
44C33|politieke partijen
44C34|politicus, bijvoorbeeld partijleider
44C35|politieke theorie, politieke ideologie
44C35(...)|politieke theorie, politieke ideologie (met NAAM)
44C4|politieke demonstratie
44C41|staking (politieke demonstratie)
44C42|(politieke) opruier
44C5|vrijheid van de pers, vrijheid van meningsuiting
44C59|censuur
44C591|verbranding van boeken
44C6|raciale emancipatie
44D|administratieve organen
44D1|registratiebureau, burgerlijke stand
44D2|Belastingen en financiële administratie
44D20|'Datio overo Gabella' (Ripa)
44D21|belastinginning
44D211|belastingbetaling
44D22|douane
44D221|tolpoort
44D222|smokkelaar
44D2221|handel en smokkel van drugs
44D223|paspoort, visum
44D224|controle, onderzoek ~ douane
44D23|financiële administratie ~ belastingen
44D3|grenzen, grenzen
44D31|Afgrenzingen markeren
44D311|grenspaal, grenssteen
44D32|kadaster
44D321|grond verkaveling
44D4|ambtenaar; ambtenaar; ambtenaar (in het algemeen)
44D4(...)|ambtenaar; ambtenaar; functionaris (in het algemeen) (met NAAM van functie)
44E|overheidsdiensten, openbare diensten
44E1|watervoorziening (~ openbare diensten)
44E11|watertoren
44E12|zuiveringssysteem (~ watervoorziening)
44E13|aquaduct (~ watervoorziening)
44E131|leidingsysteem (~ watervoorziening)
44E14|utilitair, openbare pomp of waterfontein
44E2|straatverlichting
44E3|gasvoorziening
44E4|elektriciteitsvoorziening
44E41|energiecentrale
44E42|pylonen, stroomlijnen
44E5|afvalverwerking
44E51|vuilniswagen, vuilniswagen
44E52|prullenbak, vuilnisemmer
44E53|straatreiniging, straatveger
44E54|afval, rommel, vuilnis ~ straatreiniging
44E6|voedselrantsoenering
44E61|rantsoeneringskaart
44E62|soepkeuken, kookwinkel
44F|revolutie, opstand
44F0|'Seditie'; 'Rebellie', 'Civiele opstand' (Ripa)
44F1|straatgevechten, rellen
44F11|barricades ~ rellen
44F12|voor het straatgevecht
44F13|na de straatgevecht
44F14|plundering ~ rellen
44F19|anti-oproermaatregelen
44F2|burgeroorlog
44F3|noodsituatie
44F31|avondklok
44F4|samenvatting van justitie
44F41|samenvatting veroordeling
44F5|revolutionaire activiteiten
44F51|(revolutionaire) plot, samenzwering
44F511|revolutionairen die de eed afleggen
44F52|geheime bewapening; voorbereidingen ~ revolutionaire activiteiten
44F53|revolutionair comité, rebellen groep
44F531|patriot (revolutionair)
44F532|ring-leider
44F54|revolutionaire actie (niet-gewelddadig)
44F541|mondelinge revolutionaire actie
44F542|(revolutionaire actie met behulp van) pamfletten, strooibiljetten, cartoons, enz.
44F55|revolutionaire actie (gewelddadig)
44F551|sabotage (~ revolutionaire actie)
44F552|poging, politieke moord
44F553|anarchisme
44F5531|bomaanslag
44F554|vernietiging van gebouwen (~ revolutionaire actie)
44F555|vernietiging van monumenten, portretten, enz. (~ revolutie)
44F59|onsuccesvolle revolutie of opstand, onderdrukking van revolutionaire activiteit
44F6|de oude regering en haar aanhangers (na revolutie)
44F61|verovering (na revolutie) van de oude regering
44F62|uitzetting, verbanning (van oude regering)
44F621|vlucht van de regering of haar aanhangers
44F63|ballingschap (van de oude regering of haar aanhangers)
44F630|'Esilio' (Ripa)
44F631|politieke vluchteling, 'émigré'
44F7|revolutionaire regering
44F71|proclamatie van nieuwe regering
44F711|viering van de proclamatie van de nieuwe regering
44F7111|dansen rond de boom van vrijheid
44F72|revolutionaire rechtbank en justitie
44F73|revolutionaire raad
44F74|maatregelen genomen door revolutionaire raad
44F741|terreurperiode
44F7411|'agent provocateur'
44F7412|informeren (~ terreurperiode)
44G|wet en rechtspraak
44G0|Symbolen en allegorieën van rechtsgeleerdheid
44G01|symbolen en allegorieën van de wet; 'Legge', 'Legge civile' (Ripa)
44G02|'Rechtsdenkmäler'
44G03|symbolen van de rechtszaak
44G1|administratie van justitie, proces
44G11|rechtbankzitting (gerechtshof)
44G111|beschuldiging (in de rechtbank)
44G1111|de beschuldigde
44G112|juridisch vonnis
44G1121|het bestellen van de uitvoering van een vonnis
44G113|vrijspraak
44G12|architectonische structuren verbonden met wet en justitie
44G121|gerechtsgebouw
44G1211|rechtbank
44G122|bord dat een plaats van gerechtelijke procedures aangeeft
44G1221|beeld (aanduiding van een plaats van juridische procedures), bijv.: 'Rolandsäule'
44G123|bord dat een heiligdom aangeeft
44G1231|marktkruis
44G13|magistratuur, rechters
44G13(...)|magistratuur, rechters (met NAAM van functie)
44G130|'Giudice' (Ripa)
44G131|andere hofambtenaren
44G131(...)|andere hofambtenaren (met NAAM)
44G14|jury
44G141|uitzonderlijke rechtbank
44G1411|'Vehmgericht' (vehmic gerecht)
44G1412|politiek tribunaal
44G15|getuigen
44G151|het zweren van een eed (met twee vingers omhoog)
44G1511|hand die baard aanraakt (een eed aflegt)
44G152|documenten (~ getuigen)
44G153|Een bezoek brengen aan de plaats delict
44G159|meineedrift
44G16|advocaat, advocaat bij de wet
44G161|advocaat
44G162|adviseur
44G163|verzoek, verdediging
44G17|beproeving
44G171|beproeving door vuur of hitte
44G172|beproeving door water
44G173|beproeving door objecten
44G1731|'Bocca della Verità' (vrouw beschuldigd van overspel steekt haar hand in de mond van het gebeeldhouwde figuur om haar onschuld te bewijzen)
44G174|gerechtelijk duel
44G2|openbare veiligheid
44G21|nachtpatrouille
44G211|torenwachter
44G22|politie
44G221|sheriff
44G222|deurwaarder
44G223|agent, politieagent
44G23|strafrechtelijk onderzoek
44G231|(privé) detective
44G232|lijkschouwer
44G233|vingerafdrukken
44G24|achtervolging van de crimineel
44G241|bende
44G242|politiehond
44G25|aanhouding (van crimineel)
44G251|handboeien
44G252|transport (van gearresteerde persoon)
44G253|ondervraging van gearresteerde persoon
44G29|buiten de wet
44G291|asiel, toevluchtsoord
44G3|strafrecht; straf
44G31|gevangenisstraf
44G311|gevangenis, cel
44G3110|gevangenis, cel, allegorisch of symbolisch weergegeven
44G3111|gevangenispersoneel: cipiers, bewaarders, bewakers
44G312|gevangene; in boeien
44G3121|gevangene met gebonden handen
44G3129|persoon in boeien, niet gevangen
44G313|gevangene in cel of afgesloten ruimte
44G314|werkplaats, strafkamp, penitentiaire inrichting, kettingploeg
44G315|Bezoek aan gevangenis of strafkamp
44G3151|vrijlaten van een gevangene; losgeld betalen
44G3152|het bevrijden van een gevangene op een wonderbaarlijke manier
44G316|ontsnappen, ontsnappingspogingen
44G317|rehabilitatie van gevangenen
44G318|(gevangenen) in de gevangenistuin
44G319|vrijlating uit de gevangenis
44G3191|vrijlating uit de gevangenis op borgtocht
44G32|beul, beul
44G321|martelwerktuigen, executie of straf
44G321(...)|Instrumenten van marteling, executie of straf (met NAAM)
44G321(BIRCH ROD)|Instrumenten van marteling, executie of straf: berkenroede
44G321(CROSS)|Instrumenten van marteling, executie of straf: kruis
44G321(GALLOWS)|Instrumenten van marteling, executie of straf: galg
44G321(GRIDIRON)|martelwerktuigen, executie of straf: rooster
44G321(RACK)|martelwerktuigen, executie of straf: rek
44G321(SCOURGE)|Instrumenten van marteling, executie of straf: gesel
44G321(STAKE)|martelwerktuigen, executie of straf: paal
44G33|marteling
44G34|doodstraf, executie
44G341|laatste uren voor executie
44G3411|persoon ter dood veroordeeld hoort dat hij geëxecuteerd zal worden
44G34111|Laatste gesprek met familieleden (tijdens laatste uren voor executie)
44G3412|spirituele ondersteuning (tijdens laatste uren voor executie)
44G3413|spijt (van persoon onder doodvonnis)
44G3414|wanhoop (van persoon onder doodvonnis)
44G3415|persoon op weg naar het schavot of de plaats van executie
44G342|op het schavot of de plaats van terechtstelling
44G349|executie bij wijze van beeltenis
44G35|lichaam van de uitgevoerde weergegeven in het openbaar
44G351|Deel van het lichaam van de geëxecuteerde tentoongesteld in het openbaar
44G3511|hoofd van de geëxecuteerde tentoongesteld in het openbaar
44G36|lichaam van de uitgevoerde getoond aan een paar mensen
44G361|Deel van het lichaam van de geëxecuteerde getoond aan een paar mensen
44G3611|Hoofd van de uitgevoerde getoond aan een paar mensen
44G37|openbare straf (geen dood bedoeld of betrokken)
44G371|openbare spot, hoon
44G3711|in de schandpaal, in de schandpaal
44G3712|ontwijken van een standje, schandstoel
44G372|merk ~ straf
44G3721|merkpersoon
44G373|lijfstraffen in het openbaar
44G3731|geselen, geselen (in het openbaar)
44G38|verbanning, ballingschap
44G381|deportatie
44G382|balling om onderdak te vragen
44G39|voorkoming van executie; aanpassing van straf
44G399|vergiffenis, gratie
44G4|burgerlijk recht
44G41|gerechtelijke procedure, juridische stappen, rechtszaak
44G42|prima ~ burgerlijk recht
44G43|inbeslagname van goederen
44G44|gedwongen verkoop
44G45|notaris
44G48|bemiddeling, arbitrage, verzoening ~ burgerlijk recht
44G49|barratry (overmatig procederen, hinderlijk procederen of aanzetten daartoe)
44G5|criminelen
44G51|misdaad
44G510|'Sceleratezza o vitio' (Ripa)
44G511|moordenaar
44G5111|moord
44G512|vergifmenger
44G52|overvaller
44G521|roversgrot
44G522|overval
44G5220|'Rapina' (Ripa)
44G53|inbreker, huisbreker
44G531|inbraak
44G54|dief
44G540|'Furto' (Ripa)
44G541|zakkenroller
44G542|winkeldief
44G543|ontvanger, hek
44G544|diefstal
44G55|valsemunter
44G551|nep, vervalsing
44G56|piraat, kaper, boekanier
44G561|piratenschip
44G562|Piraterij
44G59|gereedschap ~ criminelen
44G591|donkere lantaarn
44G6|juridische voorbeelden; voorbeeldige rechters; 'Gerechtigkeitsbilder'
44G61|rechter met afgehakte handen
44G69|slechte, corrupte rechter
44G690|'Corruttella ne' giudici' (Ripa)
44G7|Niet gebruikt
44G8|informele rechtvaardigheid, zelfhulp
44G81|lynchen
44G82|bloedwraak, vendetta
44G83|bevrijden van de gevangenen
44G89|het redden van het slachtoffer van informele rechtvaardigheid
44G9|marteling; juridisch misbruik; gerechtelijke moord
44G91|genocide
44GG1511|hand die baard aanraakt (een eed aflegt) - GG - vrouw die aan haar vlechten zit
44GG5|criminelen - GG - vrouwelijk
44GG51|misdaad - GG - vrouwelijk
44GG510|'Sceleratezza o vitio' (Ripa) - GG - vrouwelijk
44GG511|moordenares - GG - vrouwelijk
44GG5111|moord - GG - vrouwelijk
44GG512|vergiftiger - GG - vrouwelijk
44GG52|overvaller - GG - vrouwelijk
44GG521|roversgrot - GG - vrouwelijk
44GG522|Overval - GG - vrouwelijk
44GG5220|'Rapina' (Ripa) - GG - vrouwelijk
44GG53|inbreker, huisbreker - GG - vrouwelijk
44GG531|Inbraak - GG - vrouwelijk
44GG54|dief - GG - vrouwelijk
44GG540|'Furto' (Ripa) - GG - vrouwelijk
44GG541|zakkenroller - GG - vrouwelijk
44GG542|winkeldief - GG - vrouwelijk
44GG543|ontvanger, hek - GG - vrouwelijk
44GG544|diefstal - GG - vrouwelijk
44GG55|Vervalser - GG - vrouwelijk
44GG551|nep, vervalsing - GG - vrouwelijk
44GG56|piraat, kaper, boekanier - GG - vrouwelijk
44GG561|piratenschip - GG - vrouwelijk
44GG562|Piraterij - GG - vrouwelijk
44GG59|gereedschap ~ criminelen - GG - vrouwelijk
44GG591|donkere lantaarn - GG - vrouwelijk
45|oorlogsvoering; militaire zaken
45A|oorlog en vrede
45A1|oorlog
45A10|symbolen, allegorieën van oorlog; 'Guerra' (Ripa)
45A11|militarisme
45A12|verklaring van oorlog
45A13|aanzet tot oorlog, propaganda
45A131|vijand ~ oorlog
45A132|voorbereiding op oorlog
45A14|gevolgen van oorlog
45A141|gruwelen van oorlog
45A1411|bloedbad ~ oorlog
45A142|oorlog en misdaad
45A143|oorlog en wetenschap
45A144|oorlog en techniek
45A145|oorlog en economie
45A1459|oorlogswinstmaker
45A2|vrede
45A20|symbolen, allegorieën van vrede, 'Pax'; 'Pace' (Ripa)
45A21|anti-militarisme, pacifisme
45A22|ontwapening
45A23|gevolgen van vrede
45A231|zegeningen van vrede
45A232|vrede en voorspoed, 'Pax et Abundantia'
45A233|Vrede en gerechtigheid kussen (zie Ps. 85:10)
45A3|overwinning ~ gewapend conflict
45A30|'Victoria'; 'Vittoria', 'Vittoria navale', 'Vittoria degl'antichi' (Ripa)
45A31|militaire glorie
45A4|verslaan ~ gewapend conflict
45A41|schande ~ nederlaag
45A42|overgave
45A5|Koude oorlog
45A51|psychologische oorlogsvoering
45A6|vijfde colonne
45A61|sabotage door vijfde colonne
45A9|niet-vechtenden, neutralen
45B|de soldaat; het leven van de soldaat
45B1|soldaat(s) voor indiensttreding
45B11|werving
45B111|recruiter, crimp
45B112|contract ~ inschrijving
45B113|vrijwilligers ~ inschakelen
45B114|dienstplicht ~ inschrijving
45B1141|gedwongen dienstplicht, ronselen
45B115|Trekken van loten ~ inschrijven
45B1151|vrijgegeven door lot ~ inschrijving
45B116|medisch onderzoek ~ inschrijving
45B1161|afgewezen voor militaire dienst
45B117|vervanging, vervanger ~ militaire dienst
45B12|Vertrek om bij eenheid, bedrijf ~ militaire dienst te voegen
45B13|aankomst bij bedrijfsstation ~ militaire dienst
45B14|gewetensbezwaarde ~ militaire dienst
45B2|militaire training
45B21|militaire instructie
45B211|boor ~ militaire training
45B212|omgang met wapens ~ militaire training
45B2121|artilleriebereik, schietbaan, schietterrein ~ militaire training
45B213|andere fysieke oefening ~ militaire training
45B22|theoretische instructie ~ militaire training
45B23|manoeuvre ~ militaire training
45B24|wedstrijden ~ militaire dienst
45B25|Formele toetreding tot de dienst
45B251|het afleggen van de eed ~ militaire dienst
45B2511|breken van een eed ~ militaire dienst
45B28|militaire academie
45B281|(militair) opleidingsschip
45B3|militaire dienst
45B31|wachtdienst, schild houden
45B311|het wisselen van de wacht
45B312|in de wachtkamer, 'kortegaard'
45B313|uitgedaagd door de bewaker
45B314|De wachtpost aanvallen
45B315|wachthuisje
45B32|het bedrijf, de eenheid, de troep ~ militaire dienst
45B321|beoordeling, inspectie (van bedrijf, eenheid, troep)
45B33|verdeling van de dag ~ militaire training
45B331|reveille
45B332|aanwezigheidslijst
45B333|(militaire) tatoeage
45B334|vlag weergave
45B3341|vlag hijsen
45B3342|vlagverlaging
45B4| discipline
45B41|militaire saluten
45B411|groet
45B412|presenteer wapens
45B413|groeten met vlag
45B414|het groeten van de vlag
45B415|kanonschoten (militaire saluut)
45B42|militaire discipline
45B421|militaire politie, provoost
45B422|militair gerecht, krijgsraad
45B4221|trommelhoofd krijgsraad
45B423|tuchtstraffen ~ militair leven
45B4231|arrest ~ militaire dienst
45B4232|Strafoefeningen ~ militaire dienst
45B4233|lichamelijke straf ~ militaire dienst
