2|Natuur
25G391|filosofische boom (Arbor philosophicus) ~ alchemie
25G4|planten en kruiden
25G4(...)|planten en kruiden (met NAAM)
25G4(ACANTHUS)|planten en kruiden: acanthus
25G4(ALOE)|planten en kruiden: aloë
25G4(AMARANTH)|planten en kruiden: amarant
25G4(ARTICHOKE)|planten en kruiden: artisjok
25G4(BAMBOO)|planten en kruiden: bamboe
25G4(BARLEY)|planten en kruiden: gerst
25G4(BASIL)|planten en kruiden: basilicum
25G4(BEAN)|planten en kruiden: boon
25G4(CABBAGE)|planten en kruiden: kool
25G4(CACTUS)|planten en kruiden: cactus
25G4(CAMOMILE)|planten en kruiden: kamille
25G4(CHONDRILLA)|planten en kruiden: chondrilla
25G4(CLOVER)|planten en kruiden: klaver
25G4(DICTAMNUS)|planten en kruiden: dictamnus
25G4(FIELD ERYNGO)|planten en kruiden: veldgentiaan
25G4(FLEA-BANE)|planten en kruiden: vlooienkruid
25G4(GARLIC)|planten en kruiden: knoflook
25G4(GERMANDER)|planten en kruiden: germander
25G4(GIANT FENNEL)|planten en kruiden: reuzenvenkel
25G4(GROUNDSEL)|planten en kruiden: groundsel
25G4(HELLEBORE)|planten en kruiden: helleborus
25G4(HEMLOCK)|planten en kruiden: hemlock
25G4(HENBANE)|planten en kruiden: bilzekruid
25G4(HOP)|planten en kruiden: hop
25G4(HOUSELEEK)|planten en kruiden: huislook
25G4(HYSSOP)|planten en kruiden: hyssop
25G4(IVY)|planten en kruiden: klimop
25G4(LETTUCE)|planten en kruiden: sla
25G4(LOTUS)|planten en kruiden: lotus
25G4(LUPIN)|planten en kruiden: lupine
25G4(MANDRAKE)|planten en kruiden: mandragora
25G4(MARJORAM)|planten en kruiden: marjolein
25G4(MINT)|planten en kruiden: munt
25G4(MISTLETOE)|planten en kruiden: maretak
25G4(NETTLE)|planten en kruiden: brandnetel
25G4(ORIGANUM)|planten en kruiden: origanum
25G4(PARSLEY)|planten en kruiden: peterselie
25G4(PEA)|planten en kruiden: erwt
25G4(PENNYROYAL)|planten en kruiden: pennyroyal
25G4(PEONY)|planten en kruiden: pioenroos
25G4(PUMPKIN)|planten en kruiden: pompoen
25G4(REED)|planten en kruiden: riet
25G4(ROCKET)|planten en kruiden: rucola
25G4(RUE)|planten en kruiden: wijnruit
25G4(SAFFRON)|planten en kruiden: saffraan
25G4(SAGE)|planten en kruiden: salie
25G4(SAVORY)|planten en kruiden: bonenkruid
25G4(STINGING-NETTLE)|planten en kruiden: brandnetel
25G4(STRAWBERRY)|planten en kruiden: aardbei
25G4(SUNDEW)|planten en kruiden: zonnedauw
25G4(THISTLE)|planten en kruiden: distel
25G4(THYME)|planten en kruiden: tijm
25G4(WATER-HEMLOCK)|planten en kruiden: waterscheerling
25G4(WHEAT)|planten en kruiden: tarwe
25G4(WORMWOOD)|planten en kruiden: alsem
25G41|bloemen
25G41(...)|bloemen (met NAAM)
25G41(ALMOND-BLOSSOM)|bloemen: amandelbloesem
25G41(ANEMONE)|bloemen: anemoon
25G41(BUTTERCUP)|bloemen: boterbloem
25G41(CARNATION)|bloemen: anjer
25G41(COLUMBINE)|bloemen: duifkruid
25G41(CORNFLOWER)|bloemen: korenbloem
25G41(CROCUS)|bloemen: krokus
25G41(HELIOTROPE)|bloemen: heliotroop
25G41(HYACINTH)|bloemen: hyacint
25G41(IMMORTELLE)|bloemen: immortelle
25G41(LILY)|bloemen: lelie
25G41(LOTUS)|bloemen: lotus
25G41(NARCISSUS)|bloemen: narcis
25G41(ORCHID)|bloemen: orchidee
25G41(PETUNIA)|bloemen: petunia
25G41(POPPY)|bloemen: klaproos
25G41(ROSE)|bloemen: roos
25G41(SUNFLOWER)|bloemen: zonnebloem
25G41(TULIP)|bloemen: tulp
25G41(VIOLET)|bloemen: viooltje
25G41(WATER-LILY)|bloemen: waterlelie
25G411|snijbloemen; ruiker, bos bloemen
25G411(...)|geknipte bloemen; ruikertje, bos bloemen (met NAAM)
25G4111|guirlande, krans
25G412|gedroogde bloemen
25G412(...)|gedroogde bloemen (met NAAM)
25G49|kunstplanten en bloemen
25G5|lagere planten
25G51|varens
25G52|mossen
25G53|algen, zeewier
25G54|schimmels
25G541|paddestoelen
25G55|lichenen
25G56|andere lagere planten
25G56(...)|andere lagere planten (met NAAM)
25G6|uitgestorven planten
25G6(...)|uitgestorven planten (met NAAM)
25G61|prehistorische planten
25G62|fossiele planten
25G7|taal van bloemen
25GG|fantastische planten, fantastische vegetatie
25GG1|prachtige planten (in het algemeen)
25GG11|groepen van fantastische bomen
25GG12|groepen van fantastische struiken
25GG13|groepen fantastische planten (kruiden)
25GG14|groepen van fantastische lagere planten
25GG2|producten van fantastische planten in het algemeen
25GG21|vruchten van fantastische planten
25GG21(...)|vruchten van fantastische planten (met NAAM)
25GG21(ACORN)|vruchten: eikel - GG - fantastische planten, fabuleuze vegetatie
25GG21(ALMOND)|vruchten: amandel - GG - fantastische planten, fantastische vegetatie
25GG21(APPLE)|vruchten: appel - GG - fantastische planten, fabuleuze vegetatie
25GG21(BEANS)|vruchten: bonen - GG - fantastische planten, fantastische vegetatie
25GG21(BILBERRY)|vruchten: blauwe bosbes - GG - fantastische planten, fantastische vegetatie
25GG21(CHERRY)|vruchten: kers - GG - fantastische planten, fabuleuze vegetatie
25GG21(CHESTNUT)|vruchten: kastanje - GG - fantastische planten, fantastische vegetatie
25GG21(FIG)|vruchten: vijg - GG - fantastische planten, fantastische vegetatie
25GG21(HAZELNUT)|vruchten: hazelnoot - GG - fantastische planten, fabuleuze vegetatie
25GG21(GOURD)|vruchten: kalebas - GG - fantastische planten, fantastische vegetatie
25GG21(LEMON)|vruchten: citroen - GG - fantastische planten, fabuleuze vegetatie
25GG21(MEDLAR)|vruchten: mispel - GG - fantastische planten, fantastische vegetatie
25GG21(MELON)|vruchten: meloen - GG - fantastische planten, fantastische vegetatie
25GG21(NUTS)|vruchten: noten - GG - fantastische planten, fabuleuze vegetatie
25GG21(PEACH)|vruchten: perzik - GG - fantastische planten, fabuleuze vegetatie
25GG21(PEAR)|vruchten: peer - GG - fantastische planten, fabuleuze vegetatie
25GG21(PINE-CONE)|vruchten: dennenappel - GG - fantastische planten, fantastische vegetatie
25GG21(PINEAPPLE)|vruchten: ananas - GG - fantastische planten, fantastische vegetatie
25GG21(PLUM)|vruchten: pruim - GG - fantastische planten, fantastische vegetatie
25GG21(POMEGRANATE)|vruchten: granaatappel - GG - fantastische planten, fabuleuze vegetatie
25GG21(PUMPKIN)|vruchten: pompoen - GG - fantastische planten, fantastische vegetatie
25GG21(QUINCE)|vruchten: kweepeer - GG - fantastische planten, fantastische vegetatie
25GG21(SPRUCE-CONE)|vruchten: sparappel - GG - fantastische planten, fantastische vegetatie
25GG21(STRAWBERRY)|vruchten: aardbei - GG - fantastische planten, fabuleuze vegetatie
25GG21(WALNUT)|vruchten: walnoot - GG - fantastische planten, fantastische vegetatie
25GG211|delen van vruchten van fantastische planten
25GG211(...)|delen van vruchten van fantastische planten (met NAAM)
25GG211(NUTSHELL)|delen van een vrucht: dop - GG - fantastische planten, fantastische vegetatie
25GG2111|zaad van een fantastische plant
25GG2111(...)|zaad van een fantastische plant (met NAAM)
25GG2111(PEA)|zaad: erwt - GG - fantastische planten, fantastische vegetatie
25GG2111(THISTLE-SEED)|zaad: distelzaad - GG - fantastische planten, prachtige vegetatie
25GG22|(niet-fruit) producten van fantastische planten of bomen
25GG22(...)|(niet-fruit) producten van fantastische planten of bomen (met NAAM)
25GG22(ASPARAGUS)|(niet-fruit) producten van planten of bomen: asperges - GG - fantastische planten, fantastische vegetatie
25GG22(CINNAMON)|(niet-fruit) producten van planten of bomen: kaneel - GG - fantastische planten, fantastische vegetatie
25GG22(ONION)|(niet-fruit) producten van planten of bomen: ui - GG - fantastische planten, fantastische vegetatie
25GG22(RADISH)|(niet-fruit) producten van planten of bomen: radijs - GG - fantastische planten, fantastische vegetatie
25GG22(TURNIP)|(niet-fruit) producten van planten of bomen: raap - GG - fantastische planten, fantastische vegetatie
25GG3|prachtige bomen
25GG3(...)|prachtige bomen (met NAAM)
25GG3(ACACIA)|bomen: acacia - GG - fantastische planten, fabuleuze vegetatie
25GG3(ALDER)|bomen: els - GG - fantastische planten, prachtige vegetatie
25GG3(ALMOND-TREE)|bomen: amandelboom - GG - fantastische planten, fantastische vegetatie
25GG3(APPLE-TREE)|bomen: appelboom - GG - fantastische planten, fantastische vegetatie
25GG3(AVOCADO)|bomen: avocado - GG - fantastische planten, prachtige vegetatie
25GG3(BEECH)|bomen: beuk - GG - fantastische planten, fabuleuze vegetatie
25GG3(BIRCH)|bomen: berken - GG - fantastische planten, prachtige vegetatie
25GG3(CEDAR)|bomen: ceder - GG - fantastische planten, fabuleuze vegetatie
25GG3(COCONUT-TREE)|bomen: kokospalm - GG - fantastische planten, fantastische vegetatie
25GG3(CYPRESS)|bomen: cipres - GG - fantastische planten, prachtige vegetatie
25GG3(DATE-PALM)|bomen: dadelpalm - GG - fantastische planten, fantastische vegetatie
25GG3(DRACENA)|bomen: dracaena - GG - fantastische planten, fantastische vegetatie
25GG3(ELM)|bomen: iep - GG - fantastische planten, fantastische vegetatie
25GG3(FIG-TREE)|bomen: vijgenboom - GG - fantastische planten, fantastische vegetatie
25GG3(FIR)|bomen: spar - GG - fantastische planten, fantastische vegetatie
25GG3(HOLM-OAK)|bomen: steeneik - GG - fantastische planten, fantastische vegetatie
25GG3(LAUREL)|bomen: laurier - GG - fantastische planten, fantastische vegetatie
25GG3(LEMON-TREE)|bomen: citroenboom - GG - fantastische planten, fantastische vegetatie
25GG3(LINDEN)|bomen: linden - GG - fantastische planten, fantastische vegetatie
25GG3(MULBERRY-TREE)|bomen: moerbeiboom - GG - fantastische planten, fantastische vegetatie
25GG3(MYRRH-TREE)|bomen: mirreboom - GG - fantastische planten, fantastische vegetatie
25GG3(OAK)|bomen: eik - GG - fantastische planten, prachtige vegetatie
25GG3(OLIVE-TREE)|bomen: olijfboom - GG - fantastische planten, fantastische vegetatie
25GG3(ORANGE-TREE)|bomen: sinaasappelboom - GG - fantastische planten, fantastische vegetatie
25GG3(PALM-TREE)|bomen: palmboom - GG - fantastische planten, fantastische vegetatie
25GG3(PEACH-TREE)|bomen: perzikboom - GG - fantastische planten, fantastische vegetatie
25GG3(PINE)|bomen: den - GG - fantastische planten, prachtige vegetatie
25GG3(PLANE-TREE)|bomen: plataanboom - GG - fantastische planten, fantastische vegetatie
25GG3(POMEGRANATE-TREE)|bomen: granaatappelboom - GG - fantastische planten, fantastische vegetatie
25GG3(POPLAR)|bomen: populier - GG - fantastische planten, fantastische vegetatie
25GG3(QUINCE-TREE)|bomen: kweeboom - GG - fantastische planten, fantastische vegetatie
25GG3(SPRUCE)|bomen: spar - GG - fantastische planten, fantastische vegetatie
25GG3(STINKING BEAN TREFOIL)|bomen: stinkende boonklaver - GG - fantastische planten, fantastische vegetatie
25GG3(WALNUT-TREE)|bomen: walnootboom - GG - fantastische planten, fabuleuze vegetatie
25GG3(WHITE POPLAR)|bomen: witte populier - GG - fantastische planten, fantastische vegetatie
25GG3(WILLOW)|bomen: wilg - GG - fantastische planten, prachtige vegetatie
25GG3(YEW)|bomen: taxus - GG - fantastische planten, prachtige vegetatie
25GG31|prachtige struiken
25GG31(...)|prachtige struiken (met NAAM)
25GG31(BLACKBERRY-BUSH)|struiken: braamstruik - GG - fantastische planten, prachtige vegetatie
25GG31(BOX)|struiken: box - GG - fantastische planten, prachtige vegetatie
25GG31(BROOM)|struiken: brem - GG - fantastische planten, prachtige vegetatie
25GG31(BUCKTHORN)|struiken: duindoorn - GG - fantastische planten, prachtige vegetatie
25GG31(HAZEL)|struiken: hazelaar - GG - fantastische planten, prachtige vegetatie
25GG31(JUNIPER)|struiken: jeneverbes - GG - fantastische planten, prachtige vegetatie
25GG31(MYRTLE)|struiken: mirte - GG - fantastische planten, prachtige vegetatie
25GG31(OLEANDER)|struiken: oleander - GG - fantastische planten, prachtige vegetatie
25GG31(PRIVET)|struiken: liguster - GG - fantastische planten, prachtige vegetatie
25GG31(ROSE-BUSH)|struiken: rozenstruik - GG - fantastische planten, prachtige vegetatie
25GG39|boom als een schema van relaties, diagram in de vorm van een boom - GG - fantastische planten, fantastische vegetatie
25GG4|prachtige planten en kruiden
25GG4(...)|prachtige planten en kruiden (met NAAM)
25GG4(ACANTHUS)|planten en kruiden: acanthus - GG - fantastische planten, fabuleuze vegetatie
25GG4(ALOE)|planten en kruiden: aloë - GG - fantastische planten, prachtige vegetatie
25GG4(AMARANTH)|planten en kruiden: amarant - GG - fantastische planten, prachtige vegetatie
25GG4(ARTICHOKE)|planten en kruiden: artisjok - GG - fantastische planten, fabuleuze vegetatie
25GG4(BAMBOO)|planten en kruiden: bamboe - GG - fantastische planten, prachtige vegetatie
25GG4(BARLEY)|planten en kruiden: gerst - GG - fantastische planten, prachtige vegetatie
25GG4(BASIL)|planten en kruiden: basilicum - GG - fantastische planten, prachtige vegetatie
25GG4(BEAN)|planten en kruiden: boon - GG - fantastische planten, fabuleuze vegetatie
25GG4(CABBAGE)|planten en kruiden: kool - GG - fantastische planten, fabuleuze vegetatie
25GG4(CAMOMILE)|planten en kruiden: kamille - GG - fantastische planten, prachtige vegetatie
25GG4(CHONDRILLA)|planten en kruiden: chondrilla - GG - fantastische planten, prachtige vegetatie
25GG4(CLOVER)|planten en kruiden: klaver - GG - fantastische planten, fabuleuze vegetatie
25GG4(DICTAMNUS)|planten en kruiden: dictamnus - GG - fantastische planten, fabuleuze vegetatie
25GG4(FIELD ERYNGO)|planten en kruiden: veldgentiaan - GG - fantastische planten, fabuleuze vegetatie
25GG4(FLEA-BANE)|planten en kruiden: vlooienkruid - GG - fantastische planten, fabuleuze vegetatie
25GG4(GARLIC)|planten en kruiden: knoflook - GG - fantastische planten, prachtige vegetatie
25GG4(GERMANDER)|planten en kruiden: germander - GG - fantastische planten, fabuleuze vegetatie
25GG4(GIANT FENNEL)|planten en kruiden: reuzenvenkel - GG - fantastische planten, prachtige vegetatie
25GG4(GROUNDSEL)|planten en kruiden: groundsel - GG - fantastische planten, fabuleuze vegetatie
25GG4(HELLEBORE)|planten en kruiden: helleborus - GG - fantastische planten, fabuleuze vegetatie
25GG4(HEMLOCK)|planten en kruiden: scheerling - GG - fantastische planten, prachtige vegetatie
25GG4(HENBANE)|planten en kruiden: bilzekruid - GG - fantastische planten, fabuleuze vegetatie
25GG4(HOP)|planten en kruiden: hop - GG - fantastische planten, prachtige vegetatie
25GG4(HOUSELEEK)|planten en kruiden: huislook - GG - fantastische planten, prachtige vegetatie
25GG4(HYSSOP)|planten en kruiden: hyssop - GG - fantastische planten, prachtige vegetatie
25GG4(IVY)|planten en kruiden: klimop - GG - fantastische planten, fabuleuze vegetatie
25GG4(LETTUCE)|planten en kruiden: sla - GG - fantastische planten, prachtige vegetatie
25GG4(LUPIN)|planten en kruiden: lupine - GG - fantastische planten, prachtige vegetatie
25GG4(MANDRAKE)|planten en kruiden: mandragora - GG - fantastische planten, prachtige vegetatie
25GG4(MARJORAM)|planten en kruiden: marjolein - GG - fantastische planten, prachtige vegetatie
25GG4(MISTLETOE)|planten en kruiden: mistletoe - GG - fantastische planten, fabuleuze vegetatie
25GG4(NETTLE)|planten en kruiden: brandnetel - GG - fantastische planten, prachtige vegetatie
25GG4(ORIGANUM)|planten en kruiden: origanum - GG - fantastische planten, fabuleuze vegetatie
25GG4(PEA)|planten en kruiden: erwt - GG - fantastische planten, fabuleuze vegetatie
25GG4(PENNYROYAL)|planten en kruiden: pennyroyal - GG - fantastische planten, prachtige vegetatie
25GG4(PEONY)|planten en kruiden: pioenroos - GG - fantastische planten, fabuleuze vegetatie
25GG4(PUMPKIN)|planten en kruiden: pompoen - GG - fantastische planten, prachtige vegetatie
25GG4(REED)|planten en kruiden: riet - GG - fantastische planten, fabuleuze vegetatie
25GG4(ROCKET)|planten en kruiden: rucola - GG - fantastische planten, fabuleuze vegetatie
25GG4(RUE)|planten en kruiden: wijnruit - GG - fantastische planten, fabuleuze vegetatie
25GG4(SAFFRON)|planten en kruiden: saffraan - GG - fantastische planten, prachtige vegetatie
25GG4(SAGE)|planten en kruiden: salie - GG - fantastische planten, prachtige vegetatie
25GG4(STINGING-NETTLE)|planten en kruiden: brandnetel - GG - fantastische planten, prachtige vegetatie
25GG4(STRAWBERRY)|planten en kruiden: aardbei - GG - fantastische planten, fabuleuze vegetatie
25GG4(SUNDEW)|planten en kruiden: zonnedauw - GG - fantastische planten, prachtige vegetatie
25GG4(THISTLE)|planten en kruiden: distel - GG - fantastische planten, prachtige vegetatie
25GG4(THYME)|planten en kruiden: tijm - GG - fantastische planten, prachtige vegetatie
25GG4(WATER-HEMLOCK)|planten en kruiden: watermeng - GG - fantastische planten, fabuleuze vegetatie
25GG4(WHEAT)|planten en kruiden: tarwe - GG - fantastische planten, prachtige vegetatie
25GG4(WORMWOOD)|planten en kruiden: alsem - GG - fantastische planten, prachtige vegetatie
25GG41|prachtige bloemen
25GG41(...)|prachtige bloemen (met NAAM)
25GG41(ALMOND-BLOSSOM)|bloemen: amandelbloesem - GG - fantastische planten, fabuleuze vegetatie
25GG41(ANEMONE)|bloemen: anemoon - GG - fantastische planten, fabuleuze vegetatie
25GG41(BUTTERCUP)|bloemen: boterbloem - GG - fantastische planten, fabuleuze vegetatie
25GG41(CARNATION)|bloemen: anjer - GG - fantastische planten, fantastische vegetatie
25GG41(COLUMBINE)|bloemen: akelei - GG - fantastische planten, fabuleuze vegetatie
25GG41(CORNFLOWER)|bloemen: korenbloem - GG - fantastische planten, fabuleuze vegetatie
25GG41(CROCUS)|bloemen: krokus - GG - fantastische planten, fabuleuze vegetatie
25GG41(HELIOTROPE)|bloemen: heliotroop - GG - fantastische planten, fabuleuze vegetatie
25GG41(HYACINTH)|bloemen: hyacint - GG - fantastische planten, fabuleuze vegetatie
25GG41(IMMORTELLE)|bloemen: immortelle - GG - fantastische planten, fantastische vegetatie
25GG41(LILY)|bloemen: lelie - GG - fantastische planten, fabuleuze vegetatie
25GG41(LOTUS)|bloemen: lotus - GG - fantastische planten, fantastische vegetatie
25GG41(NARCISSUS)|bloemen: narcis - GG - fantastische planten, fabuleuze vegetatie
25GG41(ORCHID)|bloemen: orchidee - GG - fantastische planten, fabuleuze vegetatie
25GG41(PETUNIA)|bloemen: petunia - GG - fantastische planten, fabuleuze vegetatie
25GG41(POPPY)|bloemen: klaproos - GG - fantastische planten, fabuleuze vegetatie
25GG41(ROSE)|bloemen: roos - GG - fantastische planten, fabuleuze vegetatie
25GG41(SUNFLOWER)|bloemen: zonnebloem - GG - fantastische planten, fabuleuze vegetatie
25GG41(TULIP)|bloemen: tulp - GG - fantastische planten, fabuleuze vegetatie
25GG41(VIOLET)|bloemen: viooltje - GG - fantastische planten, fabuleuze vegetatie
25GG41(WATER-LILY)|bloemen: waterlelie - GG - fantastische planten, fantastische vegetatie
25GG411|snijd prachtige bloemen; ruiker, bos prachtige bloemen
25GG411(...)|gesneden bloemen; ruiker, bos bloemen (met NAAM) - GG - fantastische planten, fantastische vegetatie
25GG412|gedroogde prachtige bloemen
25GG412(...)|gedroogde bloemen (met NAAM) - GG - fantastische planten, fantastische vegetatie
25GG49|kunstmatige fantastische planten en bloemen
25GG5|prachtige lagere planten
25GG51|prachtige varens
25GG52|prachtige mossen
25GG53|prachtige algen, zeewier
25GG54|prachtige paddenstoelen
25GG541|prachtige paddenstoel, feeënpaddenstoel
25GG55|prachtige korstmossen
25GG56|andere fantastische lagere planten
25GG56(...)|andere lagere planten (met NAAM) - GG - fantastische planten, prachtige vegetatie
25GG6|uitgestorven planten - GG - fantastische planten, fantastische vegetatie
25GG6(...)|uitgestorven planten (met NAAM) - GG - fantastische planten, fantastische vegetatie
25GG61|prehistorische planten - GG - fantastische planten, fantastische vegetatie
25GG62|fossiele planten - GG - fantastische planten, fantastische vegetatie
25GG7|taal van bloemen - GG - fantastische planten, fantastische vegetatie
25H|landschappen
25H1|landschappen in de gematigde zone
25H11|bergen
25H111|bergketen, besneeuwde pieken
