5|Abstracte Ideeën en Concepten
71E12411|In de wildernis mompelen de mensen tegen Mozes over het bittere water.
71E12412|Mozes gooit een stuk hout in het water van Mara, dat dan zoet wordt.
71E12413|De Israëlieten luisteren naar God
71E1242|De Israëlieten komen aan bij de oase van Elim, waar ze twaalf bronnen en zeventig palmbomen vinden.
71E12421|de twaalf bronnen van Elim (één voor elke stam)
71E125|Wonder van het manna en de kwartels (Exodus 16)
71E1251|In de woestijn van Sin klaagt Israël tegen Mozes
71E1252|Mozes en Aaron beloven eten aan het volk
71E12521|De glorie van God verschijnt
71E1253|'s Avonds vliegt een grote zwerm kwartels het Israëlitische kamp binnen.
71E1254|'s Ochtends valt manna op de aarde ~ Exodus
71E12541|de verzameling van manna (in manden en potten)
71E12542|Aaron vult een pot met manna om in de tabernakel te bewaren
71E125421|de pot met de 'omer' manna
71E126|Mozes slaat water uit de rots (Exodus 17:1-7; Numeri 20:2-13)
71E1261|De Israëlieten komen aan in Refidim (of Meriba) en klagen omdat er geen drinkwater is.
71E1262|Wanneer Mozes en Aäron bidden voor de tabernakel, verschijnt God aan hen.
71E1263|Mozes slaat twee keer op de rots voor het verzamelde volk en er stroomt water uit; de mensen lessen hun dorst.
71E12631|God berispt Mozes
71E127|De Amalekieten komen ten strijde tegen de Israëlieten (Exodus 17:8-16)
71E1271|Mozes instructies aan Jozua
71E1272|Moses gaat naar de top van een heuvel met Aaron en Hur en heft zijn armen op om de Israëlieten victorieus te maken
71E12721|Mozes zit op een rots, armen omhoog gehouden door Aäron en Hur; de Amalekieten zijn verslagen
71E1273|Mozes bouwt een altaar
71E128|Jethro's bezoek aan Mozes: met Zippora en haar twee zonen komt hij aan in de woestijn waar Mozes gelegerd is (Exodus 18)
71E1281|Jethro en Mozes ontmoeting
71E1282|Jethro in de tent van Mozes
71E1283|Jethro brengt een offer aan God en eet brood met Mozes, Aäron en alle leiders van Israël.
71E1284|Jethro, wanneer hij Mozes de hele dag bezig ziet met het oplossen van geschillen onder het volk, adviseert hem om wat rechters aan te stellen.
71E1285|Mozes kiest rechters
71E1286|Mozes en Jethro nemen afscheid ~ Het bezoek van Jethro aan Mozes in de woestijn
71E13|Exodus (deel III): conclusie van de Sinaitische wet en haar vernieuwing
71E131|terugkerende thema's ~ Mount Sinai
71E1311|Mozes (alleen) die de berg Sinaï beklimt
71E1312|Mozes communiceert met God op de berg Sinaï (de berg kan bedekt zijn met een dikke wolk)
71E1313|Mozes die van de berg Sinaï afkomt
71E1314|Mozes spreekt de oudsten toe
71E1315|Mozes spreekt de Israëlieten toe
71E132|aankomst van de Israelieten bij de berg Sinai (Exodus 19, 20:18-21)
71E1321|De Israëlieten komen aan bij de berg Sinaï en slaan hun kamp op aan de voet van de berg.
71E13211|De mensen beloven gehoorzaamheid aan God
71E1322|De mensen maken zich klaar voor de komende wetgeving: ze wassen hun kleren en zetten grenzen rond de berg
71E1323|De berg Sinaï is bedekt met een dikke wolk, donder en bliksem.
71E13231|Mozes leidt het volk naar de voet van de berg en wordt geroepen door God
71E133|Het verbond van God met Mozes wordt bevestigd met een offer (Exodus 24:1-8)
71E1331|Mozes schrijft de wet op
71E1332|Mozes bouwt een altaar en plaatst twaalf stenen.
71E1333|De jonge mannen brengen offers; Mozes neemt de helft van het bloed van de dieren en besprenkelt het altaar.
71E1334|Mozes leest het boek van het verbond voor aan het volk
71E1335|Moses neemt de kommen met de andere helft van het offerbloed en besprenkelt daarmee de mensen.
71E134|Mozes op de berg Sinaï met de tafelen van de wet (Exodus 24:9-18, 31:18)
71E1341|Mozes beklimt de berg met Aäron, Nadab, Abihu en zeventig leiders
71E13411|Mozes en zijn metgezellen zien God op de berg Sinaï
71E1342|Mozes vertelt de oudsten om achter te blijven en beklimt de berg Sinaï verder met Jozua.
71E1343|Moses ontvangt de tafels van de wet van God
71E13431|God die de geboden op de twee stenen tabletten schrijft
71E13432|Mozes die de geboden op de twee stenen tabletten schrijft
71E135|De aanbidding van het gouden kalf ~ Aaron (Exodus 32:1-19)
71E1351|de mensen vragen aan Aaron om wat afgoden te maken
71E13511|De mensen brengen hun gouden oorbellen naar Aaron
71E1352|Aaron maakt een gouden kalf en laat het op een voetstuk of altaar plaatsen.
71E1353|aanbidding van het gouden kalf (dat op een pilaar kan staan en soms wordt afgebeeld als een draak)
71E13531|Aaron bouwt een altaar en brengt een offer aan het gouden kalf.
71E13532|de mensen dansen rond het gouden kalf ~ Exodus
71E13533|de mensen die feesten ~ aanbidding van het gouden kalf
71E13534|Hur stierf verstikt toen hij bespuugd werd door de Israëlieten omdat hij weigerde het gouden kalf te aanbidden
71E1354|Moses (en Joshua) komt naar beneden met de stenen tabletten
71E13541|Bij het zien van de afgodendienaars breekt Mozes de tafelen van de wet.
71E136|de straf ~ aanbidding van het gouden kalf (Exodus 32:20-35, 33)
71E1361|Moses smelt het kalf, maalt het goud tot fijn poeder, mengt het met water en laat de mensen het drinken.
71E1362|Mozes roept Aaron ter verantwoording.
71E1363|Mozes, staande bij de poort van het kamp, zorgt ervoor dat de Levieten alle afgodendienaars doden
71E1364|God stuurt een plaag over het volk.
71E1365|God komt op zijn beslissing terug en stuurt een engel die de mensen naar Kanaän zal leiden
71E1366|De mensen rouwen en doen hun sieraden af ~ straf voor de afgodendienaars
71E1367|wanneer Mozes verblijft in de tabernakel, daalt de wolkzuil neer en blijft bij de deur; de mensen verzamelen zich bij de ingang van hun tenten en buigen in eerbied neer
71E1368|Mozes, staand op een klif, ziet God van achteren.
71E137|de nieuwe tafels van de wet (Exodus 34)
71E1371|Mozes hakt twee stenen tabletten.
71E1372|Moses draagt de twee stenen tabletten de berg Sinaï op
71E1373|God vernieuwt het verbond met Mozes en schrijft de wet op de tabletten.
71E1374|Mozes komt naar beneden met de nieuwe tabletten en wordt opgewacht door Aäron en het verzamelde volk, die opmerken dat zijn gezicht 'straalt' (het gezicht van Mozes wordt afgebeeld met stralen licht of met hoorns)
71E13741|Moses bedekt zijn gezicht met een sluier
71E138|voorbereiding en opzet van de tabernakel en zijn accessoires ~ Exodus (Exodus 35-40)
71E1381|De mensen brengen hun offers voor de Tabernakel: allerlei mooie voorwerpen, sieraden, linnen, enz.
71E1382|Mozes benoemt Bezaleel, Aholiab en andere vaklieden
71E1383|het maken van de Tabernakel en zijn accessoires ~ Exodus
71E1384|de voltooiing van de Tabernakel en zijn accessoires; Mozes onderzoekt alles en zegent de ambachtslieden
71E1385|De tabernakel wordt opgezet en Mozes plaatst de ark met de tafels erin.
71E13851|Inwijding van de Tabernakel (Exodus 40:16-33; Leviticus 8:10-11)
71E13852|een wolk bedekt de Tabernakel, die vervolgens gevuld wordt met glorie (wanneer de wolk opstijgt van de Tabernakel, breken de Israëlieten het kamp op) (Exodus 40:34-38; Numeri 9:15-23)
71E138521|'s Nachts blijft het vuur branden op de Tabernakel.
71E2|het boek Leviticus
71E21|Aaron en zijn vier zonen worden gewijd door Mozes (Leviticus 8)
71E22|Aaron biedt offers aan (Leviticus 9)
71E221|Wanneer Mozes en Aäron het volk zegenen, verschijnt de glorie van God aan de gemeente.
71E222|God stuurt vuur dat de offers op het altaar verteert.
71E23|De zonde van Nadab en Abihu (Leviticus 10:1-7)
71E231|Twee zonen van Aaron, Nadab en Abihu, brengen wierook in hun wierookvaten aan God, die hen hiervoor straft door een vuur te sturen dat hen doodt.
71E232|Mozes legt het incident uit aan Aäron
71E233|De lichamen van Nadab en Abihu worden weggedragen van het kamp.
71E234|Mozes adviseert Aaron en zijn overgebleven zonen, Eleazar en Ithamar, om niet te rouwen met het volk.
71E24|De straf van de godslasteraar (Leviticus 24:10-23)
71E241|voor het vervloeken van God tijdens een ruzie, wordt de zoon van Shelomith voor Mozes gebracht
71E242|de zoon van Shelomith wordt gestenigd door de Israëlieten
71E25|God belooft voorspoed aan degenen die zijn geboden naleven, en vernietiging aan degenen die ze overtreden (Leviticus 26)
71E3|Getallen: het rondzwerven in de woestijn, de Israëlieten verlaten de berg Sinaï en bereiken Kanaän
71E31|Getallen (deel I): van de berg Sinai tot Kades
71E311|voorbereidingen om de berg Sinai te verlaten (Numeri 1-9:14)
71E3111|De eerste telling van het volk ~ boek Numeri
71E31111|Mozes, wanneer hij met God communiceert in de Tabernakel, krijgt de opdracht om het volk te tellen.
71E31112|Mozes, Aäron en de leiders van de twaalf stammen nemen de volkstelling.
71E31113|De stammen zijn gerangschikt in hun juiste volgorde ~ het boek Numeri
71E3112|De Levieten zijn aangesteld om de priesters te dienen.
71E31121|volkstelling van de Levieten
71E31122|taken van de Levitische clans
71E31122(...)|Taken van de Levitische stammen (met NAAM van de stam)
71E31123|De Levieten nemen de plaats in van de eerstgeboren zonen.
71E31124|Zuivering en toewijding van de Levieten
71E3113|De onreinen worden uit het kamp verdreven ~ het boek Numeri
71E3114|offers van de leiders van de stammen bij de inwijding van de Tabernakel
71E3115|Aaron steekt de lampen van de Tabernakel aan
71E3116|viering van de tweede Pasen
71E312|Het vertrek vanaf de berg Sinai (Numeri 10)
71E3121|signalen voor het opbreken van het kamp ~ boek Numeri
71E31211|twee zilveren trompetten worden gemaakt en worden gebruikt om het volk bijeen te roepen ~ het boek Numeri
71E3122|De Israëlieten breken het kamp op en beginnen aan hun reis ~ het boek Numeri
71E3123|Moses smeekt Hobab, de zoon van Jethro, om met hen mee te komen
71E313|de mensen zijn ontevreden (Numeri 11)
71E3131|Bij Taberah worden de mensen gestraft door vuur dat een kant van het kamp verteert.
71E31311|het vuur stopt wanneer Mozes bidt
71E3132|Mozes kiest zeventig oudsten om hem te helpen en plaatst hen rond de Tabernakel; de Geest van God daalt op hen neer
71E31321|Eldad en Medad profeteren
71E3133|Een veelheid van kwartels valt en bedekt het kamp.
71E31331|Wanneer de mensen de kwartels eten, breekt er een plaag uit.
71E3134|de Israëlieten verhuizen naar Hazeroth
71E314|Oproer van Mirjam en Aäron (Numeri 12)
71E3141|Aaron en Miriam klagen over Mozes
71E3142|God daalt neer in de wolkzuil bij de deur van de Tabernakel en berispt Aaron en Mirjam.
71E3143|Miriam wordt gestraft met lepra; Mozes bidt tot God, die belooft Miriam na zeven dagen te genezen.
71E31431|Miriam wordt zeven dagen buiten het kamp gehouden
71E31432|Genezen Miriam keert terug naar het kamp.
71E3144|De Israelieten verlaten Hazeroth voor de woestijn van Faraan.
71E315|Verkenning van Kanaän (Numeri 13-14)
71E3151|Mozes stuurt twaalf verkenners uit om het land Kanaän te verkennen
71E3152|De spionnen nemen wat van de vruchten van Kanaän mee en keren terug, meestal met een grote tros druiven aan een stok.
71E31521|de druiven van Kanaän
71E3153|De spionnen, behalve Caleb en Joshua, brengen verrassende rapporten die de mensen van streek maken ~ verkenning van Kanaän
71E31531|Caleb spoort de mensen aan om Kanaän te veroveren
71E3154|de mensen klagen ~ verkenning van Kanaän
71E31541|Mozes en Aäron buigen zich voor de vergadering, terwijl Jozua en Kaleb hun kleren scheuren
71E315411|de mensen dreigen Mozes, Aäron, Jozua en Kaleb te stenigen, maar plotseling verschijnt de glorie van God boven de Tabernakel (de vier mannen kunnen beschermd worden gezien door een wolk)
71E3155|Alle spionnen, behalve Joshua en Caleb, worden ziek en sterven ~ verkenning van Kanaän
71E3156|wanneer Mozes God's straf aan het volk rapporteert, rouwen ze bitter ~ verkenning van Kanaän
71E3157|De eerste poging om Kanaän binnen te vallen mislukt: de Israëlieten worden geslagen door de Amalekieten.
71E316|straf van de sabbatschender (Numeri 15:32-36)
71E3161|een man die hout aan het verzamelen was op de sabbat wordt voor Mozes en Aäron gebracht
71E3162|De sabbatschender wordt gestenigd tot de dood ~ het boek Numeri
71E317|opstand van Korach (Core), Dathan en Abiram, en hun straf (Numeri 16)
71E3171|Korach en tweehonderdvijftig aanhangers verzamelen zich voor Mozes en Aäron; Mozes daagt de rebellen uit om wierook aan de Heer aan te bieden
71E3172|Mozes berispt Korach
71E3173|Mozes bespot door Dathan en Abiram, die weigeren voor hem te verschijnen
71E3174|korach en zijn volgelingen, die wierookvaten vasthouden, staan ​​voor mozes en aäron voor de deur van de tabernakel (of naast een altaar); de rebellen worden vernietigd door het vuur van de heer
71E31741|Moses gaat naar de verblijfplaatsen van Dathan en Abiram en waarschuwt de mensen om weg te gaan bij hun tenten.
71E31742|De grond opent en slokt de rebellen Dathan en Abiram op, samen met hun families en bezittingen.
71E3175|De priester Eleazar verzamelt de wierookvaten van de resten van de mannen die verbrand zijn.
71E31751|De wierookvaten worden tot dunne platen geslagen om een bedekking voor het altaar te maken
71E3176|de mensen klagen over de dood van de rebellen (Korach, Dathan en Abiram)
71E31761|De wolk bedekt de Tabernakel; terwijl Mozes en Aäron ervoor buigen, breekt er een plaag uit
71E31762|Aaron, met zijn wierookvat rennend naar het midden van de verzamelde mensen, stopt de plaag en staat tussen de levenden en de doden.
71E318|De bloeiende staf (Numeri 17)
71E3181|Mozes ontvangt twaalf staven, één voor elke stam, en legt ze in de Tabernakel.
71E3182|De staf van Aaron is ontsproten, gebloeid en heeft rijpe amandelen voortgebracht.
71E31821|Mozes toont de bloeiende staf van Aäron aan de gemeenschap
71E32|Nummers (deel II): de reis van Kades naar Moab
71E321|Gebeurtenissen bij Kades (Numeri 20:1, 20:14-21)
71E3211|dood en begrafenis van Miriam
71E3212|de koning van Edom weigert Israël door te laten
71E32121|Mozes stuurt boodschappers naar de koning van Edom.
71E32122|De Edomieten trekken uit met een leger; de Israëlieten worden gedwongen om een andere route te nemen
71E322|dood van Aaron (Numeri 20:22-29)
71E3221|Mozes beklimt de berg Hor met Aaron en Eleazar
71E3222|Mozes haalt de priesterlijke gewaden van Aaron weg en trekt ze aan bij Eleazar
71E3223|Begrafenis van Aaron
71E3224|de mensen rouwen om Aaron
71E323|Overwinning op de Kanaänieten onder leiding van koning Arad (Numeri 21:1-3)
71E324|De koperen slang (Numeri 21:4-9)
71E3241|Wanneer de mensen opnieuw klagen over het eten, stuurt God giftige slangen; velen sterven aan slangenbeten ~ boek Numeri
71E32411|Mozes, die door de Israëlieten werd gesmeekt, smeekt God om de slangen weg te nemen
71E3242|Een slang van koper wordt gemaakt en op een paal geplaatst.
71E3243|Iedereen die door een slang gebeten wordt, wordt genezen door naar de koperen slang te kijken; de slang (of draak) wordt meestal afgebeeld op een kruis in de vorm van een tau of op een pilaar
71E325|de Israëlieten op weg naar het dal van de Moabieten (Numeri 21:10-20)
71E3251|een put wordt gegraven bij Beer
71E326|Overwinning van de Israëlieten op Koning Sihon en Koning Og (Numeri 21:21-35; Jozua 12:1-6)
71E3261|boodschappers van de Israëlieten worden gestuurd naar de Amoritische koning Sihon
71E3262|strijd van de Israëlieten tegen de Amorieten tijdens hun reis door de woestijn
71E3263|De Israëlieten vestigen zich in de steden van de Amorieten na hun overwinning op koning Sihon
71E3264|Moses stuurt spionnen naar de stad Jaazer.
71E3265|strijd van de Israëlieten tegen Koning Og
71E33|Getallen (deel III): gebeurtenissen in Moab
71E331|Het verhaal van Bileam (Numeri 22-24)
71E3311|de Moabitische koning Balak, geschrokken door de komst van de Israëlieten, stuurt boodschappers naar Bileam om een vloek over hen uit te spreken
71E3312|Balaam ontvangt de boodschappers van de Moabitische koning Balak
71E33121|God verschijnt aan Balaam in een droom
71E33122|Balaam stuurt de boodschappers van koning Balak weg.
71E33123|De boodschappers rapporteren aan Koning Balak over hun bezoek aan de profeet Balaam.
71E3313|Nieuwe boodschappers worden naar Balaam gestuurd
71E33131|God verschijnt voor de tweede keer aan de profeet Balaam
71E33132|Balaam zadelt zijn ezel en vertrekt met de Moabitische boodschappers.
71E3314|Een engel die een zwaard vasthoudt verspert de weg en zorgt ervoor dat de ezel van Balaam opzij gaat; de engel is onzichtbaar voor Balaam.
71E33141|Balaam slaat zijn ezel, waarop de ezel neerligt en begint te praten
71E33142|Balaäms ogen gaan open; hij werpt zich aan de voeten van de engel
71E33143|Balaam hervat zijn reis na de ontmoeting met de engel
71E3315|Balaam en Koning Balak ontmoeten elkaar en samen brengen ze een offer.
